ID,TransportID,TimeIndex,Pos[0],Pos[1],Pos[2]
11184,11898,30033,4E-06,0,-68.05556
11185,11899,0,0,0,0
11186,11899,5000,0,0,0
11187,11899,5900,0,0,1.201138
11188,11899,6667,0,0,4.690253
11189,11899,13100,-5E-06,-1E-06,121.52306
11190,11899,14067,-5E-06,-1E-06,127.64034
11191,11899,15000,-5E-06,-1E-06,129.55367
11192,11899,20000,-5E-06,-1E-06,129.55367
11193,11899,21000,-5E-06,-1E-06,127.60484
11194,11899,21800,-5E-06,-1E-06,122.32877
11195,11899,27933,0,0,8.591192
11196,11899,28967,0,0,1.968553
11197,11899,30000,0,0,0
12088,20649,0,0,0,0
12089,20649,1833,0,0,-55.46577
12090,20649,6833,0,0,-55.46577
12091,20649,10333,0,0,41.035614
12092,20649,15167,0,0,41.035614
12093,20649,16667,0,0,0
12094,20650,0,0,0,0
12095,20650,10333,0,0,-1E-05
12096,20650,10500,0,0,4.650018
12097,20650,15167,0,0,4.650018
12098,20650,15333,0,0,0
12099,20650,16667,0,0,0
12100,20651,0,0,0,0
12101,20651,1833,0,0,0
12102,20651,2000,0,0,8.130338
12103,20651,6667,0,0,8.130338
12104,20651,6833,0,0,0
12105,20651,16667,0,0,0
12106,20652,0,0,0,0
12107,20652,167,0,0,0
12108,20652,3667,0,0,96.50138
12109,20652,8500,0,0,96.50138
12110,20652,11833,0,0,0
12111,20652,16667,0,0,0
12112,20653,0,0,0,0
12113,20653,3667,0,0,-1E-05
12114,20653,3833,0,0,4.650018
12115,20653,8500,0,0,4.650018
12116,20653,8667,0,0,0
12117,20653,16667,0,0,0
12118,20654,0,0,0,0
12119,20654,11667,0,0,0
12120,20654,11833,0,0,8.130338
12121,20654,16500,0,0,8.130338
12122,20654,16667,0,0,0
12123,20655,0,0,0,0
12124,20655,167,0,0,0
12125,20655,3500,0,0,0
12126,20655,7000,0,0,96.50138
12127,20655,11833,0,0,96.50138
12128,20655,15167,0,0,0
12129,20655,16667,0,0,0
12130,20656,0,0,0,0
12131,20656,7000,0,0,-1E-05
12132,20656,7167,0,0,4.650018
12133,20656,11833,0,0,4.650018
12134,20656,12000,0,0,0
12135,20656,16667,0,0,0
12136,20657,0,0,0,0
12137,20657,3333,0,0,0
12138,20657,3500,0,0,-8.130338
12139,20657,14833,0,0,-8.130338
12140,20657,15000,0,0,0
12141,20657,16667,0,0,0
11778,21653,0,0,0,0
11779,21653,12000,0,0,0
11780,21653,13333,0,0,12.006389
11781,21653,18667,0,0,12.006389
11782,21653,20000,0,0,0
11783,21653,26667,0,0,0
11784,21654,0,0,0,0
11785,21654,5333,0,0,0
11786,21654,6667,-4.3E-05,-4E-06,-11.985562
11787,21654,25333,-4.3E-05,-4E-06,-11.985562
11788,21654,26667,0,0,0
11789,21655,0,0,0,0
11790,21655,5333,0,0,0
11791,21655,6667,5E-06,-4.3E-05,-11.985562
11792,21655,25333,5E-06,-4.3E-05,-11.985562
11793,21655,26667,0,0,0
11794,21656,0,0,0,0
11795,21656,12000,0,0,0
11796,21656,13333,0,0,12.006389
11797,21656,18667,0,0,12.006389
11798,21656,20000,0,0,0
11799,21656,26667,0,0,0
11773,32056,0,0,0,0
11774,32056,6667,0,0,0
11775,32056,13333,0.252098,0.00494,70.27203
11776,32056,20000,0.252098,0.00494,70.27203
11777,32056,26667,0,0,0
11800,32057,0,0,0,0
11801,32057,6667,0,0,0
11802,32057,13333,0.252073,0.000393,70.273155
11803,32057,20000,0.252073,0.000393,70.273155
11804,32057,26667,0,0,0
11593,47296,0,0,0,0
11594,47296,5000,0,0,0
11595,47296,6100,-5E-06,-2E-06,-1.754781
11596,47296,6933,-1.2E-05,-8E-06,-5.176656
11597,47296,12867,-6E-06,-2E-06,-66.789375
11598,47296,13833,-6E-06,-2E-06,-69.82408
11599,47296,15000,-6E-06,-2E-06,-71.2224
11600,47296,20000,-6E-06,-2E-06,-71.2224
11601,47296,21333,0,0,-69.81129
11602,47296,22233,0,0,-66.71331
11603,47296,28133,0,0,-5.247484
11604,47296,28800,0,0,-1.585036
11605,47296,30033,0,0,0
11606,47297,0,0,0,0
11607,47297,5000,0,0,0
11608,47297,5900,0,0,1.201138
11609,47297,6667,0,0,4.690253
11610,47297,10567,5E-06,5E-06,37.673847
11611,47297,13100,5E-06,5E-06,63.4456
11612,47297,14067,5E-06,5E-06,69.56289
11613,47297,15000,5E-06,5E-06,71.47621
11614,47297,20000,5E-06,5E-06,71.47621
11615,47297,21000,5E-06,5E-06,69.52738
11616,47297,21800,5E-06,5E-06,64.25132
11617,47297,25267,5E-06,5E-06,34.232037
11618,47297,27933,0,0,8.591193
11619,47297,28967,0,0,1.968553
11620,47297,30000,0,0,0
16310,80022,0,0,0,0
16311,80022,6600,0,0,0
16312,80022,6833,-0.004069,0.003554,-0.797146
16313,80022,7000,0,0,-3.62975
16314,80022,7233,0,0,-12.079661
16315,80022,7333,0,0,-11.731557
16316,80022,7433,0,0,-12.079661
16317,80022,7500,0,0,-11.918691
16318,80022,7600,0,0,-12.079661
16319,80022,25667,0,0,-12.079661
16320,80022,25867,0,0,-12.024594
16321,80022,26000,0,0,-11.767453
16322,80022,26567,0,0,-0.28282
16323,80022,26633,0,0,-0.041307
16324,80022,26667,0,0,0
16273,80023,0,0,0,0
16274,80023,6667,0,0,0
16275,80023,11000,-3E-06,0,-98.747856
16276,80023,11233,0.00651,0,-99.67161
16277,80023,11400,0.004442,0,-99.971954
16278,80023,11600,0.002892,0,-100.07994
16279,80023,11667,-3E-06,0,-100.06109
16280,80023,11700,-3E-06,0,-100.08206
16281,80023,21667,-3E-06,0,-100.08206
16282,80023,21767,-3E-06,0,-100.08968
16283,80023,21900,-3E-06,0,-99.6677
16284,80023,26333,0,0,-1.180162
16285,80023,26467,1.7E-05,3E-06,-0.328159
16286,80023,26600,0,0,-0.043593
16287,80023,26667,0,0,0
16288,80024,0,0,0,0
16289,80024,6533,0,0,-0.023912
16290,80024,6667,0,0,1.507623
16291,80024,11000,0,-6E-06,-97.22272
16292,80024,11233,3E-06,-6E-06,-98.13631
16293,80024,11400,3E-06,-6E-06,-98.43835
16294,80024,11567,0,-6E-06,-98.76382
16295,80024,11633,0,-6E-06,-99.11372
16296,80024,11700,0,-6E-06,-99.77599
16297,80024,11767,0,-6E-06,-100.05011
16298,80024,11800,0,-6E-06,-100.06504
16299,80024,21733,0,-6E-06,-100.0564
16300,80024,21767,0,-6E-06,-100.01347
16301,80024,21833,0,-6E-06,-99.0345
16302,80024,21867,0,-6E-06,-98.87473
16303,80024,21900,0,-6E-06,-98.15394
16304,80024,26333,0,0,0.351576
16305,80024,26367,0,0,0.561605
16306,80024,26467,0,0,1.200799
16307,80024,26567,0,0,0.015978
16308,80024,26633,0,0,0.009494
16309,80024,26667,0,0,0.023953
16054,85556,0,0,0,0
16055,85556,1700,0,0,0
16056,85556,3000,0,0,-43.16333
16057,85556,3167,0,0,-44.015217
16058,85556,3300,0,0,-44.489857
16059,85556,8300,0,0,-44.546577
16060,85556,8600,0,0,-43.889214
16061,85556,9733,0,0,-0.564806
16062,85556,9867,0,0,-0.180556
16063,85556,10000,0,0,-0.005751
16064,85556,13333,0,0,0
