ID,Datestamp,ContinentID,ZoneID,TextureID,TextureName,DoodadID[0],DoodadID[1],DoodadID[2],DoodadID[3],Density,Sound
576,20020515,0,196608,78077765,Tileset\Stranglethorn\StrangleThornMossroot01.tga,-1,-1,-1,-1,0,5
479,20031110,0,196608,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,30,24,29,16,6,6
581,20020430,0,196608,515273318,Tileset\Elwynn\ElwynnGrassHighlight.tga,-1,-1,-1,-1,0,5
3733,20031002,0,196608,519913275,Tileset\Westwood\WestfallSandBaseWet.tga,-1,-1,-1,-1,0,0
478,20031110,0,196608,728885973,Tileset\Westwood\WestFallStrawBase.tga,25,26,17,24,8,5
476,20031110,0,196608,755811417,Tileset\Westwood\WestFallDirtBase.tga,28,23,24,30,8,0
497,20031110,0,196608,941670396,Tileset\Westwood\WestFallCropBase.tga,26,26,26,26,8,5
475,20031110,0,196608,962095307,Tileset\Westwood\WestFallSandGrassBase.tga,14,15,27,14,8,7
825,20021101,0,196608,962353784,Tileset\Stranglethorn\StrangleThornDirt03.tga,3,5,10,10,6,0
502,20031110,0,196608,983336491,Tileset\Elwynn\ElwynnCobbleStoneBase.tga,-1,-1,-1,-1,0,2
500,20030506,0,196608,1040676057,Tileset\Elwynn\ElwynnDirtBase.tga,5,5,5,5,6,0
885,20020514,0,196608,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,0,2
477,20031110,0,196608,1047783538,Tileset\Westwood\WestFallGrassBase.tga,24,26,16,27,8,5
498,20020620,0,196608,1410636751,Tileset\Elwynn\ElwynnRock2Base.tga,-1,-1,-1,-1,0,2
574,20031002,0,196608,1492807921,Tileset\Stranglethorn\StrangleThornRock05.tga,-1,-1,-1,-1,0,2
864,20020503,0,196608,1887374217,Tileset\Duskwood\DuskwoodCrop.TGA,-1,-1,-1,-1,0,5
685,20020822,0,196608,1933470881,Tileset\Elwynn\ElwynnDirtMud02.tga,-1,-1,-1,-1,0,0
2443,20030506,0,196608,2017176006,Tileset\Westwood\WestfallSandWet.tga,-1,-1,-1,-1,0,0
473,20031206,0,196608,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
483,20020404,0,196609,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,2
486,20020404,0,196609,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,29,30,24,16,8,6
485,20020404,0,196609,728885973,Tileset\Westwood\WestFallStrawBase.tga,25,26,24,17,8,5
480,20020404,0,196609,755811417,Tileset\Westwood\WestFallDirtBase.tga,28,30,23,24,8,0
482,20020404,0,196609,962095307,Tileset\Westwood\WestFallSandGrassBase.tga,14,15,27,14,8,7
481,20020404,0,196609,1047783538,Tileset\Westwood\WestFallGrassBase.tga,24,26,16,27,8,5
484,20020404,0,196609,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1293,20031002,0,196610,-856420698,Tileset\Westwood\WestFallCobbleStoneBase.tga,-1,-1,-1,-1,0,2
1292,20031106,0,196610,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
1291,20031106,0,196610,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
1289,20031106,0,196610,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1290,20031106,0,196610,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1294,20031002,0,196610,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1040,20030405,0,196611,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,2
846,20030405,0,196611,-1610282521,Tileset\Stranglethorn\StrangleThornRockCracked.tga,-1,-1,-1,-1,0,2
496,20031110,0,196611,-1207261478,Tileset\Westwood\WestFallSandBase.tga,18,19,20,24,2,7
1509,20031110,0,196611,-1095065661,Tileset\Elwynn\ElwynnGrassBase.tga,-1,-1,-1,-1,0,5
491,20031016,0,196611,-856420698,Tileset\Westwood\WestFallCobbleStoneBase.tga,-1,-1,-1,-1,0,2
849,20020822,0,196611,-824663227,Tileset\Elwynn\ElwynnRockGravel.tga,-1,-1,-1,-1,0,2
1115,20031110,0,196611,-498877378,Tileset\Elwynn\ElwynnDirtBase2.tga,-1,-1,-1,-1,0,0
4117,20031028,0,196611,-446847571,Tileset\Generic\UnderwaterRock02.TGA,-1,-1,-1,-1,0,0
848,20030405,0,196611,-92794705,Tileset\Elwynn\ElwynnFlowerBase.tga,-1,-1,-1,-1,0,5
493,20031106,0,196611,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,2
3818,20031106,0,196611,76574837,Tileset\Wetlands\Wetlandsdirt01.tga,-1,-1,-1,-1,0,0
490,20031110,0,196611,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
4158,20031106,0,196611,501874496,Tileset\Generic\UnderwaterGrass02.TGA,-1,-1,-1,-1,0,0
878,20031110,0,196611,519913275,Tileset\Westwood\WestFallSandBaseWet.tga,20,19,18,22,3,7
489,20020430,0,196611,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
487,20031106,0,196611,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
847,20020430,0,196611,941670396,Tileset\Westwood\WestFallCropBase.tga,-1,-1,-1,-1,0,7
495,20031110,0,196611,962095307,Tileset\Westwood\WestFallSandGrassBase.tga,15,14,23,29,10,7
1027,20030405,0,196611,962353784,Tileset\Stranglethorn\StrangleThornDirt03.tga,-1,-1,-1,-1,0,0
876,20020508,0,196611,1040676057,Tileset\Elwynn\ElwynnDirtBase.tga,-1,-1,-1,-1,0,0
488,20031110,0,196611,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
4118,20031106,0,196611,1335994216,Tileset\Generic\UnderwaterRock01.TGA,-1,-1,-1,-1,0,0
844,20020515,0,196611,1410636751,Tileset\Elwynn\ElwynnRock2Base.tga,-1,-1,-1,-1,0,2
845,20030405,0,196611,1492807921,Tileset\Stranglethorn\StrangleThornRock05.tga,-1,-1,-1,-1,0,2
879,20030506,0,196611,2017176006,Tileset\Westwood\WestfallSandWet.tga,20,19,18,22,3,7
492,20031110,0,196611,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1326,20031110,0,196612,-856420698,Tileset\Westwood\WestFallCobbleStoneBase.tga,-1,-1,-1,-1,0,2
1329,20031110,0,196612,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,7
1321,20031110,0,196612,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
1320,20031110,0,196612,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
1318,20031110,0,196612,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1323,20031028,0,196612,941670396,Tileset\Westwood\WestFallCropBase.tga,-1,-1,-1,-1,0,5
1319,20031110,0,196612,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1328,20031110,0,196612,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1325,20031014,0,196613,-856420698,Tileset\Westwood\WestFallCobbleStoneBase.tga,-1,-1,-1,-1,0,2
1327,20031014,0,196613,-769722226,Tileset\The Blasted Lands\BlastedLandsBlack.tga,-1,-1,-1,-1,0,2
1317,20031014,0,196613,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,7
1322,20031014,0,196613,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
1324,20031014,0,196613,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
1314,20031014,0,196613,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1315,20031014,0,196613,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1316,20031014,0,196613,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1310,20031028,0,196614,-856420698,Tileset\Westwood\WestFallCobbleStoneBase.tga,-1,-1,-1,-1,0,2
1312,20031028,0,196614,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
1309,20031028,0,196614,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
1307,20031028,0,196614,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1311,20031028,0,196614,941670396,Tileset\Westwood\WestFallCropBase.tga,-1,-1,-1,-1,0,5
1313,20031028,0,196614,962095307,Tileset\Westwood\WestFallSandGrassBase.tga,-1,-1,-1,-1,0,5
1308,20031028,0,196614,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1298,20030506,0,196616,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,7
1299,20030506,0,196616,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
1295,20030506,0,196616,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1296,20030506,0,196616,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1297,20030506,0,196616,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1286,20030506,0,196618,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,7
1288,20030506,0,196618,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
1287,20030506,0,196618,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1285,20030506,0,196618,962095307,Tileset\Westwood\WestFallSandGrassBase.tga,-1,-1,-1,-1,0,5
1283,20030506,0,196618,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1284,20030506,0,196618,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1306,20030111,0,196619,-47374851,Tileset\Westwood\WestFallRubbleBase.tga,-1,-1,-1,-1,0,7
1304,20030210,0,196619,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
1303,20030210,0,196619,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
1300,20030210,0,196619,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1302,20030210,0,196619,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,5
1301,20030210,0,196619,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1280,20031016,0,196620,-1207261478,Tileset\Westwood\WestFallSandBase.tga,-1,-1,-1,-1,0,7
3819,20031016,0,196620,76574837,Tileset\Wetlands\Wetlandsdirt01.tga,-1,-1,-1,-1,0,0
3732,20031016,0,196620,519913275,Tileset\Westwood\WestfallSandBaseWet.tga,-1,-1,-1,-1,0,0
1282,20031016,0,196620,962095307,Tileset\Westwood\WestFallSandGrassBase.tga,-1,-1,-1,-1,0,5
1279,20030506,0,196620,2017176006,Tileset\Westwood\WestfallSandWet.tga,-1,-1,-1,-1,0,7
1281,20031016,0,196620,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,0,2
1944,20031106,0,196621,-1239242266,Tileset\Westwood\WestFallCropBurned.tga,-1,-1,-1,-1,0,0
1940,20031106,0,196621,-856420698,Tileset\Westwood\WestFallCobbleStoneBase.tga,-1,-1,-1,-1,0,0
1941,20031106,0,196621,-769722226,Tileset\The Blasted Lands\BlastedLandsBlack.tga,-1,-1,-1,-1,0,0
1942,20031106,0,196621,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,0
1939,20031106,0,196621,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,0
1937,20031106,0,196621,755811417,Tileset\Westwood\WestFallDirtBase.tga,-1,-1,-1,-1,0,0
1943,20031106,0,196621,941670396,Tileset\Westwood\WestFallCropBase.tga,-1,-1,-1,-1,0,0
1945,20030506,0,196621,1040676057,Tileset\Elwynn\ElwynnDirtBase.tga,-1,-1,-1,-1,0,0
1938,20031106,0,196621,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,0,0
584,20020901,0,262144,-2037019834,Tileset\Duskwood\DuskwoodMulch.tga,34,35,36,38,8,5
586,20020129,0,262144,-2037013654,Tileset\BurningStepps\BurningSteppsLava02.TGA,-1,-1,-1,-1,8,6
1006,20031206,0,262144,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,2
3518,20031110,0,262144,-1812635961,Tileset\RedRidge\RedridgeGrassDirtBase.tga,-1,-1,-1,-1,0,0
842,20021015,0,262144,-1702763891,Tileset\Generic\Checkers.TGA,-1,-1,-1,-1,0,2
520,20031110,0,262144,-1540610489,Tileset\Aerie Peaks\AeriePeaksScrubBrushBase.tga,-1,-1,-1,-1,8,5
855,20030731,0,262144,-1482692803,Tileset\RedRidge\Brandon\RedridgeGrassDirtBase.tga,-1,-1,-1,-1,0,5
539,20030731,0,262144,-1400593052,Tileset\RedRidge\Brandon\RedridgeDirtBase.tga,-1,-1,-1,-1,8,0
3766,20031007,0,262144,-1321056091,Tileset\Kalidar\KalidarRoots.TGA,-1,-1,-1,-1,0,0
521,20031206,0,262144,-1228003411,Tileset\Duskwood\DuskwoodCobblestone.TGA,-1,-1,-1,-1,8,2
516,20020205,0,262144,-1207261478,Tileset\Westwood\WestFallSandBase.tga,-1,-1,-1,-1,8,7
517,20031206,0,262144,-1095065661,Tileset\Elwynn\ElwynnGrassBase.tga,-1,-1,-1,-1,8,5
3519,20031110,0,262144,-987422089,Tileset\RedRidge\RedridgeRockBase.tga,-1,-1,-1,-1,0,0
525,20031206,0,262144,-937443324,Tileset\Duskwood\DuskwoodGrassBase.TGA,32,35,36,38,8,5
687,20020819,0,262144,-824663227,Tileset\Elwynn\ElwynnRockGravel.tga,-1,-1,-1,-1,8,2
1908,20031206,0,262144,-806452536,Tileset\Kalidar\KalidarLeaf.TGA,188,189,190,191,8,6
3735,20031014,0,262144,-769722226,Tileset\The Blasted Lands\BlastedLandsBlack.tga,-1,-1,-1,-1,0,0
527,20030731,0,262144,-690098691,Tileset\RedRidge\Brandon\RedridgeRockBase.tga,-1,-1,-1,-1,8,2
843,20020514,0,262144,-609311976,Tileset\Deadwind Pass\DeadwindPassWeeds.tga,-1,-1,-1,-1,0,5
582,20031206,0,262144,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,34,35,36,37,8,0
870,20030814,0,262144,-517319186,Tileset\Stranglethorn\StrangleThornplantsAlpha01.tga,-1,-1,-1,-1,0,5
1108,20031206,0,262144,-498877378,Tileset\Elwynn\ElwynnDirtBase2.tga,-1,-1,-1,-1,0,0
602,20020621,0,262144,-357138066,Tileset\Deadwind Pass\DeadwindPassDirtRock02.tga,-1,-1,-1,-1,8,2
887,20030903,0,262144,-326924746,Tileset\Stranglethorn\StrangleThornGrass.tga,-1,-1,-1,-1,0,5
1909,20031206,0,262144,-232587531,Tileset\Kalidar\KalidarRock.TGA,-1,-1,-1,-1,0,0
524,20020403,0,262144,-175236717,Tileset\RedRidge\Brandon\RedridgeRockRoadBase.tga,-1,-1,-1,-1,8,2
1906,20031206,0,262144,-122640179,Tileset\Kalidar\KalidarFerns.TGA,185,186,185,185,8,5
519,20031206,0,262144,-92794705,Tileset\Elwynn\ElwynnFlowerBase.tga,-1,-1,-1,-1,8,5
675,20020619,0,262144,78077765,Tileset\Stranglethorn\StrangleThornMossroot01.tga,-1,-1,-1,-1,8,5
1176,20031110,0,262144,252135659,Tileset\Westwood\AlphaWestFallLeaf.tga,-1,-1,-1,-1,0,6
716,20030731,0,262144,255654178,Tileset\Duskwood\DuskwoodCobblestone2.TGA,-1,-1,-1,-1,0,2
2389,20030814,0,262144,268624807,Tileset\Stranglethorn\StrangleThornMossroot01Alpha.tga,-1,-1,-1,-1,0,0
589,20020323,0,262144,515273318,Tileset\Elwynn\ElwynnGrassHighlight.tga,-1,-1,-1,-1,8,5
811,20020416,0,262144,578420245,Tileset\Duskwood\DuskwoodGrassBase04.TGA,-1,-1,-1,-1,0,5
877,20020509,0,262144,728885973,Tileset\Westwood\WestFallStrawBase.tga,-1,-1,-1,-1,0,5
538,20020403,0,262144,733134828,Tileset\RedRidge\Brandon\RedridgeGrassBase.tga,-1,-1,-1,-1,8,5
580,20031206,0,262144,736060587,Tileset\Duskwood\DuskwoodGrassBase02.TGA,35,34,36,38,8,5
3520,20031110,0,262144,743244798,Tileset\RedRidge\RedridgeDirtBase.TGA,-1,-1,-1,-1,0,0
852,20020911,0,262144,934557832,Tileset\Duskwood\DuskwoodGrassThorns.tga,-1,-1,-1,-1,0,5
826,20031009,0,262144,962353784,Tileset\Stranglethorn\StrangleThornDirt03.tga,3,5,10,10,6,0
522,20020423,0,262144,983336491,Tileset\Elwynn\ElwynnCobbleStoneBase.tga,-1,-1,-1,-1,8,2
1044,20031206,0,262144,991731445,Tileset\Deadwind Pass\DeadwindPassDirt.tga,-1,-1,-1,-1,0,0
686,20020927,0,262144,1040676057,Tileset\Elwynn\ElwynnDirtBase.tga,32,32,32,32,8,0
591,20031206,0,262144,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,8,2
578,20031014,0,262144,1047783538,Tileset\Westwood\WestFallGrassBase.tga,-1,-1,-1,-1,8,5
1915,20030731,0,262144,1075525004,Tileset\Kalidar\KalidarRoad.TGA,-1,-1,-1,-1,0,0
3765,20031206,0,262144,1153478445,Tileset\Generic\Black.tga,-1,-1,-1,-1,0,0
1017,20031206,0,262144,1172657565,Tileset\Duskwood\DuskwoodRockGravel.tga,-1,-1,-1,-1,0,2
1907,20031003,0,262144,1343909763,Tileset\Kalidar\KalidarRootsAlpha.TGA,-1,-1,-1,-1,0,0
518,20020626,0,262144,1410636751,Tileset\Elwynn\ElwynnRock2Base.tga,-1,-1,-1,-1,8,2
590,20031009,0,262144,1492807921,Tileset\Stranglethorn\StrangleThornRock05.tga,-1,-1,-1,-1,8,2
871,20031206,0,262144,1551789611,Tileset\Deadwind Pass\DeadwindPassRockBase.tga,-1,-1,-1,-1,0,2
595,20030506,0,262144,1872322243,Tileset\Duskwood\DuskwoodRockGravelAlpha.tga,-1,-1,-1,-1,8,2
588,20031206,0,262144,1887374217,Tileset\Duskwood\DuskwoodCrop.TGA,-1,-1,-1,-1,8,5
575,20031206,0,262144,2135155090,Tileset\Westwood\WestFallRockBase.tga,-1,-1,-1,-1,8,2
1336,20031206,0,262145,-1228003411,Tileset\Duskwood\DuskwoodCobblestone.TGA,-1,-1,-1,-1,0,2
1335,20031206,0,262145,-937443324,Tileset\Duskwood\DuskwoodGrassBase.TGA,-1,-1,-1,-1,0,5
1332,20031206,0,262145,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,-1,-1,-1,-1,0,0
1334,20031206,0,262145,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,0,2
3226,20031206,0,262145,1172657565,Tileset\Duskwood\DuskwoodRockGravel.tga,-1,-1,-1,-1,0,0
1333,20030502,0,262145,1872322243,Tileset\Duskwood\DuskwoodRockGravelAlpha.tga,-1,-1,-1,-1,0,2
1337,20031206,0,262145,1887374217,Tileset\Duskwood\DuskwoodCrop.TGA,-1,-1,-1,-1,0,5
1345,20030531,0,262148,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,-1,-1,-1,-1,0,0
1346,20030531,0,262148,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,0,2
2531,20030531,0,262148,1172657565,Tileset\Duskwood\DuskwoodRockGravel.tga,-1,-1,-1,-1,0,0
1347,20030502,0,262148,1872322243,Tileset\Duskwood\DuskwoodRockGravelAlpha.tga,-1,-1,-1,-1,0,2
1344,20031206,0,262149,-1228003411,Tileset\Duskwood\DuskwoodCobblestone.TGA,-1,-1,-1,-1,0,2
1338,20031206,0,262149,-937443324,Tileset\Duskwood\DuskwoodGrassBase.TGA,-1,-1,-1,-1,0,5
1339,20031206,0,262149,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,-1,-1,-1,-1,0,0
1341,20031206,0,262149,255654178,Tileset\Duskwood\DuskwoodCobblestone2.TGA,-1,-1,-1,-1,0,2
1340,20031206,0,262149,736060587,Tileset\Duskwood\DuskwoodGrassBase02.TGA,-1,-1,-1,-1,0,5
1342,20031206,0,262149,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,0,2
2530,20031206,0,262149,1172657565,Tileset\Duskwood\DuskwoodRockGravel.tga,-1,-1,-1,-1,0,0
1343,20030502,0,262149,1872322243,Tileset\Duskwood\DuskwoodRockGravelAlpha.tga,-1,-1,-1,-1,0,2
1931,20031206,0,262150,-1228003411,Tileset\Duskwood\DuskwoodCobblestone.TGA,-1,-1,-1,-1,0,0
1928,20031206,0,262150,-937443324,Tileset\Duskwood\DuskwoodGrassBase.TGA,-1,-1,-1,-1,0,0
1930,20031206,0,262150,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,-1,-1,-1,-1,0,0
1929,20031206,0,262150,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,0,0
3227,20031206,0,262150,1172657565,Tileset\Duskwood\DuskwoodRockGravel.tga,-1,-1,-1,-1,0,0
1932,20030502,0,262150,1872322243,Tileset\Duskwood\DuskwoodRockGravelAlpha.tga,-1,-1,-1,-1,0,0
1925,20031206,0,262151,-1228003411,Tileset\Duskwood\DuskwoodCobblestone.TGA,-1,-1,-1,-1,0,0
1923,20031206,0,262151,-937443324,Tileset\Duskwood\DuskwoodGrassBase.TGA,-1,-1,-1,-1,0,0
1922,20031206,0,262151,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,-1,-1,-1,-1,0,0
1926,20031206,0,262151,1042540985,Tileset\Duskwood\DuskwoodRock.tga,-1,-1,-1,-1,0,0
3770,20031206,0,262151,1153478445,Tileset\Generic\Black.tga,-1,-1,-1,-1,0,0
2533,20031206,0,262151,1172657565,Tileset\Duskwood\DuskwoodRockGravel.tga,-1,-1,-1,-1,0,0
1924,20030502,0,262151,1872322243,Tileset\Duskwood\DuskwoodRockGravelAlpha.tga,-1,-1,-1,-1,0,0
1927,20031206,0,262151,1887374217,Tileset\Duskwood\DuskwoodCrop.TGA,-1,-1,-1,-1,0,0
1920,20031206,0,262152,-937443324,Tileset\Duskwood\DuskwoodGrassBase.TGA,-1,-1,-1,-1,0,0
1918,20031206,0,262152,-555338799,Tileset\Duskwood\DuskwoodDirt.tga,-1,-1,-1,-1,0,0
