ID,CharacterLoadoutID,ItemID
19016,1520,2101
19017,1520,2512
19018,1520,2504
19019,1520,6126
19020,1520,127
19021,1520,159
19022,1520,6948
19023,1521,36
19024,1521,4540
19025,1521,159
19026,1521,6144
19027,1521,53
19028,1521,52
19029,1521,6948
19030,1522,36
19031,1522,117
19032,1522,159
19033,1522,6134
19034,1522,6135
19035,1522,6948
19036,1523,38
19037,1523,39
19038,1523,40
19039,1523,25
19040,1523,2362
19041,1523,117
19042,1523,6948
19043,1524,37
19044,1524,117
19045,1524,6125
19046,1524,139
19047,1524,2362
19048,1524,25861
19049,1524,6948
19050,1525,6140
19051,1525,1395
19052,1525,6096
19053,1525,55
19054,1525,35
19055,1525,117
19056,1525,159
19057,1525,6948
19058,1526,38
19059,1526,39
19060,1526,40
19061,1526,25
19062,1526,2362
19063,1526,117
19064,1526,6948
19065,1527,20982
19066,1527,20897
19067,1527,20896
19068,1527,20898
19069,1527,20857
19070,1527,25861
19071,1527,6948
19072,1528,20891
19073,1528,53
19074,1528,52
19075,1528,20981
19076,1528,20857
19077,1528,159
19078,1528,51
19079,1528,6948
19080,1529,20893
19081,1529,20894
19082,1529,6096
19083,1529,35
19084,1529,20895
19085,1529,20857
19086,1529,159
19087,1529,6948
19088,1530,20892
19089,1530,1396
19090,1530,59
19091,1530,20983
19092,1530,6097
19093,1530,20857
19094,1530,159
19095,1530,6948
19096,1531,20901
19097,1531,20899
19098,1531,20900
19099,1531,159
19100,1531,20982
19101,1531,6948
19102,1531,2101
19103,1531,20980
19104,1531,20857
19105,1531,2512
19106,1532,23473
19107,1532,23474
19108,1532,23475
19109,1532,23346
19110,1532,6948
19111,1532,4540
19112,1533,23476
19113,1533,23477
19114,1533,2361
19115,1533,6948
19116,1533,4540
19117,1533,159
19118,1534,23345
19119,1534,23344
19120,1534,25
19121,1534,23348
19122,1534,6948
19123,1534,4540
19124,1534,159
19125,1534,23347
19126,1534,2101
19127,1534,2512
19128,1535,1396
19129,1535,6097
19130,1535,36
19131,1535,23322
19132,1535,6948
19133,1535,4540
19134,1535,159
19135,1536,23478
19136,1536,23479
19137,1536,35
19138,1536,23473
19139,1536,6948
19140,1536,4540
19141,1536,159
19142,1537,24143
19143,1537,24145
19144,1537,24146
19145,1537,23346
19146,1537,20857
19147,1537,159
19148,1537,6948
19149,1538,23345
19150,1538,23344
19151,1538,23348
19152,1538,6948
19153,1538,36
19154,1538,4540
19155,1538,159
19156,1539,6129
19157,1539,1396
19158,1539,59
19159,1539,2092
19160,1539,4604
19161,1539,159
19162,1539,6948
19163,1540,6144
19164,1540,53
19165,1540,52
19166,1540,36
19167,1540,4604
19168,1540,159
19169,1540,51
19170,1540,6948
19171,1541,6140
19172,1541,1395
19173,1541,6096
19174,1541,35
19175,1541,55
19176,1541,4604
19177,1541,159
19178,1541,6948
19179,1542,6125
19180,1542,139
19181,1542,140
19182,1542,25
19183,1542,2362
19184,1542,4604
19185,1542,6948
19186,1543,2092
19187,1543,2105
19188,1543,120
19189,1543,121
19190,1543,4604
19191,1543,25861
19192,1543,6948
19223,1544,14046
19224,1544,14046
19225,1544,14046
19226,1544,14046
19227,1544,6948
19231,1545,14046
19232,1545,14046
19233,1545,14046
19241,1546,14046
19242,1546,14046
19243,1546,14046
19244,1546,14046
19245,1546,6948
19248,1547,14046
19249,1547,14046
19250,1547,14046
19251,1547,14046
19252,1547,6948
19255,1548,14046
19256,1548,14046
19257,1548,14046
19258,1548,14046
19259,1548,6948
19262,1549,14046
19263,1549,14046
19264,1549,14046
19265,1549,14046
19266,1549,6948
19269,1550,14046
19270,1550,14046
19271,1550,14046
19272,1550,14046
19273,1550,6948
19276,1551,14046
19277,1551,14046
19278,1551,14046
19283,1552,14046
19284,1552,14046
19285,1552,14046
19286,1552,14046
19287,1552,6948
19290,1551,21340
19291,1551,6948
19294,1550,5178
19295,1550,5177
19296,1550,5176
19297,1550,5175
19315,1544,185964
19317,1546,185964
19318,1547,185964
19319,1548,185964
19320,1549,185964
19321,1550,185964
19322,1551,185964
19323,1552,185964
19332,1545,7371
19333,1545,6948
19334,1545,185964
19572,1544,186074
19573,1544,186044
19574,1544,186026
19575,1544,186030
19576,1544,186027
19577,1544,186032
19578,1544,186028
19579,1544,186031
19580,1544,186033
19581,1544,186029
19582,1544,185982
19583,1544,185984
19584,1544,185985
19585,1544,185988
19586,1544,186048
19587,1544,186052
19588,1544,186049
19590,1545,186074
19591,1545,186045
19592,1545,186034
19593,1545,186038
19594,1545,186035
19595,1545,186040
19596,1545,186036
19597,1545,186039
19598,1545,186041
19599,1545,186037
19600,1545,185982
19601,1545,185984
19602,1545,185985
19603,1545,185988
19604,1545,186056
19605,1545,186055
19606,1546,186074
19607,1546,186046
19608,1546,186020
19609,1546,186023
19610,1546,186025
19611,1546,186018
19612,1546,186022
19613,1546,186019
19614,1546,186021
19615,1546,186024
19616,1546,185984
19617,1546,185983
19618,1546,185988
19619,1546,185987
19620,1546,186048
19621,1546,186049
19622,1546,186050
19623,1547,186074
19624,1547,186047
19625,1547,186086
19626,1547,186087
19627,1547,186088
19628,1547,186085
19629,1547,185998
19630,1547,186016
19631,1547,186001
19632,1547,186002
19633,1547,185984
19634,1547,185981
19635,1547,185985
19636,1547,185988
19637,1547,186057
19638,1547,186067
19639,1548,186074
19640,1548,186046
19641,1548,186020
19642,1548,186023
19643,1548,186025
19644,1548,186018
19645,1548,186022
19646,1548,186019
19647,1548,186021
19648,1548,186024
19649,1548,185984
19650,1548,185983
19651,1548,185988
19652,1548,185987
19653,1548,186048
19654,1548,186049
19655,1548,186050
19656,1549,186074
19657,1549,186044
19658,1549,186078
19659,1549,186079
19660,1549,186080
19661,1549,186076
19662,1549,186028
19663,1549,186031
19664,1549,186033
19665,1549,186029
19666,1549,185982
19667,1549,185984
19668,1549,185985
19669,1549,185988
19670,1549,186068
19672,1549,186069
19673,1550,186074
19674,1550,186075
19675,1550,186081
19676,1550,186082
19677,1550,186083
19678,1550,186084
19679,1550,186036
19680,1550,186039
19681,1550,186041
19682,1550,186037
19683,1550,185984
19684,1550,185983
19685,1550,185988
19686,1550,185987
19687,1550,186062
19688,1550,186064
19689,1550,186071
19690,1551,186074
19691,1551,186046
19692,1551,186020
19693,1551,186023
19694,1551,186025
19695,1551,186018
19696,1551,186022
19697,1551,186019
19698,1551,186021
19699,1551,186024
19700,1551,185984
19701,1551,185983
19702,1551,185988
19703,1551,185987
19704,1551,186048
19705,1551,186049
19706,1551,186050
19707,1552,186074
19708,1552,186047
19709,1552,185998
19710,1552,186016
19711,1552,186001
19712,1552,186002
19713,1552,185976
19714,1552,186015
19715,1552,185977
19716,1552,185999
19717,1552,185984
19718,1552,185981
19719,1552,185985
19720,1552,185988
19721,1552,186057
19726,1545,28053
19730,1549,186068
19731,1552,28053
19732,1549,28053
19733,1552,186056
