ID,WMOID,NameSetID,WMOGroupID,DayAmbienceSoundID,NightAmbienceSoundID,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,Flags,AreaName_lang
9095,53,1,0,0,0,0,0,0,0,0,0,0,0,
9094,53,1,0,0,0,0,0,0,0,0,0,0,0,
9093,53,1,0,0,0,0,0,0,0,0,0,0,0,
9092,53,1,0,0,0,0,0,0,0,0,0,0,0,
9091,53,1,0,0,0,0,0,0,0,0,0,0,0,
9089,53,1,0,0,0,0,0,0,0,0,0,0,0,
20256,53,1,893,0,0,0,0,0,0,0,0,0,0,
20257,53,1,894,0,0,0,0,0,0,0,0,0,0,
20258,53,1,895,0,0,0,0,0,0,0,0,0,0,
20259,53,1,896,0,0,0,0,0,0,0,0,0,0,
20260,53,1,897,0,0,0,0,0,0,0,0,0,0,
20261,53,1,898,0,0,0,0,0,0,0,0,0,0,
20262,53,1,899,0,0,0,0,0,0,0,0,0,0,
20267,53,1,900,0,0,0,0,0,0,0,0,0,0,
20263,53,1,901,0,0,0,0,0,0,0,0,0,0,
20264,53,1,902,0,0,0,0,0,0,0,0,0,0,
20265,53,1,903,0,0,0,0,0,0,0,0,0,0,
20266,53,1,904,0,0,0,0,0,0,0,0,0,0,
20327,53,2,-1,0,0,0,0,54,0,0,0,0,0,Lion's Pride Inn
9398,53,2,0,0,0,0,0,0,0,0,0,0,0,Deepwater Tavern
9399,53,2,0,0,0,0,0,0,0,0,0,0,0,
9401,53,2,0,0,0,0,0,0,0,0,0,0,0,
9404,53,2,0,0,0,0,0,0,0,0,0,0,0,
9403,53,2,0,0,0,0,0,0,0,0,0,0,0,
9402,53,2,0,0,0,0,0,0,0,0,0,0,0,
9400,53,2,0,0,0,0,0,0,0,0,0,0,0,
9405,53,2,0,0,0,0,0,0,0,0,0,0,0,
9407,53,2,0,0,0,0,0,0,0,0,0,0,0,
9410,53,2,0,0,0,0,0,0,0,0,0,0,0,
9409,53,2,0,0,0,0,0,0,0,0,0,0,0,
9408,53,2,0,0,0,0,0,0,0,0,0,0,0,
9406,53,2,0,0,0,0,0,0,0,0,0,0,0,
20328,53,2,893,0,0,0,0,0,0,0,0,0,0,
20329,53,2,894,0,0,0,0,0,0,0,0,0,0,
20330,53,2,895,0,0,0,0,0,0,0,0,0,0,
20331,53,2,896,0,0,0,0,0,0,0,0,0,0,
20332,53,2,897,0,0,0,0,0,0,0,0,0,0,
20333,53,2,898,0,0,0,0,0,0,0,0,0,0,
20334,53,2,899,0,0,0,0,0,0,0,0,0,0,
20339,53,2,900,0,0,0,0,0,0,0,0,0,0,
20335,53,2,901,0,0,0,0,0,0,0,0,0,0,
20336,53,2,902,0,0,0,0,0,0,0,0,0,0,
20337,53,2,903,0,0,0,0,0,0,0,0,0,0,
20338,53,2,904,0,0,0,0,0,0,0,0,0,0,
12631,54,0,-1,0,0,0,0,0,0,0,0,0,0,
2736,54,0,0,0,0,0,0,0,0,0,0,0,0,
2741,54,0,0,0,0,0,0,0,0,0,0,0,0,
2739,54,0,0,0,0,0,0,0,0,0,0,0,0,
2740,54,0,0,0,0,0,0,0,0,0,0,0,0,
2742,54,0,0,0,0,0,0,0,0,0,0,0,0,
2738,54,0,0,0,0,0,0,0,0,0,0,0,0,
2737,54,0,0,0,0,0,0,0,0,0,0,0,0,
12632,54,0,925,0,0,0,0,0,0,0,0,0,0,
12633,54,0,926,0,0,0,0,0,0,0,0,0,0,
12634,54,0,927,0,0,0,0,0,0,0,0,0,0,
12635,54,0,928,0,0,0,0,0,0,0,0,0,0,
12636,54,0,929,0,0,0,0,0,0,0,0,0,0,
12637,54,0,930,0,0,0,0,0,0,0,0,0,0,
11827,55,0,-1,0,0,0,0,0,0,0,0,0,0,
2743,55,0,0,0,0,0,0,0,0,0,0,0,0,
2746,55,0,0,0,0,0,0,0,0,0,0,0,0,
2745,55,0,0,0,0,0,0,0,0,0,0,0,0,
2744,55,0,0,0,0,0,0,0,0,0,0,0,0,
11828,55,0,263,0,0,0,0,0,0,0,0,0,0,
11829,55,0,264,0,0,0,0,0,0,0,0,0,0,
11830,55,0,265,0,0,0,0,0,0,0,0,0,0,
15704,56,0,-1,0,0,0,0,0,0,0,0,0,0,
2753,56,0,0,0,0,0,0,0,0,0,0,0,0,
2754,56,0,0,0,0,0,0,0,0,0,0,0,0,
15705,56,0,3700,0,0,0,0,0,0,0,0,0,0,
12463,58,0,-1,0,0,0,0,0,0,0,0,0,0,
2784,58,0,0,0,0,0,0,0,0,0,0,0,0,
2786,58,0,0,0,0,0,0,0,0,0,0,0,0,
2785,58,0,0,0,0,0,0,0,0,0,0,0,0,
12464,58,0,791,0,0,0,0,0,0,0,0,0,0,
12465,58,0,792,0,0,0,0,0,0,0,0,0,0,
13747,59,0,-1,0,0,0,0,55,0,0,0,0,0,
45,59,0,0,0,0,0,0,46,46,0,0,0,0,
48,59,0,0,0,0,0,0,46,46,11,0,0,0,
49,59,0,0,0,0,0,0,46,46,0,0,0,0,
47,59,0,0,0,0,0,0,46,46,11,0,0,0,
46,59,0,0,0,0,0,0,46,46,11,0,0,0,Main Hall
50,59,0,0,0,0,0,0,46,46,0,0,0,0,
52,59,0,0,0,0,0,0,46,46,0,0,0,0,
59,59,0,0,0,0,0,0,46,46,0,0,0,0,
58,59,0,0,0,0,0,0,46,46,0,0,0,0,
57,59,0,0,0,0,0,0,46,46,0,0,0,0,Hall of Arms
56,59,0,0,0,0,0,0,46,46,0,0,0,0,
55,59,0,0,0,0,0,0,46,46,11,0,0,0,Library Wing
54,59,0,0,0,0,0,0,46,46,11,0,0,0,
53,59,0,0,0,0,0,0,46,46,11,0,0,0,
51,59,0,0,0,0,0,0,46,46,0,0,0,0,
13748,59,0,1934,0,0,0,0,0,0,0,0,0,0,Main Hall
13749,59,0,1935,0,0,0,0,0,0,0,0,0,0,
13750,59,0,1936,0,0,0,0,0,0,0,0,0,0,
13751,59,0,1937,0,0,0,0,0,0,0,0,0,0,
13752,59,0,1938,0,0,0,0,0,0,0,0,0,0,
13753,59,0,1939,0,0,0,0,0,0,0,0,0,0,
13754,59,0,1940,0,0,0,0,0,0,0,0,0,0,
13755,59,0,1941,0,0,0,0,0,0,0,0,0,0,
13756,59,0,1942,0,0,0,0,0,0,0,0,0,0,
13757,59,0,1943,0,0,0,0,0,0,0,0,0,0,Library Wing
13758,59,0,1944,0,0,0,0,0,0,0,0,0,0,
13759,59,0,1945,0,0,0,0,0,0,0,0,0,0,Hall of Arms
13760,59,0,1946,0,0,0,0,0,0,0,0,0,0,
13761,59,0,1947,0,0,0,0,0,0,0,0,0,0,
19755,59,1,-1,0,0,0,0,55,0,0,0,0,0,Northshire Abbey
9072,59,1,0,0,0,0,0,55,32,0,0,0,0,Northshire Abbey
9073,59,1,0,0,0,0,0,46,46,0,0,0,0,Main Hall
9075,59,1,0,0,0,0,0,46,46,0,0,0,0,
9079,59,1,0,0,0,0,0,46,46,0,0,0,0,
9078,59,1,0,0,0,0,0,46,46,0,0,0,0,
9077,59,1,0,0,0,0,0,46,46,11,0,0,0,
9074,59,1,0,0,0,0,0,46,46,0,0,0,0,
9080,59,1,0,0,0,0,0,46,46,0,0,0,0,
9076,59,1,0,0,0,0,0,46,46,0,0,0,0,
9086,59,1,0,0,0,0,0,46,46,11,0,0,0,
9085,59,1,0,0,0,0,0,46,46,0,0,0,0,
9084,59,1,0,0,0,0,0,46,46,0,0,0,0,Hall of Arms
9083,59,1,0,0,0,0,0,46,46,0,0,0,0,
9082,59,1,0,0,0,0,0,46,46,11,0,0,0,Library Wing
9081,59,1,0,0,0,0,0,46,46,11,0,0,0,
19741,59,1,1934,0,0,0,0,0,0,0,0,0,0,Main Hall
19742,59,1,1935,0,0,0,0,0,0,0,0,0,0,
19743,59,1,1936,0,0,0,0,0,0,0,0,0,0,
19744,59,1,1937,0,0,0,0,0,0,0,0,0,0,
19745,59,1,1938,0,0,0,0,0,0,0,0,0,0,
19746,59,1,1939,0,0,0,0,0,0,0,0,0,0,
19747,59,1,1940,0,0,0,0,0,0,0,0,0,0,
19748,59,1,1941,0,0,0,0,0,0,0,0,0,0,
19749,59,1,1942,0,0,0,0,0,0,0,0,0,0,
19750,59,1,1943,0,0,0,0,0,0,0,0,0,0,Library Wing
19751,59,1,1944,0,0,0,0,0,0,0,0,0,0,
19752,59,1,1945,0,0,0,0,0,0,0,0,0,0,Hall of Arms
19753,59,1,1946,0,0,0,0,0,0,0,0,0,0,
19754,59,1,1947,0,0,0,0,0,0,0,0,0,0,
14214,60,0,-1,0,0,0,0,0,0,0,0,0,0,
2949,60,0,0,0,0,0,0,0,0,0,0,0,0,
2951,60,0,0,0,0,0,0,0,0,0,0,0,0,
2953,60,0,0,0,0,0,0,0,0,0,0,0,0,
2956,60,0,0,0,0,0,0,0,0,0,0,0,0,
2955,60,0,0,0,0,0,0,0,0,0,0,0,0,
2954,60,0,0,0,0,0,0,0,0,0,0,0,0,
2952,60,0,0,0,0,0,0,0,0,0,0,0,0,
2957,60,0,0,0,0,0,0,0,0,0,0,0,0,
2950,60,0,0,0,0,0,0,0,0,0,0,0,0,
14215,60,0,2355,0,0,0,0,0,0,0,0,0,0,
14216,60,0,2356,0,0,0,0,0,0,0,0,0,0,
14217,60,0,2357,0,0,0,0,0,0,0,0,0,0,
14218,60,0,2358,0,0,0,0,0,0,0,0,0,0,
14219,60,0,2359,0,0,0,0,0,0,0,0,0,0,
14220,60,0,2360,0,0,0,0,0,0,0,0,0,0,
14221,60,0,2361,0,0,0,0,0,0,0,0,0,0,
14222,60,0,2362,0,0,0,0,0,0,0,0,0,0,
14368,61,0,-1,0,0,0,0,49,0,13,2541,1,0,Stormwind City
3017,61,0,0,0,0,0,0,0,0,0,0,0,0,Garrison
3018,61,0,0,0,0,0,0,0,0,0,0,0,0,Garrison
3020,61,0,0,0,0,0,0,0,0,0,0,0,0,Barracks
3023,61,0,0,0,0,0,0,0,0,0,0,0,0,Barracks
3022,61,0,0,0,0,0,0,0,0,0,0,0,0,Barracks
3021,61,0,0,0,0,0,0,0,0,0,0,0,0,Barracks
3019,61,0,0,0,0,0,0,0,0,0,0,0,0,Garrison
3024,61,0,0,0,0,0,0,0,0,0,0,0,0,Barracks
3134,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3133,61,0,0,0,0,0,0,0,0,0,0,0,0,
3132,61,0,0,0,0,0,0,0,0,0,0,0,0,
3131,61,0,0,0,0,0,0,0,0,0,0,0,0,
3130,61,0,0,0,0,0,0,0,0,0,0,0,0,
3129,61,0,0,0,0,0,0,0,0,0,0,0,0,
3128,61,0,0,0,0,0,0,0,0,0,0,0,0,
3127,61,0,0,0,0,0,0,0,0,0,0,0,0,
3126,61,0,0,0,0,0,0,0,0,0,0,0,0,Dwarven District
3125,61,0,0,0,0,0,0,0,0,0,0,0,0,Dwarven District
3124,61,0,0,0,0,0,0,0,0,0,0,0,0,Dwarven District
3122,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3121,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3120,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3119,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3118,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3116,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3115,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3114,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3113,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3112,61,0,0,0,0,0,0,0,0,0,0,0,0,
3111,61,0,0,0,0,0,0,0,0,0,0,0,0,
3110,61,0,0,0,0,0,0,0,0,0,0,0,0,
3109,61,0,0,0,0,0,0,0,0,0,0,0,0,
3108,61,0,0,0,0,0,0,0,0,0,0,0,0,
3107,61,0,0,0,0,0,0,0,0,0,0,0,0,
3105,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral Square
3104,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral Square
3103,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
3102,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
3101,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
3100,61,0,0,0,0,0,0,0,0,0,0,0,0,
3098,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
3097,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
3096,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
3095,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3094,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3093,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3092,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3091,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3090,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3089,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3088,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3087,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3086,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3085,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3084,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3083,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3081,61,0,0,0,0,0,0,0,0,0,0,0,0,Wizard's Sanctum
3080,61,0,0,0,0,0,0,0,0,0,0,0,0,Wizard's Sanctum
3079,61,0,0,0,0,0,0,0,0,0,0,0,0,Wizard's Sanctum
3078,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3077,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3075,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3074,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3073,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
3072,61,0,0,0,0,0,0,0,0,0,0,0,0,
3071,61,0,0,0,0,0,0,0,0,0,0,0,0,
3068,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3067,61,0,0,0,0,0,0,0,0,0,0,0,0,
3066,61,0,0,0,0,0,0,0,0,0,0,0,0,
3063,61,0,0,0,0,0,0,0,0,0,0,0,0,
3062,61,0,0,0,0,0,0,0,0,0,0,0,0,
3061,61,0,0,0,0,0,0,0,0,0,0,0,0,
3060,61,0,0,0,0,0,0,0,0,0,0,0,0,
3059,61,0,0,0,0,0,0,0,0,0,0,0,0,
3058,61,0,0,0,0,0,0,0,0,0,0,0,0,
3057,61,0,0,0,0,0,0,0,0,0,0,0,0,
3056,61,0,0,0,0,0,0,0,0,0,0,0,0,
3055,61,0,0,0,0,0,0,0,0,0,0,0,0,
3054,61,0,0,0,0,0,0,0,0,0,0,0,0,
3053,61,0,0,0,0,0,0,0,0,0,0,0,0,
3052,61,0,0,0,0,0,0,0,0,0,0,0,0,
2965,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
2964,61,0,0,0,0,0,0,0,0,0,0,0,0,
3214,61,0,0,0,0,0,0,0,0,0,0,0,0,Royal Gallery
3213,61,0,0,0,0,0,0,0,0,0,0,0,0,
3212,61,0,0,0,0,0,0,0,0,0,0,0,0,
3211,61,0,0,0,0,0,0,0,0,0,0,0,0,
3210,61,0,0,0,0,0,0,0,0,0,0,0,0,
3209,61,0,0,0,0,0,0,0,0,0,0,0,0,
3208,61,0,0,0,0,0,0,0,0,0,0,0,0,
3206,61,0,0,0,0,0,0,0,0,0,0,0,0,
3205,61,0,0,0,0,0,0,0,0,0,0,0,0,
3204,61,0,0,0,0,0,0,0,0,0,0,0,0,
3203,61,0,0,0,0,0,0,0,0,0,0,0,0,
3202,61,0,0,0,0,0,0,0,0,0,0,0,0,Royal Library
3200,61,0,0,0,0,0,0,0,0,0,0,0,0,
3199,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3198,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3197,61,0,0,0,0,0,0,0,0,0,0,0,0,Warlock Tavern
3196,61,0,0,0,0,0,0,0,0,0,0,0,0,
3195,61,0,0,0,0,0,0,0,0,0,0,0,0,
3194,61,0,0,0,0,0,0,0,0,0,0,0,0,
3192,61,0,0,0,0,0,0,0,0,0,0,0,0,
3191,61,0,0,0,0,0,0,0,0,0,0,0,0,
3190,61,0,0,0,0,0,0,0,0,0,0,0,0,
3189,61,0,0,0,0,0,0,0,0,0,0,0,0,
3188,61,0,0,0,0,0,0,0,0,0,0,0,0,
3187,61,0,0,0,0,0,0,0,0,0,0,0,0,
3185,61,0,0,0,0,0,0,0,0,0,0,0,0,
3184,61,0,0,0,0,0,0,0,0,0,0,0,0,
3183,61,0,0,0,0,0,0,0,0,0,0,0,0,
3182,61,0,0,0,0,0,0,0,0,0,0,0,0,
3181,61,0,0,0,0,0,0,0,0,0,0,0,0,
3179,61,0,0,0,0,0,0,0,0,0,0,0,0,
3178,61,0,0,0,0,0,0,0,0,0,0,0,0,
3177,61,0,0,0,0,0,0,0,0,0,0,0,0,
3176,61,0,0,0,0,0,0,0,0,0,0,0,0,
3175,61,0,0,0,0,0,0,0,0,0,0,0,0,
3174,61,0,0,0,0,0,0,0,0,0,0,0,0,
3173,61,0,0,0,0,0,0,0,0,0,0,0,0,
3172,61,0,0,0,0,0,0,0,0,0,0,0,0,
3171,61,0,0,0,0,0,0,0,0,0,0,0,0,
3169,61,0,0,0,0,0,0,0,0,0,0,0,0,
3168,61,0,0,0,0,0,0,0,0,0,0,0,0,
3167,61,0,0,0,0,0,0,0,0,0,0,0,0,
3166,61,0,0,0,0,0,0,0,0,0,0,0,0,
3165,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3164,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3163,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3162,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3161,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3160,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3159,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3158,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3157,61,0,0,0,0,0,0,0,0,0,0,0,0,The Canals
3156,61,0,0,0,0,0,0,0,0,0,0,0,0,
3155,61,0,0,0,0,0,0,0,0,0,0,0,0,
3154,61,0,0,0,0,0,0,0,0,0,0,0,0,
3153,61,0,0,0,0,0,0,0,0,0,0,0,0,
3152,61,0,0,0,0,0,0,0,0,0,0,0,0,
3151,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3150,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3149,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3148,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3147,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3146,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3144,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3143,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3142,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3141,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3140,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3139,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3138,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
3137,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral of Light
9922,61,0,0,0,0,0,0,0,0,0,0,0,0,
9921,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
9920,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
9919,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
9903,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
9897,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
9896,61,0,0,0,0,0,0,0,0,0,0,0,0,
9895,61,0,0,0,0,0,0,0,0,0,0,0,0,
9894,61,0,0,0,0,0,0,0,0,0,0,0,0,
9893,61,0,0,0,0,0,0,0,0,0,0,0,0,
3224,61,0,0,0,0,0,0,0,0,0,0,0,0,
3223,61,0,0,0,0,0,0,0,0,0,0,0,0,
3221,61,0,0,0,0,0,0,0,0,0,0,0,0,War Room
3220,61,0,0,0,0,0,0,0,0,0,0,0,0,
3219,61,0,0,0,0,0,0,0,0,0,0,0,0,
3218,61,0,0,0,0,0,0,0,0,0,0,0,0,
3217,61,0,0,0,0,0,0,0,0,0,0,0,0,
3216,61,0,0,0,0,0,0,0,0,0,0,0,0,Petitioner's Chamber
3215,61,0,0,0,0,0,0,0,0,0,0,0,0,
3016,61,0,0,0,0,0,0,0,0,0,0,0,0,Garrison
3015,61,0,0,0,0,0,0,0,0,0,0,0,0,Garrison
3014,61,0,0,0,0,0,0,0,0,0,0,0,0,
3013,61,0,0,0,0,0,0,0,0,0,0,0,0,
3012,61,0,0,0,0,0,0,0,0,0,0,0,0,Wizard's Sanctum
3011,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
3009,61,0,0,0,0,0,0,0,0,0,0,0,0,Bank
3008,61,0,0,0,0,0,0,0,0,0,0,0,0,
3007,61,0,0,0,0,0,0,0,0,0,0,0,0,
3006,61,0,0,0,0,0,0,0,0,0,0,0,0,
3005,61,0,0,0,0,0,0,0,0,0,0,0,0,
3004,61,0,0,0,0,0,0,0,0,0,0,0,0,
3003,61,0,0,0,0,0,0,0,0,0,0,0,0,
3002,61,0,0,0,0,0,0,0,0,0,0,0,0,
3001,61,0,0,0,0,0,0,0,0,0,0,0,0,
3000,61,0,0,0,0,0,0,0,0,0,0,0,0,
2999,61,0,0,0,0,0,0,0,0,0,0,0,0,
2998,61,0,0,0,0,0,0,0,0,0,0,0,0,
2997,61,0,0,0,0,0,0,0,0,0,0,0,0,
2996,61,0,0,0,0,0,0,0,0,0,0,0,0,
2995,61,0,0,0,0,0,0,0,0,0,0,0,0,
2994,61,0,0,0,0,0,0,0,0,0,0,0,0,
2993,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
2992,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
2991,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
2989,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
2988,61,0,0,0,0,0,0,0,0,0,0,0,0,Trade District
2987,61,0,0,0,0,0,0,0,0,0,0,0,0,Cut-Throat Alley
2986,61,0,0,0,0,0,0,0,0,0,0,0,0,
2985,61,0,0,0,0,0,0,0,0,0,0,0,0,Dwarven District
2984,61,0,0,0,0,0,0,0,0,0,0,0,0,Dwarven District
2983,61,0,0,0,0,0,0,0,0,0,0,0,0,Dwarven District
2982,61,0,0,0,0,0,0,0,0,0,0,0,0,
2981,61,0,0,0,0,0,0,0,0,0,0,0,0,
2980,61,0,0,0,0,0,0,0,0,0,0,0,0,
2979,61,0,0,0,0,0,0,0,0,0,0,0,0,Night Elf District
2978,61,0,0,0,0,0,0,0,0,0,0,0,0,Night Elf District
2977,61,0,0,0,0,0,0,0,0,0,0,0,0,
2976,61,0,0,0,0,0,0,0,0,0,0,0,0,
2975,61,0,0,0,0,0,0,0,0,0,0,0,0,
2974,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
2973,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
2972,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
2971,61,0,0,0,0,0,0,0,0,0,0,0,0,Old Town
2970,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral Square
2969,61,0,0,0,0,0,0,0,0,0,0,0,0,Cathedral Square
2967,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
2966,61,0,0,0,0,0,0,0,0,0,0,0,0,Mage Quarter
3051,61,0,0,0,0,0,0,0,0,0,0,0,0,
3050,61,0,0,0,0,0,0,0,0,0,0,0,0,
3048,61,0,0,0,0,0,0,0,0,0,0,0,0,
3047,61,0,0,0,0,0,0,0,0,0,0,0,0,
3046,61,0,0,0,0,0,0,0,0,0,0,0,0,
3045,61,0,0,0,0,0,0,0,0,0,0,0,0,
3044,61,0,0,0,0,0,0,0,0,0,0,0,0,
3033,61,0,0,0,0,0,0,0,0,0,0,0,0,
3032,61,0,0,0,0,0,0,0,0,0,0,0,0,
3031,61,0,0,0,0,0,0,0,0,0,0,0,0,
3030,61,0,0,0,0,0,0,0,0,0,0,0,0,
3029,61,0,0,0,0,0,0,0,0,0,0,0,0,
3028,61,0,0,0,0,0,0,0,0,0,0,0,0,
3027,61,0,0,0,0,0,0,0,0,0,0,0,0,
3026,61,0,0,0,0,0,0,0,0,0,0,0,0,
