ID,ContinentID,ParentAreaID,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,ExplorationLevel,AreaName_lang[0],FactionGroupMask
303,0,33,43,0,0,11,0,0,0,-1,Shell Beach,0
305,0,130,44,0,0,11,0,0,0,-1,North Tide's Run,0
309,0,11,47,0,0,11,0,9,0,24,Ironbeard's Tomb,0
310,0,33,48,0,0,11,0,0,0,0,Crystalvein Mine,0
312,0,33,49,0,0,11,0,0,0,0,Janeiro's Point,0
314,0,45,50,0,0,11,0,14,161,33,Go'Shek Farm,0
316,0,45,51,0,0,11,31,10,0,35,Boulderfist Hall,0
318,0,45,52,0,0,11,0,0,0,-1,Drywhisker Gorge,0
320,0,45,53,0,0,11,0,0,123,30,Refuge Pointe,0
324,0,45,56,0,0,11,0,186,182,36,Stromgarde Keep,0
325,0,45,57,0,0,11,0,0,0,-1,The Tower of Arathor,0
326,0,45,58,0,0,11,0,0,0,-1,The Sanctum,0
327,0,45,59,0,0,11,0,8,181,-1,Faldir's Cove,0
330,0,0,60,0,0,11,44,3,0,-1,Thandol Span,0
332,1,0,62,0,0,11,0,9,0,-1,The Great Sea,0
334,0,45,64,0,0,11,0,0,0,38,Circle of West Binding,0
335,0,45,65,0,0,11,0,0,0,38,Circle of Inner Binding,0
337,0,3,67,0,0,11,25,7,0,-1,Apocryphan's Rest,0
340,0,3,68,0,0,11,25,0,0,-1,Kargath,0
341,0,3,69,0,0,11,25,0,0,-1,Camp Kosh,0
342,0,3,70,0,0,11,25,0,0,-1,Camp Boff,0
343,0,3,71,0,0,11,25,0,0,-1,Camp Wurg,0
344,0,3,72,0,0,11,25,0,0,-1,Camp Cagg,0
345,0,3,73,0,0,11,25,7,0,-1,Agmond's End,0
346,0,3,74,0,0,11,25,0,0,-1,Hammertoe's Digsite,0
347,0,3,75,0,0,11,25,0,0,-1,Dustbelch Grotto,0
348,0,47,76,0,0,11,0,1,0,-1,Aerie Peak,0
349,0,47,77,0,0,11,0,1,0,-1,Wildhammer Keep,0
351,0,47,79,0,0,11,0,1,0,-1,Skulk Rock,0
352,0,47,80,0,0,11,0,1,0,-1,Zun'watha,0
353,0,47,81,0,0,11,0,1,0,-1,Shadra'Alor,0
356,0,47,82,0,0,11,0,1,0,-1,Seradane,0
357,1,0,83,0,0,11,48,3,0,-1,Feralas,0
358,1,215,84,0,0,11,25,9,0,4,Brambleblade Ravine,0
359,1,17,85,0,0,11,0,7,0,25,Bael Modan,0
360,1,215,86,0,0,11,0,9,0,7,The Venture Co. Mine,0
361,1,0,87,0,0,11,48,193,0,-1,Felwood,0
362,1,14,88,0,0,11,0,9,0,5,Razor Hill,0
363,1,14,89,0,0,11,0,9,0,0,Valley of Trials,0
364,1,14,90,0,75,11,0,9,0,-1,The Den,0
366,1,14,92,0,0,11,0,9,0,7,Kolkar Crag,0
367,1,14,93,0,0,11,0,185,0,6,Sen'jin Village,0
368,1,14,94,0,0,11,32,3,68,7,Echo Isles,0
369,1,14,95,0,0,11,0,9,0,9,Thunder Ridge,0
372,1,14,97,0,0,11,0,9,0,6,Tiragarde Keep,0
373,1,14,98,0,0,11,0,9,0,6,Scuttle Coast,0
374,1,14,99,0,0,11,0,9,0,-1,Bladefist Bay,0
375,1,14,100,0,0,11,0,9,0,-1,Deadeye Shore,0
377,1,0,101,0,0,11,0,9,0,9,Southfury River,0
378,1,17,102,0,0,11,0,7,0,10,Camp Taurajo,0
379,1,17,103,0,0,11,0,7,0,10,Far Watch Post,0
380,1,17,104,0,0,11,0,7,0,15,The Crossroads,0
384,1,17,107,0,0,11,0,9,0,0,Dreadmist Peak,0
385,1,17,108,0,0,11,0,0,0,0,Northwatch Hold,0
386,1,17,109,0,0,11,0,7,0,12,The Forgotten Pools,0
388,1,17,110,0,0,11,0,7,0,15,The Stagnant Oasis,0
390,1,17,111,0,0,11,0,0,0,20,Field of Giants,0
391,1,17,112,0,0,11,0,0,0,12,The Merchant Coast,0
393,1,14,114,0,0,11,0,9,0,-1,Darkspear Strand,0
394,0,0,115,0,0,11,37,0,0,-1,Darrowmere Lake,0
395,0,394,116,0,0,11,0,0,0,-1,Caer Darrow,0
397,1,215,118,0,0,11,0,9,0,7,Thunderhorn Water Well,0
1,0,0,119,1,0,11,42,8,0,-1,Dun Morogh,0
2,0,40,120,0,0,11,0,9,0,-1,Longshore,0
3,0,0,121,0,0,11,25,7,0,-1,Badlands,0
4,0,0,122,0,0,11,210,7,0,-1,Blasted Lands,0
8,0,0,124,0,0,11,33,3,0,-1,Swamp of Sorrows,0
9,0,12,125,0,0,11,35,1,0,0,Northshire Valley,0
12,0,0,126,0,0,11,35,1,0,-1,Elwynn Forest,0
14,1,0,127,0,0,11,25,9,0,-1,Durotar,0
15,1,0,128,0,0,11,33,3,0,-1,Dustwallow Marsh,0
16,1,0,129,0,0,11,31,8,0,-1,Azshara,0
17,1,0,130,0,0,11,38,7,0,-1,The Barrens,0
18,0,12,131,0,0,11,35,1,0,0,Crystal Lake,0
20,0,40,132,0,0,11,0,9,0,0,Moonbrook,0
21,0,0,133,0,0,11,0,8,0,-1,Kul Tiras,0
23,0,12,134,0,0,11,35,0,0,-1,Northshire River,0
24,0,12,135,0,73,11,35,1,67,-1,Northshire Abbey,0
30,0,0,138,0,0,11,0,0,0,-1,Nine,0
32,0,10,139,0,0,11,0,2,0,-1,The Cemetary,0
33,0,0,140,0,0,11,32,3,0,-1,Stranglethorn Vale,0
34,0,12,141,0,0,11,35,1,0,8,Echo Ridge Mine,0
35,0,33,142,0,0,11,0,3,0,0,Booty Bay,0
36,0,0,143,0,0,11,31,197,0,-1,Alterac Mountains,0
37,0,33,144,0,0,11,0,3,0,0,Lake Nazferiti,0
38,0,0,145,0,0,11,31,1,0,-1,Loch Modan,0
40,0,0,146,0,0,11,47,9,0,-1,Westfall,0
42,0,10,147,0,0,11,0,2,101,25,Darkshire,0
43,0,33,148,0,0,11,0,3,0,0,Wild Shore,0
44,0,0,149,0,0,11,31,1,0,-1,Redridge Mountains,0
45,0,0,150,0,0,11,30,8,0,-1,Arathi Highlands,0
46,0,0,151,0,0,11,46,10,0,-1,Burning Steppes,0
47,0,0,152,0,0,11,31,1,0,-1,The Hinterlands,0
49,0,22,153,0,0,11,0,0,0,-1,Dead Man's Hole,0
51,0,0,154,0,0,11,46,10,0,-1,Searing Gorge,0
53,0,12,155,0,0,11,35,1,0,-1,Thieves Camp,0
55,0,12,156,0,0,11,35,17,61,0,Valley of Heroes UNUSED,0
56,0,12,157,0,0,11,35,1,0,6,Heroes' Vigil,0
57,0,12,158,0,0,11,35,1,0,5,Fargodeep Mine,0
59,0,12,159,0,0,11,35,1,0,-1,Northshire Vineyards,0
61,0,12,160,0,0,11,35,1,0,-1,Thunder Falls,0
63,0,12,162,0,0,11,35,1,0,6,The Stonefield Farm,0
65,0,0,164,4,0,11,0,0,0,-1,***On Map Dungeon***,0
66,1,0,165,4,0,11,0,0,0,-1,***On Map Dungeon***,0
69,0,44,167,0,0,11,0,1,0,15,Lakeshire,0
70,0,44,168,0,0,11,0,1,0,24,Stonewatch,0
72,0,4,169,0,0,11,210,7,0,-1,Dark Portal,0
74,0,8,171,0,0,11,0,0,0,-1,Pool of Tears,0
75,0,8,172,0,0,11,0,0,0,-1,Stonard,0
76,0,8,173,0,0,11,0,0,0,-1,Fallow Sanctuary,0
80,0,12,175,0,0,11,35,17,0,10,Stormwind Mountains,0
82,0,22,176,0,0,11,0,0,0,-1,Jeff NW Quadrant,0
85,0,0,179,0,0,11,40,2,0,-1,Tirisfal Glades,0
86,0,12,180,0,0,11,35,1,0,0,Stone Cairn Lake,0
88,0,12,181,0,0,11,35,1,0,6,Eastvale Logging Camp,0
89,0,12,182,0,0,11,35,1,0,-1,Mirror Lake Orchard,0
91,0,12,183,0,0,11,35,1,0,8,Tower of Azora,0
94,0,10,184,0,0,11,0,2,0,24,Raven Hill,0
95,0,44,185,0,0,11,0,1,0,20,Redridge Canyons,0
96,0,44,186,0,0,11,0,1,0,25,Tower of Ilgalar,0
97,0,44,187,0,0,11,0,1,0,19,Alther's Mill,0
99,0,33,189,0,0,11,0,3,0,0,Rebel Camp,0
101,0,33,190,0,0,11,0,3,0,0,Kurzen's Compound,0
103,0,33,191,0,0,11,0,3,0,0,Ruins of Zul'Mamwe,0
104,0,33,192,0,0,11,0,3,0,0,The Vile Reef,0
105,0,33,193,0,0,11,0,3,0,0,Mosh'Ogg Ogre Mound,0
106,0,33,194,0,0,11,0,3,0,-1,The Stockpile,0
107,0,40,195,0,0,11,0,9,0,0,Saldean's Farm,0
108,0,40,196,0,0,11,0,9,0,0,Sentinel Hill,0
115,0,40,199,0,0,11,24,9,0,0,Westfall Lighthouse,0
116,0,8,200,0,0,11,0,0,0,-1,Misty Valley,0
118,0,11,201,0,0,11,0,3,0,22,Whelgar's Excavation Site,0
121,0,10,202,0,0,11,0,15,0,28,Tranquil Gardens Cemetery,0
122,0,33,203,0,0,11,0,3,0,0,Zuuldaia Ruins,0
123,0,33,204,0,0,11,0,3,0,0,Bal'lal Ruins,0
125,0,33,205,0,0,11,0,3,0,0,Kal'ai Ruins,0
126,0,33,206,0,0,11,0,3,0,-1,Tkashi Ruins,0
127,0,33,207,0,0,11,0,3,0,0,Balia'mah Ruins,0
128,0,33,208,0,0,11,0,3,0,0,Ziata'jai Ruins,0
129,0,33,209,0,0,11,0,3,0,0,Mizjah Ruins,0
132,0,1,212,0,0,11,0,0,0,0,Coldridge Valley,0
133,0,1,213,0,0,11,42,8,0,10,Gnomeregan,0
985,1,440,328,0,0,0,0,0,0,44,Waterspring Field,0
987,1,440,330,0,0,0,0,0,0,-1,Land's End Beach,0
988,1,440,331,0,0,0,0,0,0,-1,Wavestrider Beach,0
989,1,440,332,0,0,0,0,0,0,-1,Uldum,0
992,1,440,335,0,0,0,0,0,0,47,Southmoon Ruins,0
1001,0,44,336,0,0,0,0,0,0,0,Lakeridge Highway,0
1016,0,11,338,0,0,0,0,0,0,28,Direforge Hill,0
1017,0,11,339,0,0,0,0,0,0,30,Raptor Ridge,0
1018,0,11,340,0,0,0,0,0,0,0,Black Channel Marsh,0
1020,0,11,342,0,0,0,0,0,0,22,Mosshide Fen,0
1022,0,11,344,0,0,0,0,0,0,0,Bluegill Marsh,0
1023,0,11,345,0,0,0,0,0,0,0,Saltspray Glen,0
1024,0,11,346,0,0,0,0,0,0,20,Sundown Marsh,0
1025,0,11,347,0,0,0,0,0,0,0,The Green Belt,0
1057,0,267,349,0,0,0,0,0,0,30,Thoradin's Wall,0
1102,1,357,350,0,0,0,0,0,0,-1,Wildwind Lake,0
1098,0,10,352,0,0,0,0,0,0,30,Manor Mistmantle,0
1099,1,357,353,0,0,0,0,0,0,-1,Camp Mojache,0
1105,1,357,354,0,0,0,0,0,0,-1,Feral Scar Vale,0
1115,1,357,357,0,0,0,0,0,0,-1,Rage Scar Hold,0
1116,1,357,358,0,0,0,0,0,0,-1,Feathermoon Stronghold,0
1118,1,357,360,0,0,0,0,0,0,-1,Lower Wilds,0
1156,1,17,362,0,0,0,0,0,0,-1,Southern Barrens,0
1196,1,0,363,0,0,0,0,0,0,-1,Alcaz Island,0
1216,1,16,364,0,0,0,0,0,0,-1,Timbermaw Hold,0
1217,1,16,365,0,0,0,0,0,0,-1,Vanndir Encampment,0
1218,1,16,366,0,0,0,0,0,0,-1,TESTAzshara,0
1219,1,16,367,0,0,0,0,0,0,-1,Legash Encampment,0
1076,1,406,368,0,0,0,0,0,0,21,Webwinder Path,0
1119,1,357,369,0,0,0,0,0,0,-1,The Twin Colossals,0
1137,1,357,370,0,0,0,0,0,0,-1,Lower Wilds,0
1176,209,0,371,0,0,0,25,0,0,-1,Zul'farrak,0
1296,1,14,372,0,0,0,0,0,0,-1,Rocktusk Farm,0
1336,1,440,373,0,0,0,0,0,0,-1,Lost Rigger Cove,0
1377,1,0,374,0,0,0,0,176,0,-1,Silithus,0
459,0,85,375,0,0,11,0,0,0,10,Scarlet Watch Post,0
1397,169,0,376,0,0,0,0,0,0,-1,Emerald Forest,0
1438,0,4,379,0,0,0,0,0,0,-1,Nethergarde Keep,0
1439,0,4,380,0,0,0,0,0,0,-1,Dreadmaul Post,0
1440,0,4,381,0,0,0,0,0,0,-1,Serpent's Coil,0
1441,0,4,382,0,0,0,0,0,0,-1,Altar of Storms,0
1442,0,51,383,0,0,0,0,0,0,-1,Firewatch Ridge,0
1443,0,51,384,0,0,0,0,0,0,-1,The Slag Pit,0
1444,0,51,385,0,0,0,0,0,0,-1,The Sea of Cinders,0
1446,0,51,387,0,0,0,0,0,0,-1,Unused002,0
1457,0,4,388,0,0,0,0,0,0,-1,Garrison Armory,0
1497,0,0,685,24,0,0,40,0,0,-1,Undercity,0
1517,0,3,686,0,0,0,0,0,0,-1,Uldaman,0
1537,0,0,689,24,0,0,42,0,0,-1,Ironforge,0
1557,1,400,690,0,0,0,0,0,0,-1,Splithoof Hold,0
1577,0,33,691,0,0,0,0,0,0,-1,The Cape of Stranglethorn,0
1578,0,33,692,0,0,0,0,0,0,-1,Southern Savage Coast,0
1579,0,0,693,0,0,0,0,0,0,-1,Unused The Deadmines 002,0
1581,36,0,695,0,0,0,0,0,0,-1,The Deadmines,0
1583,0,0,697,0,0,0,0,0,0,-1,Blackrock Spire,0
1584,0,0,698,0,0,0,0,0,0,-1,Blackrock Depths,0
516,1,15,534,0,0,11,0,0,0,-1,Dustwallow Bay,0
540,1,490,541,0,0,11,0,0,0,-1,The Slithering Scar,0
54,0,12,550,0,0,11,35,1,0,8,Jasperlode Mine,0
120,0,12,559,0,0,11,35,0,0,8,Westbrook Garrison,0
599,1,405,596,0,0,11,0,7,0,-1,Thunder Axe Fortress,0
153,0,85,607,0,0,11,0,2,0,10,Ruins of Lordaeron,0
295,0,267,616,0,0,11,0,1,0,30,Western Strand,0
802,0,1,652,0,0,11,0,0,0,8,Shimmer Ridge,0
806,0,1,656,0,0,11,0,0,0,0,South Gate Outpost,0
815,1,17,665,0,0,11,0,0,0,-1,Southfury River,0
837,0,38,673,0,0,11,0,0,0,-1,Dun Algaz,0
881,0,11,680,0,0,11,0,3,0,-1,Thandol Span,0
249,0,46,1,0,0,11,0,10,0,-1,Dreadmaul Rock,0
261,1,141,11,0,0,11,0,0,0,8,Gnarlpine Hold,0
277,0,36,21,0,0,11,0,1,0,-1,The Foothill Caverns,0
289,0,267,33,0,0,11,0,1,0,26,Nethander Stead,0
306,0,130,45,0,0,11,0,0,0,-1,South Tide's Run,0
323,0,45,55,0,0,11,0,0,0,-1,O'Breen's Camp,0
331,1,0,61,0,0,11,48,11,0,-1,Ashenvale,0
336,0,45,66,0,0,11,0,0,0,38,Circle of Outer Binding,0
977,1,440,390,0,0,0,0,0,0,40,Steamwheedle Port,0
1036,0,11,391,0,0,0,0,0,0,28,Angerfang Encampment,0
1037,0,11,392,0,0,0,0,0,0,0,Grim Batol,0
1038,0,11,393,0,0,0,0,0,0,25,Dragonmaw Gates,0
1039,0,11,394,0,0,0,0,0,0,25,The Lost Fleet,0
1100,1,357,395,0,0,0,0,0,0,-1,GrimtotemCompound,0
1101,1,357,396,0,0,0,0,0,0,-1,The Writhing Deep,0
1104,1,357,398,0,0,0,0,0,0,-1,Mok'Gordun,0
1106,1,357,399,0,0,0,0,0,0,-1,Frayfeather Highlands,0
1107,1,357,400,0,0,0,0,0,0,-1,Idlewind Lake,0
1109,1,357,401,0,0,0,0,0,0,-1,East Pillar,0
1110,1,357,402,0,0,0,0,0,0,-1,West Pillar,0
1111,1,357,403,0,0,0,0,0,0,-1,Dream Bough,0
1112,1,357,404,0,0,0,0,0,0,-1,Jademir Lake,0
1113,1,357,405,0,0,0,0,0,0,-1,Oneiros,0
1157,1,17,406,0,0,0,0,0,0,-1,Southern Gold Road,0
1518,0,40,687,0,0,0,0,0,0,-1,Not Used Deadmines,0
1519,0,0,688,24,0,0,31,13,61,10,Stormwind City,0
1582,36,1581,696,0,76,0,53,178,0,-1,Ironclad Cove,0
307,0,47,46,0,0,11,0,1,0,-1,The Overlook Cliffs,0
321,0,45,54,0,0,11,0,14,0,30,Hammerfall,0
490,1,0,514,0,0,11,33,0,0,-1,Un'Goro Crater,0
492,0,10,516,0,0,11,0,15,0,26,Raven Hill Cemetery,0
493,1,0,517,0,0,11,48,0,0,-1,Moonglade,0
496,1,15,518,0,0,11,0,0,0,-1,Brackenwall Village,0
495,0,0,519,0,0,11,0,11,0,-1,DELETE ME,0
497,1,15,520,0,0,11,0,0,0,-1,Swamplight Manor,0
498,1,15,521,0,0,11,0,0,0,-1,Bloodfen Burrow,0
499,1,15,522,0,0,11,0,0,0,-1,Darkmist Cavern,0
504,1,15,523,0,0,11,0,0,0,-1,North Point Tower,0
505,1,15,524,0,0,11,0,0,0,-1,West Point Tower,0
507,1,15,526,0,0,11,0,0,0,-1,Bluefen,0
508,1,15,527,0,0,11,0,0,0,-1,Stonemaul Ruins,0
509,1,15,528,0,0,11,0,0,0,-1,The Den of Flame,0
511,1,15,529,0,0,11,0,0,0,-1,Wyrmbog,0
512,1,15,530,0,0,11,0,0,0,-1,Onyxia's Lair,0
513,1,15,531,0,0,11,0,0,0,-1,Theramore Isle,0
514,1,15,532,0,0,11,0,0,0,-1,Foothold Citadel,0
517,1,15,535,0,0,11,0,0,0,-1,Tidefury Cove,0
518,1,15,536,0,0,11,0,0,0,-1,Dreadmurk Shore,0
536,0,10,537,0,0,11,0,2,0,24,Addle's Stead,0
537,1,490,538,0,0,11,0,0,0,-1,Fire Plume Ridge,0
538,1,490,539,0,0,11,0,0,0,-1,Lakkari Tar Pits,0
539,1,490,540,0,0,11,0,0,0,-1,Terror Run,0
541,1,490,542,0,0,11,0,0,0,-1,Marshal's Refuge,0
542,1,490,543,0,0,11,0,0,0,-1,Fungal Rock,0
556,0,38,545,0,0,11,0,1,0,0,The Loch,0
576,0,10,546,0,0,11,0,2,0,-1,Beggar's Haunt,0
22,0,0,547,0,0,11,38,2,0,-1,Programmer Isle,0
87,0,12,548,0,0,11,35,1,0,5,Goldshire,0
425,1,331,549,0,0,11,0,199,71,-1,Moonwell,0
226,0,130,551,0,0,11,0,0,0,0,The Skittering Dark,0
382,1,17,552,0,0,11,0,7,0,15,The Sludge Fen,0
473,1,215,554,0,0,11,0,9,0,-1,Mantle Rock,0
13,0,10,555,0,0,11,48,11,0,-1,The World Tree,0
41,0,0,556,0,0,11,49,2,0,-1,Deadwind Pass,0
92,0,12,558,0,0,11,35,1,0,-1,Mirror Lake,0
151,0,0,560,0,0,11,30,3,0,-1,Designer Island,0
188,1,141,561,0,0,11,0,11,0,0,Shadowglen,0
220,1,215,562,0,0,11,0,9,0,0,Red Cloud Mesa,0
245,0,10,563,0,0,11,0,2,0,25,The Yorgen Farmstead,0
276,0,0,564,0,0,11,31,0,0,-1,Stonewrought Pass,0
302,0,33,565,0,0,11,0,0,0,-1,The Crystal Shore,0
371,1,14,567,0,0,11,0,9,0,-1,Dustwind Cave,0
403,1,15,568,0,0,11,0,3,0,-1,Shady Rest Inn,0
428,1,331,569,0,0,11,0,3,121,-1,Night Run,0
434,1,331,570,0,0,11,48,11,0,-1,Felfire Hill,0
457,1,0,571,0,0,11,0,0,0,-1,The Veiled Sea,0
481,1,400,572,0,0,11,0,9,0,-1,Splithoof Crag,0
503,1,15,573,0,0,11,0,0,0,-1,Sentry Point,0
19,0,33,574,0,0,11,0,3,0,0,Zul Gurub,0
113,0,40,576,0,0,11,0,9,0,0,Gold Coast Quarry,0
169,0,85,577,0,0,11,0,0,0,8,Whispering Shore,0
196,0,28,578,0,0,11,0,15,0,-1,Uther's Tomb,0
250,0,46,579,0,0,11,0,0,0,-1,Ruins of Thaurisan,0
268,37,0,580,0,0,11,42,0,0,-1,Plains of Snow,0
322,0,45,581,0,0,11,0,8,0,-1,Blackwater Shipwrecks,0
387,1,17,582,0,0,11,32,3,0,12,Lushwater Oasis,0
453,1,148,583,0,0,11,0,0,0,-1,The Long Wash,0
102,0,33,586,0,0,11,0,3,0,0,Ruins of Zul'Kunda,0
238,0,130,587,0,0,11,0,2,0,0,Malden's Orchard,0
239,0,130,588,0,0,11,0,2,0,11,The Ivar Patch,0
311,0,33,589,0,0,11,0,0,0,0,Ruins of Aboraz,0
315,0,45,590,0,0,11,0,0,141,31,Dabyrie's Farmstead,0
354,0,47,591,0,0,11,0,1,0,-1,Jintha'Alor,0
596,1,405,593,0,0,11,0,7,0,-1,Kodo Graveyard,0
597,1,405,594,0,0,11,0,7,0,-1,Ghost Walker Post,0
598,1,405,595,0,0,11,0,7,0,-1,Sar'theris Strand,0
600,1,405,597,0,0,11,0,7,0,-1,Bolgan's Hole,0
609,1,405,598,0,0,11,0,7,0,-1,Kolkar Village,0
602,1,405,599,0,0,11,0,7,0,-1,Mannoroc Coven,0
603,1,405,600,0,0,11,0,9,0,-1,Sargeron,0
604,1,405,601,0,0,11,0,7,0,-1,Magram Village,0
26,0,40,602,0,0,11,0,7,0,-1,Lighthouse,0
607,1,405,604,0,0,11,0,7,0,-1,Valley of Spears,0
60,0,12,606,0,0,11,35,1,0,8,Forest's Edge,0
235,0,130,608,0,0,11,0,0,0,-1,Fenris Keep,0
317,0,45,609,0,0,11,0,3,0,33,Witherbark Village,0
399,1,215,610,0,0,11,0,9,0,6,Skyline Ridge,0
429,1,331,611,0,0,11,0,3,121,30,Xavian,0
437,1,331,612,0,0,11,0,14,0,-1,Kargathia Outpost,0
467,1,406,613,0,0,11,0,7,0,25,Stonetalon Peak,0
501,1,15,614,0,0,11,0,3,0,-1,Beezil's Wreck,0
10,0,0,617,0,0,11,40,2,0,-1,Duskwood,0
11,0,0,618,0,0,11,44,3,0,-1,Wetlands,0
616,1,0,619,0,0,11,31,0,0,-1,Hyjal,0
173,0,85,620,0,0,11,0,2,0,-1,Faol's Rest,0
618,1,0,621,0,0,11,42,8,0,-1,Winterspring,0
186,1,141,622,0,0,11,0,11,0,5,Dolanaar,0
500,1,15,623,0,0,11,0,0,0,-1,Moggle Point,0
502,1,15,624,0,0,11,0,0,0,-1,Witch Hill,0
412,1,331,625,0,0,11,0,183,0,20,The Ruins of Ordil'Aran,0
636,1,406,626,0,0,11,0,7,0,-1,Blackwolf River,0
