ID,Name_lang[0],ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],SetSpellID[0],SetSpellID[1],SetSpellID[2],SetSpellID[3],SetSpellID[4],SetSpellID[5],SetSpellID[6],SetSpellID[7],SetThreshold[0],SetThreshold[1],SetThreshold[2],SetThreshold[3],SetThreshold[4],SetThreshold[5],SetThreshold[6],SetThreshold[7],RequiredSkill,RequiredSkillRank
163,Chain of the Scarlet Crusade,0,0,0,0,0,0,0,4128830,10329,10332,10328,10331,10330,10333,0,0,0,0,0,0,0,0,0,0,0,9760,7513,14668,20606,15464,0,0,0,2,3
181,Magister's Regalia,0,0,0,0,0,0,0,4128830,16685,16683,16686,16684,16687,16689,16688,16682,0,0,0,0,0,0,0,0,0,0,0,0,0,29091,27867,18679,14047,0,0
182,Vestments of the Devout,0,0,0,0,0,0,0,4128830,16696,16691,16697,16693,16692,16695,16694,16690,0,0,0,0,0,0,0,0,0,0,14803,27778,18679,14047,0,0,0,0,2
183,Dreadmist Raiment,0,0,0,0,0,0,0,4128830,16702,16703,16699,16701,16700,16704,16698,16705,0,0,0,0,0,0,0,0,0,0,0,29090,27780,18679,14047,0,0,0,0
184,Shadowcraft Armor,0,0,0,0,0,0,0,4128830,16713,16711,16710,16721,16708,16709,16712,16707,0,0,0,0,0,0,0,0,0,0,29096,27787,18679,14049,0,0,0,0,2
185,Wildheart Raiment,0,0,0,0,0,0,0,4128830,16716,16715,16714,16720,16706,16718,16719,16717,0,0,0,0,0,0,0,0,0,29097,27781,0,18679,9334,9344,0,0,2,6
186,Beaststalker Armor,0,0,0,0,0,0,0,4128830,16680,16675,16681,16677,16674,16678,16679,16676,0,0,0,0,0,0,0,0,0,0,0,0,0,29094,27785,18679,14049,0,0
187,The Elements,0,0,0,0,0,0,0,4128830,16673,16670,16671,16667,16672,16668,16669,16666,0,0,0,0,0,0,0,0,0,0,0,0,29095,27774,18679,14047,0,0,0
188,Lightforge Armor,0,0,0,0,0,0,0,4128830,16723,16725,16722,16726,16724,16728,16729,16727,0,0,0,0,0,0,0,0,0,0,29093,0,27498,18679,14049,0,0,0,2
189,Battlegear of Valor,0,0,0,0,0,0,0,4128830,16736,16734,16735,16730,16737,16731,16732,16733,0,0,0,0,0,0,0,0,0,29092,27419,0,18679,14049,0,0,0,2,6
201,Arcanist Regalia,0,0,0,0,0,0,0,4128830,16802,16799,16795,16800,16801,16796,16797,16798,0,0,0,0,0,0,0,0,0,9346,26175,23545,0,0,0,0,0,3,5
202,Vestments of Prophecy,0,0,0,0,0,0,0,4128830,16811,16813,16817,16812,16814,16816,16815,16819,0,0,0,0,0,0,0,0,0,21973,21092,23550,0,0,0,0,0,3,5
203,Felheart Raiment,0,0,0,0,0,0,0,4128830,16806,16804,16805,16810,16809,16807,16808,16803,0,0,0,0,0,0,0,0,0,23554,21741,23553,0,0,0,0,0,3,5
204,Nightslayer Armor,0,0,0,0,0,0,0,4128830,16827,16824,16825,16820,16821,16826,16822,16823,0,0,0,0,0,0,0,0,0,21874,21975,23582,0,0,0,0,0,3,5
205,Cenarion Raiment,0,0,0,0,0,0,0,4128830,16828,16829,16830,16833,16831,16834,16835,16836,0,0,0,0,0,0,0,0,0,18382,23556,23557,0,0,0,0,0,5,8
206,Giantstalker Armor,0,0,0,0,0,0,0,4128830,16851,16849,16850,16845,16848,16852,16846,16847,0,0,0,0,0,0,0,0,0,23560,23566,21926,0,0,0,0,0,3,8
207,The Earthfury,0,0,0,0,0,0,0,4128830,16838,16837,16840,16841,16844,16839,16842,16843,0,0,0,0,0,0,0,0,0,23572,21895,23573,0,0,0,0,0,5,3
208,Lawbringer Armor,0,0,0,0,0,0,0,4128830,16858,16859,16857,16853,16860,16854,16855,16856,0,0,0,0,0,0,0,0,0,18384,23564,7597,21747,0,0,0,0,5,3
209,Battlegear of Might,0,0,0,0,0,0,0,4128830,16864,16861,16865,16863,16866,16867,16868,16862,0,0,0,0,0,0,0,0,0,23562,21838,23561,0,0,0,0,0,3,5
210,Netherwind Regalia,0,0,0,0,0,0,0,4128830,16818,16918,16912,16914,16917,16913,16915,16916,0,0,0,0,0,0,0,0,0,21879,23549,22007,0,0,0,0,0,3,5
211,Vestments of Transcendence,0,0,0,0,0,0,0,4128830,16925,16926,16919,16921,16920,16922,16924,16923,0,0,0,0,0,0,0,0,0,21853,21894,22010,0,0,0,0,0,5,3
212,Nemesis Raiment,0,0,0,0,0,0,0,4128830,16933,16927,16934,16928,16930,16931,16929,16932,0,0,0,0,0,0,0,0,0,21922,23555,0,14047,0,0,0,0,5,8
213,Bloodfang Armor,0,0,0,0,0,0,0,4128830,16910,16906,16911,16905,16907,16908,16909,16832,0,0,0,0,0,0,0,0,0,23558,21881,23581,0,0,0,0,0,5,3
214,Stormrage Raiment,0,0,0,0,0,0,0,4128830,16903,16898,16904,16897,16900,16899,16901,16902,0,0,0,0,0,0,0,0,0,21894,21872,21871,0,0,0,0,0,3,5
215,Dragonstalker Armor,0,0,0,0,0,0,0,4128830,16936,16935,16942,16940,16941,16939,16938,16937,0,0,0,0,0,0,0,0,0,21928,23578,23559,0,0,0,0,0,5,8
216,The Ten Storms,0,0,0,0,0,0,0,4128830,16944,16943,16950,16945,16948,16949,16947,16946,0,0,0,0,0,0,0,0,0,21899,23570,23551,0,0,0,0,0,3,5
217,Judgement Armor,0,0,0,0,0,0,0,4128830,16952,16951,16958,16955,16956,16954,16957,16953,0,0,0,0,0,0,0,0,0,24196,23565,23591,0,0,0,0,0,5,3
218,Battlegear of Wrath,0,0,0,0,0,0,0,4128830,16959,16966,16964,16963,16962,16961,16965,16960,0,0,0,0,0,0,0,0,0,23563,21890,23548,0,0,0,0,0,3,5
221,Garb of Thero-shan,0,0,0,0,0,0,0,4128830,7950,7948,7952,7951,7953,7949,0,0,0,0,0,0,0,0,0,0,0,7597,0,0,0,0,0,0,0,6,0
241,Shard of the Gods,0,0,0,0,0,0,0,4128830,17082,17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18681,0,0,0,0,0,0,0,2,0
261,Spirit of Eskhandar,0,0,0,0,0,0,0,4128830,18203,18202,18204,18205,0,0,0,0,0,0,0,0,0,0,0,0,0,22648,0,0,0,0,0,0,0,4,0
281,Champion's Battlegear,0,0,0,0,0,0,0,4128830,16509,16510,16513,16515,16514,16516,0,0,0,0,0,0,0,0,0,0,0,13665,14462,22738,0,0,0,0,0,2,6
282,Lieutenant Commander's Battlegear,0,0,0,0,0,0,0,4128830,16405,16406,16430,16431,16429,16432,0,0,0,0,0,0,0,0,0,0,0,13665,14462,22738,0,0,0,0,0,2,6
301,Champion's Earthshaker,0,0,0,0,0,0,0,4128830,16519,16518,16522,16523,16521,16524,0,0,0,0,0,0,0,0,0,0,0,14049,14462,22804,0,0,0,0,0,2,6
321,Imperial Plate,0,0,0,0,0,0,0,4128830,12424,12426,12425,12422,12427,12429,12428,0,0,0,0,0,0,0,0,0,0,15666,9335,14465,0,0,0,0,0,2,4
341,Champion's Regalia,0,0,0,0,0,0,0,4128830,16485,16487,16491,16490,16489,16492,0,0,0,0,0,0,0,0,0,0,0,14047,23025,14462,0,0,0,0,0,2,4
342,Champion's Raiment,0,0,0,0,0,0,0,4128830,17616,17617,17612,17611,17613,17610,0,0,0,0,0,0,0,0,0,0,0,14047,23044,14462,0,0,0,0,0,2,4
343,Lieutenant Commander's Regalia,0,0,0,0,0,0,0,4128830,16369,16391,16413,16414,16416,16415,0,0,0,0,0,0,0,0,0,0,0,14047,23025,14462,0,0,0,0,0,2,4
344,Lieutenant Commander's Raiment,0,0,0,0,0,0,0,4128830,17594,17596,17600,17599,17598,17601,0,0,0,0,0,0,0,0,0,0,0,23044,14047,14462,0,0,0,0,0,4,2
345,Champion's Threads,0,0,0,0,0,0,0,4128830,17576,17577,17572,17571,17570,17573,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23047,0,0,0,0,0,2,6
346,Lieutenant Commander's Threads,0,0,0,0,0,0,0,4128830,17562,17564,17568,17567,17569,17566,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23047,0,0,0,0,0,2,6
347,Champion's Vestments,0,0,0,0,0,0,0,4128830,16498,16499,16505,16508,16506,16507,0,0,0,0,0,0,0,0,0,0,0,13665,14462,23048,0,0,0,0,0,2,6
348,Lieutenant Commander's Vestments,0,0,0,0,0,0,0,4128830,16392,16396,16417,16419,16420,16418,0,0,0,0,0,0,0,0,0,0,0,13665,23048,14462,0,0,0,0,0,2,4
361,Champion's Pursuit,0,0,0,0,0,0,0,4128830,16531,16530,16525,16527,16526,16528,0,0,0,0,0,0,0,0,0,0,0,13665,23158,14462,0,0,0,0,0,2,4
362,Lieutenant Commander's Pursuit,0,0,0,0,0,0,0,4128830,16425,16426,16401,16403,16428,16427,0,0,0,0,0,0,0,0,0,0,0,13665,23158,14462,0,0,0,0,0,2,4
381,Lieutenant Commander's Sanctuary,0,0,0,0,0,0,0,4128830,16423,16424,16422,16421,16393,16397,0,0,0,0,0,0,0,0,0,0,0,14049,23218,14462,0,0,0,0,0,2,4
382,Champion's Sanctuary,0,0,0,0,0,0,0,4128830,16494,16496,16504,16502,16503,16501,0,0,0,0,0,0,0,0,0,0,0,23218,14049,14462,0,0,0,0,0,4,2
383,Warlord's Battlegear,0,0,0,0,0,0,0,4128830,16541,16542,16544,16545,16548,16543,0,0,0,0,0,0,0,0,0,0,0,14049,22738,14467,0,0,0,0,0,6,3
384,Field Marshal's Battlegear,0,0,0,0,0,0,0,4128830,16477,16478,16480,16483,16484,16479,0,0,0,0,0,0,0,0,0,0,0,14467,22738,14049,0,0,0,0,0,2,3
386,Warlord's Earthshaker,0,0,0,0,0,0,0,4128830,16577,16578,16580,16573,16574,16579,0,0,0,0,0,0,0,0,0,0,0,22804,14467,14049,0,0,0,0,0,3,2
387,Warlord's Regalia,0,0,0,0,0,0,0,4128830,16536,16533,16535,16539,16540,16534,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23025,0,0,0,0,0,6,2
388,Field Marshal's Regalia,0,0,0,0,0,0,0,4128830,16441,16444,16443,16437,16440,16442,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23025,0,0,0,0,0,6,2
389,Field Marshal's Raiment,0,0,0,0,0,0,0,4128830,17604,17603,17605,17608,17607,17602,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23044,0,0,0,0,0,6,2
390,Warlord's Raiment,0,0,0,0,0,0,0,4128830,17623,17625,17622,17624,17618,17620,0,0,0,0,0,0,0,0,0,0,0,23044,14047,14467,0,0,0,0,0,3,6
391,Warlord's Threads,0,0,0,0,0,0,0,4128830,17586,17588,17593,17591,17590,17592,0,0,0,0,0,0,0,0,0,0,0,14467,23047,14047,0,0,0,0,0,2,3
392,Field Marshal's Threads,0,0,0,0,0,0,0,4128830,17581,17580,17583,17584,17579,17578,0,0,0,0,0,0,0,0,0,0,0,14047,23047,14467,0,0,0,0,0,6,3
393,Warlord's Vestments,0,0,0,0,0,0,0,4128830,16563,16561,16562,16564,16560,16558,0,0,0,0,0,0,0,0,0,0,0,14467,23048,14049,0,0,0,0,0,2,3
394,Field Marshal's Vestments,0,0,0,0,0,0,0,4128830,16453,16457,16455,16446,16454,16456,0,0,0,0,0,0,0,0,0,0,0,14049,23048,14467,0,0,0,0,0,6,3
395,Field Marshal's Pursuit,0,0,0,0,0,0,0,4128830,16466,16465,16468,16462,16463,16467,0,0,0,0,0,0,0,0,0,0,0,23158,14384,14467,0,0,0,0,0,3,6
396,Warlord's Pursuit,0,0,0,0,0,0,0,4128830,16569,16571,16567,16565,16566,16568,0,0,0,0,0,0,0,0,0,0,0,14467,14384,23158,0,0,0,0,0,2,6
397,Field Marshal's Sanctuary,0,0,0,0,0,0,0,4128830,16452,16451,16449,16459,16448,16450,0,0,0,0,0,0,0,0,0,0,0,14467,14049,23218,0,0,0,0,0,2,6
398,Warlord's Sanctuary,0,0,0,0,0,0,0,4128830,16554,16555,16552,16551,16549,16550,0,0,0,0,0,0,0,0,0,0,0,23218,14049,14467,0,0,0,0,0,3,6
401,Lieutenant Commander's Aegis,0,0,0,0,0,0,0,4128830,16410,16409,16433,16435,16434,16436,0,0,0,0,0,0,0,0,0,0,0,28118,7496,14462,23302,0,0,0,0,2,2
402,Field Marshal's Aegis,0,0,0,0,0,0,0,4128830,16473,16474,16476,16472,16471,16475,0,0,0,0,0,0,0,0,0,0,0,23302,14467,14047,0,0,0,0,0,3,2
421,Bloodvine Garb,0,0,0,0,0,0,0,4128830,19682,19683,19684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18382,0,0,0,0,0,0,0,3,0
441,Primal Batskin,0,0,0,0,0,0,0,4128830,19685,19687,19686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24090,0,0,0,0,0,0,0,3,0
442,Blood Tiger Harness,0,0,0,0,0,0,0,4128830,19688,19689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,18384,0,0,0,0,0,0,2,2
443,Bloodsoul Embrace,0,0,0,0,0,0,0,4128830,19690,19691,19692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21636,0,0,0,0,0,0,0,3,0
444,The Darksoul,0,0,0,0,0,0,0,4128830,19693,19694,19695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21416,0,0,0,0,0,0,0,3,0
461,The Twin Blades of Hakkari,0,0,0,0,0,0,0,4128830,19865,19866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15763,0,0,0,0,0,0,0,2,0
462,Zanzil's Concentration,0,0,0,0,0,0,0,4128830,19905,19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23727,9396,0,0,0,0,0,0,2,2
463,Primal Blessing,0,0,0,0,0,0,0,4128830,19896,19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24256,0,0,0,0,0,0,0,2,0
464,Overlord's Resolution,0,0,0,0,0,0,0,4128830,19873,19912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13669,0,0,0,0,0,0,0,2,0
465,Prayer of the Primal,0,0,0,0,0,0,0,4128830,19863,19920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9318,0,0,0,0,0,0,0,2,0
466,Major Mojo Infusion,0,0,0,0,0,0,0,4128830,19898,19925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336,0,0,0,0,0,0,0,2,0
467,The Highlander's Resolution,0,0,0,0,0,0,0,4128830,20041,20048,20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
468,The Highlander's Resolve,0,0,0,0,0,0,0,4128830,20042,20049,20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,7503,0,0,0,0,0,0,3,2
469,The Highlander's Determination,0,0,0,0,0,0,0,4128830,20043,20050,20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
470,The Highlander's Fortitude,0,0,0,0,0,0,0,4128830,20044,20051,20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18384,7503,0,0,0,0,0,0,3,2
471,The Highlander's Purpose,0,0,0,0,0,0,0,4128830,20052,20045,20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
472,The Highlander's Will,0,0,0,0,0,0,0,4128830,20053,20046,20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18384,7503,0,0,0,0,0,0,3,2
473,The Highlander's Intent,0,0,0,0,0,0,0,4128830,20054,20047,20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,0,0,0,0,0,0,2,3
474,Vindicator's Battlegear,0,0,0,0,0,0,0,4128830,19951,19577,19824,19823,19822,0,0,0,0,0,0,0,0,0,0,0,0,13675,24456,24431,0,0,0,0,0,2,3
475,Freethinker's Armor,0,0,0,0,0,0,0,4128830,19952,19588,19827,19826,19825,0,0,0,0,0,0,0,0,0,0,0,0,21618,24457,24460,0,0,0,0,0,2,3
476,Augur's Regalia,0,0,0,0,0,0,0,4128830,19609,19956,19830,19829,19828,0,0,0,0,0,0,0,0,0,0,0,0,21618,24461,24462,0,0,0,0,0,2,3
477,Predator's Armor,0,0,0,0,0,0,0,4128830,19621,19953,19833,19832,19831,0,0,0,0,0,0,0,0,0,0,0,0,9331,24465,24467,0,0,0,0,0,2,3
478,Madcap's Outfit,0,0,0,0,0,0,0,4128830,19617,19954,19836,19835,19834,0,0,0,0,0,0,0,0,0,0,0,0,9331,24469,24471,0,0,0,0,0,2,3
479,Haruspex's Garb,0,0,0,0,0,0,0,4128830,19613,19955,19840,19839,19838,0,0,0,0,0,0,0,0,0,0,0,0,21618,24480,24479,0,0,0,0,0,2,5
480,Confessor's Raiment,0,0,0,0,0,0,0,4128830,19594,19958,19843,19842,19841,0,0,0,0,0,0,0,0,0,0,0,0,9408,24483,24482,0,0,0,0,0,2,5
481,Demoniac's Threads,0,0,0,0,0,0,0,4128830,19605,19957,19848,19849,20033,0,0,0,0,0,0,0,0,0,0,0,0,9417,24486,24487,0,0,0,0,0,2,3
482,Illusionist's Attire,0,0,0,0,0,0,0,4128830,19601,19959,19846,19845,20034,0,0,0,0,0,0,0,0,0,0,0,0,9417,24489,24491,0,0,0,0,0,2,3
483,The Defiler's Determination,0,0,0,0,0,0,0,4128830,20158,20154,20150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
484,The Defiler's Fortitude,0,0,0,0,0,0,0,4128830,20195,20199,20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
485,The Defiler's Intent,0,0,0,0,0,0,0,4128830,20176,20159,20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,0,0,0,0,0,0,2,3
486,The Defiler's Purpose,0,0,0,0,0,0,0,4128830,20186,20190,20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
487,The Defiler's Resolution,0,0,0,0,0,0,0,4128830,20204,20208,20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,7597,0,0,0,0,0,0,2,3
488,The Defiler's Will,0,0,0,0,0,0,0,4128830,20167,20171,20175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,18384,0,0,0,0,0,0,2,3
489,Black Dragon Mail,0,0,0,0,0,0,0,4128830,16984,15050,15052,15051,0,0,0,0,0,0,0,0,0,0,0,0,0,15464,7598,14590,0,0,0,0,0,2,3
490,Green Dragon Mail,0,0,0,0,0,0,0,4128830,15045,15046,20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21625,21894,0,0,0,0,0,0,2,3
491,Blue Dragon Mail,0,0,0,0,0,0,0,4128830,15048,20295,15049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18675,14127,0,0,0,0,0,0,2,3
492,Twilight Trappings,0,0,0,0,0,0,0,4128830,20406,20408,20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24746,0,0,0,0,0,0,0,3,0
493,Genesis Raiment,0,0,0,0,0,0,0,4128830,21355,21353,21354,21356,21357,0,0,0,0,0,0,0,0,0,0,0,0,26106,18196,15693,0,0,0,0,0,5,3
494,Symbols of Unending Life,0,0,0,0,0,0,0,4128830,21408,21409,21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26107,0,0,0,0,0,0,0,3,0
495,Battlegear of Unyielding Strength,0,0,0,0,0,0,0,4128830,21394,21392,21393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26111,0,0,0,0,0,0,0,3,0
496,Conqueror's Battlegear,0,0,0,0,0,0,0,4128830,21331,21329,21333,21332,0,21330,0,0,0,0,0,0,0,0,0,0,0,26109,26110,0,0,0,0,0,0,3,5
497,Deathdealer's Embrace,0,0,0,0,0,0,0,4128830,0,21359,21360,21361,21362,21364,0,0,0,0,0,0,0,0,0,0,0,26112,26113,0,0,0,0,0,0,3,5
498,Emblems of Veiled Shadows,0,0,0,0,0,0,0,4128830,21405,21406,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26114,0,0,0,0,0,0,0,3,0
499,Doomcaller's Attire,0,0,0,0,0,0,0,4128830,21337,21338,21335,21334,21336,0,0,0,0,0,0,0,0,0,0,0,0,26117,26116,0,0,0,0,0,0,5,3
500,Implements of Unspoken Names,0,0,0,0,0,0,0,4128830,21416,21417,21418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26118,0,0,0,0,0,0,0,3,0
501,Stormcaller's Garb,0,0,0,0,0,0,0,4128830,21372,21373,21374,21375,21376,0,0,0,0,0,0,0,0,0,0,0,0,26122,26119,0,0,0,0,0,0,5,3
502,Gift of the Gathering Storm,0,0,0,0,0,0,0,4128830,21400,21398,21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26123,0,0,0,0,0,0,0,3,0
503,Enigma Vestments,0,0,0,0,0,0,0,4128830,21344,21347,21346,21343,21345,0,0,0,0,0,0,0,0,0,0,0,0,26127,26128,0,0,0,0,0,0,3,5
504,Trappings of Vaulted Secrets,0,0,0,0,0,0,0,4128830,21414,21413,21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26131,0,0,0,0,0,0,0,3,0
505,Avenger's Battlegear,0,0,0,0,0,0,0,4128830,21389,21387,21388,21390,21391,0,0,0,0,0,0,0,0,0,0,0,0,26130,23929,0,0,0,0,0,0,3,5
506,Battlegear of Eternal Justice,0,0,0,0,0,0,0,4128830,21397,21395,21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26135,0,0,0,0,0,0,0,3,0
507,Garments of the Oracle,0,0,0,0,0,0,0,4128830,21349,21350,21348,21352,21351,0,0,0,0,0,0,0,0,0,0,0,0,26169,26171,0,0,0,0,0,0,3,5
508,Finery of Infinite Wisdom,0,0,0,0,0,0,0,4128830,21410,21411,21412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26172,0,0,0,0,0,0,0,3,0
509,Striker's Garb,0,0,0,0,0,0,0,4128830,21366,21365,21370,21368,21367,0,0,0,0,0,0,0,0,0,0,0,0,26173,26174,0,0,0,0,0,0,3,5
510,Trappings of the Unseen Path,0,0,0,0,0,0,0,4128830,21403,21401,21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26176,0,0,0,0,0,0,0,3,0
511,Battlegear of Heroism,0,0,0,0,0,0,0,4128830,21994,21995,21996,21997,21998,21999,22000,22001,0,0,0,0,0,0,0,0,0,0,14049,18679,27419,14803,0,0,0,0,6
512,Darkmantle Armor,0,0,0,0,0,0,0,4128830,22002,22003,22004,22005,22006,22007,22008,22009,0,0,0,0,0,0,0,0,0,0,14049,18679,27787,14803,0,0,0,0,6
513,Feralheart Raiment,0,0,0,0,0,0,0,4128830,22106,22107,22108,22109,22110,22111,22112,22113,0,0,0,0,0,0,0,0,0,9344,9334,18679,0,27781,14803,0,0,6,6
514,Vestments of the Virtuous,0,0,0,0,0,0,0,4128830,22078,22079,22080,22081,22082,22083,22084,22085,0,0,0,0,0,0,0,0,0,0,14047,18679,27778,14803,0,0,0,0,6
515,Beastmaster Armor,0,0,0,0,0,0,0,4128830,22010,22011,22061,22013,22015,22016,22017,22060,0,0,0,0,0,0,0,0,0,0,0,0,0,14049,18679,27785,14803,0,0
516,Soulforge Armor,0,0,0,0,0,0,0,4128830,22086,22087,22088,22089,22090,22091,22092,22093,0,0,0,0,0,0,0,0,0,0,14049,18679,27498,14803,0,0,0,0,6
517,Sorcerer's Regalia,0,0,0,0,0,0,0,4128830,22062,22063,22064,22065,22066,22067,22068,22069,0,0,0,0,0,0,0,0,0,0,0,0,14803,27867,18679,14047,0,0,0
518,Deathmist Raiment,0,0,0,0,0,0,0,4128830,22070,22071,22072,22073,22074,22075,22076,22077,0,0,0,0,0,0,0,0,0,0,0,14047,18679,27780,14803,0,0,0,0
519,The Five Thunders,0,0,0,0,0,0,0,4128830,22095,22096,22097,22098,22099,22100,22101,22102,0,0,0,0,0,0,0,0,0,0,0,0,14047,18679,27774,14803,0,0,0
520,Ironweave Battlesuit,0,0,0,0,0,0,0,4128830,22306,22311,22313,22302,22304,22305,22303,22301,0,0,0,0,0,0,0,0,0,27733,14803,0,0,0,0,0,0,4,8
521,Dreamwalker Raiment,0,0,0,0,0,0,0,4128830,22492,22494,22493,22490,22489,22491,22488,22495,23064,0,0,0,0,0,0,0,0,28743,28744,28716,28719,0,0,0,0,4,6
