ID,KitType,AnimID,HeadEffect,ChestEffect,BaseEffect,LeftHandEffect,RightHandEffect,BreathEffect,SpecialEffect[0],SpecialEffect[1],SpecialEffect[2],WorldEffect,SoundID,ShakeID,CharProc[0],CharProc[1],CharProc[2],CharProc[3],CharParamZero[0],CharParamZero[1],CharParamZero[2],CharParamZero[3],CharParamOne[0],CharParamOne[1],CharParamOne[2],CharParamOne[3],CharParamTwo[0],CharParamTwo[1],CharParamTwo[2],CharParamTwo[3],CharParamThree[0],CharParamThree[1],CharParamThree[2],CharParamThree[3]
299,2,-1,-1,-1,268,-1,-1,-1,-1,-1,-1,1505,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2E-43
300,4,-1,-1,-1,297,-1,-1,-1,-1,-1,-1,0,0,13,-1,-1,-1,1253326376,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,4.22E-43
301,2,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25E-43
303,2,-1,-1,-1,304,-1,-1,-1,-1,-1,-1,1500,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26E-43
304,1,-1,-1,305,-1,-1,-1,-1,-1,-1,-1,3085,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29E-43
306,1,-1,-1,-1,306,-1,-1,-1,-1,-1,-1,1164,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3E-43
307,0,74,-1,-1,307,-1,-1,-1,-1,-1,-1,28,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-43
309,1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34E-43
310,1,-1,310,-1,309,-1,-1,-1,-1,-1,-1,1504,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37E-43
312,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3325,0,7,-1,-1,-1,1065353216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.39E-43
313,1,-1,312,-1,-1,-1,-1,-1,-1,-1,-1,3361,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41E-43
315,1,-1,-1,-1,313,-1,-1,-1,-1,-1,-1,2545,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43E-43
316,0,53,-1,-1,-1,293,293,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,1088421888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46E-43
318,1,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,30,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47E-43
319,1,-1,-1,-1,314,-1,-1,-1,-1,-1,-1,2545,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5E-43
321,0,53,-1,-1,-1,293,293,-1,-1,-1,-1,0,0,12,-1,-1,-1,1065353216,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.51E-43
322,2,9,-1,-1,-1,152,152,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54E-43
324,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,3091,0,8,-1,-1,-1,1266166057,0,0,0,20,0,0,0,600,0,0,0,100,0,0,0,4.55E-43
325,2,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-43
327,0,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6E-43
328,1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62E-43
330,1,-1,-1,394,-1,-1,-1,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64E-43
331,1,-1,1114,-1,-1,-1,-1,-1,-1,-1,-1,2615,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67E-43
333,1,-1,-1,-1,326,-1,-1,-1,-1,-1,-1,3116,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68E-43
334,2,-1,-1,-1,328,-1,327,-1,-1,-1,-1,0,0,6,-1,-1,-1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,4.71E-43
336,1,-1,-1,372,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74E-43
338,0,52,-1,-1,-1,88,88,-1,-1,-1,-1,31,0,-1,-1,-1,-1,1238948056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.75E-43
339,1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,2556,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78E-43
341,0,53,-1,-1,-1,298,-1,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,1084227584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.79E-43
342,2,124,-1,-1,-1,298,-1,-1,-1,-1,-1,3192,0,0,-1,-1,-1,1084227584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.82E-43
344,2,-1,339,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,1066192077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-43
345,0,52,-1,-1,-1,146,146,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86E-43
347,1,-1,-1,-1,240,-1,-1,-1,-1,-1,-1,3258,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88E-43
348,1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,3642,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9E-43
350,0,55,-1,-1,345,-1,-1,-1,-1,-1,-1,3222,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7E-44
55,2,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8E-44
56,1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,3229,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1E-44
58,1,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,18,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3E-44
59,0,53,-1,-1,67,-1,-1,-1,-1,-1,-1,21,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5E-44
61,0,54,-1,-1,-1,288,288,-1,-1,-1,-1,1484,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8E-44
63,1,-1,-1,-1,79,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9E-44
64,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,1104,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2E-44
66,2,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,2579,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4E-44
67,0,57,-1,-1,-1,153,153,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7E-44
69,2,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,36,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8E-44
70,1,-1,-1,-1,279,-1,-1,-1,-1,-1,-1,37,0,-1,-1,-1,-1,1266679552,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,1.01E-43
72,0,53,-1,-1,-1,293,293,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,1065353216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-43
73,2,-1,54,-1,254,-1,-1,-1,-1,-1,-1,1502,0,-1,-1,-1,-1,1258992895,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1.04E-43
74,0,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-43
75,0,55,-1,86,-1,-1,-1,-1,-1,-1,-1,3660,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-43
76,1,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,38,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-43
77,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,747,0,-1,-1,-1,-1,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-43
78,1,-1,-1,-1,103,-1,-1,-1,-1,-1,-1,41,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-43
79,2,-1,66,24,25,-1,-1,-1,-1,-1,-1,15,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-43
80,0,52,-1,-1,-1,94,94,-1,-1,-1,-1,702,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-43
81,0,0,337,-1,-1,-1,-1,-1,-1,-1,-1,4120,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-43
82,1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,49,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16E-43
83,1,10,-1,93,-1,-1,-1,-1,-1,-1,-1,42,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-43
84,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2E-43
86,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-43
87,2,-1,-1,97,462,-1,-1,-1,-1,-1,-1,2617,0,-1,-1,-1,-1,1251216614,0,0,0,0.8,0,0,0,0.1,0,0,0,0.8,0,0,0,1.25E-43
89,1,-1,-1,104,92,-1,-1,-1,-1,-1,-1,46,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-43
90,1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,50,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29E-43
92,0,54,-1,-1,100,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3E-43
93,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-43
95,0,52,-1,-1,-1,135,135,-1,-1,-1,-1,740,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E-43
96,0,54,-1,-1,-1,135,135,-1,-1,-1,-1,44,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-43
98,1,-1,-1,-1,248,-1,-1,-1,-1,-1,-1,1433,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4E-43
100,0,52,-1,-1,-1,146,146,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E-43
101,1,-1,-1,-1,147,-1,-1,-1,-1,-1,-1,1482,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-43
103,0,54,-1,59,60,64,64,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-43
104,0,52,-1,-1,-1,63,63,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47E-43
105,0,54,-1,-1,60,64,64,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5E-43
107,0,54,-1,-1,-1,64,64,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-43
108,2,-1,-1,-1,-1,94,94,-1,-1,-1,-1,28,0,2,-1,-1,-1,1065353216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54E-43
110,0,74,-1,-1,-1,102,102,-1,-1,-1,-1,1484,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56E-43
111,2,-1,-1,-1,-1,94,94,-1,-1,-1,-1,0,0,2,-1,-1,-1,1069547520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58E-43
113,1,-1,-1,142,140,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6E-43
114,0,51,-1,-1,-1,17,17,-1,-1,-1,-1,745,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63E-43
116,0,57,-1,-1,-1,153,153,-1,-1,-1,-1,28,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64E-43
117,1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,743,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-43
119,0,53,-1,-1,-1,135,135,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-43
120,0,52,-1,-1,-1,156,156,-1,-1,-1,-1,26,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-43
122,1,-1,-1,-1,155,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72E-43
123,1,-1,-1,281,74,-1,-1,-1,-1,-1,-1,30,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75E-43
125,2,-1,54,-1,254,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77E-43
126,1,-1,-1,-1,158,-1,-1,-1,-1,-1,-1,3073,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8E-43
128,1,-1,160,-1,-1,-1,-1,-1,-1,-1,-1,933,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-43
129,1,-1,-1,161,-1,-1,-1,-1,-1,-1,-1,938,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-43
131,0,52,-1,-1,-1,163,163,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85E-43
132,0,54,-1,-1,-1,163,163,-1,-1,-1,-1,3,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88E-43
134,0,53,-1,-1,-1,45,45,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-43
135,0,51,-1,-1,46,45,45,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92E-43
137,0,52,-1,-1,103,170,170,-1,-1,-1,-1,745,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-43
138,0,54,-1,-1,169,170,170,-1,-1,-1,-1,2560,3,-1,-1,-1,-1,1084227584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-43
140,0,-1,-1,-1,180,135,135,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-43
141,0,-1,-1,-1,180,135,135,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2E-43
143,0,51,-1,-1,-1,44,44,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-43
144,0,51,-1,-1,-1,45,45,-1,-1,-1,-1,745,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-43
145,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1507,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-43
146,1,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-43
147,1,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-43
148,1,-1,-1,-1,191,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-43
149,1,-1,-1,-1,192,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1E-43
150,1,-1,-1,-1,193,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-43
151,1,-1,-1,-1,194,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-43
152,1,-1,-1,-1,195,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-43
153,1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E-43
154,1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,1430,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-43
156,0,53,-1,-1,-1,44,44,-1,-1,-1,-1,676,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2E-43
157,1,-1,-1,-1,198,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23E-43
159,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24E-43
160,0,54,-1,-1,282,117,117,-1,-1,-1,-1,3076,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-43
162,0,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-43
163,0,123,-1,-1,-1,243,242,-1,-1,-1,-1,1105,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-43
165,0,54,-1,-1,-1,119,119,-1,-1,-1,-1,44,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-43
166,0,62,-1,-1,-1,-1,171,-1,-1,-1,-1,3782,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-43
168,0,52,-1,-1,-1,63,63,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-43
170,0,52,-1,-1,210,207,207,107,-1,-1,-1,1136,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4E-43
171,0,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42E-43
173,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,1161,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-43
174,0,61,-1,-1,99,-1,-1,-1,-1,-1,-1,1162,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47E-43
176,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,1164,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-43
177,4,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,1166,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51E-43
179,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52E-43
180,0,75,-1,-1,85,-1,-1,-1,-1,-1,-1,37,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55E-43
182,0,16,-1,-1,215,-1,-1,-1,-1,-1,-1,3223,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-43
183,0,54,-1,-1,-1,73,73,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59E-43
185,0,52,-1,-1,211,119,119,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92E-43
351,0,55,-1,-1,377,-1,-1,-1,-1,-1,-1,3113,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-43
353,1,-1,-1,-1,346,-1,-1,-1,-1,-1,-1,3314,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96E-43
354,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99E-43
356,0,54,-1,-1,349,293,293,-1,-1,-1,-1,3090,3,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5E-43
357,1,-1,-1,446,-1,-1,-1,-1,-1,-1,-1,3316,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-43
359,1,-1,-1,351,-1,-1,-1,-1,-1,-1,-1,2544,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E-43
361,1,-1,-1,354,-1,-1,-1,-1,-1,-1,-1,2544,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07E-43
362,1,113,-1,-1,347,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1E-45
1,0,32,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1065353216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3E-45
2,0,54,20,-1,-1,-1,-1,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4E-45
3,0,32,2,-1,-1,-1,1,-1,-1,-1,-1,7,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6E-45
