ID,Name_lang,Description_lang,Flags,Pos[0],Pos[1],Pos[2],PoiDataType,PoiData,ContinentID,AreaID,WorldStateID,PortLocID,Importance,Icon,PlayerConditionID,UiTextureAtlasMemberID,MapFloor,WMOGroupID
45,Thalanaar,,13,-4510.03,-779.474,0,0,0,1,0,0,0,3,4,0,0,0,0
46,Freewind Post,,13,-5454.07,-2445.5,0,0,0,1,0,0,0,3,4,0,0,0,0
227,Mirror Lake,,4,-9389.26,458.427,0,0,0,0,-1,0,0,0,2,0,0,0,0
247,Slaughter Hollow,,4,861.216,-558.217,0,0,0,0,282,0,0,0,2,0,0,0,0
327,Drywhisker Gorge,,4,-1014.22,-3827.39,0,0,0,0,321,0,0,0,6,0,0,0,0
701,Sun Rock Retreat,,13,936.308,910.974,0,0,0,1,-1,0,0,3,4,0,0,0,0
707,Temple of Zin-Malor,,4,3549.15,-5359.12,0,0,0,1,1221,0,0,0,6,0,0,0,0
708,Hetaera's Clutch,,4,3556.64,-6232.79,0,0,0,1,1227,0,0,0,6,0,0,0,0
709,Uther's Tomb,,4,969.176,-1825.52,0,0,0,0,197,0,0,0,6,0,0,0,0
710,Scholomance,,4,1262.19,-2579.41,0,0,0,0,-1,0,0,0,6,0,0,0,0
767,Whitereach Post,,4,-4917.35,-1375.5,0,0,0,1,480,0,0,0,6,0,0,0,0
788,Stonard,,13,-10443.7,-3277.49,0,0,0,0,-1,0,0,3,4,0,0,0,0
789,Gadgetzan,,13,-7139.15,-3752.11,0,0,0,1,-1,0,0,3,4,0,0,0,0
790,Camp Mojache,,13,-4394.98,215.611,0,0,0,1,-1,0,0,3,4,0,0,0,0
791,Theramore Isle,,13,-3680.17,-4388.51,0,0,0,1,-1,0,0,3,4,0,0,0,0
792,Aerie Peak,,13,234.85,-2127.76,0,0,0,0,-1,0,0,3,4,0,0,0,0
794,Everlook,,13,6723.46,-4662.5,0,0,0,1,-1,0,0,3,4,0,0,0,0
795,Shadowprey Village,,13,-1657.85,3097.92,0,0,0,1,-1,0,0,3,4,0,0,0,0
796,Feathermoon Stronghold,,13,-4434.99,3276.74,0,0,0,1,-1,0,0,3,4,0,0,0,0
798,Auberdine,,13,6439.33,411.951,0,0,0,1,-1,0,0,3,4,0,0,0,0
799,Nijel's Point,,13,202.521,1308.24,0,0,0,1,-1,0,0,3,4,0,0,0,0
907,Aldrassil,,4,10479.6,812.281,0,0,0,1,188,0,0,0,6,0,0,0,0
908,Shadowthread Cave,,4,10756.2,921.301,0,0,0,1,188,0,0,0,6,0,0,0,0
909,Fel Rock,,4,10050.6,1031.2,0,0,0,1,186,0,0,0,6,0,0,0,0
911,Ban'ethil Barrow Den,,4,9864.17,1557.41,0,0,0,1,736,0,0,0,6,0,0,0,0
912,The Cleft,,4,10316.4,1200.62,0,0,0,1,266,0,0,0,6,0,0,0,0
913,Razorwind Canyon,,4,636.963,-4534.04,0,0,0,1,410,0,0,0,6,0,0,0,0
929,Tor'kren Farm,,4,726.297,-4242.41,0,0,0,1,369,0,0,0,6,0,0,0,0
947,Steelgrill's Depot,,4,-5488.04,-658.67,0,0,0,0,131,0,0,0,6,0,0,0,0
948,Ironband's Compound,,4,-5858.7,-2004.1,0,0,0,0,212,0,0,0,6,0,0,0,0
949,Echo Ridge Mine,,4,-8676.57,-119.634,0,0,0,0,24,0,0,0,6,0,0,0,0
950,Maclure Vineyards,,4,-9948.39,69.1568,0,0,0,0,57,0,0,0,6,0,0,0,0
951,Stonefield Farm,,4,-9901.14,378.19,0,0,0,0,57,0,0,0,6,0,0,0,0
954,Northshire Vineyards,,4,-9067.35,-333.965,0,0,0,0,24,0,0,0,6,0,0,0,0
955,Tower of Ilgalar,,4,-9281.33,-3318.81,0,0,0,0,1000,0,0,0,6,0,0,0,0
956,Render's Rock,,4,-8674.12,-2290.05,0,0,0,0,996,0,0,0,6,0,0,0,0
1007,Spirit Den,,4,-13751.4,-18.3165,0,0,0,0,1737,0,0,0,6,0,0,0,0
1008,Rethban Caverns,,4,-8970.76,-2002.7,0,0,0,0,-1,0,0,0,6,0,0,0,0
1010,Boulderfist Outpost,,4,-1194.05,-2119.16,0,0,0,0,1858,0,0,0,6,0,0,0,0
1011,Grosh'gok Compound,,4,-11112.2,-2335.63,0,0,0,0,2561,0,0,0,6,0,0,0,0
1012,Stagalbog Cave,,4,-10803.2,-3739.01,0,0,0,0,1797,0,0,0,6,0,0,0,0
1013,Temple of Atal'Hakkar,,4,-10429.9,-3828.52,0,0,0,0,74,0,0,0,6,0,0,0,0
1014,The Tower of Arathor,,4,-1778.21,-1513.16,0,0,0,0,324,0,0,0,6,0,0,0,0
1015,Wildhammer Keep,,4,316.946,-2119.3,0,0,0,0,348,0,0,0,6,0,0,0,0
1016,Night Web's Hollow,,4,2046.11,1829.45,0,0,0,0,154,0,0,0,6,0,0,0,0
1017,Terrorweb Tunnel,,4,3035.33,-2773.9,0,0,0,0,2627,0,0,0,6,0,0,0,0
1018,Browman Mill,,4,2483.98,-5183.79,0,0,0,0,2271,0,0,0,6,0,0,0,0
1027,Uldaman,,4,-6092.01,-3179.35,0,0,0,0,1897,0,0,0,6,0,0,0,0
1028,Dustbelch Grotto,,4,-7320.59,-2265.09,0,0,0,0,344,0,0,0,6,0,0,0,0
1029,Westbrook Garrison,,4,-9615.71,667.327,0,0,0,0,60,0,0,0,6,0,0,0,0
1030,Jasperlode Mine,,4,-9184.5,-605.891,0,0,0,0,91,0,0,0,6,0,0,0,0
1031,Janeiro's Point,,4,-14179.6,718,0,0,0,0,35,0,0,0,6,0,0,0,0
1032,Algaz Station,,4,-4817.79,-2666.7,0,0,0,0,838,0,0,0,6,0,0,0,0
1033,Grim Batol,,4,-4055,-3448.54,0,0,0,0,1038,0,0,0,6,0,0,0,0
1047,Venture Co. Mine,,4,-1501.49,-1036.19,0,0,0,1,820,0,0,0,6,0,0,0,0
1048,Blackwood Den,,4,4619.42,25.6126,0,0,0,1,449,0,0,0,6,0,0,0,0
1049,Wildbend River,,4,5056.04,220.755,0,0,0,1,448,0,0,0,6,0,0,0,0
1050,Cliffspring Falls,,4,6870.57,-662.396,0,0,0,1,456,0,0,0,6,0,0,0,0
1067,Fray Island,,4,-1668.51,-4329.2,0,0,0,1,-1,0,0,0,6,0,0,0,0
1068,Wailing Caverns,,4,-837.968,-2037,0,0,0,1,387,0,0,0,6,0,0,0,0
1087,Shady Rest Inn,,4,-3723.63,-2535.18,0,0,0,1,2302,0,0,0,6,0,0,0,0
1088,Darkmist Cavern,,4,-2829.79,-2722.81,0,0,0,1,496,0,0,0,6,0,0,0,0
1089,North Point Tower,,4,-2884.79,-3429.99,0,0,0,1,496,0,0,0,6,0,0,0,0
1090,Bluefen,,4,-2685.32,-3087.58,0,0,0,1,496,0,0,0,6,0,0,0,0
1091,Lost Point,,4,-3925.5,-2862.15,0,0,0,1,2302,0,0,0,6,0,0,0,0
1092,Tidefury Cove,,4,-4300.98,-4062.71,0,0,0,1,511,0,0,0,6,0,0,0,0
1093,Stonemaul Ruins,,4,-4346.02,-3321.15,0,0,0,1,510,0,0,0,6,0,0,0,0
1094,Onyxia's Lair,,4,-4698.06,-3720.58,0,0,0,1,511,0,0,0,6,0,0,0,0
1095,Emberstrife's Den,,4,-4987.73,-3832.99,0,0,0,1,511,0,0,0,6,0,0,0,0
1096,Bloodfen Burrow,,4,-4335.04,-2639.53,0,0,0,1,509,0,0,0,6,0,0,0,0
1097,Sentry Point,,4,-3476.59,-4109.08,0,0,0,1,502,0,0,0,6,0,0,0,0
1098,Swamplight Manor,,4,-2949.47,-3893.5,0,0,0,1,502,0,0,0,6,0,0,0,0
1099,Irondeep Mine,Alliance Controlled,132,793.751,-330.197,0,0,0,30,0,1358,0,0,2,0,0,0,0
1100,Stonehearth Outpost,,4,1.66764,-292.675,0,0,0,30,0,0,0,0,6,0,0,0,0
1101,Iceblood Garrison,,4,-537.807,-168.363,0,0,0,30,0,0,0,0,6,0,0,0,0
1102,Coldtooth Mine,Horde Controlled,132,-946.912,-195.454,0,0,0,30,0,1356,0,0,1,0,0,0,0
1103,Frostwolf Keep,,4,-1369.01,-225.37,0,0,0,30,0,0,0,0,6,0,0,0,0
1104,Marshal's Refuge,,4,-6143.21,-1078.89,0,0,0,1,538,0,0,0,6,0,0,0,0
1105,Fungal Rock,,4,-6370.15,-1836.52,0,0,0,1,538,0,0,0,6,0,0,0,0
1106,Wavestrider Beach,,4,-7693.45,-4878.96,0,0,0,1,1336,0,0,0,6,0,0,0,0
1107,Uldum,,4,-9635.41,-2787.2,0,0,0,1,990,0,0,0,6,0,0,0,0
1108,Darkcloud Pinnacle,,4,-5086.21,-1919.44,0,0,0,1,2097,0,0,0,6,0,0,0,0
1109,Roguefeather Den,,4,-5466.71,-1636.27,0,0,0,1,483,0,0,0,6,0,0,0,0
1110,Mirage Raceway,,4,-6239.42,-3973.12,0,0,0,1,439,0,0,0,6,0,0,0,0
1111,The Rustmaul Digsite,,4,-6490.61,-3449.15,0,0,0,1,439,0,0,0,6,0,0,0,0
1112,Splithoof Hold,,4,-5065.61,-2367.61,0,0,0,1,481,0,0,0,6,0,0,0,0
1113,The Weathered Nook,,4,-5213.85,-2794.53,0,0,0,1,481,0,0,0,6,0,0,0,0
1114,Ironstone Camp,,4,-5848.05,-3412.38,0,0,0,1,2303,0,0,0,6,0,0,0,0
1115,Weazel's Crater,,4,-5799.94,-3899.53,0,0,0,1,439,0,0,0,6,0,0,0,0
1116,Tahonda Ruins,,4,-6569.91,-3894.97,0,0,0,1,439,0,0,0,6,0,0,0,0
1127,Roland's Doom,,4,-11076,-1139.98,0,0,0,0,241,0,0,0,6,0,0,0,0
1128,Beggar's Haunt,,0,-10349.7,-1538.8,0,0,0,0,42,0,0,0,6,0,0,0,0
1147,Bolgan's Hole,,4,-2281.95,2499.6,0,0,0,1,606,0,0,0,6,0,0,0,0
1148,Maraudon,,4,-1422.62,2918.45,0,0,0,1,607,0,0,0,6,0,0,0,0
1149,Ghost Walker Post,,4,-1224.06,1736.67,0,0,0,1,596,0,0,0,6,0,0,0,0
1150,Scrabblescrew's Camp,,4,-1407.87,1493.13,0,0,0,1,602,0,0,0,6,0,0,0,0
1151,Valley of Bones,,4,-2251.19,1513.55,0,0,0,1,602,0,0,0,6,0,0,0,0
1168,Rage Scar Hold,,4,-3842.71,1738.94,0,0,0,1,1119,0,0,0,6,0,0,0,0
1169,Ruins of Solarsal,,4,-4852.91,3616.63,0,0,0,1,1117,0,0,0,6,0,0,0,0
1171,Ravaged Twilight Camp,,4,-6206.25,1766.95,0,0,0,1,2740,0,0,0,6,0,0,0,0
1172,Twilight Post,,4,-6740.04,1636.32,0,0,0,1,3098,0,0,0,6,0,0,0,0
1173,Twilight Outpost,,4,-7929.11,1833.28,0,0,0,1,2743,0,0,0,6,0,0,0,0
1174,Woodpaw Hills,,4,-4915.81,199.275,0,0,0,1,1101,0,0,0,6,0,0,0,0
1175,Lariss Pavillion,,4,-4052.72,81.5525,0,0,0,1,1103,0,0,0,6,0,0,0,0
1176,Slither Rock,,4,-7652.52,-3030.61,0,0,0,0,2420,0,0,0,6,0,0,0,0
1177,Flame Crest,,4,-7479.77,-2186.4,0,0,0,0,250,0,0,0,6,0,0,0,0
1187,Shalzaru's Lair,,4,-5492.37,3622.79,0,0,0,1,1121,0,0,0,6,0,0,0,0
1208,Stormpike Graveyard,Alliance Controlled,132,666.927,-305.544,0,0,0,30,0,1333,0,0,14,0,0,0,0
1209,Snowfall Graveyard,Horde Controlled,132,-202.695,-112.569,0,0,0,30,0,1342,0,0,12,0,0,0,0
1210,Frostwolf Graveyard,Horde Controlled,132,-1083.31,-307.402,0,0,0,30,0,1338,0,0,12,0,0,0,0
1211,Scalebeard's Cave,,4,3705.1,-6043.45,0,0,0,1,1227,0,0,0,6,0,0,0,0
1212,Timbermaw Hold,,4,6900.63,-2298.18,0,0,0,1,2246,0,0,0,6,0,0,0,0
1213,The Ruins of Kel'Theril,,4,6426.76,-4304.99,0,0,0,1,2251,0,0,0,6,0,0,0,0
1214,Dun Mandarr,,4,5718.83,-4507.31,0,0,0,1,2245,0,0,0,6,0,0,0,0
1215,Talrendis Point,,4,2707.72,-3869.25,0,0,0,1,1235,0,0,0,6,0,0,0,0
1216,Rethress Sanctum,,4,2195.67,-6438.33,0,0,0,1,1256,0,0,0,6,0,0,0,0
1217,Moon Horror Den,,4,7123.02,-4631.57,0,0,0,1,2255,0,0,0,6,0,0,0,0
1218,Timbermaw Hold,,4,6817.78,-2097.68,0,0,0,1,1762,0,0,0,6,0,0,0,0
1219,Irontree Cavern,,4,6481.87,-1571,0,0,0,1,1767,0,0,0,6,0,0,0,0
1220,Bloodvenom Post,,4,5111.98,-353.403,0,0,0,1,1765,0,0,0,6,0,0,0,0
1227,Sishir Canyon,,4,515.845,624.05,0,0,0,1,2541,0,0,0,6,0,0,0,0
1228,Cragpool Lake,,4,1543.57,70.1338,0,0,0,1,461,0,0,0,6,0,0,0,0
1229,Windshear Mine,,4,981.949,-358.9,0,0,0,1,461,0,0,0,6,0,0,0,0
1230,The Talondeep Path,,4,1531.94,-576.57,0,0,0,1,461,0,0,0,6,0,0,0,0
1231,The Talon Den,,4,2416.89,1792.39,0,0,0,1,467,0,0,0,6,0,0,0,0
1232,The Ruins of Ordil'Aran,,4,3493.89,-119.601,0,0,0,1,413,0,0,0,6,0,0,0,0
1233,Bathran's Haunt,,4,3827.37,-161.305,0,0,0,1,413,0,0,0,6,0,0,0,0
1234,Zoram'gar Outpost,,4,3362.22,1010.16,0,0,0,1,414,0,0,0,6,0,0,0,0
1235,Falfarren River,,4,2231.21,-2222.91,0,0,0,1,428,0,0,0,6,0,0,0,0
1237,Xavian,,4,2936.56,-2822.67,0,0,0,1,430,0,0,0,6,0,0,0,0
1238,Forest Song,,4,2880.33,-3287.54,0,0,0,1,430,0,0,0,6,0,0,0,0
1239,Demon Fall Canyon,,4,1702.45,-3150.99,0,0,0,1,434,0,0,0,6,0,0,0,0
1240,Silverwing Outpost,,4,1776.64,-2065.15,0,0,0,1,422,0,0,0,6,0,0,0,0
1241,The Dor'Danil Barrow Den,,4,1776.23,-2678.36,0,0,0,1,422,0,0,0,6,0,0,0,0
1242,Silverwind Refuge,,4,2130.27,-1190.25,0,0,0,1,421,0,0,0,6,0,0,0,0
1243,Greenpaw Village,,4,2291.29,-1444.96,0,0,0,1,421,0,0,0,6,0,0,0,0
1244,Bloodtooth Camp,,4,1612.52,-1465.1,0,0,0,1,421,0,0,0,6,0,0,0,0
1245,The Talondeep Path,,4,1930.26,-732.677,0,0,0,1,421,0,0,0,6,0,0,0,0
1246,Shrine of Remulos,,4,7856.18,-2215.45,0,0,0,1,656,0,0,0,6,0,0,0,0
1247,Nighthaven,,4,7961.75,-2491.77,0,0,0,1,656,0,0,0,6,0,0,0,0
1248,Stormrage Barrow Dens,,4,7564.51,-2951.72,0,0,0,1,656,0,0,0,6,0,0,0,0
1249,Dun Baldar South Bunker,Alliance Controlled,132,571.535,-80.543,0,0,0,30,0,1361,0,0,10,0,0,0,0
1250,Dun Baldar North Bunker,Alliance Controlled,132,668.04,-128.176,0,0,0,30,0,1362,0,0,10,0,0,0,0
1251,Icewing Bunker,Alliance Controlled,132,217.425,-359.764,0,0,0,30,0,1363,0,0,10,0,0,0,0
1252,Iceblood Tower,Horde Controlled,132,-562.172,-273.554,0,0,0,30,-1,1385,0,0,9,0,0,0,0
1254,Tower Point,Horde Controlled,132,-760.664,-347.326,0,0,0,30,-1,1384,0,0,9,0,0,0,0
1255,East Frostwolf Tower,Horde Controlled,132,-1302.65,-305.886,0,0,0,30,-1,1383,0,0,9,0,0,0,0
1268,Warsong Labor Camp,,4,1575.91,-2463.94,0,0,0,1,422,0,0,0,6,0,0,0,0
1287,Ariden's Camp,,4,-10443.3,-2141.1,0,0,0,0,2697,0,0,0,6,0,0,0,0
1288,Deadwind Ravine,,4,-10572,-1841.05,0,0,0,0,2697,0,0,0,6,0,0,0,0
1289,Sleeping Gorge,,4,-10740.8,-1973.68,0,0,0,0,2938,0,0,0,6,0,0,0,0
1307,Chillwind Camp,,4,921.054,-1421.46,0,0,0,0,197,0,0,0,6,0,0,0,0
1328,Dun Baldar,,4,693.095,-19.197,0,0,0,30,0,0,0,0,6,0,0,0,0
1347,Stonehearth Bunker,Alliance Controlled,132,-160.17,-454.107,0,0,0,30,0,1364,0,0,10,0,0,0,0
1348,Stormpike Aid Station,Alliance Controlled,132,640.261,-18.6661,0,0,0,30,0,1325,0,0,14,0,0,0,0
1349,Iceblood Graveyard,Horde Controlled,132,-531.316,-405.584,0,0,0,30,0,1347,0,0,12,0,0,0,0
1350,Stonehearth Graveyard,Alliance Controlled,132,65.9825,-415.573,0,0,0,30,0,1302,0,0,14,0,0,0,0
1351,Frostwolf Relief Hut,Horde Controlled,132,-1415.05,-305.986,0,0,0,30,0,1330,0,0,12,0,0,0,0
1352,Dun Baldar North Bunker,Destroyed,132,678.076,-137.378,0,0,0,30,-1,1371,0,0,5,0,0,0,0
1353,Dun Baldar North Bunker,In Conflict,132,678.437,-137.095,0,0,0,30,0,1375,0,0,8,0,0,0,0
1354,Dun Baldar North Bunker,In Conflict,132,678.371,-137.14,0,0,0,30,0,1379,0,0,11,0,0,0,0
1355,Dun Baldar South Bunker,Destroyed,132,557.858,-88.1394,0,0,0,30,-1,1370,0,0,5,0,0,0,0
1356,Dun Baldar South Bunker,In Conflict,132,557.849,-88.2827,0,0,0,30,0,1374,0,0,8,0,0,0,0
1357,Dun Baldar South Bunker,In Conflict,132,557.752,-88.2432,0,0,0,30,0,1378,0,0,11,0,0,0,0
1358,Coldtooth Mine,Alliance Controlled,132,-948.309,-193.286,0,0,0,30,0,1355,0,0,2,0,0,0,0
1359,Coldtooth Mine,Kobold Controlled,132,-948.542,-193.079,0,0,0,30,0,1357,0,0,0,0,0,0,0
1362,East Frostwolf Tower,Destoyed,132,-1301.22,-306.564,0,0,0,30,-1,1366,0,0,5,0,0,0,0
1363,East Frostwolf Tower,In Conflict,132,-1301.4,-307.196,0,0,0,30,-1,1388,0,0,8,0,0,0,0
1364,East Frostwolf Tower,In Conflict,132,-1301.47,-307.241,0,0,0,30,-1,1393,0,0,11,0,0,0,0
1368,Frostwolf Graveyard,Alliance Controlled,132,-1083.54,-307.433,0,0,0,30,0,1337,0,0,14,0,0,0,0
1369,Frostwolf Graveyard,In Conflict,132,-1083.49,-307.617,0,0,0,30,-1,1339,0,0,3,0,0,0,0
1370,Frostwolf Graveyard,In Conflict,132,-1083.67,-307.436,0,0,0,30,0,1340,0,0,13,0,0,0,0
1371,Frostwolf Relief Hut,Alliance Controlled,132,-1414.93,-305.602,0,0,0,30,0,1329,0,0,14,0,0,0,0
1372,Frostwolf Relief Hut,In Conflict,132,-1414.79,-306.018,0,0,0,30,0,1332,0,0,13,0,0,0,0
1373,Frostwolf Relief Hut,In Conflict,132,-1414.89,-306.056,0,0,0,30,0,1331,0,0,3,0,0,0,0
1374,Iceblood Graveyard,Alliance Controlled,132,-531.344,-405.273,0,0,0,30,0,1346,0,0,14,0,0,0,0
1375,Iceblood Graveyard,In Conflict,132,-531.402,-405.326,0,0,0,30,0,1348,0,0,3,0,0,0,0
1376,Iceblood Graveyard,In Conflict,132,-531.425,-405.326,0,0,0,30,0,1349,0,0,13,0,0,0,0
1377,Iceblood Tower,Destroyed,132,-560.3,-271.439,0,0,0,30,-1,1368,0,0,5,0,0,0,0
1378,Iceblood Tower,In Conflict,132,-560.261,-271.528,0,0,0,30,-1,1395,0,0,11,0,0,0,0
1379,Iceblood Tower,In Conflict,132,-560.376,-271.281,0,0,0,30,-1,1390,0,0,8,0,0,0,0
1380,Icewing Bunker,Destroyed,132,209.101,-367.837,0,0,0,30,-1,1372,0,0,5,0,0,0,0
1381,Icewing Bunker,In Conflict,132,208.785,-367.938,0,0,0,30,0,1376,0,0,8,0,0,0,0
1382,Icewing Bunker,In Conflict,132,209.023,-368.034,0,0,0,30,0,1380,0,0,11,0,0,0,0
1383,Irondeep Mine,Horde Controlled,132,801.661,-330.015,0,0,0,30,0,1359,0,0,1,0,0,0,0
1384,Irondeep Mine,Trogg Controlled,132,801.41,-330.128,0,0,0,30,0,1360,0,0,0,0,0,0,0
1386,Snowfall Graveyard,Alliance Controlled,132,-202.963,-112.575,0,0,0,30,0,1341,0,0,14,0,0,0,0
1387,Snowfall Graveyard,In Conflict,132,-203.153,-112.587,0,0,0,30,0,1344,0,0,13,0,0,0,0
1388,Snowfall Graveyard,In Conflict,132,-203.09,-112.598,0,0,0,30,0,1343,0,0,3,0,0,0,0
1389,Stonehearth Bunker,Destroyed,132,-160.264,-454.198,0,0,0,30,-1,1373,0,0,5,0,0,0,0
1390,Stonehearth Bunker,In Conflict,132,-160.169,-454.076,0,0,0,30,0,1377,0,0,8,0,0,0,0
1391,Stonehearth Bunker,In Conflict,132,-160.403,-454.183,0,0,0,30,0,1381,0,0,11,0,0,0,0
1392,Stonehearth Graveyard,Horde Controlled,132,65.9149,-415.562,0,0,0,30,0,1301,0,0,12,0,0,0,0
1393,Stonehearth Graveyard,In Conflict,132,65.8907,-415.551,0,0,0,30,0,1304,0,0,3,0,0,0,0
1394,Stonehearth Graveyard,In Conflict,132,65.8889,-415.616,0,0,0,30,0,1303,0,0,13,0,0,0,0
1395,Stormpike Aid Station,Horde Controlled,132,641.501,-17.3997,0,0,0,30,0,1327,0,0,12,0,0,0,0
1396,Stormpike Aid Station,In Conflict,132,640.908,-18.1867,0,0,0,30,0,1326,0,0,3,0,0,0,0
1397,Stormpike Aid Station,In Conflict,132,640.699,-18.1078,0,0,0,30,0,1328,0,0,13,0,0,0,0
1398,Stormpike Graveyard,Horde Controlled,132,666.642,-305.542,0,0,0,30,0,1334,0,0,12,0,0,0,0
1399,Stormpike Graveyard,In Conflict,132,666.699,-305.533,0,0,0,30,0,1335,0,0,3,0,0,0,0
1400,Stormpike Graveyard,In Conflict,132,666.571,-305.432,0,0,0,30,0,1336,0,0,13,0,0,0,0
1405,Tower Point,Destroyed,132,-759.186,-348.19,0,0,0,30,-1,1367,0,0,5,0,0,0,0
1406,Tower Point,In Conflict,132,-759.141,-348.12,0,0,0,30,-1,1394,0,0,11,0,0,0,0
1407,Tower Point,In Conflict,132,-759.266,-348.044,0,0,0,30,-1,1389,0,0,8,0,0,0,0
1469,Camp Taurajo,,13,-2352.66,-1921.67,0,0,0,1,-1,0,0,3,4,0,0,0,0
1471,Splintertree Post,,13,2286.41,-2564.67,0,0,0,1,-1,0,0,3,4,0,0,0,0
1472,The Swarming Pillar,,4,-7066.79,731.852,0,0,0,1,3425,0,0,0,6,0,0,0,0
1473,Bones of Grakkarond,,4,-7234.61,874.224,0,0,0,1,3425,0,0,0,6,0,0,0,0
1475,Woodpaw Den,,4,-4835.2,863.048,0,0,0,1,1101,0,0,0,6,0,0,0,0
1507,Revantusk Village,,13,-573.459,-4590.51,0,0,0,0,307,0,0,0,4,0,0,0,0
1508,Thorium Point,,4,-6513.68,-1142.76,0,0,0,0,1442,0,0,0,6,0,0,0,0
1512,Mor'shan Base Camp,,4,1035.13,-2113.34,0,0,0,1,1703,0,0,0,6,0,0,0,0
1513,Silverwing Grove,,4,1462.48,-1858.93,0,0,0,1,422,0,0,0,6,0,0,0,0
