ID,ContinentID,GameCoords[0],GameCoords[1],GameCoords[2],GameFalloffStart,GameFalloffEnd,LightParamsID[0],LightParamsID[1],LightParamsID[2],LightParamsID[3],LightParamsID[4]
61,0,670740,6341,614555,3771,5554,70,71,10,11,4
62,0,724065,0,504713,9601,15360,59,13,457,11,4
63,0,757837,6903,628974,7877,10634,72,52,10,11,4
64,0,710172,0,1009426,5762,9058,21,45,454,11,4
65,0,737462,1703,1009584,4436,8271,21,45,454,11,4
66,0,722481,997,1003218,3151,7483,21,22,454,11,4
67,0,728977,-241,1041188,6302,11422,21,22,454,11,4
68,0,730223,0,977210,5514,8665,16,22,10,11,4
69,0,716560,5441,1018703,1575,2757,74,15,74,11,4
70,0,1180800,0,1180800,23237,33871,75,15,10,11,4
71,0,698894,4051,994085,2253,3581,76,22,10,11,4
72,0,673570,7565,858452,13785,20376,77,78,10,11,4
73,0,644315,8437,857552,12209,18221,77,24,10,11,4
74,0,685555,12694,877531,1611,3545,77,24,10,11,4
75,0,690783,10071,842809,2757,4726,77,24,10,11,4
76,0,650451,14574,874427,7089,11028,77,24,10,11,4
77,0,593586,0,931236,15043,17814,79,24,10,11,3
78,0,679959,4281,888284,8665,12209,23,13,456,456,4
79,0,764679,4231,493268,4472,5372,80,24,10,11,3
80,0,790075,3705,491014,8665,9846,81,13,10,11,4
81,0,747840,3079,561222,4502,7706,82,37,444,37,4
82,509,0,0,0,0,0,394,391,8,11,3
83,469,0,0,0,0,0,85,86,10,11,5
84,269,0,0,0,0,0,87,88,10,11,4
85,269,358975,0,681600,19200,28800,89,90,10,11,4
86,269,586091,-1609,533861,15830,52775,91,92,10,11,4
87,269,598292,0,500111,14572,16542,93,94,10,11,4
88,269,573113,1163,507341,13238,14966,93,94,10,11,4
89,269,555446,0,514004,12031,13854,93,94,10,11,4
90,269,538441,0,528000,11445,13785,93,94,10,11,4
91,269,544563,0,550340,11059,13467,93,94,10,11,4
92,269,571529,0,569001,19298,21662,93,94,10,11,4
93,269,607785,0,573149,17723,20086,93,94,10,11,4
94,269,624529,0,552270,13461,15754,93,94,10,11,4
95,269,627440,0,524656,14966,17329,93,94,10,11,4
96,269,613633,0,513918,14178,16935,93,95,10,11,4
97,36,0,0,0,0,0,96,97,10,11,4
98,36,557760,0,966720,23040,28800,98,99,10,11,4
99,36,633600,0,623232,50688,64512,100,101,10,11,4
100,451,0,0,0,0,0,102,103,10,11,3
101,451,612096,0,998400,19200,25861,104,105,10,11,3
102,451,714810,0,987301,13924,19298,106,105,10,11,4
103,451,557760,0,966720,23040,28800,107,108,10,11,4
104,451,685440,-177,989760,11167,16362,109,110,10,11,4
105,451,725045,0,1021195,13922,20298,111,112,10,11,5
106,451,653065,0,897438,23773,29291,113,114,10,11,3
107,451,561600,0,1002240,25920,31680,107,115,10,11,4
108,451,614400,0,1094400,63744,72192,116,117,10,11,4
109,451,710400,9216,864000,12603,20050,118,114,10,11,5
110,451,644315,0,728689,14966,35446,119,103,10,11,5
111,451,724087,0,667736,13785,46868,120,121,10,11,5
112,451,648745,-389,618216,18900,54857,122,123,10,11,5
113,451,759529,0,985920,26782,30720,106,105,10,11,4
114,451,646080,-3840,997440,24000,31658,104,105,10,11,3
115,451,664258,2603,796189,22449,47655,124,125,10,11,2
116,451,687233,2345,1011162,11068,14613,109,110,10,11,4
117,451,664320,0,982080,6720,7680,104,105,10,11,3
118,451,702754,0,1047490,10454,15754,126,127,10,11,5
119,451,706944,0,901632,25344,29952,113,114,10,11,3
120,451,748800,0,856704,24882,29952,118,114,10,11,5
121,451,609024,9216,802560,19968,23040,124,125,10,11,2
122,451,597504,6912,841728,19200,20736,124,125,10,11,2
123,451,622848,5376,823296,20736,24576,128,125,10,11,2
124,451,715008,5376,822528,10580,23040,129,130,10,11,4
125,451,737280,0,807168,24576,39168,129,130,10,11,4
126,451,612864,0,516864,35446,51722,131,130,10,11,5
127,451,564790,0,604416,28996,65437,132,133,10,11,5
128,451,561408,0,537600,18808,30171,131,134,10,11,5
129,451,721019,0,547667,14890,22843,135,136,10,11,4
130,451,671928,0,553804,29170,38597,137,136,10,11,4
131,451,673462,0,510849,9846,21662,138,136,10,11,4
132,451,704256,0,527616,12209,16542,139,136,10,11,4
133,451,680017,767,579840,2035,3331,140,136,10,11,4
134,451,707752,0,575461,11815,22449,141,136,10,11,4
135,451,708480,0,610560,18024,31347,142,136,10,11,5
136,451,753792,0,604800,23902,40359,142,143,10,11,5
137,451,758650,0,584634,8612,11755,144,114,10,11,5
138,451,596846,0,1131107,5486,8229,116,114,10,11,4
139,451,601065,1663,986093,1279,2743,145,117,10,11,3
140,451,630428,0,990672,4702,9012,146,117,10,11,3
141,451,769336,0,520883,46080,59513,147,127,10,11,4
142,451,749492,5148,525102,6962,10136,148,127,10,11,4
143,451,631954,0,593793,9404,17241,149,136,10,11,2
144,451,741859,0,560211,15673,17241,150,136,10,11,4
145,451,659431,0,688803,4310,24294,120,151,10,11,5
146,451,747098,5369,504893,8271,14572,152,121,10,11,4
147,451,811530,3835,516986,6564,11028,148,136,10,11,4
148,451,737786,5369,475746,15360,20086,153,136,10,11,4
149,451,731145,4123,475480,2253,5908,154,136,10,11,4
150,451,674996,2027,912325,9058,12209,113,114,10,11,3
151,451,594662,2913,919693,2363,3043,155,114,10,11,5
152,451,592048,2553,916999,2255,3227,155,114,10,11,5
153,451,645849,2301,529258,9452,14572,131,156,10,11,5
154,451,115200,0,1094400,90585,95311,157,151,10,11,5
155,451,598018,-1969,665698,9641,12497,158,151,10,11,4
156,451,594410,6025,662270,3151,5120,159,160,10,11,4
157,451,671928,0,1044710,11028,21662,161,127,10,11,4
158,451,711814,0,734825,15360,48837,119,117,10,11,5
159,451,171183,-7285,1114234,5908,8341,162,103,10,11,5
160,451,162901,-8437,1115278,5393,8345,163,164,10,11,5
161,451,670740,6341,614555,3771,5554,165,166,10,11,5
162,451,724065,0,504713,9601,15360,152,166,10,11,4
163,451,757837,6903,628974,7877,10634,167,136,10,11,5
164,451,710172,0,1009426,5762,9058,111,136,10,11,5
165,451,737462,1703,1009584,4436,8271,111,112,10,11,5
166,451,722481,997,1003218,3151,7483,111,112,10,11,5
167,451,728977,-241,1041188,6302,11422,111,112,10,11,5
168,451,730223,0,977210,5514,8665,106,112,10,11,4
169,451,716560,5441,1018703,1575,2757,168,105,10,11,5
170,451,1180800,0,1180800,23237,33871,169,112,10,11,4
171,451,698894,4051,994085,2253,3581,170,171,10,11,4
172,451,673570,7565,858452,13785,20376,172,114,10,11,5
173,451,644315,8437,857552,12209,18221,172,114,10,11,5
174,451,685555,12694,877531,1611,3545,172,114,10,11,5
175,451,690783,10071,842809,2757,4726,172,114,10,11,5
176,451,650451,14574,874427,7089,11028,172,114,10,11,5
177,451,593586,0,931236,15043,17814,173,174,10,11,3
178,451,679959,4281,888284,8665,12209,113,114,10,11,3
179,429,0,0,0,0,0,175,176,10,11,4
180,429,643357,0,980805,6765,7701,177,178,10,11,4
181,429,-21633,0,-27989,10151,13391,179,180,10,11,3
182,429,-9005,0,-13879,6302,6302,181,176,10,11,4
183,429,253,0,-14012,4940,6515,181,176,10,11,4
184,429,-12799,0,-539,7123,8415,182,183,10,11,4
185,429,-28709,0,1289,7343,7735,184,183,10,11,4
186,429,16378,-1897,-10841,6191,6740,185,186,10,11,4
187,169,610565,0,501645,25994,39778,187,188,10,11,4
188,169,681133,-3835,699542,31902,41354,189,188,10,11,4
189,169,547200,0,566400,55138,72074,190,188,10,11,4
190,169,499200,0,748800,40960,51594,191,188,10,11,4
191,1,0,0,0,0,0,192,193,10,11,3
192,1,629766,9971,524656,17723,29538,194,195,10,11,4
193,1,701018,0,610025,21268,46334,196,197,10,11,3
194,1,558384,875,673030,25994,32435,198,199,10,11,3
195,1,773178,0,923518,63015,72468,200,201,420,420,2
196,1,725621,9972,329828,33477,44505,202,203,10,11,4
197,1,579883,0,428009,42535,54351,204,193,426,426,4
198,1,751680,-5760,744960,40566,54720,205,206,10,11,4
199,1,609989,-5851,350829,27175,44111,204,207,426,426,4
200,1,567744,18816,244416,56448,75264,208,209,453,11,4
201,1,627456,0,658176,24812,40704,210,201,449,11,3
202,1,636672,1536,712704,26015,38400,210,211,449,11,3
203,1,803859,0,633576,40172,63015,212,201,451,11,4
204,1,788880,0,572119,36833,55680,212,213,451,11,4
205,1,736684,0,663948,16148,31508,214,215,10,11,3
206,1,694939,0,688803,20874,34186,214,215,10,11,3
207,1,683229,2301,736360,12025,20874,214,195,10,11,3
208,1,666620,-2985,532327,23631,40960,194,195,10,11,4
209,1,705678,0,526190,33083,50018,194,216,10,11,4
210,1,741992,0,489372,11379,26782,194,216,10,11,4
211,1,654765,0,780726,16542,22127,217,216,10,11,3
212,1,671820,0,794547,16296,17329,217,203,10,11,3
213,1,725621,0,814598,9846,18117,217,203,10,11,3
214,1,655053,6903,460225,17329,34265,218,203,10,11,4
215,1,636644,12334,421873,13391,22843,218,219,10,11,4
216,1,668860,11096,391191,25994,34265,218,219,10,11,4
217,1,610565,0,783916,21662,37415,220,221,425,425,4
218,1,731965,767,551348,8273,13001,222,223,10,11,4
219,1,525722,42187,255638,13215,17365,224,225,453,11,3
220,1,656573,0,724087,8665,12997,226,223,450,11,3
221,1,727155,0,576815,5120,9099,227,228,10,11,3
222,1,573775,0,799257,23298,33871,220,221,425,425,4
223,1,693405,7789,602930,4726,8300,229,219,10,11,3
224,1,635794,0,617025,10634,23063,230,207,10,11,4
225,1,619445,0,573711,18905,25600,232,213,10,11,4
226,1,556872,0,584485,11815,23631,232,233,10,11,4
227,1,581403,-169,555410,15754,21662,234,235,10,11,4
228,1,567754,0,521588,17219,23914,236,237,10,11,4
229,1,550736,0,485138,18551,36628,238,193,10,11,4
230,1,754769,0,837609,14966,31902,239,240,10,11,2
231,1,707882,0,746054,5408,10240,205,207,10,11,4
232,1,633346,11124,439468,3722,5258,241,242,10,11,4
233,1,628974,13954,440916,2939,4726,243,203,10,11,4
234,1,665792,2301,711814,3938,5514,210,244,449,11,3
235,1,719031,6903,558406,5730,6482,222,223,10,11,4
236,1,686801,767,802073,14178,18013,217,211,10,11,3
237,1,707212,0,811530,16874,19161,217,245,10,11,3
238,1,857948,0,486556,53957,70105,246,207,458,207,4
239,1,770109,0,545867,16542,18117,247,215,452,11,4
240,1,512860,0,793121,27963,39385,248,207,425,425,4
241,1,535395,-9972,730223,24812,31508,249,219,425,425,4
242,1,808461,0,851416,19404,28751,200,219,420,420,2
243,1,724087,0,879029,14178,21268,200,250,420,420,2
244,1,712664,0,846669,16935,20874,200,251,420,420,2
245,1,708746,0,932722,14966,25600,200,201,420,420,2
246,1,564542,0,635110,20480,38597,198,199,10,11,3
247,1,790052,0,505131,33659,41000,246,207,458,207,4
248,1,661982,-2301,878727,35446,45195,252,207,411,411,4
249,1,578047,0,874427,34265,46055,253,207,408,408,3
250,1,489372,0,836075,32295,48049,254,207,425,425,4
251,1,780848,0,908177,7483,11422,255,206,420,420,4
252,1,724483,0,920953,1287,2719,200,250,420,420,2
253,1,777326,0,752636,10634,16794,256,257,10,11,4
254,1,604500,4375,533357,6119,9092,258,259,10,11,4
255,1,664114,-9972,857494,16148,28357,419,251,417,417,4
256,1,687233,-9972,889206,8878,17255,252,207,411,411,4
257,1,648831,-9972,892836,9158,16542,252,207,411,411,4
258,1,555937.5,1769.1337,919140.1,11981.434,29501.494,253,261,408,408,3
259,1,763973,17642,354373,44505,49625,262,263,424,424,2
260,1,728689,20710,385091,25600,33871,262,264,424,424,2
261,1,786984,26212,407814,22449,27569,262,257,424,424,2
262,1,703964,36051,453108,11890,14966,265,257,10,11,4
263,1,678447,45255,430465,7015,8667,265,259,10,11,4
264,1,762439,19176,331362,16148,20874,262,266,424,424,2
265,1,720011,53300,417918,13391,16542,267,219,10,11,4
266,1,708976,51392,415700,6302,9058,267,219,10,11,4
267,1,495509,0,750166,11815,15360,248,207,425,425,4
268,1,546947,0,754921,9601,14572,249,219,425,425,4
269,1,596758,-3835,277669,28357,43717,268,213,10,11,4
270,1,775000,31449,447484,11858,16866,269,213,10,11,2
271,1,27613,-14574,29148,22449,31114,270,213,10,11,4
272,1,765175,36051,457854,10634,12965,269,271,10,11,2
273,1,684201,2301,613345,4301,6695,272,271,10,11,3
274,1,719701,2099,659007,4332,8665,272,213,10,11,3
275,1,690243,2661,652223,4262,8059,272,271,10,11,3
276,1,690337,767,776246,6302,8665,273,274,10,11,3
277,1,703690,2063,784550,6302,9236,275,263,10,11,3
278,1,622801,0,845495,7089,11028,253,207,408,408,3
279,1,639568,-6903,845481,5908,11028,252,207,411,411,4
280,1,681169,0,761993,16148,22843,214,271,10,11,3
281,1,694499,2589,783916,1681,2755,275,271,10,11,3
282,1,688875,-10102,864754,4589,7089,252,276,411,411,4
283,1,678208,-10116,867953,5656,8271,252,259,411,411,4
284,1,667362,-10152,861002,4510,6371,252,257,411,411,4
285,1,660542,-9864,863976,644,2039,252,216,411,411,4
286,1,653663,-10498,866397,4618,6302,252,277,411,411,4
287,1,651733,-10332,856184,3938,5514,252,257,411,411,4
288,1,646209,-10376,852950,2573,4294,252,257,411,411,4
289,1,662472,-5369,323691,13391,31508,204,257,426,426,4
290,1,641246,11506,400396,7089,12603,218,257,10,11,4
291,1,632042,9972,452554,4332,12603,218,257,10,11,4
292,1,569253,6557,607497,3725,6749,278,257,10,11,3
293,1,587878,2877,619589,4332,7585,279,257,10,11,3
294,1,649047,6449,510237,3441,6695,280,201,10,11,4
295,1,624372,2301,539601,5908,10240,281,282,10,11,4
296,1,733593,3835,526824,9315,11959,283,282,10,11,4
297,1,547667,2805,607497,4726,10634,284,285,10,11,3
298,1,526154,3835,693873,7123,12815,284,223,10,11,3
299,1,632042,2301,497043,6626,12209,286,219,10,11,4
300,1,617803,0,480168,9099,16224,287,219,10,11,4
301,1,597334,0,497201,10240,17750,287,203,10,11,4
302,1,789931,36051,443350,5120,7089,269,206,10,11,2
303,1,789728,29015,408880,1110,3041,288,206,424,424,2
304,1,794201,30801,412668,3545,5514,288,206,424,424,2
305,1,590802,4901,683927,5658,7017,289,193,10,11,3
306,1,517994,2279,660015,10634,15324,290,193,10,11,3
307,1,546133,1451,682869,5514,9452,291,203,10,11,3
308,1,551622,241,833209,10634,13391,292,293,408,408,4
309,1,518520,-349,612099,7877,12603,294,271,10,11,3
310,1,593344,3727,597046,4610,6335,230,207,10,11,4
311,1,579955,2949,579343,5192,8097,230,207,10,11,4
312,1,731469,4339,508703,5410,6382,295,206,10,11,4
313,1,595404,1811,520616,5620,9454,295,293,10,11,4
314,1,600978,-1091,850840,19303,19303,253,261,408,408,3
315,1,556260,407,857444,2399,3151,296,207,408,408,3
316,1,572465,0,866050,2075,2757,296,207,408,408,3
317,1,545355,-133,900592,4510,5514,296,207,408,408,3
318,44,0,0,0,0,0,297,298,10,11,4
319,189,0,0,0,0,0,299,300,10,11,4
320,249,0,0,0,0,0,301,302,10,11,4
321,30,0,0,0,0,0,303,304,10,11,2
322,37,610565,0,501645,25994,39778,305,306,10,11,4
323,489,610565,0,501645,25994,39778,307,308,10,11,4
324,489,561214,9634,562009,7661,10382,307,308,10,11,4
325,489,561826,11254,580871,7733,10634,309,310,10,11,3
326,529,0,0,0,0,0,311,312,10,11,4
327,529,580378,0,580378,28357,38400,313,314,10,11,4
328,129,610565,0,501645,25994,39778,315,316,10,11,4
329,129,576000,0,537600,38400,57600,317,316,10,11,4
330,47,0,0,0,0,0,318,319,10,11,4
331,47,557760,0,966720,23040,28800,318,319,10,11,4
332,47,633600,0,623232,50688,64512,318,319,10,11,4
333,289,0,0,0,0,0,320,321,10,11,4
334,289,358975,0,681600,19200,28800,322,323,10,11,4
335,289,610565,-1609,610565,38597,38597,324,325,10,11,4
336,33,753792,0,604800,23902,40359,326,327,10,11,4
337,33,543065,0,616701,44898,48000,328,329,10,11,4
338,35,0,0,0,0,0,330,331,10,11,4
339,35,557760,0,966720,23040,28800,332,333,10,11,4
340,35,633600,0,623232,50688,64512,334,335,10,11,4
341,329,0,0,0,0,0,336,337,10,11,4
342,329,358975,0,681600,19200,28800,338,339,10,11,4
343,329,682667,-1609,1044710,59077,87040,340,341,10,11,4
344,209,610565,0,501645,25994,39778,342,343,10,11,4
345,209,575281,0,550736,19200,27569,344,345,10,11,4
346,13,0,0,0,0,0,346,347,10,11,4
347,13,614016,0,999168,18432,20736,348,349,10,11,4
348,13,715968,0,985344,17280,20160,350,349,10,11,4
349,13,736320,0,806400,25920,28800,351,349,10,11,4
350,13,566400,0,976320,16320,19680,352,349,10,11,4
351,13,683904,5760,991104,10752,13056,353,349,10,11,4
352,13,722304,0,1031808,17280,21888,354,349,10,11,4
353,13,670080,768,564480,15744,17664,355,349,10,11,4
354,13,652800,0,879744,36864,40320,356,349,10,11,4
355,13,571584,0,998400,18432,21888,357,349,10,11,4
356,13,614400,0,1094400,63744,72192,358,349,10,11,4
357,13,652800,0,998400,17664,21504,359,349,10,11,4
358,13,633600,0,998400,18432,22272,359,349,10,11,4
359,13,676800,19008,816000,19008,24768,360,349,10,11,4
360,13,710400,9216,864000,21120,24576,361,349,10,11,4
361,13,683520,0,751872,23040,61440,362,349,10,11,4
362,13,710400,0,691200,19968,23040,363,349,10,11,4
363,13,633600,0,633600,17664,19200,364,349,10,11,4
364,13,569856,3456,622848,14592,18432,365,349,10,11,4
365,309,0,0,0,0,0,366,367,10,11,4
366,309,358975,0,681600,19200,28800,368,369,10,11,4
367,309,682667,-1609,1044710,59077,87040,370,371,10,11,4
368,309,660910,1847,1030041,4546,5586,372,371,10,11,4
369,309,673915,479,1038939,3655,4978,373,371,10,11,4
370,309,668872,1343,1038158,1398,2615,373,371,10,11,4
371,309,681996,2373,1042517,1863,2365,374,375,10,11,4
372,309,681564,1941,1044738,1326,1897,374,376,10,11,4
413,451,28423.973,1894.3604,31215.596,1990.6364,3524.705,8,9,10,11,3
415,531,0,0,0,479.60416,837.26196,8,392,10,11,3
