ID,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],Name_lang[0],ItemVisual,Flags
430,3,0,0,0,0,0,0,0,0,9415,0,0,Increase Spell Damage +8,0,0
434,3,0,0,0,0,0,0,0,0,9400,0,0,Increase Fire Damage +14,0,0
193,3,0,0,0,0,0,0,0,0,7595,0,0,+12 Beast Slaying,0,0
201,3,0,0,0,0,0,0,0,0,7615,0,0,10% On Get Hit: Shadow Bolt (30 Damage),0,0
210,3,0,0,0,0,0,0,0,0,7679,0,0,Increases Holy Effects +8,0,0
217,3,0,0,0,0,0,0,0,0,7687,0,0,Increases Fire Effects +8,0,0
226,3,0,0,0,0,0,0,0,0,7696,0,0,Increases Nature Effects +11,0,0
231,3,0,0,0,0,0,0,0,0,7701,0,0,Increases Frost Effects +8,0,0
233,3,0,0,0,0,0,0,0,0,7703,0,0,Increases Frost Effects +11,0,0
234,3,0,0,0,0,0,0,0,0,7704,0,0,Increases Shadow Effects +2,0,0
524,1,0,0,30,0,0,30,0,0,10458,0,0,Frostbrand 3,0,0
235,3,0,0,0,0,0,0,0,0,7705,0,0,Increases Shadow Effects +3,0,0
286,3,0,0,0,0,0,0,0,0,7711,0,0,+2 Weapon Fire Damage,0,0
683,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
684,3,0,0,0,0,0,0,0,0,13198,0,0,+15 Strength,0,0
240,3,0,0,0,0,0,0,0,0,7709,0,0,Increases Shadow Effects +11,0,0
243,3,0,0,0,0,0,0,0,0,7456,0,0,Spirit +1,0,0
245,4,0,0,5,0,0,5,0,0,0,0,0,Armor +5,0,0
248,3,0,0,0,0,0,0,0,0,7780,0,0,Strength +1,0,0
249,3,0,0,0,0,0,0,0,0,7784,0,0,Beastslaying +2,0,0
251,3,0,0,0,0,0,0,0,0,7792,0,0,Intellect +1,0,0
254,3,0,0,0,0,0,0,0,0,7850,0,0,Health +25,0,0
255,3,0,0,0,0,0,0,0,0,7851,0,0,Spirit +3,0,0
388,4,0,0,84,0,0,85,0,0,0,0,0,+18 Armor,0,0
404,3,0,0,0,0,0,0,0,0,9259,0,0,+14 Agility,0,0
405,3,0,0,0,0,0,0,0,0,9260,0,0,+13 Intellect,0,0
408,3,0,0,0,0,0,0,0,0,9263,0,0,+14 Spirit,0,0
409,3,0,0,0,0,0,0,0,0,9264,0,0,+13 Stamina,0,0
411,3,0,0,0,0,0,0,0,0,9265,0,0,+14 Stamina,0,0
412,3,0,0,0,0,0,0,0,0,9267,0,0,+14 Strength,0,0
429,3,0,0,0,0,0,0,0,0,9398,0,0,Increase Spell Damage +7,0,0
431,3,0,0,0,0,0,0,0,0,9416,0,0,Increase Spell Damage +9,0,0
432,3,0,0,0,0,0,0,0,0,9417,0,0,Increase Spell Damage +10,0,0
439,3,0,0,0,0,0,0,0,0,9404,0,0,Increases Frost Effects +15,0,0
484,2,0,0,6,0,0,6,0,0,0,0,0,Weighted +6,0,0
523,1,0,0,20,0,0,20,0,0,10444,0,0,Flametongue 4,0,0
623,1,0,0,20,0,0,20,0,0,11335,0,0,Instant Poison IV,0,0
624,1,0,0,20,0,0,20,0,0,11336,0,0,Instant Poison V,0,0
626,1,0,0,30,0,0,30,0,0,11353,0,0,Deadly Poison III,0,0
663,2,0,0,5,0,0,5,0,0,0,0,0,Scope (+5 Damage),0,0
703,1,0,0,30,0,0,30,0,0,13218,0,0,Wound Poison,0,0
704,1,0,0,30,0,0,30,0,0,13222,0,0,Wound Poison II,0,0
705,1,0,0,30,0,0,30,0,0,13223,0,0,Wound Poison III,0,0
706,1,0,0,30,0,0,30,0,0,13224,0,0,Wound Poison IV,0,0
237,3,0,0,0,0,0,0,0,0,7707,0,0,Increases Shadow Effects +6,0,0
142,3,0,0,0,0,0,0,0,0,7545,0,0,Mace Skill +4,0,0
147,3,0,0,0,0,0,0,0,0,7555,0,0,Two-Handed Mace Skill +2,0,0
266,3,0,0,0,0,0,0,0,0,8085,0,0,Fishing Lure +100,0,0
200,3,0,0,0,0,0,0,0,0,7614,0,0,10% On Get Hit: Shadow Bolt (20 Damage),0,0
288,3,0,0,0,0,0,0,0,0,7722,0,0,+6 Weapon Fire Damage,0,0
7,1,0,0,30,0,0,30,0,0,2818,0,0,Deadly Poison,0,0
11,1,0,0,30,0,0,30,0,0,2822,0,0,Poison (25 Dmg),0,0
14,2,0,0,4,0,0,4,0,0,0,0,0,Sharpened +4,0,0
17,4,0,0,24,0,0,24,0,0,0,0,0,Reinforced Armor +24,0,0
22,1,0,0,30,0,0,30,0,0,3409,0,0,Crippling Poison,0,0
25,1,0,0,15,0,0,15,0,0,705,0,0,Shadow Oil,0,0
28,3,0,0,0,0,0,0,0,0,7438,0,0,Resist All + 4,0,0
32,2,0,0,2,0,0,2,0,0,0,0,0,Scope (+2 Damage),0,0
36,1,0,0,15,0,0,15,0,0,6297,0,0,Enchant: Fire,0,0
77,2,0,0,2,0,0,2,0,0,0,0,0,+2 Damage,0,0
80,3,0,0,0,0,0,0,0,0,7469,0,0,+2 Intellect,0,0
84,3,0,0,0,0,0,0,0,0,7476,0,0,+3 Spirit,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
325,1,0,0,20,0,0,20,0,0,8689,0,0,Instant Poison III,0,0
427,3,0,0,0,0,0,0,0,0,9396,0,0,Increase Spell Damage +5,0,0
444,3,0,0,0,0,0,0,0,0,9410,0,0,Increases Nature Effects +14,0,0
603,1,0,0,30,0,0,30,0,0,11201,0,0,Crippling Poison II,0,0
90,3,0,0,0,0,0,0,0,0,7490,0,0,+4 Agility,0,0
94,3,0,0,0,0,0,0,0,0,7494,0,0,+4 Intellect,0,0
96,3,0,0,0,0,0,0,0,0,7496,0,0,+6 Intellect,0,0
100,3,0,0,0,0,0,0,0,0,7500,0,0,+6 Spirit,0,0
103,3,0,0,0,0,0,0,0,0,7503,0,0,+5 Stamina,0,0
106,3,0,0,0,0,0,0,0,0,7506,0,0,+4 Strength,0,0
110,3,0,0,0,0,0,0,0,0,7511,0,0,+1 Defense,0,0
114,3,0,0,0,0,0,0,0,0,7516,0,0,Defense +5,0,0
120,2,0,0,7,0,0,7,0,0,0,0,0,+7 Damage,0,0
123,4,0,0,28,0,0,28,0,0,0,0,0,+28 Armor,0,0
126,3,0,0,0,0,0,0,0,0,7522,0,0,Sword Skill +2,0,0
133,3,0,0,0,0,0,0,0,0,7561,0,0,Two-Handed Sword Skill +2,0,0
196,3,0,0,0,0,0,0,0,0,7598,0,0,Critical Hit +2%,0,0
219,3,0,0,0,0,0,0,0,0,7689,0,0,Increases Fire Damage +11,0,0
5,1,0,0,20,0,0,20,0,0,8026,0,0,Flametongue 1,0,0
3,1,0,0,20,0,0,20,0,0,8029,0,0,Flametongue 3,0,0
12,1,0,0,30,0,0,30,0,0,8037,0,0,Frostbrand 2,0,0
16,4,0,0,16,0,0,16,0,0,0,0,0,Reinforced Armor +16,0,0
24,3,0,0,0,0,0,0,0,0,7442,0,0,Mana +5,0,0
31,3,0,0,0,0,0,0,0,0,7433,0,0,Beastslaying +4,0,0
37,3,0,0,0,0,0,0,0,0,7219,0,0,Weapon Chain - Immune Disarm,0,0
39,3,0,0,0,0,0,0,0,0,0,0,0,Sharpened +1,0,0
42,1,0,0,10,0,0,30,0,0,6647,0,0,Poison (Instant 20),0,0
525,1,0,0,15,0,0,15,0,0,10484,0,0,Windfury 3,0,0
63,3,0,0,0,0,0,0,0,0,7446,0,0,Absorption (25),0,0
65,3,0,0,0,0,0,0,0,0,7452,0,0,Resist All +2,0,0
70,3,0,0,0,0,0,0,0,0,7466,0,0,+3 Strength,0,0
74,3,0,0,0,0,0,0,0,0,7471,0,0,+1 Agility,0,0
81,3,0,0,0,0,0,0,0,0,7470,0,0,+3 Intellect,0,0
87,4,0,0,12,0,0,12,0,0,0,0,0,+12 Armor,0,0
93,3,0,0,0,0,0,0,0,0,7493,0,0,+7 Agility,0,0
102,3,0,0,0,0,0,0,0,0,7502,0,0,+4 Stamina,0,0
111,3,0,0,0,0,0,0,0,0,7513,0,0,Defense +2,0,0
116,3,0,0,0,0,0,0,0,0,7518,0,0,Defense +7,0,0
125,3,0,0,0,0,0,0,0,0,7520,0,0,Sword Skill +1,0,0
131,3,0,0,0,0,0,0,0,0,7527,0,0,Sword Skill +7,0,0
136,3,0,0,0,0,0,0,0,0,7564,0,0,Two-Handed Sword Skill +5,0,0
138,3,0,0,0,0,0,0,0,0,7566,0,0,Two-Handed Sword Skill +7,0,0
144,3,0,0,0,0,0,0,0,0,7547,0,0,Mace Skill +6,0,0
146,3,0,0,0,0,0,0,0,0,7533,0,0,Two-Handed Mace Skill +1,0,0
149,3,0,0,0,0,0,0,0,0,7557,0,0,Two-Handed Mace Skill +4,0,0
152,3,0,0,0,0,0,0,0,0,7560,0,0,Two-Handed Mace Skill +7,0,0
153,3,0,0,0,0,0,0,0,0,7530,0,0,Axe Skill +1,0,0
159,3,0,0,0,0,0,0,0,0,7542,0,0,Axe Skill +7,0,0
165,3,0,0,0,0,0,0,0,0,7553,0,0,Two-Handed Axe Skill +6,0,0
175,3,0,0,0,0,0,0,0,0,7579,0,0,Gun Skill +2,0,0
183,3,0,0,0,0,0,0,0,0,7568,0,0,Bow Skill +3,0,0
189,3,0,0,0,0,0,0,0,0,7591,0,0,+4 Beast Slaying,0,0
290,3,0,0,0,0,0,0,0,0,7724,0,0,+10 Weapon Fire Damage,0,0
291,3,0,0,0,0,0,0,0,0,7725,0,0,+12 Weapon Fire Damage,0,0
292,3,0,0,0,0,0,0,0,0,7726,0,0,+14 Weapon Fire Damage,0,0
564,1,0,0,20,0,0,20,0,0,10610,0,0,Windfury Totem 3,0,0
584,3,3,0,0,0,0,0,0,0,7471,7468,0,+1 Agility / +1 Intellect,0,0
625,1,0,0,20,0,0,20,0,0,11337,0,0,Instant Poison VI,0,0
197,3,0,0,0,0,0,0,0,0,7599,0,0,Critical Hit +3%,0,0
202,3,0,0,0,0,0,0,0,0,7616,0,0,10% On Get Hit: Shadow Bolt (40 Damage),0,0
205,3,0,0,0,0,0,0,0,0,7619,0,0,10% On Get Hit: Shadow Bolt (70 Damage),0,0
209,3,0,0,0,0,0,0,0,0,7678,0,0,Increases Holy Effects +6,0,0
212,3,0,0,0,0,0,0,0,0,7681,0,0,Increases Holy Effects +11,0,0
215,3,0,0,0,0,0,0,0,0,7685,0,0,Increases Fire Effects +5,0,0
218,3,0,0,0,0,0,0,0,0,7688,0,0,Increases Fire Damage +9,0,0
222,3,0,0,0,0,0,0,0,0,7692,0,0,Increases Nature Effects +5,0,0
225,3,0,0,0,0,0,0,0,0,7695,0,0,Increases Nature Effects +9,0,0
228,3,0,0,0,0,0,0,0,0,7698,0,0,Increases Frost Effects +3,0,0
442,3,0,0,0,0,0,0,0,0,9408,0,0,Increases Holy Effects +15,0,0
448,3,0,0,0,0,0,0,0,0,9414,0,0,Increases Shadow Effects +15,0,0
118,2,0,0,5,0,0,5,0,0,0,0,0,+5 Damage,0,0
145,3,0,0,0,0,0,0,0,0,7548,0,0,Mace Skill +7,0,0
181,3,0,0,0,0,0,0,0,0,7535,0,0,Bow Skill +1,0,0
303,1,0,0,20,0,0,20,0,0,8516,0,0,Windfury Totem 1,0,0
323,1,0,0,20,0,0,20,0,0,8680,0,0,Instant Poison,0,0
343,3,0,0,0,0,0,0,0,0,9098,0,0,+8 Agility,0,0
345,4,0,0,40,0,0,40,0,0,0,0,0,+40 Armor,0,0
346,4,0,0,36,0,0,36,0,0,0,0,0,+36 Armor,0,0
347,4,0,0,44,0,0,44,0,0,0,0,0,+44 Armor,0,0
350,3,0,0,0,0,0,0,0,0,9104,0,0,+8 Intellect,0,0
352,3,0,0,0,0,0,0,0,0,9103,0,0,+8 Strength,0,0
353,3,0,0,0,0,0,0,0,0,9114,0,0,+8 Stamina,0,0
355,3,0,0,0,0,0,0,0,0,9110,0,0,+9 Spirit,0,0
356,3,0,0,0,0,0,0,0,0,9115,0,0,+9 Stamina,0,0
359,3,0,0,0,0,0,0,0,0,9106,0,0,+10 Intellect,0,0
360,3,0,0,0,0,0,0,0,0,9111,0,0,+10 Spirit,0,0
362,3,0,0,0,0,0,0,0,0,9121,0,0,+10 Strength,0,0
363,3,0,0,0,0,0,0,0,0,9101,0,0,+11 Agility,0,0
366,3,0,0,0,0,0,0,0,0,9118,0,0,+11 Stamina,0,0
367,3,0,0,0,0,0,0,0,0,9122,0,0,+11 Strength,0,0
369,3,0,0,0,0,0,0,0,0,9108,0,0,+12 Intellect,0,0
370,3,0,0,0,0,0,0,0,0,9113,0,0,+12 Spirit,0,0
386,4,0,0,79,0,0,81,0,0,0,0,0,+16 Armor,0,0
171,3,0,0,0,0,0,0,0,0,7576,0,0,Dagger Skill +5,0,0
172,3,0,0,0,0,0,0,0,0,7577,0,0,Dagger Skill +6,0,0
173,3,0,0,0,0,0,0,0,0,7578,0,0,Dagger Skill +7,0,0
176,3,0,0,0,0,0,0,0,0,7580,0,0,Gun Skill +3,0,0
178,3,0,0,0,0,0,0,0,0,7582,0,0,Gun Skill +5,0,0
179,3,0,0,0,0,0,0,0,0,7583,0,0,Gun Skill +6,0,0
184,3,0,0,0,0,0,0,0,0,7569,0,0,Bow Skill +4,0,0
185,3,0,0,0,0,0,0,0,0,7570,0,0,Bow Skill +5,0,0
187,3,0,0,0,0,0,0,0,0,7572,0,0,Bow Skill +7,0,0
188,3,0,0,0,0,0,0,0,0,7590,0,0,+2 Beast Slaying,0,0
191,3,0,0,0,0,0,0,0,0,7593,0,0,+8 Beast Slaying,0,0
192,3,0,0,0,0,0,0,0,0,7594,0,0,+10 Beast Slaying,0,0
372,3,0,0,0,0,0,0,0,0,9123,0,0,+12 Strength,0,0
383,4,0,0,52,0,0,52,0,0,0,0,0,+52 Armor,0,0
384,4,0,0,56,0,0,56,0,0,0,0,0,+56 Armor,0,0
385,4,0,0,60,0,0,60,0,0,0,0,0,+60 Armor,0,0
389,4,0,0,87,0,0,88,0,0,0,0,0,+19 Armor,0,0
423,3,0,0,0,0,0,0,0,0,9392,0,0,Increase Spell Damage +1,0,0
425,3,0,0,0,0,0,0,0,0,9394,0,0,Increase Spell Damage +3,0,0
426,3,0,0,0,0,0,0,0,0,9395,0,0,Increase Spell Damage +4,0,0
433,3,0,0,0,0,0,0,0,0,9399,0,0,Increase Fire Damage +12,0,0
435,3,0,0,0,0,0,0,0,0,9401,0,0,Increases Fire Damage +15,0,0
436,3,0,0,0,0,0,0,0,0,9405,0,0,Critical Hit +5%,0,0
437,3,0,0,0,0,0,0,0,0,9402,0,0,Increases Frost Effects +12,0,0
438,3,0,0,0,0,0,0,0,0,9403,0,0,Increases Frost Effects +14,0,0
