ID,TransportID,TimeIndex,Pos[0],Pos[1],Pos[2]
34879,11898,29900,4E-06,0,-0.108609
34880,11898,30000,0,0,0
34881,11899,0,0,0,0
34882,11899,5000,0,0,0
34883,11899,5900,0,0,1.201138
34884,11899,6667,0,0,4.690253
34885,11899,13100,-5E-06,-1E-06,121.52307
34886,11899,14067,-5E-06,-1E-06,127.64036
34887,11899,15000,-5E-06,-1E-06,129.55368
34888,11899,20000,-5E-06,-1E-06,129.55368
34889,11899,21000,-5E-06,-1E-06,127.60484
34890,11899,21800,-5E-06,-1E-06,122.32879
34891,11899,27933,0,0,8.591193
34892,11899,28967,0,0,1.968553
34893,11899,30000,0,0,0
34894,20649,0,0,0,0
34895,20649,1833,0,0,-55.46577
34896,20649,6833,0,0,-55.46577
34897,20649,10333,0,0,41.035614
34898,20649,15167,0,0,41.035614
34899,20649,16667,0,0,0
34900,20650,0,0,0,0
34901,20650,10333,0,0,-1E-05
34902,20650,10500,0,0,4.650018
34903,20650,14833,0,0,4.650018
34904,20650,15000,0,0,0
34905,20650,16667,0,0,0
34906,20651,0,0,0,0
34907,20651,1833,0,0,0
34908,20651,2000,0,0,8.130338
34909,20651,6667,0,0,8.130338
34910,20651,6833,0,0,0
34911,20651,16667,0,0,0
34912,20652,0,0,0,0
34913,20652,167,0,0,0
34914,20652,3667,0,0,96.50138
34915,20652,8500,0,0,96.50138
34916,20652,11833,0,0,0
34917,20652,16667,0,0,0
34918,20653,0,0,0,0
34919,20653,3667,0,0,-1E-05
34920,20653,3833,0,0,4.650018
34921,20653,8167,0,0,4.650018
34922,20653,8333,0,0,0
34923,20653,16667,0,0,0
34924,20654,0,0,0,0
34925,20654,11667,0,0,0
34926,20654,11833,0,0,8.130338
34927,20654,16500,0,0,8.130338
34928,20654,16667,0,0,0
34929,20655,0,0,0,0
34930,20655,167,0,0,0
34931,20655,3500,0,0,0
34932,20655,7000,0,0,96.50138
34933,20655,11833,0,0,96.50138
34934,20655,15167,0,0,0
34935,20655,16667,0,0,0
34936,20656,0,0,0,0
34937,20656,7000,0,0,-1E-05
34938,20656,7167,0,0,4.650018
34939,20656,11500,0,0,4.650018
34940,20656,11667,0,0,0
34941,20656,16667,0,0,0
34942,20657,0,0,0,0
34943,20657,3333,0,0,0
34944,20657,3500,0,0,-8.130338
34945,20657,14833,0,0,-8.130338
34946,20657,15000,0,0,0
34947,20657,16667,0,0,0
34779,47296,0,0,0,0
34780,47296,5000,0,0,0
34781,47296,5900,0,0,1.201138
34782,47296,6667,0,0,4.690253
34783,47296,10567,5E-06,5E-06,37.673847
34784,47296,13100,5E-06,5E-06,63.4456
34785,47296,14067,5E-06,5E-06,69.56289
34786,47296,15000,5E-06,5E-06,71.47621
34787,47296,20000,5E-06,5E-06,71.47621
34788,47296,21000,5E-06,5E-06,69.52738
34789,47296,21800,5E-06,5E-06,64.25132
34790,47296,25267,5E-06,5E-06,34.232037
34791,47296,27933,0,0,8.591193
34792,47296,28967,0,0,1.968553
34793,47296,30000,0,0,0
34766,47297,0,0,0,0
34767,47297,5000,0,0,0
34768,47297,6100,-5E-06,-2E-06,-1.754781
34769,47297,6933,-1.2E-05,-8E-06,-5.176656
34770,47297,12867,-6E-06,-2E-06,-66.789375
34771,47297,13833,-6E-06,-2E-06,-69.82408
34772,47297,15000,-6E-06,-2E-06,-71.2224
34773,47297,20000,-6E-06,-2E-06,-71.2224
34774,47297,21333,0,0,-69.81129
34775,47297,22233,0,0,-66.71331
34776,47297,28133,0,0,-5.247484
34777,47297,28800,0,0,-1.585036
34778,47297,30033,0,0,0
34963,80022,0,0,0,0
34964,80022,6600,0,0,0
34965,80022,6833,-0.004069,0.003554,-0.797146
34966,80022,7000,0,0,-3.62975
34967,80022,7233,0,0,-12.079661
34968,80022,7333,0,0,-11.731557
34969,80022,7433,0,0,-12.079661
34970,80022,7500,0,0,-11.918691
34971,80022,7600,0,0,-12.079661
34972,80022,25667,0,0,-12.079661
34973,80022,25867,0,0,-12.024594
34974,80022,26000,0,0,-11.767453
34975,80022,26567,0,0,-0.28282
34976,80022,26633,0,0,-0.041307
34977,80022,26667,0,0,0
34948,80023,0,0,0,0
34949,80023,6667,0,0,0
34950,80023,11000,-3E-06,0,-98.747856
34951,80023,11233,0.00651,0,-99.67161
34952,80023,11400,0.004442,0,-99.971954
34953,80023,11600,0.002892,0,-100.07994
34954,80023,11667,-3E-06,0,-100.06109
34955,80023,11700,-3E-06,0,-100.08206
34956,80023,21667,-3E-06,0,-100.08206
34957,80023,21767,-3E-06,0,-100.08968
34958,80023,21900,-3E-06,0,-99.6677
34959,80023,26333,0,0,-1.180162
34960,80023,26467,1.7E-05,3E-06,-0.328159
34961,80023,26600,0,0,-0.043593
34962,80023,26667,0,0,0
34727,85556,0,0,0,0
34728,85556,1700,0,0,0
34729,85556,3000,0,0,-43.16333
34730,85556,3167,0,0,-44.015217
34731,85556,3300,0,0,-44.489857
34732,85556,8300,0,0,-44.546577
34733,85556,8600,0,0,-43.889214
34734,85556,9733,0,0,-0.564806
34735,85556,9867,0,0,-0.180556
34736,85556,10000,0,0,-0.005751
34737,85556,13333,0,0,0
21641,128970,0,0,0,0
21642,128970,1333,0,0,0
21643,128970,3333,0.443128,0.536559,-11.749226
21644,128970,4667,0.443128,0.536559,-11.749226
21645,128970,6667,0,0,0
34794,149045,0,0,0,0
34795,149045,3233,0,0,0
34796,149045,3400,0,0,-0.090539
34797,149045,6633,0,0,14.930348
34798,149045,6733,0,0,14.696049
34799,149045,6867,0,0,14.930348
34800,149045,10100,0,0,14.930348
34801,149045,10267,0,0,14.743611
34802,149045,14100,0,0,34.637497
34803,149045,14267,0,0,34.555134
34804,149045,14433,0,0,34.637497
34805,149045,17667,0,0,34.637497
34806,149045,17867,0,0,34.35885
34807,149045,18000,0,0,34.752274
34808,149045,19733,0,0,33.66093
34809,149045,19933,0,0,35.658646
34810,149045,23200,0,0,61.39236
34811,149045,23367,0,0,61.232098
34812,149045,23533,0,0,61.39236
34813,149045,26800,0,0,61.39236
34814,149045,27100,0,0,59.996685
34815,149045,27233,0,0,60.03948
34816,149045,27400,0,0,59.83861
34817,149045,27667,0,0,59.996685
34818,149045,28200,0,0,59.996685
34819,149045,28400,0,0,59.817844
34820,149045,28533,0,0,59.942432
34821,149045,28633,0,0,59.51723
34822,149045,33100,0,0,34.703896
34823,149045,33233,0,0,34.591118
34824,149045,33333,0,0,34.703896
34825,149045,33433,0,0,34.591118
34826,149045,33567,0,0,34.703896
34827,149045,36800,0,0,34.703896
34828,149045,41033,-0.005122,0.019674,14.947255
34829,149045,41133,-0.005122,0.019674,14.854392
34830,149045,41300,-0.005122,0.019674,14.947255
34831,149045,41500,-0.005122,0.019674,14.854392
34832,149045,41767,-0.005122,0.019674,14.956242
34833,149045,44933,-0.005122,0.019674,14.956242
34834,149045,45200,-0.005122,0.019674,15.222661
34835,149045,49467,0,0,0
34836,149045,49767,0,0,0.119144
34837,149045,49933,0,0,0
34838,149046,0,0,0,0
34839,149046,4667,0,0,0
34840,149046,4867,0,0,-0.465549
34841,149046,5733,0,0,-0.744283
34842,149046,5933,0,0,-0.744283
34843,149046,11700,0,0,-27.206955
34844,149046,12067,0,0,-27.018456
34845,149046,12433,0,0,-27.206955
34846,149046,17433,0,0,-27.215572
34847,149046,17667,0,0,-27.599495
34848,149046,24367,0,0,-0.005079
34849,149046,24533,0,0,-0.059845
34850,149046,24767,0,0,-0.005079
34851,149046,24967,0,0,-0.059845
34852,149046,25233,0,0,0
34853,149046,29500,0,0,0
34854,149046,29667,0,0,-0.465549
34855,149046,29900,0,0,0
34856,149046,30500,0,0,-0.744283
34857,149046,36533,0,0,-27.206955
34858,149046,36900,0,0,-27.018456
34859,149046,37267,0,0,-27.206955
34860,149046,42133,0,0,-27.215572
34861,149046,42367,0,0,-27.599495
34862,149046,49067,0,0,-0.005079
34863,149046,49233,0,0,-0.059845
34864,149046,49467,0,0,-0.005079
34865,149046,49667,0,0,-0.059845
34866,149046,49933,0,0,0
34692,152614,0,0,0,0
34693,152614,1333,0,0,0
34694,152614,3333,0.443128,0.536558,-12.827268
34695,152614,4667,0.443128,0.536558,-12.827268
34696,152614,6667,0,0,0
