ID,ModelID,SoundID,ExtendedDisplayInfoID,CreatureModelScale,CreatureModelAlpha,TextureVariation[0],TextureVariation[1],TextureVariation[2],BloodID
495,112,0,0,1.2,255,BlackRockClanOrcWarriorSkin,,,0
496,112,0,0,1.1,255,BlackRockClanOrcWarriorSkin,,,0
497,6,0,0,1.1,255,DragonWhelpSkinBlack,,,0
498,63,0,0,0.5,255,TarantulaSkinOrange,,,0
499,66,0,0,1.1,255,BoarSkinIvory,,,0
500,123,0,0,1.15,255,RedRidgeGnollFighterSkin,,,0
501,123,0,0,1.4,255,RiverPawGnollFighterSkin,,,0
502,122,0,0,1.2,255,RiverPawGnollCasterSkin,,,0
503,66,0,0,0.75,255,BoarSkinIvory,,,0
504,31,0,0,0.9,255,SahauginskinBlue,,,0
505,6,0,0,1.35,255,DragonWhelpSkinRed,,,0
506,31,0,0,1.05,255,SahauginskinBlue,,,0
507,61,0,0,2,255,CarrionBirdSkinBlue,CarrionBirdWingBlue,,0
508,16,0,0,1.1,255,HumanThiefSkin_var4,,,0
511,26,26,0,1.5,255,koboldskinNormal,,,0
512,123,0,0,0.9,255,RiverPawGnollFighterSkin,,,0
513,30,0,0,0.4,255,MineSpiderSkinOlive,,,0
514,71,0,0,0.9,255,HarvestGolemSkinGrey,HarvestGolemBitsGrey,,0
515,16,0,0,0.9,255,HumanThiefSkin_var1,,,0
516,113,0,0,1.05,255,BlackRockClanOrcRunnerSkin,,,0
517,112,0,0,1.2,255,BlackRockClanOrcWarriorSkin,,,0
518,70,0,0,1.2,255,SkeletonSkinDarkTeal,,,0
519,45,0,0,1.2,255,GhoulSkinWhite,,,0
520,63,0,0,0.65,255,TarantulaSkinBrown,,,0
522,44,0,0,1.3,255,WargenSkinBlack,,,0
523,44,0,0,1.5,255,WargenSkinWhite,,,0
524,44,0,0,1.1,255,WargenSkinBrown,,,0
525,110,0,0,0.7,255,WaterElementalSkin,,,0
527,31,0,0,0.85,255,Sahauginskin,,,0
528,123,0,0,1.1,255,RiverPawGnollFighterSkin,,,0
529,31,0,0,1.05,255,Sahauginskin,,,0
531,31,0,0,0.9,255,SahauginskinGray,,,0
533,70,0,0,1.3,255,SkeletonSkinGreen,,,0
534,105,0,0,1,255,HumanMaleWarriorMediumSkinDark,,,0
535,70,0,0,1,255,SkeletonSkinDarkTeal,,,0
536,32,0,0,1.1,255,OgreSkin1Green,OgreSkin2Green,,0
538,30,0,0,0.5,255,MineSpiderSkinOlive,,,0
539,30,0,0,0.75,255,MineSpiderSkinSteel,,,0
540,31,0,0,1.25,255,SahauginskinGray,,,0
543,123,0,0,1.4,255,MossHideGnollFighterSkin,,,0
544,123,0,0,1.2,255,ShadowHideGnollFighterSkin,,,0
545,30,0,0,0.65,255,MineSpiderSkinGreen,,,0
546,45,0,0,1.05,255,GhoulSkinRed,,,0
547,45,0,0,1.2,255,GhoulSkinBlue,,,0
548,71,0,0,1.3,255,HarvestGolemSkinBlue,HarvestGolemBitsBlue,,0
549,69,0,0,0.6,255,RockElementalSkinBrown,,,0
550,10,0,0,0.9,255,ShadowHideGnollWhelpSkin,,,0
551,10,0,0,1.2,255,RedRidgeGnollWhelpSkin,,,0
553,112,0,0,1.3,255,BlackRockClanOrcWarriorSkin,,,0
555,16,0,0,1.1,255,HumanThiefSkin_var3,,,0
556,74,0,0,1,255,HumanMalePeasantskinblack,,,0
557,43,0,0,1.1,255,WolfSkinCoyote,WolfSkinCoyoteAlpha,,0
558,10,0,0,1.5,255,RedRidgeGnollWhelpSkin,,,0
559,45,0,0,1.1,255,GhoulSkinGrey,,,0
560,96,0,0,0.9,255,HumanFemaleMerchant01,,,0
561,22,0,0,0.9,255,,,,0
562,13,0,0,0.9,255,HUFMCitizenLow,,,0
563,44,0,0,1.1,255,WargenSkinBlack,,,0
564,44,0,0,1.2,255,WargenSkinWhite,,,0
565,113,0,0,1.1,255,BlackRockClanOrcRunnerSkin,,,0
566,63,0,0,0.9,255,TarantulaSkinBrown,,,0
567,16,0,0,1.1,255,HumanThiefSkin_var6,,,0
568,11,0,0,1.2,255,GrellSkinBlue,,,0
569,45,0,0,1.1,255,GhoulSkinBlue,,,0
570,45,0,0,1.1,255,GhoulSkinRed,,,0
571,45,0,0,1.4,255,GhoulSkinWhite,,,0
574,44,0,0,1.1,255,WargenSkinWhite,,,0
575,16,0,0,1.05,255,HumanThiefSkin_var1,,,0
576,16,0,0,1.05,255,HumanThiefSkin_var5,,,0
578,105,0,0,1.2,255,HumanMaleWarriorMediumSkinDark,,,0
580,11,0,0,1.4,255,GrellSkinRed,,,0
584,74,0,0,0.95,255,HumanMalePeasantskinblack,,,0
585,88,0,0,1.17,255,HumanMalePeasantSkindark,,,0
586,74,0,0,0.9,255,HumanMalePeasantLightSkin,,,0
588,128,0,0,1,255,PirateCrewman01,,,0
589,111,0,0,10,255,ChickenSkinBlack,,,0
590,116,0,0,1.1,255,TrollSkinJungleBloodScalpCaster,,,0
591,117,0,0,1.3,255,TrollSkinJungleBloodScalpBoss,,,0
592,119,0,0,1.2,255,TrollSkinJungleBloodScalpMelee,,,0
593,117,0,0,1.4,255,TrollSkinJungleSplitSkullBoss,,,0
597,32,0,0,1.3,255,OgreSkin1Green,OgreSkin2Green,,0
598,82,0,0,0.8,255,TigerSkinRed,,,0
599,82,0,0,1,255,TigerSkinBlack,,,0
601,1,0,0,0.8,255,BasiliskSkin,BasiliskCrystalSkin,,0
603,123,0,0,1.5,255,ShadowHideGnollFighterSkin,,,0
604,43,0,0,0.6,255,WolfSkinTimber,WolfSkinTimberAlpha,,0
605,42,0,0,0.8,255,TrollSkinArcticFrostManeScout,,,0
606,41,0,0,0.6,255,TroglodyteSkinPurple,,,0
607,66,0,0,0.6,255,BoarSkinBlue,,,0
608,33,0,0,0.9,255,OgreMageSkin1Blue,OgreMageSkin2Blue,,0
609,123,0,0,1.3,255,RedRidgeGnollFighterSkin,,,0
610,32,0,0,1.2,255,OgreSkin1Green,OgreSkin2Green,,0
611,41,0,0,0.67,255,TroglodyteSkinPurple,,,0
612,70,0,0,1.15,255,SkeletonSkinGreen,,,0
613,82,0,0,1.2,255,TigerSkinBlack,,,0
614,82,0,0,1.3,255,TigerSkinRed,,,0
615,34,0,0,1.4,255,RaptorSkinMottledDarkGreen,,,0
616,82,0,0,1.5,255,TigerSkinWhite,,,0
617,31,0,0,0.85,255,SahauginskinBlue,,,0
621,6,0,0,0.9,255,DragonWhelpSkinGreen,,,0
622,6,0,0,1.2,255,DragonWhelpSkinGreen,,,0
623,47,0,0,1.1,255,DragonSpawnSkinGreen,DragonSpawnBodySkinGreen,,0
624,47,0,0,1.2,255,DragonSpawnSkinGreen,DragonSpawnBodySkinGreen,,0
625,47,0,0,1.3,255,DragonSpawnSkinGreen,DragonSpawnBodySkinGreen,,0
627,31,0,0,1.2,255,SahauginskinGray,,,0
628,29,0,0,1.2,255,LostOne_Skin,LostOne_Skullbag,,0
629,2,0,0,0.9,255,BogBeastSkinGreen,BogBeastSkinGreenAlpha,,0
630,2,0,0,1,255,BogBeastSkinGreen,BogBeastSkinGreenAlpha,,0
631,2,0,0,1.3,255,BogBeastSkinRed,BogBeastSkinRedAlpha,,0
632,82,0,0,0.9,255,TigerSkinYellow,,,0
633,82,0,0,1.1,255,TigerSkinBlack,,,0
634,119,0,0,1.1,255,TrollSkinJungleSplitSkullMelee,,,0
636,42,0,0,0.9,255,TrollSkinArcticFrostManeMelee,,,0
637,104,0,0,1.1,255,HumanMaleWarriorHeavy_Skin02,,,0
638,107,0,0,0.9,255,HumanMaleWarriorLight_Skin02,,,0
640,83,0,0,0.7,255,BearSkinBrown,,,0
641,132,0,0,0.8,255,CrabSkinBronze,,,0
642,132,0,0,0.9,255,CrabSkinBronze,,,0
643,43,0,0,0.9,255,WolfSkinTimber,WolfSkinTimberAlpha,,0
644,43,0,0,0.65,255,WolfSkinBlack,WolfSkinBlackAlpha,,0
645,32,0,0,0.9,255,OgreSkin1Red,OgreSkin2Red,,0
646,45,0,0,1,255,GhoulSkinGrey,,,0
647,43,0,0,0.65,255,WolfSkinTimber,WolfSkinTimberAlpha,,0
648,34,0,0,0.8,255,RaptorSkinMottledDarkGreen,,,0
649,34,0,0,0.8,255,RaptorSkinOrange,,,0
651,63,0,0,0.45,255,TarantulaSkinOrange,,,0
652,31,0,0,1.2,255,SahauginskinGray,,,0
