ID,SkillLine,Spell,RaceMask,ClassMask,ExcludeRace,ExcludeClass,MinSkillLineRank,SupercededBySpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Abandonable,CharacterPoints[0],CharacterPoints[1]
4673,8,8413,0,128,0,0,1,0,0,0,0,0,4672,8
4672,8,8412,0,128,0,0,1,0,0,0,0,0,4223,8
4223,8,2138,0,128,0,0,1,0,0,0,0,0,4222,8
4222,8,2137,0,128,0,0,1,0,0,0,0,0,4221,8
4221,8,2136,0,128,0,0,1,0,0,0,0,0,3860,8
3860,8,6219,0,256,0,0,1,0,0,0,0,0,5436,8
5436,8,10151,0,128,0,0,1,0,0,0,0,0,5435,8
5435,8,10150,0,128,0,0,1,0,0,0,0,0,5434,8
5434,8,10149,0,128,0,0,1,0,0,0,0,0,5433,8
5433,8,10148,0,128,0,0,1,0,0,0,0,0,3605,8
3605,8,5740,0,256,0,0,1,0,0,0,0,0,4505,8
4505,8,8053,0,64,0,0,1,0,0,0,0,0,4504,8
4504,8,8052,0,64,0,0,1,0,0,0,0,0,4503,8
4503,8,8050,0,64,0,0,1,0,0,0,0,0,4508,8
4508,8,8030,0,64,0,0,1,0,0,0,0,0,4507,8
4507,8,8027,0,64,0,0,1,0,0,0,0,0,4506,8
4506,8,8024,0,64,0,0,1,0,0,0,0,0,5988,8
5988,8,11366,0,0,0,0,1,0,0,0,0,0,5926,8
5926,8,11314,0,64,0,0,1,0,0,0,0,0,4314,8
4314,8,1949,0,256,0,0,1,0,0,0,0,0,6175,8
6175,8,11665,0,256,0,0,1,0,0,0,0,0,6174,8
6174,8,11684,0,256,0,0,1,0,0,0,0,0,6173,8
6173,8,11683,0,256,0,0,1,0,0,0,0,0,5635,8
5635,8,10587,0,64,0,0,1,0,0,0,0,0,5634,8
5634,8,10586,0,64,0,0,1,0,0,0,0,0,5633,8
5633,8,10585,0,64,0,0,1,0,0,0,0,0,5605,8
5605,8,10478,0,64,0,0,1,0,0,0,0,0,5595,8
5595,8,10445,0,64,0,0,1,0,0,0,0,0,4693,8
4693,8,8445,0,128,0,0,1,0,0,0,0,0,4720,8
4720,8,8498,0,64,0,0,1,0,0,0,0,0,4690,8
4690,8,1535,0,64,0,0,1,0,0,0,0,0,4668,8
4668,8,8402,0,128,0,0,1,0,0,0,0,0,4667,8
4667,8,8401,0,128,0,0,1,0,0,0,0,0,4666,8
4666,8,8400,0,128,0,0,1,0,0,0,0,0,5474,8
5474,8,10225,0,128,0,0,1,0,0,0,0,0,5473,8
5473,8,10223,0,128,0,0,1,0,0,0,0,0,5470,8
5470,8,10216,0,128,0,0,1,0,0,0,0,0,5469,8
5469,8,10215,0,128,0,0,1,0,0,0,0,0,5466,8
5466,8,10207,0,128,0,0,1,0,0,0,0,0,5465,8
5465,8,10206,0,128,0,0,1,0,0,0,0,0,5464,8
5464,8,10205,0,128,0,0,1,0,0,0,0,0,5461,8
5461,8,10199,0,128,0,0,1,0,0,0,0,0,5460,8
5460,8,10197,0,128,0,0,1,0,0,0,0,0,5927,8
5927,8,11315,0,64,0,0,1,0,0,0,0,0,5630,8
5630,8,10526,0,64,0,0,1,0,0,0,0,0,5629,8
5629,8,8249,0,64,0,0,1,0,0,0,0,0,5606,8
5606,8,10479,0,64,0,0,1,0,0,0,0,0,5596,8
5596,8,10447,0,64,0,0,1,0,0,0,0,0,4721,8
4721,8,8499,0,64,0,0,1,0,0,0,0,0,6179,8
6179,8,11678,0,256,0,0,1,0,0,0,0,0,6178,8
6178,8,11677,0,256,0,0,1,0,0,0,0,0,6177,8
6177,8,11668,0,256,0,0,1,0,0,0,0,0,6176,8
6176,8,11667,0,256,0,0,1,0,0,0,0,0,4692,8
4692,8,8444,0,128,0,0,1,0,0,0,0,0,4691,8
4691,8,2948,0,128,0,0,1,0,0,0,0,0,4677,8
4677,8,8423,0,128,0,0,1,0,0,0,0,0,4676,8
4676,8,8422,0,128,0,0,1,0,0,0,0,0,4543,8
4543,8,8190,0,64,0,0,1,0,0,0,0,0,4541,8
4541,8,8181,0,64,0,0,1,0,0,0,0,0,4566,8
4566,8,8227,0,64,0,0,1,0,0,0,0,0,4513,8
4513,8,951,0,64,0,0,1,0,0,0,0,0,4704,8
4704,8,8458,0,128,0,0,1,0,0,0,0,0,4703,8
4703,8,8457,0,128,0,0,1,0,0,0,0,0,4694,8
4694,8,8446,0,128,0,0,1,0,0,0,0,0,4512,8
4512,8,923,0,64,0,0,1,0,0,0,0,0,4511,8
4511,8,899,0,64,0,0,1,0,0,0,0,0,4510,8
4510,8,545,0,64,0,0,1,0,0,0,0,0,4509,8
4509,8,315,0,64,0,0,1,0,0,0,0,0,4517,8
4517,8,6365,0,64,0,0,1,0,0,0,0,0,4516,8
4516,8,6364,0,64,0,0,1,0,0,0,0,0,4515,8
4515,8,6363,0,64,0,0,1,0,0,0,0,0,4514,8
4514,8,3599,0,64,0,0,1,0,0,0,0,0,1812,8
1812,8,3140,0,128,0,0,1,0,0,0,0,0,2288,8
2288,8,2941,0,256,0,0,1,0,0,0,0,0,2287,8
2287,8,1094,0,256,0,0,1,0,0,0,0,0,2285,8
2285,8,348,0,256,0,0,1,0,0,0,0,0,470,8
470,8,145,0,128,0,0,1,0,0,0,0,0,460,8
460,8,143,0,128,0,0,1,0,0,0,0,0,1401,26
1401,26,78,0,1,0,0,1,284,2,0,0,0,1404,26
1404,26,1608,0,1,0,0,1,11564,0,0,0,0,6073,26
6073,26,6343,0,1,0,0,1,8198,0,0,0,0,6071,26
6071,26,11566,0,1,0,0,1,11567,0,0,0,0,6065,26
6065,26,1719,0,1,0,0,1,0,0,0,0,0,6059,26
6059,26,6178,0,1,0,0,1,11578,0,0,0,0,6058,26
6058,26,100,0,1,0,0,1,6178,0,0,0,0,6057,26
6057,26,2457,0,1,0,0,1,0,2,0,0,0,6070,26
6070,26,11565,0,1,0,0,1,11566,0,0,0,0,6069,26
6069,26,11564,0,1,0,0,1,11565,0,0,0,0,6072,26
6072,26,11567,0,1,0,0,1,0,0,0,0,0,6077,26
6077,26,11580,0,1,0,0,1,11581,0,0,0,0,6076,26
6076,26,8205,0,1,0,0,1,11580,0,0,0,0,4282,26
4282,26,7402,0,1,0,0,1,0,0,0,0,0,4281,26
4281,26,7400,0,1,0,0,1,7402,0,0,0,0,4276,26
4276,26,694,0,1,0,0,1,7400,0,0,0,0,4273,26
4273,26,7373,0,1,0,0,1,0,0,0,0,0,4272,26
4272,26,7372,0,1,0,0,1,7373,0,0,0,0,3995,26
3995,26,1715,0,1,0,0,1,7372,0,0,0,0,3985,26
3985,26,6555,0,1,0,0,1,0,0,0,0,0,3984,26
3984,26,6554,0,1,0,0,1,6555,0,0,0,0,6078,26
6078,26,11581,0,1,0,0,1,0,0,0,0,0,6075,26
6075,26,8204,0,1,0,0,1,8205,0,0,0,0,6074,26
6074,26,8198,0,1,0,0,1,8204,0,0,0,0,6068,26
6068,26,11574,0,1,0,0,1,0,0,0,0,0,6067,26
6067,26,11573,0,1,0,0,1,11574,0,0,0,0,6066,26
6066,26,11572,0,1,0,0,1,11573,0,0,0,0,6064,26
6064,26,11585,0,1,0,0,1,0,0,0,0,0,6063,26
6063,26,11584,0,1,0,0,1,11585,0,0,0,0,6062,26
6062,26,7887,0,1,0,0,1,11584,0,0,0,0,6061,26
6061,26,7384,0,1,0,0,1,7887,0,0,0,0,6060,26
6060,26,11578,0,1,0,0,1,0,0,0,0,0,3983,26
3983,26,6552,0,1,0,0,1,6554,0,0,0,0,3982,26
3982,26,6548,0,1,0,0,1,11572,0,0,0,0,3981,26
3981,26,6547,0,1,0,0,1,6548,0,0,0,0,3980,26
3980,26,6546,0,1,0,0,1,6547,0,0,0,0,3979,26
3979,26,772,0,1,0,0,1,6546,0,0,0,0,1402,26
1402,26,284,0,1,0,0,1,285,0,0,0,0,1403,26
1403,26,285,0,1,0,0,1,1608,0,0,0,0,1842,38
1842,38,203,0,8,0,0,1,0,2,0,0,0,4769,38
4769,38,8621,0,8,0,0,1,11293,0,0,0,0,5934,38
5934,38,1769,0,8,0,0,1,0,0,0,0,0,5933,38
5933,38,11286,0,8,0,0,1,0,0,0,0,0,4816,38
4816,38,408,0,8,0,0,1,8643,0,0,0,0,4815,38
4815,38,1833,0,8,0,0,1,0,0,0,0,0,4783,38
4783,38,1768,0,8,0,0,1,1769,0,0,0,0,4782,38
4782,38,1767,0,8,0,0,1,1768,0,0,0,0,4781,38
4781,38,1766,0,8,0,0,1,1767,0,0,0,0,5936,38
5936,38,11293,0,8,0,0,1,11294,0,0,0,0,5935,38
5935,38,8643,0,8,0,0,1,0,0,0,0,0,5932,38
5932,38,11285,0,8,0,0,1,11286,0,0,0,0,5937,38
5937,38,11294,0,8,0,0,1,0,0,0,0,0,5931,38
5931,38,8629,0,8,0,0,1,11285,0,0,0,0,5930,38
5930,38,6774,0,8,0,0,1,0,0,0,0,0,3399,38
3399,38,1760,0,8,0,0,1,8621,0,0,0,0,3398,38
3398,38,1759,0,8,0,0,1,1760,0,0,0,0,3397,38
3397,38,1758,0,8,0,0,1,1759,0,0,0,0,3396,38
3396,38,1757,0,8,0,0,1,1758,0,0,0,0,3395,38
3395,38,1752,0,8,0,0,1,1757,2,0,0,0,3394,38
3394,38,1776,0,8,0,0,1,1777,0,0,0,0,3289,38
3289,38,5171,0,8,0,0,1,6774,0,0,0,0,4032,38
4032,38,1777,0,8,0,0,1,8629,0,0,0,0,3965,39
3965,39,2094,0,8,0,0,1,0,0,0,0,0,4777,39
4777,39,8637,0,8,0,0,1,11303,0,0,0,0,4776,39
4776,39,6768,0,8,0,0,1,8637,0,0,0,0,4775,39
4775,39,1966,0,8,0,0,1,6768,0,0,0,0,5953,39
5953,39,11303,0,8,0,0,1,0,0,0,0,0,3276,39
3276,39,1725,0,8,0,0,1,0,0,0,0,0,1687,40
1687,40,2842,0,8,0,0,1,0,0,0,0,0,3969,40
3969,40,6510,0,8,0,0,1,0,0,220,170,0,5966,40
5966,40,11341,0,8,0,0,1,0,0,295,245,0,5968,40
5968,40,11343,0,8,0,0,1,0,0,375,325,0,5970,40
5970,40,11358,0,8,0,0,1,0,0,345,295,0,4807,40
4807,40,8681,0,8,0,0,1,0,1,175,125,0,4810,40
4810,40,8694,0,8,0,0,1,0,0,265,215,0,5987,40
5987,40,11400,0,8,0,0,1,0,0,335,285,0,5986,40
5986,40,3421,0,8,0,0,1,0,0,325,275,0,4809,40
4809,40,8691,0,8,0,0,1,0,0,255,205,0,4808,40
4808,40,8687,0,8,0,0,1,0,0,215,165,0,5969,40
5969,40,11357,0,8,0,0,1,0,0,305,255,0,5967,40
5967,40,11342,0,8,0,0,1,0,0,335,285,0,3626,40
3626,40,5763,0,8,0,0,1,0,0,200,150,0,1688,40
1688,40,2835,0,8,0,0,1,0,0,225,175,0,1959,40
1959,40,3420,0,8,0,0,1,0,0,175,125,0,1689,40
1689,40,2837,0,8,0,0,1,0,0,265,215,0,252,43
252,43,201,0,399,0,0,1,0,2,0,0,0,248,44
248,44,196,0,71,0,0,1,0,2,0,0,0,246,45
246,45,264,191,13,0,0,1,0,2,0,0,0,4411,45
4411,45,2480,191,9,0,0,1,0,1,0,0,0,251,46
251,46,266,247,13,0,0,1,0,2,0,0,0,4413,46
4413,46,7918,247,9,0,0,1,0,1,0,0,0,2931,50
2931,50,1528,0,4,0,0,1,6969,0,0,0,0,1790,50
1790,50,883,0,4,0,0,1,0,0,0,0,0,4101,50
4101,50,6969,0,4,0,0,1,0,0,0,0,0,4102,50
4102,50,771,0,4,0,0,1,0,0,0,0,0,3374,50
3374,50,2641,0,4,0,0,1,0,0,0,0,0,935,50
935,50,1513,0,4,0,0,1,1528,0,0,0,0,936,50
936,50,1515,0,4,0,0,1,2997,0,0,0,0,1007,51
1007,51,1494,0,4,0,0,1,1534,2,0,0,0,4112,51
4112,51,6991,0,4,0,0,1,0,0,0,0,0,3442,51
3442,51,1130,0,4,0,0,1,6991,0,0,0,0,3244,51
3244,51,5118,0,4,0,0,1,0,0,0,0,0,3968,51
3968,51,1543,0,4,0,0,1,0,0,0,0,0,3849,51
3849,51,6197,0,4,0,0,1,0,0,0,0,0,254,54
254,54,198,0,1115,0,0,1,0,2,0,0,0,256,55
256,55,202,0,7,0,0,1,0,2,0,0,0,2922,56
2922,56,1152,0,2,0,0,1,0,0,0,0,0,578,56
578,56,639,0,2,0,0,1,0,0,0,0,0,581,56
581,56,642,0,2,0,0,1,0,0,0,0,0,574,56
574,56,635,0,2,0,0,1,0,2,0,0,0,572,56
572,56,633,0,2,0,0,1,2800,0,0,0,0,840,56
840,56,1026,0,2,0,0,1,0,0,0,0,0,2297,56
2297,56,1244,0,16,0,0,1,0,0,0,0,0,2313,56
2313,56,2050,0,16,0,0,1,0,2,0,0,0,2307,56
2307,56,3747,0,16,0,0,1,0,0,0,0,0,2306,56
2306,56,600,0,16,0,0,1,0,0,0,0,0,2305,56
2305,56,592,0,16,0,0,1,0,0,0,0,0,2304,56
2304,56,17,0,16,0,0,1,0,0,0,0,0,2303,56
2303,56,988,0,16,0,0,1,0,0,0,0,0,2302,56
2302,56,527,0,16,0,0,1,0,0,0,0,0,2299,56
2299,56,2791,0,16,0,0,1,0,0,0,0,0,2298,56
2298,56,1245,0,16,0,0,1,0,0,0,0,0,1963,56
1963,56,1042,0,2,0,0,1,0,0,0,0,0,2332,56
2332,56,2010,0,16,0,0,1,0,0,0,0,0,2331,56
2331,56,2006,0,16,0,0,1,0,0,0,0,0,2327,56
2327,56,552,0,16,0,0,1,0,0,0,0,0,2326,56
2326,56,528,0,16,0,0,1,0,0,0,0,0,2325,56
2325,56,596,0,16,0,0,1,0,0,0,0,0,2324,56
2324,56,588,0,16,0,0,1,0,0,0,0,0,2323,56
2323,56,1004,0,16,0,0,1,0,0,0,0,0,2322,56
2322,56,984,0,16,0,0,1,0,0,0,0,0,1981,56
1981,56,1020,0,2,0,0,1,0,0,0,0,0,1964,56
1964,56,3472,0,2,0,0,1,0,0,0,0,0,2321,56
2321,56,598,0,16,0,0,1,0,0,0,0,0,2320,56
2320,56,591,0,16,0,0,1,0,0,0,0,0,2319,56
2319,56,585,0,16,0,0,1,0,2,0,0,0,2318,56
2318,56,972,0,16,0,0,1,0,0,0,0,0,2317,56
2317,56,2055,0,16,0,0,1,0,0,0,0,0,2316,56
2316,56,2054,0,16,0,0,1,0,0,0,0,0,2315,56
2315,56,2053,0,16,0,0,1,0,0,0,0,0,2314,56
2314,56,2052,0,16,0,0,1,0,0,0,0,0,5107,56
5107,56,2061,0,16,0,0,1,0,0,0,0,0,5541,56
5541,56,10329,0,2,0,0,1,0,0,0,0,0,5540,56
5540,56,10328,0,2,0,0,1,0,0,0,0,0,5538,56
5538,56,10319,0,2,0,0,1,0,0,0,0,0,5537,56
5537,56,10318,0,2,0,0,1,0,0,0,0,0,5536,56
5536,56,2812,0,2,0,0,1,0,0,0,0,0,5532,56
5532,56,10310,0,2,0,0,1,0,0,0,0,0,5110,56
5110,56,9474,0,16,0,0,1,0,0,0,0,0,5109,56
5109,56,9473,0,16,0,0,1,0,0,0,0,0,5108,56
5108,56,9472,0,16,0,0,1,0,0,0,0,0,5886,56
5886,56,1706,0,16,0,0,1,0,0,0,0,0,5870,56
5870,56,10881,0,16,0,0,1,0,0,0,0,0,5869,56
5869,56,10880,0,16,0,0,1,0,0,0,0,0,5868,56
5868,56,10955,0,16,0,0,1,0,0,0,0,0,5858,56
5858,56,10952,0,16,0,0,1,0,0,0,0,0,5857,56
5857,56,10951,0,16,0,0,1,0,0,0,0,0,5856,56
5856,56,10961,0,16,0,0,1,0,0,0,0,0,5855,56
5855,56,10960,0,16,0,0,1,0,0,0,0,0,5854,56
5854,56,10938,0,16,0,0,1,0,0,0,0,0,5853,56
5853,56,10937,0,16,0,0,1,0,0,0,0,0,5852,56
5852,56,10934,0,16,0,0,1,0,0,0,0,0,5851,56
5851,56,10933,0,16,0,0,1,0,0,0,0,0,5850,56
5850,56,10965,0,16,0,0,1,0,0,0,0,0,5849,56
5849,56,10964,0,16,0,0,1,0,0,0,0,0,5848,56
5848,56,10963,0,16,0,0,1,0,0,0,0,0,5847,56
5847,56,10929,0,16,0,0,1,0,0,0,0,0,5846,56
5846,56,10928,0,16,0,0,1,0,0,0,0,0,5845,56
5845,56,10927,0,16,0,0,1,0,0,0,0,0,5844,56
5844,56,10917,0,16,0,0,1,0,0,0,0,0,5843,56
5843,56,10916,0,16,0,0,1,0,0,0,0,0,5842,56
5842,56,10915,0,16,0,0,1,0,0,0,0,0,5841,56
5841,56,10901,0,16,0,0,1,0,0,0,0,0,5840,56
5840,56,10900,0,16,0,0,1,0,0,0,0,0,5839,56
5839,56,10899,0,16,0,0,1,0,0,0,0,0,5838,56
5838,56,10898,0,16,0,0,1,0,0,0,0,0,5830,56
5830,56,10885,0,16,0,0,1,0,0,0,0,0,5829,56
5829,56,10884,0,16,0,0,1,0,0,0,0,0,4245,56
4245,56,7328,0,2,0,0,1,0,0,0,0,0,4218,56
4218,56,4987,0,2,0,0,1,0,0,0,0,0,4157,56
4157,56,7128,0,16,0,0,1,0,0,0,0,0,3795,56
3795,56,6078,0,16,0,0,1,0,0,0,0,0,3794,56
3794,56,6077,0,16,0,0,1,0,0,0,0,0,3793,56
3793,56,6076,0,16,0,0,1,0,0,0,0,0,3792,56
3792,56,6075,0,16,0,0,1,0,0,0,0,0,3791,56
3791,56,6074,0,16,0,0,1,0,0,0,0,0,3790,56
3790,56,139,0,16,0,0,1,0,0,0,0,0,3787,56
3787,56,996,0,16,0,0,1,0,0,0,0,0,3785,56
3785,56,1006,0,16,0,0,1,0,0,0,0,0,3784,56
3784,56,602,0,16,0,0,1,0,0,0,0,0,3781,56
3781,56,6066,0,16,0,0,1,0,0,0,0,0,3780,56
3780,56,6065,0,16,0,0,1,0,0,0,0,0,3779,56
3779,56,6064,0,16,0,0,1,0,0,0,0,0,3778,56
3778,56,6063,0,16,0,0,1,0,0,0,0,0,3777,56
3777,56,2060,0,16,0,0,1,0,0,0,0,0,3776,56
3776,56,6060,0,16,0,0,1,0,0,0,0,0,5127,56
5127,56,9485,0,16,0,0,1,0,0,0,0,0,5126,56
5126,56,9484,0,16,0,0,1,0,0,0,0,0,3544,56
3544,56,5592,0,2,0,0,1,0,0,0,0,0,3543,56
3543,56,2800,0,2,0,0,1,10310,0,0,0,0,3536,56
3536,56,5573,0,2,0,0,1,0,0,0,0,0,3535,56
3535,56,498,0,2,0,0,1,0,0,0,0,0,2296,56
2296,56,1243,0,16,0,0,1,0,0,0,0,0,586,56
586,56,647,0,2,0,0,1,0,0,0,0,0,630,78
630,78,686,0,256,0,0,1,0,2,0,0,0,647,78
647,78,705,0,256,0,0,1,0,0,0,0,0,2340,78
2340,78,605,0,16,0,0,1,0,0,0,0,0,2347,78
2347,78,594,0,16,0,0,1,0,0,0,0,0,2349,78
2349,78,992,0,16,0,0,1,0,0,0,0,0,1753,78
1753,78,132,0,256,0,0,1,0,0,0,0,0,6198,78
6198,78,11704,0,256,0,0,1,0,0,0,0,0,6197,78
6197,78,11703,0,256,0,0,1,0,0,0,0,0,6196,78
6196,78,11740,0,256,0,0,1,0,0,0,0,0,6195,78
6195,78,11739,0,256,0,0,1,0,0,0,0,0,6194,78
6194,78,11661,0,0,0,0,1,0,0,0,0,0,6193,78
6193,78,11660,0,256,0,0,1,0,0,0,0,0,6192,78
6192,78,11659,0,256,0,0,1,0,0,0,0,0,6191,78
6191,78,11689,0,256,0,0,1,0,0,0,0,0,6190,78
6190,78,11688,0,256,0,0,1,0,0,0,0,0,5168,78
5168,78,9579,0,16,0,0,1,0,0,0,0,0,5167,78
5167,78,9578,0,16,0,0,1,0,0,0,0,0,5166,78
5166,78,586,0,16,0,0,1,0,0,0,0,0,5861,78
5861,78,10912,0,16,0,0,1,0,0,0,0,0,5860,78
5860,78,10911,0,16,0,0,1,0,0,0,0,0,6189,78
6189,78,11687,0,256,0,0,1,0,0,0,0,0,6188,78
6188,78,11700,0,256,0,0,1,0,0,0,0,0,6187,78
6187,78,11699,0,256,0,0,1,0,0,0,0,0,6186,78
6186,78,11695,0,256,0,0,1,0,0,0,0,0,6185,78
6185,78,11694,0,256,0,0,1,0,0,0,0,0,6184,78
6184,78,11693,0,256,0,0,1,0,0,0,0,0,6183,78
6183,78,11743,0,256,0,0,1,0,0,0,0,0,6182,78
6182,78,11672,0,256,0,0,1,0,0,0,0,0,6181,78
6181,78,11671,0,256,0,0,1,0,0,0,0,0,6180,78
6180,78,7648,0,256,0,0,1,0,0,0,0,0,4681,78
4681,78,1456,0,256,0,0,1,0,0,0,0,0,4680,78
4680,78,1455,0,256,0,0,1,0,0,0,0,0,4679,78
4679,78,1454,0,256,0,0,1,0,0,0,0,0,4546,78
4546,78,8192,0,16,0,0,1,0,0,0,0,0,4545,78
4545,78,453,0,16,0,0,1,0,0,0,0,0,4531,78
4531,78,8131,0,16,0,0,1,0,0,0,0,0,4530,78
4530,78,8129,0,16,0,0,1,0,0,0,0,0,4529,78
4529,78,8124,0,16,0,0,1,0,0,0,0,0,4528,78
4528,78,8122,0,16,0,0,1,0,0,0,0,0,4527,78
4527,78,8106,0,16,0,0,1,0,0,0,0,0,4526,78
4526,78,8105,0,16,0,0,1,0,0,0,0,0,4525,78
4525,78,8104,0,16,0,0,1,0,0,0,0,0,4524,78
4524,78,8103,0,16,0,0,1,0,0,0,0,0,4523,78
4523,78,8102,0,16,0,0,1,0,0,0,0,0,4522,78
4522,78,8092,0,16,0,0,1,0,0,0,0,0,5867,78
5867,78,10953,0,16,0,0,1,0,0,0,0,0,5866,78
5866,78,10942,0,16,0,0,1,0,0,0,0,0,5865,78
5865,78,10941,0,16,0,0,1,0,0,0,0,0,5864,78
5864,78,10947,0,16,0,0,1,0,0,0,0,0,5863,78
5863,78,10946,0,16,0,0,1,0,0,0,0,0,5862,78
5862,78,10945,0,16,0,0,1,0,0,0,0,0,5859,78
5859,78,10909,0,16,0,0,1,0,0,0,0,0,4025,78
4025,78,2096,0,16,0,0,1,0,0,0,0,0,3867,78
3867,78,6229,0,256,0,0,1,0,0,0,0,0,3865,78
3865,78,6226,0,256,0,0,1,0,0,0,0,0,3863,78
3863,78,6223,0,256,0,0,1,0,0,0,0,0,3862,78
3862,78,6222,0,256,0,0,1,0,0,0,0,0,3861,78
3861,78,172,0,256,0,0,1,0,0,0,0,0,3858,78
3858,78,6215,0,256,0,0,1,0,0,0,0,0,3857,78
3857,78,6213,0,256,0,0,1,0,0,0,0,0,3856,78
3856,78,5782,0,256,0,0,1,0,0,0,0,0,5837,78
5837,78,10894,0,16,0,0,1,0,0,0,0,0,5836,78
5836,78,10893,0,16,0,0,1,0,0,0,0,0,5835,78
5835,78,10892,0,16,0,0,1,0,0,0,0,0,5834,78
5834,78,10890,0,16,0,0,1,0,0,0,0,0,5833,78
5833,78,10888,0,16,0,0,1,0,0,0,0,0,5832,78
5832,78,10958,0,16,0,0,1,0,0,0,0,0,5831,78
5831,78,10957,0,16,0,0,1,0,0,0,0,0,5828,78
5828,78,10876,0,16,0,0,1,0,0,0,0,0,5827,78
5827,78,10875,0,16,0,0,1,0,0,0,0,0,5826,78
5826,78,10874,0,16,0,0,1,0,0,0,0,0,3247,78
3247,78,5138,0,256,0,0,1,0,0,0,0,0,4325,78
4325,78,710,0,256,0,0,1,0,0,0,0,0,4313,78
4313,78,7651,0,256,0,0,1,0,0,0,0,0,4310,78
4310,78,7641,0,256,0,0,1,0,0,0,0,0,4309,78
4309,78,1106,0,256,0,0,1,0,0,0,0,0,5169,78
5169,78,9592,0,16,0,0,1,0,0,0,0,0,2118,78
2118,78,3700,0,256,0,0,1,0,0,0,0,0,2117,78
2117,78,3699,0,256,0,0,1,0,0,0,0,0,2116,78
2116,78,3698,0,256,0,0,1,0,0,0,0,0,2115,78
2115,78,755,0,256,0,0,1,0,0,0,0,0,2107,78
2107,78,709,0,256,0,0,1,0,0,0,0,0,2106,78
2106,78,699,0,256,0,0,1,0,0,0,0,0,2105,78
2105,78,2970,0,256,0,0,1,0,0,0,0,0,2350,78
2350,78,2767,0,16,0,0,1,0,0,0,0,0,2348,78
2348,78,970,0,16,0,0,1,0,0,0,0,0,2346,78
2346,78,589,0,16,0,0,1,0,0,0,0,0,2337,78
2337,78,976,0,16,0,0,1,0,0,0,0,0,883,78
