ID,SkillLine,Spell,RaceMask,ClassMask,ExcludeRace,ExcludeClass,MinSkillLineRank,SupercededBySpell,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Abandonable
3982,26,6548,0,1,0,0,1,0,0,0,0
3980,26,6546,0,1,0,0,1,6547,0,0,0
1403,26,285,0,1,0,0,1,1608,0,0,0
1404,26,1608,0,1,0,0,1,1609,0,0,0
1842,38,203,0,8,0,0,1,0,0,0,0
4055,38,6772,0,8,0,0,1,0,0,0,0
4053,38,6768,0,8,0,0,1,0,0,0,0
4035,38,1966,0,8,0,0,1,6768,0,0,0
4034,38,101,0,8,0,0,1,6772,0,0,0
4032,38,1777,0,8,0,0,1,0,0,0,0
3399,38,1760,0,8,0,0,1,0,0,0,0
3398,38,1759,0,8,0,0,1,1760,0,0,0
3397,38,1758,0,8,0,0,1,1759,0,0,0
3396,38,1757,0,8,0,0,1,1758,0,0,0
4056,38,6774,0,8,0,0,1,0,0,0,0
3395,38,1752,0,8,0,0,1,1757,0,0,0
3394,38,1776,0,8,0,0,1,1777,0,0,0
3289,38,5171,0,8,0,0,1,6774,0,0,0
3276,39,1725,0,8,0,0,1,0,0,0,0
3965,39,2094,0,8,0,0,1,0,0,0,0
3379,39,5384,0,8,0,0,1,0,0,0,0
1687,40,2842,0,0,0,0,1,0,0,0,0
1688,40,2835,0,8,0,0,1,0,180,130,0
4041,40,2823,0,8,0,0,1,0,0,0,0
4040,40,2818,0,8,0,0,1,0,0,0,0
4008,40,6651,0,8,0,0,1,0,200,150,0
3969,40,6510,0,8,0,0,1,0,220,170,0
3626,40,5763,0,8,0,0,1,0,200,150,0
1689,40,2837,0,8,0,0,1,0,270,220,0
3391,40,5395,0,8,0,0,1,0,230,180,0
1959,40,3420,0,8,0,0,1,0,220,170,0
1960,40,3421,0,8,0,0,1,0,260,210,0
252,43,201,0,1,0,0,1,0,0,0,0
3220,43,201,0,14,0,0,1,0,0,0,0
248,44,196,0,5,0,0,1,0,0,0,0
246,45,264,138,4,0,0,1,0,0,0,0
3216,45,264,155,9,0,0,1,0,0,0,0
251,46,266,36,4,0,0,1,0,0,0,0
3218,46,266,117,9,0,0,1,0,0,0,0
935,50,1513,0,4,0,0,1,1528,0,0,0
4101,50,6969,0,4,0,0,1,0,0,0,0
4102,50,771,0,4,0,0,1,0,0,0,0
3374,50,2641,0,4,0,0,1,0,0,0,0
1790,50,883,0,4,0,0,1,0,0,0,0
2931,50,1528,0,4,0,0,1,6969,0,0,0
936,50,1515,0,4,0,0,1,2997,0,0,0
1007,51,1494,0,4,0,0,1,1534,0,0,0
4112,51,6991,0,4,0,0,1,0,0,0,0
3968,51,1543,0,4,0,0,1,0,0,0,0
3849,51,6197,0,4,0,0,1,0,0,0,0
3442,51,1130,0,4,0,0,1,6991,0,0,0
3244,51,5118,0,4,0,0,1,0,0,0,0
254,54,198,0,83,0,0,1,0,0,0,0
256,55,202,0,7,0,0,1,0,0,0,0
572,56,633,0,2,0,0,1,2800,0,0,0
586,56,647,0,2,0,0,1,0,0,0,0
581,56,642,0,2,0,0,1,0,0,0,0
574,56,635,0,2,0,0,1,0,0,0,0
578,56,639,0,2,0,0,1,0,0,0,0
2306,56,600,0,16,0,0,1,0,0,0,0
2305,56,592,0,16,0,0,1,0,0,0,0
2304,56,17,0,16,0,0,1,0,0,0,0
2303,56,988,0,16,0,0,1,0,0,0,0
2302,56,527,0,16,0,0,1,0,0,0,0
2299,56,2791,0,16,0,0,1,0,0,0,0
2298,56,1245,0,16,0,0,1,0,0,0,0
2297,56,1244,0,16,0,0,1,0,0,0,0
2296,56,1243,0,16,0,0,1,0,0,0,0
4245,56,7328,0,2,0,0,1,0,0,0,0
4218,56,4987,0,2,0,0,1,0,0,0,0
4157,56,7128,0,16,0,0,1,0,0,0,0
3795,56,6078,0,16,0,0,1,0,0,0,0
3794,56,6077,0,16,0,0,1,0,0,0,0
3793,56,6076,0,16,0,0,1,0,0,0,0
3792,56,6075,0,16,0,0,1,0,0,0,0
3791,56,6074,0,16,0,0,1,0,0,0,0
3790,56,139,0,16,0,0,1,0,0,0,0
3787,56,996,0,16,0,0,1,0,0,0,0
3785,56,1006,0,16,0,0,1,0,0,0,0
3784,56,602,0,16,0,0,1,0,0,0,0
3781,56,6066,0,16,0,0,1,0,0,0,0
3780,56,6065,0,16,0,0,1,0,0,0,0
3779,56,6064,0,16,0,0,1,0,0,0,0
3778,56,6063,0,16,0,0,1,0,0,0,0
3777,56,2060,0,16,0,0,1,0,0,0,0
3776,56,6060,0,16,0,0,1,0,0,0,0
3544,56,5592,0,2,0,0,1,0,0,0,0
3543,56,2800,0,2,0,0,1,0,0,0,0
3536,56,5573,0,2,0,0,1,0,0,0,0
3535,56,498,0,2,0,0,1,0,0,0,0
2331,56,2006,0,16,0,0,1,0,0,0,0
2327,56,552,0,16,0,0,1,0,0,0,0
2326,56,528,0,16,0,0,1,0,0,0,0
2325,56,596,0,16,0,0,1,0,0,0,0
2324,56,588,0,16,0,0,1,0,0,0,0
2323,56,1004,0,16,0,0,1,0,0,0,0
2322,56,984,0,16,0,0,1,0,0,0,0
2321,56,598,0,16,0,0,1,0,0,0,0
2320,56,591,0,16,0,0,1,0,0,0,0
2922,56,1152,0,2,0,0,1,0,0,0,0
2332,56,2010,0,16,0,0,1,0,0,0,0
2319,56,585,0,16,0,0,1,0,0,0,0
2318,56,972,0,16,0,0,1,0,0,0,0
2317,56,2055,0,16,0,0,1,0,0,0,0
2316,56,2054,0,16,0,0,1,0,0,0,0
2315,56,2053,0,16,0,0,1,0,0,0,0
2314,56,2052,0,16,0,0,1,0,0,0,0
2313,56,2050,0,16,0,0,1,0,0,0,0
2307,56,3747,0,16,0,0,1,0,0,0,0
1981,56,1020,0,2,0,0,1,0,0,0,0
1964,56,3472,0,2,0,0,1,0,0,0,0
1963,56,1042,0,2,0,0,1,0,0,0,0
840,56,1026,0,2,0,0,1,0,0,0,0
630,78,686,0,256,0,0,1,0,0,0,0
632,78,689,0,256,0,0,1,0,0,0,0
647,78,705,0,256,0,0,1,0,0,0,0
2105,78,2970,0,256,0,0,1,0,0,0,0
3868,78,6230,0,256,0,0,1,0,0,0,0
3867,78,6229,0,256,0,0,1,0,0,0,0
3865,78,6226,0,256,0,0,1,0,0,0,0
3863,78,6223,0,256,0,0,1,0,0,0,0
3862,78,6222,0,256,0,0,1,0,0,0,0
3861,78,172,0,256,0,0,1,0,0,0,0
3858,78,6215,0,256,0,0,1,0,0,0,0
3857,78,6213,0,256,0,0,1,0,0,0,0
3856,78,5782,0,256,0,0,1,0,0,0,0
4325,78,710,0,256,0,0,1,0,0,0,0
4313,78,7651,0,256,0,0,1,0,0,0,0
4310,78,7641,0,256,0,0,1,0,0,0,0
4309,78,1106,0,256,0,0,1,0,0,0,0
4025,78,2096,0,16,0,0,1,0,0,0,0
2118,78,3700,0,256,0,0,1,0,0,0,0
2117,78,3699,0,256,0,0,1,0,0,0,0
2116,78,3698,0,256,0,0,1,0,0,0,0
2115,78,755,0,256,0,0,1,0,0,0,0
2113,78,700,0,16,0,0,1,0,0,0,0
2107,78,709,0,256,0,0,1,0,0,0,0
2106,78,699,0,256,0,0,1,0,0,0,0
883,78,1088,0,256,0,0,1,0,0,0,0
3789,78,606,0,16,0,0,1,0,0,0,0
3786,78,6069,0,16,0,0,1,0,0,0,0
3783,78,2937,0,16,0,0,1,0,0,0,0
3782,78,1090,0,16,0,0,1,0,0,0,0
3593,78,5704,0,16,0,0,1,0,0,0,0
2349,78,992,0,16,0,0,1,0,0,0,0
2348,78,970,0,16,0,0,1,0,0,0,0
2347,78,594,0,16,0,0,1,0,0,0,0
2346,78,589,0,16,0,0,1,0,0,0,0
2340,78,605,0,16,0,0,1,0,0,0,0
2339,78,998,0,16,0,0,1,0,0,0,0
2338,78,593,0,16,0,0,1,0,0,0,0
2337,78,976,0,16,0,0,1,0,0,0,0
1753,78,132,0,256,0,0,1,0,0,0,0
3247,78,5138,0,256,0,0,1,0,0,0,0
2350,78,2767,0,16,0,0,1,0,0,0,0
636,78,695,0,256,0,0,1,0,0,0,0
490,95,204,0,0,0,0,1,0,0,0,0
2200,95,107,0,76,0,0,1,0,0,0,0
4030,95,5277,0,8,0,0,1,0,0,0,0
3370,95,5301,0,1,0,0,1,0,0,0,0
2201,95,3127,0,1039,0,0,1,0,0,0,0
689,95,81,0,0,0,0,1,0,0,0,0
1424,95,522,0,0,0,0,1,0,0,0,0
703,96,467,0,1024,0,0,1,0,0,0,0
709,96,339,0,1024,0,0,1,0,0,0,0
2232,96,943,0,64,0,0,1,0,0,0,0
2231,96,915,0,64,0,0,1,0,0,0,0
2230,96,548,0,64,0,0,1,0,0,0,0
2229,96,529,0,64,0,0,1,0,0,0,0
2228,96,403,0,64,0,0,1,0,0,0,0
2227,96,421,0,64,0,0,1,0,0,0,0
2226,96,2617,0,64,0,0,1,0,0,0,0
2225,96,2616,0,64,0,0,1,0,0,0,0
2072,96,2895,0,1024,0,0,1,0,0,0,0
2253,96,2011,0,64,0,0,1,0,0,0,0
2252,96,2008,0,64,0,0,1,0,0,0,0
2250,96,550,0,64,0,0,1,0,0,0,0
2249,96,526,0,64,0,0,1,0,0,0,0
2247,96,2871,0,64,0,0,1,0,0,0,0
2246,96,2870,0,64,0,0,1,0,0,0,0
2245,96,530,0,64,0,0,1,0,0,0,0
2243,96,939,0,64,0,0,1,0,0,0,0
2242,96,913,0,64,0,0,1,0,0,0,0
4059,96,6756,0,1024,0,0,1,0,0,0,0
4058,96,6780,0,1024,0,0,1,0,0,0,0
4057,96,6778,0,1024,0,0,1,0,0,0,0
3925,96,6344,0,64,0,0,1,0,0,0,0
3924,96,6343,0,64,0,0,1,0,0,0,0
3923,96,6346,0,64,0,0,1,0,0,0,0
3848,96,6196,0,64,0,0,1,0,0,0,0
3727,96,966,0,64,0,0,1,0,0,0,0
3726,96,6058,0,64,0,0,1,0,0,0,0
3721,96,959,0,64,0,0,1,0,0,0,0
3390,96,5391,0,64,0,0,1,0,0,0,0
3389,96,1945,0,64,0,0,1,0,0,0,0
3388,96,5388,0,64,0,0,1,0,0,0,0
3387,96,2645,0,64,0,0,1,0,0,0,0
3386,96,546,0,64,0,0,1,0,0,0,0
3385,96,131,0,64,0,0,1,0,0,0,0
3325,96,740,0,1024,0,0,1,0,0,0,0
3323,96,5234,0,1024,0,0,1,0,0,0,0
3322,96,5232,0,1024,0,0,1,0,0,0,0
3321,96,1126,0,1024,0,0,1,0,0,0,0
3300,96,5195,0,1024,0,0,1,0,0,0,0
3299,96,5189,0,1024,0,0,1,0,0,0,0
3298,96,5188,0,1024,0,0,1,0,0,0,0
3297,96,5187,0,1024,0,0,1,0,0,0,0
3296,96,5186,0,1024,0,0,1,0,0,0,0
3295,96,5185,0,1024,0,0,1,0,0,0,0
3294,96,5180,0,1024,0,0,1,0,0,0,0
3293,96,5179,0,1024,0,0,1,0,0,0,0
3292,96,5178,0,1024,0,0,1,0,0,0,0
3291,96,5177,0,1024,0,0,1,0,0,0,0
3290,96,5176,0,1024,0,0,1,0,0,0,0
2271,96,909,0,64,0,0,1,0,0,0,0
2270,96,554,0,64,0,0,1,0,0,0,0
2269,96,344,0,64,0,0,1,0,0,0,0
2268,96,549,0,64,0,0,1,0,0,0,0
2267,96,365,0,64,0,0,1,0,0,0,0
2264,96,556,0,64,0,0,1,0,0,0,0
2261,96,901,0,64,0,0,1,0,0,0,0
2260,96,544,0,64,0,0,1,0,0,0,0
2259,96,308,0,64,0,0,1,0,0,0,0
2258,96,2610,0,64,0,0,1,0,0,0,0
2257,96,2609,0,64,0,0,1,0,0,0,0
2256,96,2608,0,64,0,0,1,0,0,0,0
2255,96,2606,0,64,0,0,1,0,0,0,0
2254,96,2607,0,64,0,0,1,0,0,0,0
2241,96,547,0,64,0,0,1,0,0,0,0
2240,96,332,0,64,0,0,1,0,0,0,0
2239,96,331,0,64,0,0,1,0,0,0,0
2237,96,370,0,64,0,0,1,0,0,0,0
2236,96,945,0,64,0,0,1,0,0,0,0
2235,96,905,0,64,0,0,1,0,0,0,0
2234,96,325,0,64,0,0,1,0,0,0,0
2233,96,324,0,64,0,0,1,0,0,0,0
2067,96,1075,0,1024,0,0,1,0,0,0,0
1713,96,2894,0,1024,0,0,1,0,0,0,0
1712,96,2893,0,1024,0,0,1,0,0,0,0
1319,96,2090,0,1024,0,0,1,0,0,0,0
1318,96,1430,0,1024,0,0,1,0,0,0,0
864,96,1058,0,1024,0,0,1,0,0,0,0
715,96,782,0,1024,0,0,1,0,0,0,0
710,96,776,0,1024,0,0,1,0,0,0,0
2073,96,1062,0,1024,0,0,1,0,0,0,0
706,96,774,0,1024,0,0,1,0,0,0,0
590,98,668,0,0,0,0,1,0,0,0,0
591,99,668,0,0,0,0,1,0,0,0,0
2477,101,4080,0,0,0,0,1,0,0,0,0
2478,101,2481,0,0,0,0,1,0,0,0,0
592,109,669,0,0,0,0,1,0,0,0,0
593,110,669,0,0,0,0,1,0,0,0,0
594,111,672,0,0,0,0,1,0,0,0,0
595,112,672,0,0,0,0,1,0,0,0,0
596,113,671,0,0,0,0,1,0,0,0,0
597,114,671,0,0,0,0,1,0,0,0,0
598,115,670,0,0,0,0,1,0,0,0,0
599,116,670,0,0,0,0,1,0,0,0,0
610,118,674,0,8,0,0,1,0,0,0,0
628,120,697,0,256,0,0,1,2953,0,0,0
2468,120,688,0,256,0,0,1,0,0,0,0
2123,120,712,0,256,0,0,1,0,0,0,0
3628,120,5784,0,256,0,0,1,0,0,0,0
4349,120,698,0,256,0,0,1,0,0,0,0
3866,120,126,0,256,0,0,1,0,0,0,0
2467,120,691,0,256,0,0,1,0,0,0,0
2481,124,4082,0,0,0,0,1,0,0,0,0
2482,124,4083,0,0,0,0,1,0,0,0,0
2479,126,4081,0,0,0,0,1,0,0,0,0
2480,126,743,0,0,0,0,1,0,0,0,0
669,129,746,0,0,0,0,1,0,0,0,0
1838,129,3275,0,0,0,0,1,0,25,15,0
1840,129,3277,0,0,0,0,1,0,45,35,0
1841,129,3278,0,0,0,0,1,0,55,45,0
1839,129,3276,0,0,0,0,1,0,35,25,0
1837,129,3274,0,0,0,0,1,0,0,0,0
902,129,1159,0,0,0,0,1,0,0,0,0
1834,129,3267,0,0,0,0,1,0,0,0,0
1836,129,3273,0,0,0,0,1,3274,0,0,0
1835,129,3268,0,0,0,0,1,0,0,0,0
2014,130,587,0,128,0,0,1,0,0,0,0
3818,130,6129,0,128,0,0,1,0,0,0,0
3817,130,6127,0,128,0,0,1,0,0,0,0
2016,130,990,0,128,0,0,1,0,0,0,0
2026,130,759,0,128,0,0,1,0,0,0,0
3526,130,5504,0,128,0,0,1,0,0,0,0
3528,130,5506,0,128,0,0,1,0,0,0,0
3527,130,5505,0,128,0,0,1,0,0,0,0
2015,130,597,0,128,0,0,1,0,0,0,0
716,134,768,0,1024,0,0,1,0,0,0,0
717,134,779,0,1024,0,0,1,780,0,0,0
4069,134,3025,0,1024,0,0,1,0,0,0,0
4067,134,6793,0,1024,0,0,1,0,0,0,0
4066,134,6789,0,1024,0,0,1,0,0,0,0
4065,134,6788,0,1024,0,0,1,6789,0,0,0
4064,134,6787,0,1024,0,0,1,6788,0,0,0
4063,134,6785,0,1024,0,0,1,6787,0,0,0
4061,134,5202,0,1024,0,0,1,0,0,0,0
4060,134,5201,0,1024,0,0,1,5202,0,0,0
3318,134,5225,0,1024,0,0,1,0,0,0,0
4140,134,1178,0,1024,0,0,1,0,0,0,0
4075,134,6809,0,1024,0,0,1,0,0,0,0
4074,134,6808,0,1024,0,0,1,6809,0,0,0
4073,134,6807,0,1024,0,0,1,6808,0,0,0
4072,134,5421,0,1024,0,0,1,0,0,0,0
4071,134,6800,0,1024,0,0,1,0,0,0,0
3315,134,1824,0,1024,0,0,1,1825,0,0,0
3314,134,1823,0,1024,0,0,1,1824,0,0,0
3313,134,1822,0,1024,0,0,1,1823,0,0,0
3312,134,5223,0,1024,0,0,1,0,0,0,0
3311,134,5221,0,1024,0,0,1,6800,0,0,0
3310,134,5217,0,0,0,0,1,6793,0,0,0
3308,134,2856,0,1024,0,0,1,0,0,0,0
3307,134,5211,0,1024,0,0,1,0,0,0,0
3470,134,5487,0,1024,0,0,1,0,0,0,0
3306,134,5209,0,1024,0,0,1,0,0,0,0
3305,134,1735,0,1024,0,0,1,0,0,0,0
3304,134,99,0,1024,0,0,1,1735,0,0,0
2077,134,3029,0,1024,0,0,1,5201,0,0,0
2075,134,1066,0,1024,0,0,1,0,0,0,0
862,134,1082,0,1024,0,0,1,3029,0,0,0
719,134,780,0,1024,0,0,1,769,0,0,0
700,136,227,0,1232,0,0,1,0,0,0,0
3219,136,227,0,256,0,0,1,0,0,0,0
727,137,813,0,0,0,0,1,0,0,0,0
725,138,814,0,0,0,0,1,0,0,0,0
724,139,815,0,0,0,0,1,0,0,0,0
728,140,816,0,0,0,0,1,0,0,0,0
726,141,817,0,0,0,0,1,0,0,0,0
2503,142,818,0,0,0,0,1,0,75,25,0
4267,142,7359,0,0,0,0,1,0,135,85,0
4044,148,824,0,0,0,0,1,0,0,0,0
736,149,825,0,0,0,0,1,0,0,0,0
737,150,828,8,0,0,0,1,0,0,0,0
738,151,827,0,0,0,0,1,0,0,0,0
739,152,826,0,0,0,0,1,0,0,0,0
1233,160,199,0,1026,0,0,1,0,0,0,0
3214,160,199,0,1,0,0,1,0,0,0,0
1236,162,203,0,0,0,0,1,0,0,0,0
3227,163,1485,0,4,0,0,1,6962,0,0,0
4096,163,6962,0,4,0,0,1,6963,0,0,0
4107,163,6977,0,4,0,0,1,0,0,0,0
4105,163,6975,0,4,0,0,1,6976,0,0,0
4104,163,1516,0,4,0,0,1,6975,0,0,0
4106,163,6976,0,4,0,0,1,6977,0,0,0
4100,163,6966,0,4,0,0,1,0,0,0,0
4099,163,6965,0,4,0,0,1,6966,0,0,0
4098,163,6964,0,4,0,0,1,6965,0,0,0
4097,163,6963,0,4,0,0,1,6964,0,0,0
3232,163,3668,0,4,0,0,1,0,0,0,0
3228,163,3035,0,4,0,0,1,3036,0,0,0
3229,163,3036,0,4,0,0,1,3037,0,0,0
3230,163,3037,0,4,0,0,1,3038,0,0,0
3231,163,3038,0,4,0,0,1,3668,0,0,0
1283,164,2018,0,0,0,0,1,3100,0,0,0
1631,164,2660,0,0,0,0,1,0,55,15,0
1634,164,2663,0,0,0,0,1,0,60,20,0
4390,164,7818,0,0,0,0,1,0,110,105,0
4389,164,7817,0,0,0,0,1,0,155,125,0
4285,164,7408,0,0,0,0,1,0,145,105,0
4208,164,7222,0,0,0,0,1,0,215,190,0
4207,164,7221,0,0,0,0,1,0,210,180,0
4206,164,7223,0,0,0,0,1,0,235,210,0
4205,164,7224,0,0,0,0,1,0,240,215,0
3975,164,2673,0,0,0,0,1,0,190,160,0
3974,164,2671,0,0,0,0,1,0,175,145,0
3972,164,6517,0,0,0,0,1,0,190,150,0
3971,164,6518,0,0,0,0,1,0,220,190,0
3951,164,6471,0,0,0,0,1,0,155,150,0
3950,164,6470,0,0,0,0,1,0,105,100,0
2005,164,3538,0,0,0,0,1,0,0,0,0
2003,164,3515,0,0,0,0,1,0,250,225,0
2002,164,3513,0,0,0,0,1,0,235,210,0
2001,164,3511,0,0,0,0,1,0,245,220,0
2000,164,3508,0,0,0,0,1,0,230,205,0
1999,164,3507,0,0,0,0,1,0,220,195,0
1998,164,3506,0,0,0,0,1,0,205,180,0
1997,164,3505,0,0,0,0,1,0,225,200,0
1996,164,3504,0,0,0,0,1,0,210,185,0
1995,164,3503,0,0,0,0,1,0,240,215,0
1994,164,3502,0,0,0,0,1,0,220,195,0
1993,164,3501,0,0,0,0,1,0,215,190,0
1992,164,3500,0,0,0,0,1,0,280,240,0
1991,164,3498,0,0,0,0,1,0,265,225,0
1990,164,3497,0,0,0,0,1,0,280,240,0
1989,164,3496,0,0,0,0,1,0,260,220,0
1988,164,3495,0,0,0,0,1,0,250,210,0
1987,164,3494,0,0,0,0,1,0,235,195,0
1986,164,3493,0,0,0,0,1,0,255,215,0
1985,164,3492,0,0,0,0,1,0,240,200,0
1984,164,3491,0,0,0,0,1,0,185,145,0
1868,164,3337,0,0,0,0,1,0,190,175,0
1867,164,3336,0,0,0,0,1,0,210,180,0
1866,164,3334,0,0,0,0,1,0,205,175,0
1865,164,3333,0,0,0,0,1,0,195,165,0
1864,164,3331,0,0,0,0,1,0,190,160,0
1863,164,3330,0,0,0,0,1,0,185,155,0
1862,164,3328,0,0,0,0,1,0,170,140,0
1861,164,3326,0,0,0,0,1,0,125,100,0
1860,164,3325,0,0,0,0,1,0,140,100,0
1859,164,3324,0,0,0,0,1,0,125,85,0
1858,164,3323,0,0,0,0,1,0,120,80,0
1857,164,3321,0,0,0,0,1,0,115,75,0
1856,164,3320,0,0,0,0,1,0,85,45,0
1855,164,3319,0,0,0,0,1,0,100,60,0
1854,164,3297,0,0,0,0,1,0,225,185,0
1853,164,3296,0,0,0,0,1,0,210,170,0
1852,164,3295,0,0,0,0,1,0,205,165,0
1851,164,3294,0,0,0,0,1,0,150,110,0
1850,164,3293,0,0,0,0,1,0,115,75,0
1849,164,3292,0,0,0,0,1,0,175,135,0
1800,164,3116,0,0,0,0,1,0,100,75,0
1799,164,3117,0,0,0,0,1,0,165,150,0
1798,164,3115,0,0,0,0,1,0,55,15,0
1792,164,3100,0,0,0,0,1,3538,0,0,0
1646,164,2737,0,0,0,0,30,0,95,55,0
1651,164,2738,0,0,0,0,35,0,100,60,0
1633,164,2662,0,0,0,0,40,0,90,50,0
1652,164,2739,0,0,0,0,40,0,105,65,0
1632,164,2661,0,0,0,0,55,0,115,75,0
1635,164,2664,0,0,0,0,65,0,140,115,0
1636,164,2665,0,0,0,0,75,0,80,65,0
1649,164,2740,0,0,0,0,75,0,190,150,0
1637,164,2666,0,0,0,0,80,0,150,110,0
1650,164,2741,0,0,0,0,85,0,195,155,0
1638,164,2667,0,0,0,0,90,0,165,140,0
1639,164,2668,0,0,0,0,95,0,175,145,0
1653,164,2742,0,0,0,0,95,0,200,160,0
1640,164,2670,0,0,0,0,105,0,175,145,0
1642,164,2672,0,0,0,0,120,0,180,150,0
1644,164,2674,0,0,0,0,125,0,140,125,0
1645,164,2675,0,0,0,0,135,0,205,175,0
1328,165,2108,0,0,0,0,1,3104,0,0,0
1353,165,2149,0,0,0,0,1,0,110,70,0
4165,165,7156,0,0,0,0,1,0,240,215,0
4164,165,7153,0,0,0,0,1,0,235,210,0
4163,165,7151,0,0,0,0,1,0,225,200,0
2171,165,3762,0,0,0,0,1,0,160,130,0
2170,165,3761,0,0,0,0,1,0,165,125,0
2168,165,3760,0,0,0,0,1,0,200,175,0
2167,165,3759,0,0,0,0,1,0,145,105,0
2164,165,3756,0,0,0,0,1,0,145,105,0
2162,165,3753,0,0,0,0,1,0,120,80,0
2161,165,3811,0,0,0,0,1,0,0,0,0
1795,165,3104,0,0,0,0,1,3811,0,0,0
1708,165,2881,0,0,0,0,1,0,50,25,0
2180,165,3771,0,0,0,0,1,0,200,175,0
2179,165,3770,0,0,0,0,1,0,195,165,0
2178,165,3769,0,0,0,0,1,0,200,170,0
2177,165,3768,0,0,0,0,1,0,190,160,0
2176,165,3767,0,0,0,0,1,0,180,150,0
2175,165,3766,0,0,0,0,1,0,165,135,0
2174,165,3765,0,0,0,0,1,0,185,155,0
2173,165,3764,0,0,0,0,1,0,170,140,0
2172,165,3763,0,0,0,0,1,0,160,120,0
4026,165,6702,0,0,0,0,1,0,170,130,0
4010,165,6661,0,0,0,0,1,0,225,200,0
3343,165,5244,0,0,0,0,1,0,135,95,0
2502,165,4096,0,0,0,0,1,0,215,190,0
2500,165,4097,0,0,0,0,1,0,215,190,0
2199,165,3780,0,0,0,0,1,0,190,170,0
2197,165,3818,0,0,0,0,1,0,190,170,0
2196,165,3817,0,0,0,0,1,0,150,125,0
2195,165,3816,0,0,0,0,1,0,110,80,0
4162,165,7151,0,0,0,0,1,0,0,0,0
4161,165,7149,0,0,0,0,1,0,220,195,0
4160,165,7147,0,0,0,0,1,0,210,185,0
4159,165,7135,0,0,0,0,1,0,175,145,0
4158,165,7133,0,0,0,0,1,0,165,135,0
4156,165,7126,0,0,0,0,1,0,110,70,0
4029,165,6704,0,0,0,0,1,0,220,195,0
4028,165,6703,0,0,0,0,1,0,175,135,0
4027,165,6705,0,0,0,0,1,0,240,215,0
2188,165,3779,0,0,0,0,1,0,250,225,0
2187,165,3778,0,0,0,0,1,0,235,210,0
2186,165,3777,0,0,0,0,1,0,245,220,0
2185,165,3776,0,0,0,0,1,0,230,205,0
2184,165,3775,0,0,0,0,1,0,220,195,0
2183,165,3774,0,0,0,0,1,0,210,185,0
