ID,ModelName[0],ModelName[1],ModelTexture[0],ModelTexture[1],InventoryIcon,GeosetGroup[0],GeosetGroup[1],GeosetGroup[2],Flags,SpellVisualID,GroupSoundIndex,HelmetGeosetVisID,Texture[0],Texture[1],Texture[2],Texture[3],Texture[4],Texture[5],Texture[6],Texture[7],ItemVisual
1415,Axe_2H_War_B_01.mdl,,Axe_2H_War_B_01Black,,INV_Axe_02,0,0,0,0,0,9,0,,,,,,,,,0
1416,,,,,INV_Misc_Bone_07,0,0,0,0,0,0,0,,,,,,,,,0
1421,,,,,INV_Misc_Pelt_Wolf_01,0,0,0,0,0,0,0,,,,,,,,,0
1423,,,,,INV_Misc_Organ_02,0,0,0,0,0,0,0,,,,,,,,,0
1424,,,,,INV_Misc_MonsterSpiderCarapace_01,0,0,0,0,0,4,0,,,,,,,,,0
1428,Sword_1H_Machete_B_01.mdl,,Sword_1H_Machete_B_01_V01,,INV_Sword_07,0,0,0,0,0,8,0,,,,,,,,,0
1432,,,,,INV_Chest_Fur,0,0,0,0,0,7,0,Generic_DwRu_01_Sleeve_AU,Generic_DwRu_01_Sleeve_AL,,Generic_DwRu_01_Chest_TU,Generic_DwRu_01_Chest_TL,,,,0
1436,Mace_2H_Standard_A_01.mdl,,Mace_2H_Standard_A_01Silver,,INV_Hammer_03,0,0,0,0,0,9,0,,,,,,,,,0
1437,Stave_2H_Long_A_03.mdl,,Stave_2H_Long_A_03Green,,INV_Staff_09,0,0,0,0,0,13,0,,,,,,,,,0
1438,,,,,INV_Misc_Organ_06,0,0,0,0,0,15,0,,,,,,,,,0
1439,Axe_2H_War_A_03.mdl,,Axe_2H_War_A_03Blue,,INV_Axe_02,0,0,0,0,0,9,0,,,,,,,,,0
1440,Polearm_2H_Bladed_C_01.mdl,,Polearm_2H_Bladed_C_01,,INV_Spear_06,0,0,0,0,0,9,0,,,,,,,,,0
1441,Mace_2H_Spiked_A_01.mdl,,Mace_2H_Spiked_A_01Silver,,INV_Mace_01,0,0,0,0,0,9,0,,,,,,,,,0
1442,,,,,INV_Misc_Herb_05,0,0,0,0,0,23,0,,,,,,,,,0
1443,,,,,INV_Misc_Food_Wheat_02,0,0,0,0,0,23,0,,,,,,,,,0
1445,,,,,INV_Misc_Head_Scourge_01,0,0,0,0,0,0,0,,,,,,,,,0
1451,,,,,INV_Misc_Candle_01,0,0,0,0,0,0,0,,,,,,,,,0
1455,Axe_1H_Hatchet_C_01.mdl,,Axe_1H_Hatchet_C_01Black,,INV_Axe_03,0,0,0,0,0,8,0,,,,,,,,,0
1458,Axe_2H_War_A_01.mdl,,Axe_2H_War_A_01Blue,,INV_Axe_01,0,0,0,0,0,9,0,,,,,,,,,0
1461,Hammer_1H_Standard_B_03.mdl,,Hammer_1H_Standard_B_03Red,,INV_Hammer_04,0,0,0,0,0,8,0,,,,,,,,,0
1464,,,,,INV_Misc_Herb_07,0,0,0,0,0,23,0,,,,,,,,,0
1465,Axe_1H_Hatchet_A_01.mdl,,Axe_1H_Hatchet_A_01Red,,INV_Axe_03,0,0,0,0,0,8,0,,,,,,,,,0
1466,Sword_2H_Claymore_C_01.mdl,,Sword_2H_Claymore_C_01_V01,,INV_Sword_08,0,0,0,0,0,9,0,,,,,,,,,0
1467,Stave_2H_Long_B_01.mdl,,Stave_2H_Long_B_01Blue,,INV_Staff_04,0,0,0,0,0,13,0,,,,,,,,,0
1469,Stave_2H_Long_D_01.mdl,,Stave_2H_Long_D_01Silver,,INV_Staff_06,0,0,0,0,0,13,0,,,,,,,,,0
1471,,,,,INV_Misc_Bag_08,0,0,0,0,0,0,0,,,,,,,,,0
1474,,,,,INV_Misc_Candle_03,0,0,0,0,0,0,0,,,,,,,,,0
1475,Hammer_1H_Maul_A_01.mdl,,Hammer_1H_Maul_A_01Silver,,INV_Mace_01,0,0,0,0,0,8,0,,,,,,,,,0
1477,Hammer_2H_Maul_A_01.mdl,,Hammer_2H_Maul_A_01Silver,,INV_Hammer_03,0,0,0,0,0,9,0,,,,,,,,,0
1478,Hammer_2H_Maul_A_02.mdl,,Hammer_2H_Maul_A_02Black,,INV_Hammer_03,0,0,0,0,0,9,0,,,,,,,,,0
1480,Axe_1H_Pick_A_01.mdl,,Axe_1H_Pick_A_01Brown,,INV_Pick_02,0,0,0,0,0,9,0,,,,,,,,,0
1481,Axe_1H_Pick_A_01.mdl,,Axe_1H_Pick_A_01Brown,,INV_Pick_05,0,0,0,0,0,9,0,,,,,,,,,0
1482,,,,,INV_Potion_18,0,0,0,0,0,15,0,,,,,,,,,0
1483,,,,,INV_Misc_Food_09,0,0,0,0,0,15,0,,,,,,,,,0
1484,,,,,INV_Misc_EmptyFlask_01,0,0,0,0,0,15,0,,,,,,,,,0
1485,,,,,INV_Ingot_04,0,0,0,0,0,0,0,,,,,,,,,0
1487,Misc_2H_FishingPole_A_01.mdl,,Misc_2H_FishingPole_A_01,,INV_Misc_Flute_01,0,0,0,0,0,5,0,,,,,,,,,0
1489,Stave_2H_Jeweled_C_01.mdl,,Stave_2H_Jeweled_C_01Green,,INV_Staff_07,0,0,0,0,0,13,0,,,,,,,,,0
220,,,,,INV_Robe_02,1,0,1,0,0,7,0,Generic_HuWk_01_Sleeve_AU,Generic_HuWk_01_Sleeve_AL,,Generic_HuWk_01_Chest_TU,Generic_HuWk_01_Chest_TL,Generic_HuWk_01_Pants_LU,Generic_HuWk_01_Pant_LL,,0
222,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,,Generic_HuMa_01_Boot_FO,0
224,,,,,INV_Jewelry_Ring_03,0,0,0,0,0,14,0,,,,,,,,,0
229,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_OrWr_01_Belt_LU,,,0
230,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_OrWr_01_Boot_LL,Generic_OrWr_01_Boot_FO,0
233,,,,,INV_Boots_01,0,0,0,0,0,11,0,,,,,,,Mail_A_01_Boot_LL,Mail_A_01_Boot_FO,0
241,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_DwMa_01_Belt_LU,,,0
242,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,,Generic_DwMa_01_Boot_FO,0
244,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_DwRu_01_Belt_LU,,,0
245,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_DwRu_01_Boot_LL,Generic_DwRu_01_Boot_FO,0
248,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_DwPr_01_Belt_LU,,,0
249,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_DwPr_01_Boot_LL,Generic_DwPr_01_Boot_FO,0
252,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_DwWr_01_Belt_LU,,,0
253,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_DwWr_01_Boot_LL,Generic_DwWr_01_Boot_FO,0
256,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_DwPa_01_Belt_LU,,,0
257,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_DwPa_01_Boot_LL,Generic_DwPa_01_Boot_FO,0
261,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_DwHu_01_Boot_LL,Generic_DwHu_01_Boot_FO,0
267,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,,Generic_HuAs_01_Boot_FO,0
275,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_HuPr_01_Belt_LU,,,0
276,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_HuPr_01_Boot_LL,Generic_HuPr_01_Boot_FO,0
281,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_HuWr_01_Belt_LU,,,0
282,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_HuWr_01_Boot_LL,Generic_HuWr_01_Boot_FO,0
292,,,,,INV_Potion_08,0,0,0,0,0,17,0,,,,,,,,,0
293,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_OrWk_01_Belt_LU,,,0
295,,,,,INV_Boots_02,0,0,0,0,0,7,0,,,,,,,,Generic_OrWk_01_Boot_FO,0
297,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_OrRu_01_Belt_LU,,,0
301,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_OrHu_01_Belt_LU,,,0
302,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_OrHu_01_Boot_LL,Generic_OrHu_01_Boot_FO,0
308,,,,,INV_Misc_Food_01,0,0,0,0,0,15,0,,,,,,,,,0
310,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_OrSh_01_Belt_LU,,,0
311,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_OrSh_01_Boot_LL,Generic_OrSh_01_Boot_FO,0
314,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_TaSh_01_Belt_LU,,,0
317,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_HuPa_01_Belt_LU,,,0
318,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,Generic_HuPa_01_Boot_LL,Generic_HuPa_01_Boot_FO,0
326,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_TaRu_01_Belt_LU,,,0
329,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_TaWr_01_Belt_LU,,,0
332,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_TaHu_01_Belt_LU,,,0
336,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Generic_OrAs_01_Belt_LU,,,0
337,,,,,INV_Boots_01,0,0,0,0,0,7,0,,,,,,,,Generic_OrAs_01_Boot_FO,0
362,,,,,INV_Misc_Bag_01,0,0,0,0,0,18,0,,,,,,,,,0
365,,,,,INV_Pants_02,0,1,0,0,0,7,0,,,,,,Generic_DwRu_01_Pants_LU,Generic_DwPrRu_01_Pants_LL,,0
368,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_DwPr_01_Pants_LU,Generic_DwPr_01_Pants_LL,,0
369,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_DwPr_01_Sleeve_AU,,,Generic_DwPr_01_Chest_TU,Generic_DwPr_01_Chest_TL,,,,0
370,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_DwWr_01_Pants_LU,Generic_DwWr_01_Pant_LL,,0
371,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_DwWr_01_Sleeve_AU,,,Generic_DwWr_01_Chest_TU,Generic_DwWr_01_Chest_TL,,,,0
372,,,,,INV_Pants_02,0,1,0,0,0,7,0,,,,,,Generic_DwPa_01_Pants_LU,Generic_DwPa_01_Pants_LL,,0
373,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_DwPa_01_Sleeve_AU,,,Generic_DwPa_01_Chest_TU,Generic_DwPa_01_Chest_TL,,,,0
374,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_DwHu_01_Pants_LU,Generic_DwHu_01_Pants_LL,,0
376,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_HuAs_01_Pants_LU,Generic_HuAs_01_Pant_LL,,0
378,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_HuPr_01_Pants_LU,Generic_HuPr_01_Pant_LL,,0
380,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_HuWr_01_Pants_LU,Generic_HuWr_01_Pant_LL,,0
381,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_HuWr_01_Sleeve_AU,,,Generic_HuWr_01_Chest_TU,Generic_HuWr_01_Chest_TL,,,,0
383,,,,,INV_Shirt_01,0,0,0,0,0,7,0,,,,Generic_OrRu_01_Chest_TU,Generic_OrRu_01_Chest_TL,,,,0
384,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_OrHu_01_Pants_LU,Generic_OrHu_01_Pants_LL,,0
385,,,,,INV_Shirt_01,0,0,0,0,0,7,0,,,,Generic_OrHu_01_Chest_TU,Generic_OrHu_01_Chest_TL,,,,0
386,,,,,INV_Pants_02,0,1,0,0,0,7,0,,,,,,Generic_OrSh_01_Pants_LU,Generic_OrSh_01_Pants_LL,,0
387,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_OrSh_01_Sleeve_AU,,,Generic_OrSh_01_Chest_TU,Generic_OrSh_01_Chest_TL,,,,0
388,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_TaSh_01_Pants_LU,Generic_TaSh_01_Pants_LL,,0
389,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_TaSh_01_Sleeve_AU,,,Generic_TaSh_01_Chest_TU,Generic_TaSh_01_Chest_TL,,,,0
390,,,,,INV_Pants_02,0,1,0,0,0,7,0,,,,,,Generic_HuPa_01_Pants_LU,Generic_HuPa_01_Pant_LL,,0
391,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_HuPa_01_Sleeve_AU,,,Generic_HuPa_01_Chest_TU,Generic_HuPa_01_Chest_TL,,,,0
392,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_TaRu_01_Pants_LU,Generic_TaRu_01_Pants_LL,,0
393,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_TaRu_01_Sleeve_AU,,,Generic_TaRu_01_Chest_TU,Generic_TaRu_01_Chest_TL,,,,0
394,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_TaWr_01_Pants_LU,Generic_TaWr_01_Pants_LL,,0
1011,,,,,INV_Gauntlets_05,0,0,0,0,0,7,0,,Cloth_R_02_Glove_AL,HARobeLightGlove01,,,,,,0
1012,,,,,INV_Jewelry_Amulet_02,0,0,0,0,0,0,0,,,,,,,,,0
1013,,,,,INV_Scroll_02,0,0,0,0,0,19,0,,,,,,,,,0
1017,,,,,INV_Gauntlets_05,1,0,0,0,0,7,0,,Leather_B_01_Bracer_AL,Leather_B_01_Glove_HA,,,,,,0
1019,,,,,INV_Chest_Chain,0,0,0,0,0,11,0,Mail_B_01_Sleeve_AU,,,Mail_B_01_Chest_TU,Mail_B_01_Chest_TL,,,,0
1020,,,,,INV_Boots_01,1,0,0,0,0,11,0,,,,,,,Mail_B_01_Boot_LL,Mail_B_01_Boot_FO,0
1022,Hammer_1H_War_D_01.mdl,,Hammer_1H_War_D_01_V01,,INV_Hammer_04,0,0,0,0,0,8,0,,,,,,,,,0
1025,,,,,INV_Misc_Bag_05,0,0,0,0,0,18,0,,,,,,,,,0
1026,,,,,INV_Potion_09,0,0,0,0,0,17,0,,,,,,,,,0
1028,,,,,INV_Jewelry_Ring_02,0,0,0,0,0,0,0,,Leather_A_02_Bracer_AL,,,,,,,0
1032,Sword_1H_Long_B_01.mdl,,Sword_1H_Long_B_01_V01,,INV_Sword_05,0,0,0,0,0,8,0,,,,,,,,,0
1037,,,,,INV_Scroll_08,0,0,0,0,0,19,0,,,,,,,,,0
1040,,,,,INV_Misc_Idol_03,0,0,0,0,0,15,0,,,,,,,,,0
1041,,,,,INV_Misc_Food_10,0,0,0,0,0,15,0,,,,,,,,,0
1045,Club_1H_Torch_A_01.mdl,,Club_1H_Torch_A_01,,INV_Sword_09,0,0,0,0,0,8,0,,,,,,,,,0
1046,,,,,INV_Jewelry_Ring_01,0,0,0,0,0,8,0,,,,,,,,,0
1054,,,,,INV_Mask_02,0,0,0,0,0,0,0,,,,,,,,,0
1057,LShoulder_Leather_A_01.mdl,RShoulder_Leather_A_01.mdl,Shoulder_Leather_A_01Brown,Shoulder_Leather_A_01Brown,INV_Shoulder_08,0,0,0,0,0,7,0,,,,,,,,,0
1058,LShoulder_Leather_A_01.mdl,RShoulder_Leather_A_01.mdl,Shoulder_Leather_A_01Tan,Shoulder_Leather_A_01Tan,INV_Shoulder_08,0,0,0,0,0,7,0,,,,,,,,,0
1060,LShoulder_Plate_D_03.mdl,,Shoulder_Plate_D_03,,INV_Shoulder_02,0,0,0,0,0,7,0,,,,,,,,,0
1063,,,,,INV_Gauntlets_04,0,0,0,0,0,7,0,,Cloth_R_01_Glove_AL,Cloth_R_01_Glove_HA,,,,,,0
1068,LShoulder_Mail_C_01.mdl,RShoulder_Mail_C_01.mdl,Shoulder_Mail_C_01Silver,Shoulder_Mail_C_01Silver,INV_Shoulder_02,0,0,0,0,0,7,0,,,,,,,,,0
1069,,,,,INV_Scroll_01,0,0,0,0,0,0,0,,,,,,,,,0
1080,,,,,INV_Chest_Fur.tga,0,0,0,0,0,7,0,Leather_D_01_Black_Sleeve_AU,,,Leather_D_01_Black_Chest_TU,Leather_D_01_Black_Chest_TL,,,,0
1083,Hammer_1H_War_D_01.mdl,,Hammer_1H_War_D_01_V01,,INV_Hammer_03,0,0,0,0,0,8,0,,,,,,,,,0
1087,,,,,INV_Misc_Food_05,0,0,0,0,0,15,0,,,,,,,,,0
1090,Stave_2H_Long_A_01.mdl,,Stave_2H_Long_A_01Teal,,INV_Staff_04,0,0,0,0,0,13,0,,,,,,,,,0
1092,Stave_2H_Long_A_01.mdl,,Stave_2H_Long_A_01Teal,,INV_Staff_07,0,0,0,0,0,13,0,,,,,,,,,0
1093,,,,,INV_Scroll_07,0,0,0,0,0,20,0,,,,,,,,,0
1095,,,,,INV_Ammo_Arrow_01,0,0,0,0,0,12,0,,,,,,,,,0
1096,,,,,INV_Scroll_04,0,0,0,0,0,20,0,,,,,,,,,0
1097,,,,,INV_Scroll_05,0,0,0,0,0,15,0,,,,,,,,,0
1098,,,,,INV_Shirt_01,0,0,0,0,0,0,0,,,,,,,,,0
1102,,,,,INV_Scroll_03,0,0,0,0,0,20,0,,,,,,,,,0
1103,,,,,INV_Misc_Book_07,0,0,0,0,0,19,0,,,,,,,,,0
1107,,,,,INV_Belt_01,0,0,0,0,0,7,0,,,,,,Leather_D_01_Belt_LU,,,0
1115,Club_1H_Spiked_A_01.mdl,,Club_1H_Spiked_A_01_V01,,INV_Mace_01,0,0,0,0,0,8,0,,,,,,,,,0
1116,,,,,INV_Misc_Food_16,0,0,0,0,0,15,0,,,,,,,,,0
1117,,,,,INV_Misc_Food_14,0,0,0,0,0,0,0,,,,,,,,,0
1118,,,,,INV_Misc_Food_16,0,0,0,0,0,0,0,,,,,,,,,0
1119,,,,,INV_Misc_Candle_01,0,0,0,0,0,0,0,,,,,,,,,0
1120,,,,,INV_Misc_Candle_01,0,0,0,0,0,0,0,,,,,,,,,0
1121,Sword_1H_Machete_B_01.mdl,,Sword_1H_Machete_B_01_V01,,INV_Sword_04,0,0,0,0,0,8,0,,,,,,,,,0
1123,Helm_Leather_D_01.mdl,,Helm_Leather_D_01Brown,,INV_Helmet_04,0,0,0,0,0,7,0,,,,,,,,,0
1124,Helm_Leather_A_01.mdx,,Helm_Leather_A_01Orange,,INV_Helmet_04,0,0,0,0,0,7,0,,,,,,,,,0
1126,Helm_Mail_D_01.mdl,,Helm_Mail_D_01Gold,,INV_Helmet_03,0,0,0,0,0,7,0,,,,,,,,,0
1127,Helm_Mail_C_02.mdl,,Helm_Mail_C_02Black,,INV_Helmet_03,0,0,0,0,0,7,0,,,,,,,,,0
1128,Helm_Plate_D_02.mdl,,Helm_Plate_D_02Silver,,INV_Helmet_03,0,0,0,0,0,7,0,,,,,,,,,0
1129,Helm_Plate_D_01.mdl,,Helm_Plate_D_01Purple,,INV_Helmet_03,0,0,0,0,0,7,0,,,,,,,,,0
1130,Helm_Plate_D_03.mdl,,Helm_Plate_D_03Silver,,INV_Helmet_03,0,0,0,0,0,7,0,,,,,,,,,0
1131,Helm_Mail_A_02.mdl,,Helm_Mail_A_02Silver,,INV_Helmet_03,0,0,0,0,0,7,0,,,,,,,,,0
1132,Helm_Mail_A_02.mdl,,Helm_Mail_A_02Silver,,INV_Helmet_02,0,0,0,0,0,11,0,,,,,,,,,0
1134,,,,,INV_Misc_Book_10,0,0,0,0,0,19,0,,,,,,,,,0
1136,Firearm_2H_Rifle_A_01.mdl,,Firearm_2H_Rifle_A_01Copper,,INV_Musket_03,0,0,0,0,224,8,0,,,,,,,,,0
1137,Firearm_2H_Rifle_B_01.mdl,,Firearm_2H_Rifle_A_01Silver,,INV_Musket_03,0,0,0,0,224,8,0,,,,,,,,,0
1139,,,,,INV_Jewelry_Talisman_04,0,0,0,0,0,14,0,,,,,,,,,0
1141,,,,,INV_Misc_MonsterSpiderCarapace_01,0,0,0,0,0,0,0,,,,,,,,,0
1143,,,,,INV_Misc_Book_09,0,0,0,0,0,19,0,,,,,,,,,0
1144,,,,,INV_Misc_Food_08,0,0,0,0,0,15,0,,,,,,,,,0
1145,,,,,INV_Misc_Food_12,0,0,0,0,0,15,0,,,,,,,,,0
1148,,,,,INV_Jewelry_Amulet_04,0,0,0,0,0,7,0,,,,,,,,,0
1150,,,,,INV_Potion_08,0,0,0,0,0,17,0,,,,,,,,,0
1151,,,,,INV_Misc_MonsterFang_01,0,0,0,0,0,15,0,,,,,,,,,0
1155,,,,,INV_Misc_Book_08,0,0,0,0,0,19,0,,,,,,,,,0
1159,Mace_1H_Flanged_D_01.mdl,,Mace_1H_Flanged_D_01Copper,,INV_Mace_01,0,0,0,0,0,8,0,,,,,,,,,0
1160,Mace_1H_Standard_A_01.mdl,,Mace_1H_Standard_A_01Silver,,INV_Mace_01,0,0,0,0,0,8,0,,,,,,,,,0
1161,Mace_1H_Flanged_A_01.mdl,,Mace_1H_Flanged_A_01Silver,,INV_Mace_01,0,0,0,0,0,8,0,,,,,,,,,0
1165,Club_1H_Cane_A_01.mdl,,Club_1H_Cane_A_01_V01,,INV_Staff_08,0,0,0,0,0,0,0,,,,,,,,,0
1166,Helm_Eyepatch_A_01.mdl,,Helm_Eyepatch_A_01Black,,INV_Shield_09,0,0,0,0,0,7,0,,,,,,,,,0
1168,,,,,INV_Misc_Bag_10,0,0,0,0,0,18,0,,,,,,,,,0
1170,Helm_Monocle_A_01.mdl,,Helm_Monocle_A_01Gold,,INV_Misc_Spyglass_03,0,0,0,0,0,7,0,,,,,,,,,0
1183,,,,,INV_Misc_Bag_10,0,0,0,0,0,18,0,,,,,,,,,0
395,,,,,INV_Shirt_01,0,0,0,0,0,7,0,Generic_TaWr_01_Sleeve_AU,,,Generic_TaWr_01_Chest_TU,Generic_TaWr_01_Chest_TL,,,,0
396,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_TaHu_01_Pants_LU,Generic_TaHu_01_Pants_LL,,0
397,,,,,INV_Shirt_01,0,0,0,0,0,7,0,,,,Generic_TaHu_01_Chest_TU,Generic_TaHu_01_Chest_TL,,,,0
398,,,,,INV_Pants_02,0,0,0,0,0,7,0,,,,,,Generic_OrAs_01_Pants_LU,Generic_OrAs_01_Pants_LL,,0
