ID,CharacterLoadoutID,ItemID
21050,1641,34652
21051,1641,34655
21052,1641,34659
21053,1641,34650
21054,1641,34653
21055,1641,34649
21056,1641,34651
21057,1641,34656
21058,1641,34648
21059,1641,34657
21060,1641,34658
21061,1641,38145
21062,1641,38147
21063,1641,41751
21064,1641,40582
21065,1642,34652
21066,1642,34655
21067,1642,34659
21068,1642,34650
21069,1642,34653
21070,1642,34649
21071,1642,34651
21072,1642,34656
21073,1642,34648
21074,1642,34657
21075,1642,34658
21076,1642,38145
21077,1642,38147
21078,1642,41751
21079,1642,40582
21080,1643,34652
21081,1643,34655
21082,1643,34659
21083,1643,34650
21084,1643,34653
21085,1643,34649
21086,1643,34651
21087,1643,34656
21088,1643,34648
21089,1643,34657
21090,1643,34658
21091,1643,38145
21092,1643,38147
21093,1643,41751
21094,1643,40582
21112,1497,6125
21113,1497,139
21114,1497,140
21115,1497,6948
21116,1497,12282
21117,1498,127
21118,1498,6126
21119,1498,6127
21120,1498,12282
21121,1498,6948
21122,1498,2101
21123,1498,2504
21124,1498,2512
21125,1499,2105
21126,1499,120
21127,1499,121
21128,1499,25861
21129,1499,2092
21130,1499,50055
21131,1499,6948
21132,1500,154
21133,1500,153
21134,1500,6948
21135,1500,36
21136,1500,2362
21137,1501,6129
21138,1501,1396
21139,1501,59
21140,1501,35
21141,1501,6948
21142,1502,38
21143,1502,39
21144,1502,40
21145,1502,12282
21146,1502,6948
21147,1503,6117
21148,1503,6118
21149,1503,43
21150,1503,2361
21151,1503,6948
21152,1504,148
21153,1504,147
21154,1504,129
21155,1504,12282
21156,1504,2102
21157,1504,2508
21158,1504,2516
21159,1504,6948
21160,1505,6098
21161,1505,53
21162,1505,52
21163,1505,51
21164,1505,35
21165,1505,6948
21166,1506,49778
21167,1506,6120
21168,1506,6121
21169,1506,6122
21170,1506,6948
21171,1507,12282
21172,1507,148
21173,1507,147
21174,1507,129
21175,1507,2504
21176,1507,2101
21177,1507,2512
21178,1507,6948
21179,1508,2092
21180,1508,49
21181,1508,48
21182,1508,47
21183,1508,50055
21184,1508,28979
21185,1508,6948
21186,1509,3661
21187,1509,6119
21188,1509,52
21189,1509,51
21190,1509,53
21191,1509,6948
21192,1510,6125
21193,1510,139
21194,1510,2361
21195,1510,6948
21196,1511,127
21197,1511,6126
21198,1511,6948
21199,1511,12282
21200,1511,2508
21201,1511,2102
21202,1511,2516
21203,1512,154
21204,1512,153
21205,1512,6948
21206,1512,36
21207,1512,2362
21208,1513,35
21209,1513,6139
21210,1513,6124
21211,1513,6948
21212,1514,3661
21213,1514,6123
21214,1514,6124
21215,1514,6948
21216,1515,2092
21217,1515,49
21218,1515,48
21219,1515,47
21220,1515,50055
21221,1515,25861
21222,1515,6948
21223,1516,49
21224,1516,48
21225,1516,47
21226,1516,2092
21227,1516,50055
21228,1516,28979
21229,1516,6948
21230,1517,56
21231,1517,1395
21232,1517,6096
21233,1517,55
21234,1517,35
21235,1517,6948
21236,1518,57
21237,1518,6097
21238,1518,1396
21239,1518,59
21240,1518,35
21241,1518,6948
21242,1519,2092
21243,1519,6136
21244,1519,6137
21245,1519,6138
21246,1519,50055
21247,1519,25861
21248,1519,6948
21249,1520,12282
21250,1520,2101
21251,1520,2512
21252,1520,2504
21253,1520,6126
21254,1520,127
21255,1520,6948
21256,1521,35
21257,1521,6144
21258,1521,53
21259,1521,52
21260,1521,6948
21261,1522,36
21262,1522,6134
21263,1522,6135
21264,1522,2362
21265,1522,6948
21266,1523,38
21267,1523,39
21268,1523,40
21269,1523,49778
21270,1523,6948
21271,1524,49778
21272,1524,6125
21273,1524,139
21274,1524,25861
21275,1524,6948
21276,1525,6140
21277,1525,1395
21278,1525,6096
21279,1525,55
21280,1525,35
21281,1525,6948
21282,1527,20982
21283,1527,20897
21284,1527,20896
21285,1527,20898
21286,1527,50057
21287,1527,28979
21288,1527,6948
21289,1528,20891
21290,1528,53
21291,1528,52
21292,1528,20978
21293,1528,51
21294,1528,6948
21295,1529,20893
21296,1529,20894
21297,1529,6096
21298,1529,20978
21299,1529,20895
21300,1529,6948
21301,1530,20892
21302,1530,1396
21303,1530,59
21304,1530,20978
21305,1530,6097
21306,1530,6948
21307,1531,20901
21308,1531,20899
21309,1531,20900
21310,1531,12282
21311,1531,6948
21312,1531,2101
21313,1531,20980
21314,1531,2512
21315,1532,23473
21316,1532,23474
21317,1532,23475
21318,1532,23346
21319,1532,6948
21320,1533,23476
21321,1533,23477
21322,1533,2361
21323,1533,6948
21324,1534,23345
21325,1534,23344
21326,1534,12282
21327,1534,23348
21328,1534,6948
21329,1534,23347
21330,1534,2101
21331,1534,2512
21332,1535,1396
21333,1535,6097
21334,1535,3661
21335,1535,23322
21336,1535,6948
21337,1536,23478
21338,1536,23479
21339,1536,3661
21340,1536,23473
21341,1536,6948
21342,1537,24143
21343,1537,24145
21344,1537,24146
21345,1537,23346
21346,1537,6948
21347,1538,23345
21348,1538,23344
21349,1538,23348
21350,1538,6948
21351,1538,36
21352,1538,2362
21353,1539,6129
21354,1539,1396
21355,1539,59
21356,1539,35
21357,1539,6948
21358,1540,6144
21359,1540,53
21360,1540,52
21361,1540,35
21362,1540,51
21363,1540,6948
21364,1541,6140
21365,1541,1395
21366,1541,6096
21367,1541,35
21368,1541,55
21369,1541,6948
21370,1542,6125
21371,1542,139
21372,1542,140
21373,1542,49778
21374,1542,6948
21375,1543,2092
21376,1543,2105
21377,1543,120
21378,1543,121
21379,1543,50055
21380,1543,28979
21381,1543,6948
21382,1526,38
21383,1526,39
21384,1526,40
21385,1526,49778
21386,1526,6948
21387,1496,57
21388,1496,6097
21389,1496,1396
21390,1496,35
21391,1496,59
21392,1496,6948
21393,1494,6098
21394,1494,52
21395,1494,53
21396,1494,51
21397,1494,35
21398,1494,6948
21399,1495,56
21400,1495,1395
21401,1495,55
21402,1495,35
21403,1495,6096
21404,1495,6948
21405,1492,45
21406,1492,43
21407,1492,44
21408,1492,6948
21409,1492,2361
21410,1493,49
21411,1493,47
21412,1493,48
21413,1493,28979
21414,1493,2092
21415,1493,50055
21416,1493,6948
21417,1643,38145
21418,1643,38145
21419,1643,38145
21420,1642,38145
21421,1642,38145
21422,1642,38145
21423,1641,38145
21424,1641,38145
21425,1641,38145
21426,1640,38145
21427,1640,38145
21428,1640,38145
21429,1639,38145
21430,1639,38145
21431,1639,38145
21432,1638,38145
21433,1638,38145
21434,1638,38145
21435,1636,38145
21436,1636,38145
21437,1636,38145
21438,1637,38145
21439,1637,38145
21440,1637,38145
21441,1635,38145
21442,1635,38145
21443,1635,38145
21444,1634,38145
21445,1634,38145
21446,1634,38145
21497,1649,6948
21512,1650,4499
21513,1650,4499
21514,1650,4499
21515,1650,7371
21516,1650,6948
21517,1650,186074
21518,1650,186045
21519,1650,186034
21520,1650,186038
21521,1650,186035
21522,1650,186040
21523,1650,186036
21524,1650,186039
21525,1650,186041
21526,1650,186037
21527,1650,185982
21528,1650,185984
21529,1650,185985
21530,1650,185988
21531,1651,4499
21532,1651,4499
21533,1651,4499
21534,1651,4499
21535,1651,6948
21536,1651,186074
21537,1651,186046
21538,1651,186020
21539,1651,186023
21540,1651,186025
21541,1651,186018
21542,1651,186022
21543,1651,186019
21544,1651,186021
21545,1651,186024
21546,1651,185984
21547,1651,185983
21548,1651,185988
21549,1651,185987
21550,1652,4499
21551,1652,4499
21552,1652,4499
21553,1652,4499
21554,1652,6948
21555,1652,186074
21556,1652,186047
21557,1652,186086
21558,1652,186087
21559,1652,186088
21560,1652,186085
21561,1652,185998
21562,1652,186016
21563,1652,186001
21564,1652,186002
21565,1652,185984
21566,1652,185981
21567,1652,185985
21568,1652,185988
21569,1653,4499
21570,1653,4499
21571,1653,4499
21572,1653,4499
21573,1653,6948
21574,1653,186074
21575,1653,186046
21576,1653,186020
21577,1653,186023
21578,1653,186025
21579,1653,186018
21580,1653,186022
21581,1653,186019
21582,1653,186021
21583,1653,186024
21584,1653,185984
21585,1653,185983
21586,1653,185988
21587,1653,185987
21588,1654,4499
21589,1654,4499
21590,1654,4499
21591,1654,4499
21592,1654,6948
21593,1654,186074
21594,1654,186044
21595,1654,186078
21596,1654,186079
21597,1654,186080
21598,1654,186076
21599,1654,186028
21600,1654,186031
21601,1654,186033
21602,1654,186029
21603,1654,185982
21604,1654,185984
21605,1654,185985
21606,1654,185988
21607,1655,4499
21608,1655,4499
21609,1655,4499
21610,1655,4499
21611,1655,6948
21612,1655,5178
21613,1655,5177
21614,1655,5176
21615,1655,5175
21616,1655,186074
21617,1655,186075
21618,1655,186081
21619,1655,186082
21620,1655,186083
21621,1655,186084
21622,1655,186036
21623,1655,186039
21624,1655,186041
21625,1655,186037
21626,1655,185984
21627,1655,185983
21628,1655,185988
21629,1655,185987
21630,1656,4499
21631,1656,4499
21632,1656,4499
21633,1656,21340
21634,1656,6948
21635,1656,186074
21636,1656,186046
21637,1656,186020
21638,1656,186023
21639,1656,186025
21640,1656,186018
21641,1656,186022
21642,1656,186019
21643,1656,186021
21644,1656,186024
21645,1656,185984
21646,1656,185983
21647,1656,185988
21648,1656,185987
21649,1657,4499
21650,1657,4499
21651,1657,4499
21652,1657,4499
21653,1657,6948
21668,1658,4499
21669,1658,4499
21670,1658,4499
21671,1658,4499
21672,1658,6948
21673,1658,186074
21674,1658,186047
21675,1658,185998
21676,1658,186016
21677,1658,186001
21678,1658,186002
21679,1658,185976
21680,1658,186015
21681,1658,185977
21682,1658,185999
21683,1658,185984
21684,1658,185981
21685,1658,185985
21686,1658,185988
21687,1649,30744
21688,1649,30744
21689,1649,30744
21690,1649,30744
