ID,SkillLine,Spell,RaceMask,ClassMask,ExcludeRace,ExcludeClass,MinSkillLineRank,SupercededBySpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Field_0_5_5_3494_012
3592,6,10,0,128,0,0,1,0,0,0,0,0
6827,6,12579,0,128,0,0,1,0,0,0,0,0
470,8,145,0,128,0,0,1,0,0,0,0,0
1812,8,3140,0,128,0,0,1,0,0,0,0,0
455,8,133,0,128,0,0,1,0,2,0,0,0
6699,8,11100,0,128,0,0,1,0,0,0,0,0
5433,8,10148,0,128,0,0,1,0,0,0,0,0
5593,8,10438,0,64,0,0,1,0,0,0,0,0
5592,8,10437,0,64,0,0,1,0,0,0,0,0
6802,8,12527,0,128,0,0,1,0,0,0,0,0
6801,8,12526,0,128,0,0,1,0,0,0,0,0
6800,8,12525,0,128,0,0,1,0,0,0,0,0
6799,8,12524,0,128,0,0,1,0,0,0,0,0
6797,8,12522,0,128,0,0,1,0,0,0,0,0
6796,8,12505,0,128,0,0,1,0,0,0,0,0
4673,8,8413,0,128,0,0,1,0,0,0,0,0
4511,8,899,0,64,0,0,1,0,0,0,0,0
4510,8,545,0,64,0,0,1,0,0,0,0,0
4509,8,315,0,64,0,0,1,0,0,0,0,0
4517,8,6365,0,64,0,0,1,0,0,0,0,0
4516,8,6364,0,64,0,0,1,0,0,0,0,0
4515,8,6363,0,64,0,0,1,0,0,0,0,0
4514,8,3599,0,64,0,0,1,0,0,0,0,0
4505,8,8053,0,64,0,0,1,0,0,0,0,0
4504,8,8052,0,64,0,0,1,0,0,0,0,0
6679,8,12340,0,128,0,0,1,0,0,0,0,0
6681,8,11078,0,128,0,0,1,0,0,0,0,0
6677,8,12339,0,128,0,0,1,0,0,0,0,0
6656,8,11069,0,128,0,0,1,0,0,0,0,0
4704,8,8458,0,128,0,0,1,0,0,0,0,0
4703,8,8457,0,128,0,0,1,0,0,0,0,0
4694,8,8446,0,128,0,0,1,0,0,0,0,0
4693,8,8445,0,128,0,0,1,0,0,0,0,0
4692,8,8444,0,128,0,0,1,0,0,0,0,0
6798,8,12523,0,128,0,0,1,0,0,0,0,0
6697,8,12349,0,128,0,0,1,0,0,0,0,0
7179,8,13021,0,128,0,0,1,0,0,0,0,0
7178,8,13020,0,128,0,0,1,0,0,0,0,0
7055,8,12871,0,0,0,0,1,0,0,0,0,0
7054,8,12875,0,0,0,0,1,0,0,0,0,0
7049,8,12654,0,0,0,0,1,0,0,0,0,0
7048,8,12848,0,0,0,0,1,0,0,0,0,0
7047,8,12847,0,0,0,0,1,0,0,0,0,0
7046,8,12846,0,0,0,0,1,0,0,0,0,0
7045,8,11120,0,0,0,0,1,0,0,0,0,0
7044,8,11119,0,0,0,0,1,0,0,0,0,0
7238,8,12559,0,0,0,0,1,0,0,0,0,0
7237,8,11094,0,0,0,0,1,0,0,0,0,0
7236,8,13043,0,0,0,0,1,0,0,0,0,0
5927,8,11315,0,64,0,0,1,0,0,0,0,0
5630,8,10526,0,64,0,0,1,0,0,0,0,0
5629,8,8249,0,64,0,0,1,0,0,0,0,0
5606,8,10479,0,64,0,0,1,0,0,0,0,0
5596,8,10447,0,64,0,0,1,0,0,0,0,0
4721,8,8499,0,64,0,0,1,0,0,0,0,0
7180,8,13022,0,128,0,0,1,0,0,0,0,0
7177,8,13019,0,128,0,0,1,0,0,0,0,0
7176,8,13018,0,128,0,0,1,0,0,0,0,0
7053,8,12874,0,0,0,0,1,0,0,0,0,0
5988,8,11366,0,128,0,0,1,0,0,0,0,0
7052,8,12873,0,0,0,0,1,0,0,0,0,0
7051,8,12872,0,0,0,0,1,0,0,0,0,0
5926,8,11314,0,64,0,0,1,0,0,0,0,0
6720,8,12400,0,128,0,0,1,0,0,0,0,0
6719,8,12399,0,128,0,0,1,0,0,0,0,0
6718,8,12398,0,128,0,0,1,0,0,0,0,0
6717,8,12378,0,128,0,0,1,0,0,0,0,0
6716,8,11124,0,128,0,0,1,0,0,0,0,0
6709,8,12355,0,128,0,0,1,0,0,0,0,0
6708,8,12360,0,128,0,0,1,0,0,0,0,0
6707,8,12359,0,128,0,0,1,0,0,0,0,0
6706,8,12358,0,128,0,0,1,0,0,0,0,0
6705,8,12357,0,128,0,0,1,0,0,0,0,0
6704,8,11103,0,128,0,0,1,0,0,0,0,0
6702,8,12351,0,128,0,0,1,0,0,0,0,0
6685,8,12342,0,128,0,0,1,0,0,0,0,0
5635,8,10587,0,64,0,0,1,0,0,0,0,0
5634,8,10586,0,64,0,0,1,0,0,0,0,0
5633,8,10585,0,64,0,0,1,0,0,0,0,0
5605,8,10478,0,64,0,0,1,0,0,0,0,0
5595,8,10445,0,64,0,0,1,0,0,0,0,0
6684,8,12343,0,128,0,0,1,0,0,0,0,0
6683,8,12344,0,128,0,0,1,0,0,0,0,0
6682,8,11080,0,128,0,0,1,0,0,0,0,0
6680,8,12341,0,128,0,0,1,0,0,0,0,0
4691,8,2948,0,128,0,0,1,0,0,0,0,0
4677,8,8423,0,128,0,0,1,0,0,0,0,0
4676,8,8422,0,128,0,0,1,0,0,0,0,0
4543,8,8190,0,64,0,0,1,0,0,0,0,0
4541,8,8181,0,64,0,0,1,0,0,0,0,0
4566,8,8227,0,64,0,0,1,0,0,0,0,0
4513,8,951,0,64,0,0,1,0,0,0,0,0
4512,8,923,0,64,0,0,1,0,0,0,0,0
4503,8,8050,0,64,0,0,1,0,0,0,0,0
4508,8,8030,0,64,0,0,1,0,0,0,0,0
4507,8,8027,0,64,0,0,1,0,0,0,0,0
4506,8,8024,0,64,0,0,1,0,0,0,0,0
5597,8,10448,0,64,0,0,1,0,0,0,0,0
5587,8,10420,0,64,0,0,1,0,0,0,0,0
5586,8,10419,0,64,0,0,1,0,0,0,0,0
5906,8,11113,0,128,0,0,1,0,0,0,0,0
4672,8,8412,0,128,0,0,1,0,0,0,0,0
4720,8,8498,0,64,0,0,1,0,0,0,0,0
4690,8,1535,0,64,0,0,1,0,0,0,0,0
4668,8,8402,0,128,0,0,1,0,0,0,0,0
4667,8,8401,0,128,0,0,1,0,0,0,0,0
4666,8,8400,0,128,0,0,1,0,0,0,0,0
5474,8,10225,0,128,0,0,1,0,0,0,0,0
5473,8,10223,0,128,0,0,1,0,0,0,0,0
5470,8,10216,0,128,0,0,1,0,0,0,0,0
5469,8,10215,0,128,0,0,1,0,0,0,0,0
5466,8,10207,0,128,0,0,1,0,0,0,0,0
5465,8,10206,0,128,0,0,1,0,0,0,0,0
5464,8,10205,0,128,0,0,1,0,0,0,0,0
5461,8,10199,0,128,0,0,1,0,0,0,0,0
5460,8,10197,0,128,0,0,1,0,0,0,0,0
6560,8,11370,0,128,0,0,1,0,0,0,0,0
6559,8,11369,0,128,0,0,1,0,0,0,0,0
6558,8,11368,0,128,0,0,1,0,0,0,0,0
6557,8,11367,0,128,0,0,1,0,0,0,0,0
6556,8,11115,0,128,0,0,1,0,0,0,0,0
4223,8,2138,0,128,0,0,1,0,0,0,0,0
4222,8,2137,0,128,0,0,1,0,0,0,0,0
4221,8,2136,0,128,0,0,1,0,0,0,0,0
5434,8,10149,0,128,0,0,1,0,0,0,0,0
5436,8,10151,0,128,0,0,1,0,0,0,0,0
5435,8,10150,0,128,0,0,1,0,0,0,0,0
7050,8,11095,0,0,0,0,1,0,0,0,0,0
6698,8,12350,0,128,0,0,1,0,0,0,0,0
6696,8,11108,0,128,0,0,1,0,0,0,0,0
6676,8,12338,0,128,0,0,1,0,0,0,0,0
6561,8,11129,0,128,0,0,1,0,0,0,0,0
6703,8,12352,0,128,0,0,1,0,0,0,0,0
6701,8,11083,0,128,0,0,1,0,0,0,0,0
6700,8,12353,0,128,0,0,1,0,0,0,0,0
460,8,143,0,128,0,0,1,0,0,0,0,0
2976,8,543,0,128,0,0,1,0,0,0,0,0
1331,8,2121,0,128,0,0,1,0,0,0,0,0
1330,8,2120,0,128,0,0,1,0,0,0,0,0
6885,26,12663,0,0,0,0,1,0,0,0,0,0
6977,26,12812,0,0,0,0,1,0,0,0,0,0
3995,26,1715,0,1,0,0,1,7372,0,0,0,0
3985,26,6555,0,1,0,0,1,0,0,0,0,0
3984,26,6554,0,1,0,0,1,6555,0,0,0,0
3983,26,6552,0,1,0,0,1,6554,0,0,0,0
3982,26,6548,0,1,0,0,1,11572,0,0,0,0
3981,26,6547,0,1,0,0,1,6548,0,0,0,0
3980,26,6546,0,1,0,0,1,6547,0,0,0,0
3979,26,772,0,1,0,0,1,6546,0,0,0,0
6955,26,12785,0,0,0,0,1,0,0,0,0,0
6954,26,12784,0,0,0,0,1,0,0,0,0,0
6953,26,12783,0,0,0,0,1,0,0,0,0,0
6918,26,12712,0,0,0,0,1,0,0,0,0,0
6910,26,12703,0,0,0,0,1,0,0,0,0,0
6909,26,12702,0,0,0,0,1,0,0,0,0,0
6907,26,12700,0,0,0,0,1,0,0,0,0,0
6906,26,5530,0,0,0,0,1,0,0,0,0,0
6922,26,12723,0,0,0,0,1,0,0,0,0,0
6921,26,12292,0,0,0,0,1,0,0,0,0,0
6920,26,12714,0,0,0,0,1,0,0,0,0,0
6919,26,12713,0,0,0,0,1,0,0,0,0,0
6917,26,12163,0,0,0,0,1,0,0,0,0,0
6884,26,12659,0,0,0,0,1,0,0,0,0,0
7130,26,12294,0,0,0,0,1,0,0,0,0,0
7115,26,12963,0,0,0,0,1,0,0,0,0,0
7114,26,12290,0,0,0,0,1,0,0,0,0,0
7062,26,12679,0,0,0,0,1,0,0,0,0,0
7061,26,12678,0,0,0,0,1,0,0,0,0,0
7060,26,12677,0,0,0,0,1,0,0,0,0,0
7059,26,12676,0,0,0,0,1,0,0,0,0,0
7058,26,12295,0,0,0,0,1,0,0,0,0,0
7057,26,12666,0,0,0,0,1,0,0,0,0,0
7056,26,12665,0,0,0,0,1,0,0,0,0,0
7039,26,12867,0,0,0,0,1,0,0,0,0,0
7035,26,12834,0,0,0,0,1,0,0,0,0,0
6077,26,11580,0,1,0,0,1,11581,0,0,0,0
6076,26,8205,0,1,0,0,1,11580,0,0,0,0
6073,26,6343,0,1,0,0,1,8198,0,0,0,0
6071,26,11566,0,1,0,0,1,11567,0,0,0,0
6065,26,1719,0,1,0,0,1,0,0,0,0,0
6059,26,6178,0,1,0,0,1,11578,0,0,0,0
6058,26,100,0,1,0,0,1,6178,0,0,0,0
6057,26,2457,0,1,0,0,1,0,2,0,0,0
6078,26,11581,0,1,0,0,1,0,0,0,0,0
6075,26,8204,0,1,0,0,1,8205,0,0,0,0
6074,26,8198,0,1,0,0,1,8204,0,0,0,0
6068,26,11574,0,1,0,0,1,0,0,0,0,0
6067,26,11573,0,1,0,0,1,11574,0,0,0,0
6066,26,11572,0,1,0,0,1,11573,0,0,0,0
6064,26,11585,0,1,0,0,1,0,0,0,0,0
6063,26,11584,0,1,0,0,1,11585,0,0,0,0
6062,26,7887,0,1,0,0,1,11584,0,0,0,0
6061,26,7384,0,1,0,0,1,7887,0,0,0,0
6060,26,11578,0,1,0,0,1,0,0,0,0,0
6988,26,12296,0,0,0,0,1,0,0,0,0,0
6886,26,12664,0,0,0,0,1,0,0,0,0,0
6883,26,12658,0,0,0,0,1,0,0,0,0,0
6997,26,12833,0,0,0,0,1,0,0,0,0,0
6996,26,12832,0,0,0,0,1,0,0,0,0,0
6995,26,12831,0,0,0,0,1,0,0,0,0,0
6994,26,12165,0,0,0,0,1,0,0,0,0,0
6993,26,12830,0,0,0,0,1,0,0,0,0,0
6980,26,12815,0,0,0,0,1,0,0,0,0,0
6979,26,12814,0,0,0,0,1,0,0,0,0,0
6978,26,12813,0,0,0,0,1,0,0,0,0,0
6916,26,12711,0,0,0,0,1,0,0,0,0,0
6915,26,12708,0,0,0,0,1,0,0,0,0,0
6914,26,12707,0,0,0,0,1,0,0,0,0,0
6913,26,12705,0,0,0,0,1,0,0,0,0,0
6912,26,12288,0,0,0,0,1,0,0,0,0,0
6911,26,12704,0,0,0,0,1,0,0,0,0,0
6908,26,12701,0,0,0,0,1,0,0,0,0,0
6905,26,12284,0,0,0,0,1,0,0,0,0,0
6904,26,12696,0,0,0,0,1,0,0,0,0,0
6903,26,12695,0,0,0,0,1,0,0,0,0,0
6902,26,12285,0,0,0,0,1,0,0,0,0,0
6901,26,12697,0,0,0,0,1,0,0,0,0,0
6881,26,12286,0,0,0,0,1,0,0,0,0,0
6070,26,11565,0,1,0,0,1,11566,0,0,0,0
6069,26,11564,0,1,0,0,1,11565,0,0,0,0
6072,26,11567,0,1,0,0,1,0,0,0,0,0
6952,26,12781,0,0,0,0,1,0,0,0,0,0
1404,26,1608,0,1,0,0,1,11564,0,0,0,0
1403,26,285,0,1,0,0,1,1608,0,0,0,0
1402,26,284,0,1,0,0,1,285,0,0,0,0
1401,26,78,0,1,0,0,1,284,2,0,0,0
6887,26,12287,0,0,0,0,1,0,0,0,0,0
6889,26,12668,0,0,0,0,1,0,0,0,0,0
6888,26,12289,0,0,0,0,1,0,0,0,0,0
7037,26,12849,0,0,0,0,1,0,0,0,0,0
6890,26,12281,0,0,0,0,1,0,0,0,0,0
6856,26,12282,0,0,0,0,1,0,0,0,0,0
4282,26,7402,0,1,0,0,1,0,0,0,0,0
4281,26,7400,0,1,0,0,1,7402,0,0,0,0
4276,26,694,0,1,0,0,1,7400,0,0,0,0
4273,26,7373,0,1,0,0,1,0,0,0,0,0
4272,26,7372,0,1,0,0,1,7373,0,0,0,0
3394,38,1776,0,8,0,0,1,1777,0,0,0,0
3396,38,1757,0,8,0,0,1,1758,0,0,0,0
6379,38,5277,0,8,0,0,1,0,0,0,0,0
6378,38,11303,0,8,0,0,1,0,0,0,0,0
6377,38,8637,0,8,0,0,1,11303,0,0,0,0
6376,38,6768,0,8,0,0,1,8637,0,0,0,0
6375,38,1966,0,8,0,0,1,6768,0,0,0,0
6374,38,11281,0,8,0,0,1,0,0,0,0,0
6373,38,11280,0,8,0,0,1,11281,0,0,0,0
6372,38,11279,0,8,0,0,1,11280,0,0,0,0
6371,38,8721,0,8,0,0,1,11279,0,0,0,0
6370,38,2591,0,8,0,0,1,8721,0,0,0,0
6369,38,2590,0,8,0,0,1,2591,0,0,0,0
6368,38,2589,0,8,0,0,1,2590,0,0,0,0
6367,38,53,0,8,0,0,1,2589,0,0,0,0
5933,38,11286,0,8,0,0,1,0,0,0,0,0
5936,38,11293,0,8,0,0,1,11294,0,0,0,0
5932,38,11285,0,8,0,0,1,11286,0,0,0,0
4783,38,1768,0,8,0,0,1,1769,0,0,0,0
4782,38,1767,0,8,0,0,1,1768,0,0,0,0
4781,38,1766,0,8,0,0,1,1767,0,0,0,0
5937,38,11294,0,8,0,0,1,0,0,0,0,0
5931,38,8629,0,8,0,0,1,11285,0,0,0,0
4769,38,8621,0,8,0,0,1,11293,0,0,0,0
5934,38,1769,0,8,0,0,1,0,0,0,0,0
3397,38,1758,0,8,0,0,1,1759,0,0,0,0
3398,38,1759,0,8,0,0,1,1760,0,0,0,0
4032,38,1777,0,8,0,0,1,8629,0,0,0,0
3399,38,1760,0,8,0,0,1,8621,0,0,0,0
3395,38,1752,0,8,0,0,1,1757,2,0,0,0
3276,39,1725,0,8,0,0,1,0,0,0,0,0
6363,39,1786,0,8,0,0,1,1787,0,0,0,0
6385,39,11297,0,8,0,0,1,0,0,0,0,0
6384,39,2070,0,8,0,0,1,11297,0,0,0,0
6383,39,6770,0,8,0,0,1,2070,0,0,0,0
6366,39,1857,0,8,0,0,1,0,0,0,0,0
6365,39,1856,0,8,0,0,1,1857,0,0,0,0
6364,39,1787,0,8,0,0,1,0,0,0,0,0
6362,39,1785,0,8,0,0,1,1786,0,0,0,0
6381,39,8696,0,8,0,0,1,11305,0,0,0,0
6380,39,2983,0,8,0,0,1,8696,0,0,0,0
6360,39,921,0,8,0,0,1,0,0,0,0,0
6361,39,1784,0,8,0,0,1,1785,0,0,0,0
6382,39,11305,0,8,0,0,1,0,0,0,0,0
3965,39,2094,0,8,0,0,1,0,0,0,0,0
1687,40,2842,0,8,0,0,1,0,0,0,0,0
5970,40,11358,0,8,0,0,1,0,0,345,295,0
5969,40,11357,0,8,0,0,1,0,0,305,255,0
5968,40,11343,0,8,0,0,1,0,0,375,325,0
5967,40,11342,0,8,0,0,1,0,0,335,285,0
5966,40,11341,0,8,0,0,1,0,0,295,245,0
4809,40,8691,0,8,0,0,1,0,0,255,205,0
4807,40,8681,0,8,0,0,1,0,1,175,125,0
4808,40,8687,0,8,0,0,1,0,0,215,165,0
4810,40,8694,0,8,0,0,1,0,0,265,215,0
3969,40,6510,0,8,0,0,1,0,0,220,170,0
3626,40,5763,0,8,0,0,1,0,0,200,150,0
5987,40,11400,0,8,0,0,1,0,0,335,285,0
5986,40,3421,0,8,0,0,1,0,0,325,275,0
1959,40,3420,0,8,0,0,1,0,0,175,125,0
1689,40,2837,0,8,0,0,1,0,0,265,215,0
1688,40,2835,0,8,0,0,1,0,0,225,175,0
252,43,201,0,399,0,0,1,0,2,0,0,0
248,44,196,0,71,0,0,1,0,2,0,0,0
246,45,264,191,13,0,0,1,0,2,0,0,0
4411,45,2480,191,9,0,0,1,0,1,0,0,0
251,46,266,247,13,0,0,1,0,2,0,0,0
4413,46,7918,247,9,0,0,1,0,1,0,0,0
935,50,1513,0,4,0,0,1,1528,0,0,0,0
4102,50,771,0,4,0,0,1,0,0,0,0,0
4101,50,6969,0,4,0,0,1,0,0,0,0,0
3374,50,2641,0,4,0,0,1,0,0,0,0,0
2931,50,1528,0,4,0,0,1,6969,0,0,0,0
936,50,1515,0,4,0,0,1,2997,0,0,0,0
1790,50,883,0,4,0,0,1,0,0,0,0,0
1007,51,1494,0,4,0,0,1,1534,2,0,0,0
4112,51,6991,0,4,0,0,1,0,0,0,0,0
3968,51,1543,0,4,0,0,1,0,0,0,0,0
3849,51,6197,0,4,0,0,1,0,0,0,0,0
3244,51,5118,0,4,0,0,1,0,0,0,0,0
3442,51,1130,0,4,0,0,1,6991,0,0,0,0
254,54,198,0,1115,0,0,1,0,2,0,0,0
256,55,202,0,7,0,0,1,0,2,0,0,0
2296,56,1243,0,16,0,0,1,0,0,0,0,0
2332,56,2010,0,16,0,0,1,0,0,0,0,0
2331,56,2006,0,16,0,0,1,0,0,0,0,0
2327,56,552,0,16,0,0,1,0,0,0,0,0
2326,56,528,0,16,0,0,1,0,0,0,0,0
2325,56,596,0,16,0,0,1,0,0,0,0,0
2324,56,588,0,16,0,0,1,0,0,0,0,0
2323,56,1004,0,16,0,0,1,0,0,0,0,0
2322,56,984,0,16,0,0,1,0,0,0,0,0
2321,56,598,0,16,0,0,1,0,0,0,0,0
2320,56,591,0,16,0,0,1,0,0,0,0,0
2319,56,585,0,16,0,0,1,0,2,0,0,0
2318,56,972,0,16,0,0,1,0,0,0,0,0
2317,56,2055,0,16,0,0,1,0,0,0,0,0
2316,56,2054,0,16,0,0,1,0,0,0,0,0
2315,56,2053,0,16,0,0,1,0,0,0,0,0
2314,56,2052,0,16,0,0,1,0,0,0,0,0
2313,56,2050,0,16,0,0,1,0,2,0,0,0
2307,56,3747,0,16,0,0,1,0,0,0,0,0
2306,56,600,0,16,0,0,1,0,0,0,0,0
2305,56,592,0,16,0,0,1,0,0,0,0,0
2304,56,17,0,16,0,0,1,0,0,0,0,0
2303,56,988,0,16,0,0,1,0,0,0,0,0
2302,56,527,0,16,0,0,1,0,0,0,0,0
2299,56,2791,0,16,0,0,1,0,0,0,0,0
2298,56,1245,0,16,0,0,1,0,0,0,0,0
5886,56,1706,0,16,0,0,1,0,0,0,0,0
5110,56,9474,0,16,0,0,1,0,0,0,0,0
5109,56,9473,0,16,0,0,1,0,0,0,0,0
5108,56,9472,0,16,0,0,1,0,0,0,0,0
5870,56,10881,0,16,0,0,1,0,0,0,0,0
5869,56,10880,0,16,0,0,1,0,0,0,0,0
5868,56,10955,0,16,0,0,1,0,0,0,0,0
5858,56,10952,0,16,0,0,1,0,0,0,0,0
5857,56,10951,0,16,0,0,1,0,0,0,0,0
5856,56,10961,0,16,0,0,1,0,0,0,0,0
5855,56,10960,0,16,0,0,1,0,0,0,0,0
5854,56,10938,0,16,0,0,1,0,0,0,0,0
5853,56,10937,0,16,0,0,1,0,0,0,0,0
5852,56,10934,0,16,0,0,1,0,0,0,0,0
5851,56,10933,0,16,0,0,1,0,0,0,0,0
5850,56,10965,0,16,0,0,1,0,0,0,0,0
5849,56,10964,0,16,0,0,1,0,0,0,0,0
5848,56,10963,0,16,0,0,1,0,0,0,0,0
5847,56,10929,0,16,0,0,1,0,0,0,0,0
5846,56,10928,0,16,0,0,1,0,0,0,0,0
5845,56,10927,0,16,0,0,1,0,0,0,0,0
5844,56,10917,0,16,0,0,1,0,0,0,0,0
5843,56,10916,0,16,0,0,1,0,0,0,0,0
5842,56,10915,0,16,0,0,1,0,0,0,0,0
5841,56,10901,0,16,0,0,1,0,0,0,0,0
5840,56,10900,0,16,0,0,1,0,0,0,0,0
5839,56,10899,0,16,0,0,1,0,0,0,0,0
5838,56,10898,0,16,0,0,1,0,0,0,0,0
5830,56,10885,0,16,0,0,1,0,0,0,0,0
5829,56,10884,0,16,0,0,1,0,0,0,0,0
5107,56,2061,0,16,0,0,1,0,0,0,0,0
4157,56,7128,0,16,0,0,1,0,0,0,0,0
3795,56,6078,0,16,0,0,1,0,0,0,0,0
3794,56,6077,0,16,0,0,1,0,0,0,0,0
3793,56,6076,0,16,0,0,1,0,0,0,0,0
3792,56,6075,0,16,0,0,1,0,0,0,0,0
3791,56,6074,0,16,0,0,1,0,0,0,0,0
3790,56,139,0,16,0,0,1,0,0,0,0,0
3787,56,996,0,16,0,0,1,0,0,0,0,0
3785,56,1006,0,16,0,0,1,0,0,0,0,0
3784,56,602,0,16,0,0,1,0,0,0,0,0
3781,56,6066,0,16,0,0,1,0,0,0,0,0
3780,56,6065,0,16,0,0,1,0,0,0,0,0
3779,56,6064,0,16,0,0,1,0,0,0,0,0
3778,56,6063,0,16,0,0,1,0,0,0,0,0
3777,56,2060,0,16,0,0,1,0,0,0,0,0
3776,56,6060,0,16,0,0,1,0,0,0,0,0
5127,56,9485,0,16,0,0,1,0,0,0,0,0
5126,56,9484,0,16,0,0,1,0,0,0,0,0
2297,56,1244,0,16,0,0,1,0,0,0,0,0
2337,78,976,0,16,0,0,1,0,0,0,0,0
2347,78,594,0,16,0,0,1,0,0,0,0,0
2348,78,970,0,16,0,0,1,0,0,0,0,0
2346,78,589,0,16,0,0,1,0,0,0,0,0
2340,78,605,0,16,0,0,1,0,0,0,0,0
2349,78,992,0,16,0,0,1,0,0,0,0,0
2350,78,2767,0,16,0,0,1,0,0,0,0,0
5862,78,10945,0,16,0,0,1,0,0,0,0,0
5859,78,10909,0,16,0,0,1,0,0,0,0,0
5837,78,10894,0,16,0,0,1,0,0,0,0,0
5836,78,10893,0,16,0,0,1,0,0,0,0,0
5835,78,10892,0,16,0,0,1,0,0,0,0,0
