ID,SoundType,Name,File[0],File[1],File[2],File[3],File[4],File[5],File[6],File[7],File[8],File[9],Freq[0],Freq[1],Freq[2],Freq[3],Freq[4],Freq[5],Freq[6],Freq[7],Freq[8],Freq[9],DirectoryBase,VolumeFloat,Pitch,PitchVariation,Flags,MinDistance,MaxDistance,EAXDef
46,1,Dismember,m2hAxeHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,1,1,0,0,8,45,2
48,1,Special Physical Ability Cast,mWooshMediumCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\WeaponSwings,1,1,0,0,8,45,2
49,1,Special Ability Impact Sound,UnarmedAttackMediumCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Unarmed,1,1,0,0,8,45,2
50,1,Special Weapon Impact,m1hSwordHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,1,1,0,0,8,45,2
51,1,FireBoltPrecast,PreCastFireHigh.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Spells,1,1,0,512,8,45,2
61,2,GLUESCREENSMALLBUTTONMOUSEDOWN,iUIMainMenuButtonA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
62,2,GLUESCREENSMALLBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
63,2,GLUESCREENSMALLBUTTONMOUSEOVER,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
64,2,GLUESCREENMEDIUMBUTTONMOUSEDOWN,iUIMainMenuButtonA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
65,2,GLUESCREENMEDIUMBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
66,2,GLUESCREENMEDIUMBUTTONMOUSEOVER,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
67,2,GLUESCREENLARGEBUTTONMOUSEDOWN,iUIMainMenuButtonA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,1,1,0,32,8,45,2
68,2,GLUESCREENLARGEBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
69,2,GLUESCREENLARGEBUTTONMOUSEOVER,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
70,2,GLUESCREENEDITBOXKEYCLICK,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
71,2,GLUECHECKBOXMOUSEDOWN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
72,2,GLUECHECKBOXMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
73,2,GLUECHECKBOXMOUSEOVER,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
74,2,GLUECHARCUSTOMIZATIONMOUSEDOWN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
75,2,GLUECHARCUSTOMIZATIONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
76,2,GLUECHARCUSTOMIZATIONMOUSEOVER,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
77,2,GLUESCROLLBUTTONMOUSEDOWN,iUIMainMenuButtonA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,1,1,0,32,8,45,2
78,2,GLUESCROLLBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
79,2,GLUESCROLLBUTTONMOUSEOVER,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
80,2,GAMEABILITYBUTTONMOUSEDOWN,uChatScrollButton.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.5,1,0,32,8,45,2
83,2,GAMESPELLBUTTONMOUSEDOWN,uChatScrollButton.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.5,1,0,32,8,45,2
86,2,GAMEWINDOWOPEN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
87,2,GAMEWINDOWCLOSE,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
88,2,GAMEDIALOGOPEN,uEscapeScreenOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
89,2,GAMEDIALOGCLOSE,uEscapeScreenClose.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
90,2,GAMENEWWINDOWTAB,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
91,2,GAMESCREENSMALLBUTTONMOUSEDOWN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
92,2,GAMESCREENSMALLBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
93,2,GAMESCREENSMALLBUTTONMOUSEOVER,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
94,2,GAMESCREENMEDIUMBUTTONMOUSEDOWN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
95,2,GAMESCREENMEDIUMBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
96,2,GAMESCREENMEDIUMBUTTONMOUSEOVER,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
97,2,GAMESCREENLARGEBUTTONMOUSEDOWN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
98,2,GAMESCREENLARGEBUTTONMOUSEUP,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
99,2,GAMESCREENLARGEBUTTONMOUSEOVER,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
100,2,GAMETARGETFRIENDLYUNIT,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,1,1,0,32,8,45,2
101,2,GAMETARGETHOSTILEUNIT,iSelectTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,1,1,0,32,8,45,2
102,2,GAMETARGETNEUTRALUNIT,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,1,1,0,32,8,45,2
103,2,GAMEHIGHLIGHTFRIENDLYUNIT,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
104,2,GAMEHIGHLIGHTHOSTILEUNIT,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
105,2,GAMEHIGHLIGHTNEUTRALUNIT,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
106,2,GAMEINITIALATTACK,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
107,2,GAMEERROROUTOFRANGE,Bar_cant.wav,Bar_cannot.wav,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Error,1,1,0,32,8,45,2
108,2,GAMEERROROUTOFMANA,Bar_moremana.wav,Bar_needmana.wav,Bar_notenoughmana.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Error,1,1,0,32,8,45,2
109,2,GAMEERRORUNABLETOEQUIP,Bar_cantuse.wav,bar_cantuseyet.wav,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Error,1,1,0,32,8,45,2
110,2,GAMEERRORINVALIDTARGET,Bar_impossible.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Error,1,1,0,32,8,45,2
111,2,ACTIONBARBUTTONDOWN,uChatScrollButton.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.5,1,0,32,8,45,2
112,2,MAINBUTTONBARMENU,uOptionsOPEN1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
113,2,MINIMAPZOOMOUT,uMiniMapZoom.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
114,2,MINIMAPZOOMIN,uMiniMapZoom.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
115,2,MINIMAPOPEN,uMiniMapOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
116,2,MINIMAPCLOSE,uMiniMapClose.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.7,1,0,32,8,45,2
117,2,BAGMENUBUTTONPRESS,iEquipmentContainerOpenA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\interface,0.5,1,0,32,8,45,2
118,2,LOOTWINDOWOPEN,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
119,2,LOOTWINDOWCLOSE,UIWindowOpen.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
120,2,LOOTWINDOWCOINSOUND,LootCoinSmall.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,0.7,1,0,32,8,45,2
121,2,ITEMWEAPONSOUND,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
122,2,ITEMARMORSOUND,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
123,2,ITEMGENERICSOUND,MouseOverTarget.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1,0,32,8,45,2
124,2,LEVELUPSOUND,LevelUp.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Spells,0.8,1,0,32,8,45,2
129,4,Sword2H_ArmorFlesh,m2hSwordHitFlesh1a.wav,m2hSwordHitFlesh1b.wav,m2hSwordHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
130,4,Sword2H_ArmorFleshCritical,m2hSwordHitFlesh1a.wav,m2hSwordHitFlesh1b.wav,m2hSwordHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
131,4,Sword2H_ArmorChain,m2hSwordHitChain1a.wav,m2hSwordHitChain1b.wav,m2hSwordHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
132,4,Sword2H_ArmorChainCritical,m2hSwordHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
133,4,Sword2H_ArmorPlate,m2hSwordHitPlate1a.wav,m2hSwordHitPlate1b.wav,m2hSwordHitPlate1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
134,4,Sword2H_ArmorPlateCritical,m2hSwordHitPlateCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
135,4,Sword2H_ShieldMetal,m2hSwordHitMetalShield1a.wav,m2hSwordHitMetalShield1b.wav,m2hSwordHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
136,4,Sword2H_ShieldMetalCtitical,m2hSwordHitMetalShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
137,4,Sword2H_ShieldWood,m2hSwordHitMetalShield1a.wav,m2hSwordHitMetalShield1b.wav,m2hSwordHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
138,4,Sword2H_ShieldWoodCritical,m2hSwordHitMetalShield1a.wav,m2hSwordHitMetalShield1b.wav,m2hSwordHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
139,4,Sword2H_WeaponMetal,m2hSwordHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
140,4,Sword2H_WeaponMetalCtitical,m2hSwordHitMetalWeaponCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
141,4,Sword2H_WeaponWood,m2hSwordHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
142,4,Sword2H_WeaponWoodCritical,m2hSwordHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword2H,0.75,1,0,0,8,45,2
143,4,Sword1H_ArmorFlesh,m1hSwordHitFlesh1a.wav,m1hSwordHitFlesh1b.wav,m1hSwordHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
144,4,Sword1H_ArmorFleshCritical,m1hSwordHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
145,4,Sword1H_ArmorChain,m1hSwordHitChain1a.wav,m1hSwordHitChain1b.wav,m1hSwordHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
146,4,Sword1H_ArmorChainCritical,m1hSwordHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
147,4,Sword1H_ArmorPlate,m1hSwordHitPlate1a.wav,m1hSwordHitPlate1b.wav,m1hSwordHitPlate1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
148,4,Sword1H_ArmorPlateCritical,m1hSwordHitPlateCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
149,4,Sword1H_ShieldMetal,m1hSwordHitMetalShield1a.wav,m1hSwordHitMetalShield1b.wav,m1hSwordHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
150,4,Sword1H_ShieldMetalCtitical,m1hSwordHitMetalShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
151,4,Sword1H_ShieldWood,m1hSwordHitMetalShield1a.wav,m1hSwordHitMetalShield1b.wav,m1hSwordHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
152,4,Sword1H_ShieldWoodCritical,m1hSwordHitMetalShield1a.wav,m1hSwordHitMetalShield1b.wav,m1hSwordHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
153,4,Sword1H_WeaponMetal,m1hSwordHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
154,4,Sword1H_WeaponMetalCtitical,m1hSwordHitMetalWeaponCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
155,4,Sword1H_WeaponWood,m1hSwordHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
156,4,Sword1H_WeaponWoodCritical,m1hSwordHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Sword1H,0.75,1,0,0,8,45,2
157,4,Axe2H_ArmorFlesh,m2hAxeHitFlesh1a.wav,m2hAxeHitFlesh1b.wav,m2hAxeHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
158,4,Axe2H_ArmorFleshCritical,m2hAxeHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
159,4,Axe2H_ArmorChain,m2hAxeHitChain1a.wav,m2hAxeHitChain1b.wav,m2hAxeHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
160,4,Axe2H_ArmorChainCritical,m2hAxeHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
161,4,Axe2H_ArmorPlate,m2hAxeHitPlate1a.wav,m2hAxeHitPlate1b.wav,m2hAxeHitPlate1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
162,4,Axe2H_ArmorPlateCritical,m2hAxeHitPlateCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
163,4,Axe2H_ShieldMetal,m2hAxeHitMetalShield1a.wav,m2hAxeHitMetalShield1b.wav,m2hAxeHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
164,4,Axe2H_ShieldMetalCritical,m2hAxeHitMetalShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
165,4,Axe2H_ShieldWood,m2hAxeHitMetalShield1a.wav,m2hAxeHitMetalShield1b.wav,m2hAxeHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
166,4,Axe2H_ShieldWoodCritical,m2hAxeHitMetalShield1a.wav,m2hAxeHitMetalShield1b.wav,m2hAxeHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
167,4,Axe2H_WeaponMetal,m2hAxeHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
168,4,Axe2H_WeaponMetalCritical,m2hAxeHitMetalWeaponCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
169,4,Axe2H_WeaponWood,m2hAxeHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
170,4,Axe2H_WeaponWoodCritical,m2hAxeHitMetalWeapon1a.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe2H,0.75,1,0,0,8,45,2
171,4,Axe1H_ArmorFlesh,m1hAxeHitFlesh1a.wav,m1hAxeHitFlesh1b.wav,m1hAxeHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe1H,0.75,1,0,0,8,45,2
172,4,Axe1H_ArmorFleshCritical,m1hAxeHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe1H,0.75,1,0,0,8,45,2
173,4,Axe1H_ArmorChain,m1hAxeHitChain1a.wav,m1hAxeHitChain1b.wav,m1hAxeHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe1H,0.75,1,0,0,8,45,2
174,4,Axe1H_ArmorChainCritical,m1hAxeHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Axe1H,0.75,1,0,0,8,45,2
