ID,RaceID,ClassID,SexID,OutfitID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],DisplayItemID[0],DisplayItemID[1],DisplayItemID[2],DisplayItemID[3],DisplayItemID[4],DisplayItemID[5],DisplayItemID[6],DisplayItemID[7],DisplayItemID[8],DisplayItemID[9],DisplayItemID[10],DisplayItemID[11],InventoryType[0],InventoryType[1],InventoryType[2],InventoryType[3],InventoryType[4],InventoryType[5],InventoryType[6],InventoryType[7],InventoryType[8],InventoryType[9],InventoryType[10],InventoryType[11]
291,7,1,0,0,38,39,40,9544,25,2362,117,-1,-1,-1,-1,-1,9891,9892,10141,7629,1542,18730,2473,-1,-1,-1,-1,-1,4,7,8,0,21,14,0,-1,-1,-1,-1,-1
314,7,1,1,0,38,39,40,9544,25,2362,117,-1,-1,-1,-1,-1,9891,9892,10141,7629,1542,18730,2473,-1,-1,-1,-1,-1,4,7,8,0,21,14,0,-1,-1,-1,-1,-1
293,7,4,0,0,49,48,47,9558,2092,0,117,-1,-1,-1,-1,-1,9906,9913,9915,7629,6442,-1,2473,-1,-1,-1,-1,-1,4,7,8,0,13,-1,0,-1,-1,-1,-1,-1
304,7,4,1,0,49,48,47,9558,2092,0,117,-1,-1,-1,-1,-1,9906,9913,9915,7629,6442,-1,2473,-1,-1,-1,-1,-1,4,7,8,0,13,-1,0,-1,-1,-1,-1,-1
294,7,8,0,0,56,1395,6096,55,9573,35,4536,159,-1,-1,-1,-1,12647,9924,2163,9929,7629,472,6410,18084,-1,-1,-1,-1,20,7,4,8,0,17,0,0,-1,-1,-1,-1
306,7,8,1,0,56,1395,6096,55,9573,35,4536,159,-1,-1,-1,-1,12647,9924,2163,9929,7629,472,6410,18084,-1,-1,-1,-1,20,7,4,8,0,17,0,0,-1,-1,-1,-1
295,7,9,0,0,57,6097,1396,59,2092,159,4604,9577,0,-1,-1,-1,12645,2470,3260,3261,6442,18084,15852,7629,-1,-1,-1,-1,20,4,7,8,13,0,0,0,-1,-1,-1,-1
308,7,9,1,0,57,6097,1396,59,2092,159,4604,9577,0,-1,-1,-1,12645,2470,3260,3261,6442,18084,15852,7629,-1,-1,-1,-1,20,4,7,8,13,0,0,0,-1,-1,-1,-1
292,8,1,0,0,25,117,6125,139,2362,6488,0,-1,-1,-1,-1,-1,1542,2473,9995,9988,18730,12221,-1,-1,-1,-1,-1,-1,21,0,4,7,14,0,-1,-1,-1,-1,-1,-1
316,8,1,1,0,25,117,6125,139,2362,6488,0,-1,-1,-1,-1,-1,1542,2473,9995,9988,18730,12221,-1,-1,-1,-1,-1,-1,21,0,4,7,14,0,-1,-1,-1,-1,-1,-1
297,8,3,0,0,37,4604,2101,2512,2504,6131,6130,0,9564,-1,-1,-1,14029,15852,16290,5996,8106,10244,17462,-1,18500,-1,-1,-1,21,0,18,24,15,7,4,-1,0,-1,-1,-1
310,8,3,1,0,37,4604,2101,2512,2504,6131,6130,0,9564,-1,-1,-1,14029,15852,16290,5996,8106,10244,17462,-1,18500,-1,-1,-1,21,0,18,24,15,7,4,-1,0,-1,-1,-1
296,8,4,0,0,2092,117,6136,6137,6138,9554,0,-1,-1,-1,-1,-1,6442,2473,10112,10114,10115,18500,-1,-1,-1,-1,-1,-1,13,0,4,7,8,0,-1,-1,-1,-1,-1,-1
309,8,4,1,0,2092,117,6136,6137,6138,9554,0,-1,-1,-1,-1,-1,6442,2473,10112,10114,10115,18500,-1,-1,-1,-1,-1,-1,13,0,4,7,8,0,-1,-1,-1,-1,-1,-1
298,8,5,0,0,36,4540,159,6144,53,52,9561,-1,-1,-1,-1,-1,5194,6399,18084,12680,9944,9945,18500,-1,-1,-1,-1,-1,21,0,0,20,4,7,0,-1,-1,-1,-1,-1
311,8,5,1,0,36,4540,159,6144,53,52,9561,-1,-1,-1,-1,-1,5194,6399,18084,12680,9944,9945,18500,-1,-1,-1,-1,-1,21,0,0,20,4,7,0,-1,-1,-1,-1,-1
300,8,7,0,0,36,117,159,6134,6135,9562,0,-1,-1,-1,-1,-1,5194,2473,18084,10108,10109,18500,-1,-1,-1,-1,-1,-1,21,0,0,4,7,0,-1,-1,-1,-1,-1,-1
312,8,7,1,0,36,117,159,6134,6135,9562,0,-1,-1,-1,-1,-1,5194,2473,18084,10108,10109,18500,-1,-1,-1,-1,-1,-1,21,0,0,4,7,0,-1,-1,-1,-1,-1,-1
317,8,8,0,0,6140,1395,6096,55,35,117,159,9575,0,0,0,0,12649,9924,2163,9929,472,2473,18084,18500,-1,-1,-1,-1,20,7,4,8,17,0,0,0,-1,-1,-1,-1
318,8,8,1,0,6140,1395,6096,55,35,117,159,9575,0,0,0,0,12649,9924,2163,9929,472,2473,18084,18500,-1,-1,-1,-1,20,7,4,8,17,0,0,0,-1,-1,-1,-1
