ID,DoodadID[0],DoodadID[1],DoodadID[2],DoodadID[3],Density,Sound
8579,20040917,0,-1412401677,1153,-1,-1
8193,20040924,0,-1412401677,1153,-1,-1
8184,20040924,0,-1412401677,1153,-1,-1
8159,20040924,0,-1412401677,1153,-1,-1
8153,20040924,0,-1412401677,1153,-1,-1
8142,20040924,0,-1412401677,1153,-1,-1
7798,20040709,0,-1412401677,1153,-1,-1
8132,20040924,0,-1412401677,1153,-1,-1
8127,20040924,0,-1412401677,1153,-1,-1
8118,20040924,0,-1412401677,1153,-1,-1
10258,20040924,0,-1412401677,1153,-1,-1
10096,20040907,0,-1412401677,1153,-1,-1
10093,20040907,0,-1412401677,1153,-1,-1
6241,20040829,0,-1412401677,1153,-1,-1
7227,20040924,0,-1412401677,1153,-1,-1
7172,20040924,0,-1412401677,1153,-1,-1
6137,20040828,0,-1412401677,1153,-1,-1
5601,20040826,0,-1382093608,1195,-1,-1
6339,20040624,0,-1382093608,1195,-1,-1
7063,20040625,0,-1382093608,1195,-1,-1
4981,20040306,0,-1374869163,1239,-1,-1
10238,20040908,0,-1374869163,1239,-1,-1
10230,20040908,0,-1374869163,1239,-1,-1
10221,20040908,0,-1374869163,1239,-1,-1
10424,20040913,0,-1374869163,1239,-1,-1
8874,20040814,0,-1374869163,1239,-1,-1
8868,20040814,0,-1374869163,1239,-1,-1
8864,20040814,0,-1374869163,1239,-1,-1
7471,20040803,0,-1374869163,1239,-1,-1
7464,20040803,0,-1374869163,1239,-1,-1
10249,20040908,0,-1374869163,1239,-1,-1
10244,20040908,0,-1374869163,1239,-1,-1
7457,20040630,0,-1374869163,1239,-1,-1
8544,20040804,0,-1374869163,1239,-1,-1
8541,20040804,0,-1374869163,1239,-1,-1
8556,20040804,0,-1374869163,1239,-1,-1
5142,20040803,0,-1374869163,1239,-1,-1
7015,20040803,0,-1374869163,1239,-1,-1
7008,20040803,0,-1374869163,1239,-1,-1
6849,20040709,0,-1363319748,1289,-1,-1
8307,20040918,0,-1363319748,1289,-1,-1
8347,20040918,0,-1363319748,1289,-1,-1
8305,20040918,0,-1363319748,1289,-1,-1
7780,20040918,0,-1363319748,1289,-1,-1
7232,20040626,0,-1361787596,1344,-1,-1
7661,20040828,0,-1342621557,1399,-1,-1
7659,20040918,0,-1342621557,1399,-1,-1
6674,20040828,0,-1342621557,1399,-1,-1
10164,20040907,0,-1342621557,1399,-1,-1
9206,20040923,0,-1342621557,1399,-1,-1
10542,20040918,0,-1342621557,1399,-1,-1
7639,20040828,0,-1342621557,1399,-1,-1
7638,20040918,0,-1342621557,1399,-1,-1
6697,20040923,0,-1342621557,1399,-1,-1
6667,20040923,0,-1342621557,1399,-1,-1
7660,20040910,0,-1342621557,1399,-1,-1
7641,20040923,0,-1342621557,1399,-1,-1
7662,20040828,0,-1342621557,1399,-1,-1
7640,20040923,0,-1342621557,1399,-1,-1
5232,20040326,0,-1331477533,1451,-1,-1
5244,20040828,0,-1331477533,1451,-1,-1
10285,20040909,0,-1331477533,1451,-1,-1
8720,20040807,0,-1331477533,1451,-1,-1
7064,20040828,0,-1331477533,1451,-1,-1
6213,20040602,0,-1331477533,1451,-1,-1
6209,20040602,0,-1331477533,1451,-1,-1
6203,20040602,0,-1331477533,1451,-1,-1
5265,20040326,0,-1331477533,1451,-1,-1
5263,20040326,0,-1331477533,1451,-1,-1
5242,20040828,0,-1331477533,1451,-1,-1
5235,20040828,0,-1331477533,1451,-1,-1
5341,20040805,0,-1321056091,1492,-1,-1
8643,20040806,0,-1273780544,1525,-1,-1
6319,20040615,0,-1262867721,1573,-1,-1
6321,20040615,0,-1262867721,1573,-1,-1
8872,20040814,0,-1262867721,1573,-1,-1
6362,20040616,0,-1262867721,1573,-1,-1
6494,20040828,0,-1239242266,1619,-1,-1
10478,20040916,0,-1239242266,1619,-1,-1
6812,20040625,0,-1239242266,1619,-1,-1
4999,20040306,0,-1228003411,1659,-1,-1
6869,20040911,0,-1228003411,1659,-1,-1
8730,20040811,0,-1228003411,1659,-1,-1
8758,20040811,0,-1228003411,1659,-1,-1
9637,20040929,0,-1228003411,1659,-1,-1
9633,20040902,0,-1228003411,1659,-1,-1
6865,20040805,0,-1228003411,1659,-1,-1
6862,20040805,0,-1228003411,1659,-1,-1
6419,20040828,0,-1207261478,1700,-1,-1
8341,20040917,0,-1207261478,1700,-1,-1
8336,20040917,0,-1207261478,1700,-1,-1
8315,20040918,0,-1207261478,1700,-1,-1
7775,20040918,0,-1207261478,1700,-1,-1
7764,20040918,0,-1207261478,1700,-1,-1
6442,20040828,0,-1207261478,1700,-1,-1
6421,20040828,0,-1207261478,1700,-1,-1
6477,20040828,0,-1207261478,1700,-1,-1
6427,20040828,0,-1207261478,1700,-1,-1
6461,20040828,0,-1207261478,1700,-1,-1
6445,20040828,0,-1207261478,1700,-1,-1
5132,20040924,0,-1194276838,1738,-1,-1
9612,20040924,0,-1194276838,1738,-1,-1
9625,20040929,0,-1194276838,1738,-1,-1
9645,20040924,0,-1194276838,1738,-1,-1
10697,20040924,0,-1194276838,1738,-1,-1
10707,20040924,0,-1194276838,1738,-1,-1
9649,20040902,0,-1194276838,1738,-1,-1
9635,20040929,0,-1194276838,1738,-1,-1
9622,20040924,0,-1194276838,1738,-1,-1
9611,20040924,0,-1194276838,1738,-1,-1
7229,20040626,0,-1194276838,1738,-1,-1
5041,20040316,0,-1188226129,1786,-1,-1
5271,20040326,0,-1188226129,1786,-1,-1
5037,20040917,0,-1188226129,1786,-1,-1
5904,20040524,0,-1188226129,1786,-1,-1
5900,20040930,0,-1188226129,1786,-1,-1
5893,20040930,0,-1188226129,1786,-1,-1
5889,20040930,0,-1188226129,1786,-1,-1
5884,20040930,0,-1188226129,1786,-1,-1
5881,20040930,0,-1188226129,1786,-1,-1
5128,20040924,0,-1188226129,1786,-1,-1
5677,20040930,0,-1188226129,1786,-1,-1
4978,20040305,0,-1188226129,1786,-1,-1
10156,20040918,0,-1188226129,1786,-1,-1
9920,20040907,0,-1188226129,1786,-1,-1
9911,20040930,0,-1188226129,1786,-1,-1
10136,20040907,0,-1188226129,1786,-1,-1
10133,20040917,0,-1188226129,1786,-1,-1
10124,20040924,0,-1188226129,1786,-1,-1
10113,20040924,0,-1188226129,1786,-1,-1
9868,20040918,0,-1188226129,1786,-1,-1
7271,20040626,0,-1188226129,1786,-1,-1
7762,20040918,0,-1188226129,1786,-1,-1
6929,20040625,0,-1188226129,1786,-1,-1
6699,20040625,0,-1188226129,1786,-1,-1
6698,20040625,0,-1188226129,1786,-1,-1
7818,20040709,0,-1188226129,1786,-1,-1
7055,20040625,0,-1188226129,1786,-1,-1
7003,20040625,0,-1188226129,1786,-1,-1
6363,20040918,0,-1188226129,1786,-1,-1
6358,20040918,0,-1188226129,1786,-1,-1
6257,20040630,0,-1188226129,1786,-1,-1
7098,20040828,0,-1188226129,1786,-1,-1
6836,20040918,0,-1188226129,1786,-1,-1
6823,20040918,0,-1188226129,1786,-1,-1
6817,20040625,0,-1188226129,1786,-1,-1
6632,20040930,0,-1188226129,1786,-1,-1
7132,20040727,0,-1188226129,1786,-1,-1
7130,20040727,0,-1188226129,1786,-1,-1
7105,20040828,0,-1188226129,1786,-1,-1
5930,20040727,0,-1188226129,1786,-1,-1
5924,20040727,0,-1188226129,1786,-1,-1
5920,20040828,0,-1188226129,1786,-1,-1
5916,20040828,0,-1188226129,1786,-1,-1
5910,20040727,0,-1188226129,1786,-1,-1
4977,20040305,0,-1188226129,1786,-1,-1
5043,20040630,0,-1188226129,1786,-1,-1
5246,20040828,0,-1188226129,1786,-1,-1
5227,20040828,0,-1188226129,1786,-1,-1
5659,20040829,0,-1183178347,1826,-1,-1
9523,20040924,0,-1183178347,1826,-1,-1
9536,20040924,0,-1183178347,1826,-1,-1
9544,20040924,0,-1183178347,1826,-1,-1
10715,20040924,0,-1183178347,1826,-1,-1
10705,20040924,0,-1183178347,1826,-1,-1
10695,20040924,0,-1183178347,1826,-1,-1
9514,20040924,0,-1183178347,1826,-1,-1
9510,20040924,0,-1183178347,1826,-1,-1
9505,20040924,0,-1183178347,1826,-1,-1
9500,20040924,0,-1183178347,1826,-1,-1
9496,20040924,0,-1183178347,1826,-1,-1
9487,20040924,0,-1183178347,1826,-1,-1
10747,20040924,0,-1183178347,1826,-1,-1
10742,20040924,0,-1183178347,1826,-1,-1
10738,20040924,0,-1183178347,1826,-1,-1
10732,20040924,0,-1183178347,1826,-1,-1
10726,20040924,0,-1183178347,1826,-1,-1
10721,20040924,0,-1183178347,1826,-1,-1
9477,20040924,0,-1183178347,1826,-1,-1
9473,20040924,0,-1183178347,1826,-1,-1
9468,20040924,0,-1183178347,1826,-1,-1
9464,20040924,0,-1183178347,1826,-1,-1
9660,20040902,0,-1183178347,1826,-1,-1
9562,20040902,0,-1183178347,1826,-1,-1
9554,20040924,0,-1183178347,1826,-1,-1
9549,20040924,0,-1183178347,1826,-1,-1
9539,20040924,0,-1183178347,1826,-1,-1
9531,20040924,0,-1183178347,1826,-1,-1
7233,20040924,0,-1183178347,1826,-1,-1
8279,20040907,0,-1149164213,1872,-1,-1
5135,20040924,0,-1102243338,1916,-1,-1
9614,20040924,0,-1102243338,1916,-1,-1
5050,20040828,0,-1095065661,1963,-1,-1
4968,20040306,0,-1095065661,1963,-1,-1
7319,20040910,0,-1095065661,1963,-1,-1
6895,20040828,0,-1095065661,1963,-1,-1
6505,20040917,0,-1095065661,1963,-1,-1
6885,20040828,0,-1095065661,1963,-1,-1
6857,20040625,0,-1095065661,1963,-1,-1
6441,20040828,0,-1095065661,1963,-1,-1
6500,20040828,0,-1095065661,1963,-1,-1
6496,20040828,0,-1095065661,1963,-1,-1
6488,20040828,0,-1095065661,1963,-1,-1
4989,20040306,0,-1095065661,1963,-1,-1
5497,20040828,0,-1095065661,1963,-1,-1
8005,20040828,0,-1095065661,1963,-1,-1
7828,20040709,0,-1095065661,1963,-1,-1
9462,20040924,0,-1012852038,1998,-1,-1
9486,20040924,0,-1012852038,1998,-1,-1
10728,20040924,0,-1012852038,1998,-1,-1
9488,20040924,0,-1012852038,1998,-1,-1
9470,20040924,0,-1012852038,1998,-1,-1
5139,20040828,0,-987422089,2046,-1,-1
6893,20040828,0,-987422089,2046,-1,-1
6904,20040921,0,-987422089,2046,-1,-1
10340,20040910,0,-987422089,2046,-1,-1
10232,20040908,0,-987422089,2046,-1,-1
6925,20040625,0,-987422089,2046,-1,-1
8438,20040921,0,-987422089,2046,-1,-1
6968,20040625,0,-987422089,2046,-1,-1
6963,20040625,0,-987422089,2046,-1,-1
6917,20040625,0,-987422089,2046,-1,-1
6915,20040921,0,-987422089,2046,-1,-1
6909,20040625,0,-987422089,2046,-1,-1
5384,20040828,0,-970361895,2084,-1,-1
10161,20040907,0,-970361895,2084,-1,-1
8447,20040921,0,-970361895,2084,-1,-1
8444,20040828,0,-970361895,2084,-1,-1
8436,20040921,0,-970361895,2084,-1,-1
8428,20040923,0,-970361895,2084,-1,-1
8422,20040923,0,-970361895,2084,-1,-1
8962,20040828,0,-970361895,2084,-1,-1
5054,20040828,0,-937443324,2136,-1,-1
6861,20040805,0,-937443324,2136,-1,-1
7323,20040910,0,-937443324,2136,-1,-1
6507,20040828,0,-937443324,2136,-1,-1
6868,20040911,0,-937443324,2136,-1,-1
4993,20040306,0,-937443324,2136,-1,-1
6512,20040828,0,-907442974,2175,-1,-1
4979,20040306,0,-904069231,2207,-1,-1
5141,20040803,0,-904069231,2207,-1,-1
10295,20040909,0,-904069231,2207,-1,-1
10294,20040909,0,-904069231,2207,-1,-1
10247,20040908,0,-904069231,2207,-1,-1
10242,20040908,0,-904069231,2207,-1,-1
10236,20040908,0,-904069231,2207,-1,-1
10226,20040908,0,-904069231,2207,-1,-1
10218,20040908,0,-904069231,2207,-1,-1
8870,20040814,0,-904069231,2207,-1,-1
7462,20040803,0,-904069231,2207,-1,-1
10421,20040913,0,-904069231,2207,-1,-1
7453,20040630,0,-904069231,2207,-1,-1
8545,20040804,0,-904069231,2207,-1,-1
8538,20040804,0,-904069231,2207,-1,-1
8633,20040806,0,-904069231,2207,-1,-1
8627,20040806,0,-904069231,2207,-1,-1
8551,20040804,0,-904069231,2207,-1,-1
6965,20040625,0,-904069231,2207,-1,-1
6961,20040625,0,-904069231,2207,-1,-1
8866,20040814,0,-904069231,2207,-1,-1
8862,20040814,0,-904069231,2207,-1,-1
7018,20040803,0,-904069231,2207,-1,-1
7012,20040803,0,-904069231,2207,-1,-1
7004,20040803,0,-904069231,2207,-1,-1
6976,20040625,0,-904069231,2207,-1,-1
4985,20040305,0,-892135704,2252,-1,-1
7009,20040803,0,-892135704,2252,-1,-1
5143,20040803,0,-892135704,2252,-1,-1
5138,20040803,0,-892135704,2252,-1,-1
10822,20040924,0,-892135704,2252,-1,-1
10250,20040908,0,-892135704,2252,-1,-1
10246,20040908,0,-892135704,2252,-1,-1
10240,20040908,0,-892135704,2252,-1,-1
10231,20040908,0,-892135704,2252,-1,-1
10223,20040908,0,-892135704,2252,-1,-1
8875,20040814,0,-892135704,2252,-1,-1
8873,20040814,0,-892135704,2252,-1,-1
8865,20040814,0,-892135704,2252,-1,-1
7475,20040803,0,-892135704,2252,-1,-1
7472,20040803,0,-892135704,2252,-1,-1
7466,20040803,0,-892135704,2252,-1,-1
7458,20040630,0,-892135704,2252,-1,-1
8547,20040804,0,-892135704,2252,-1,-1
8542,20040804,0,-892135704,2252,-1,-1
8554,20040804,0,-892135704,2252,-1,-1
7014,20040803,0,-892135704,2252,-1,-1
5104,20040714,0,-866162749,2301,-1,-1
6689,20040828,0,-866162749,2301,-1,-1
6641,20040923,0,-866162749,2301,-1,-1
6974,20040625,0,-866162749,2301,-1,-1
6692,20040910,0,-866162749,2301,-1,-1
8419,20040923,0,-866162749,2301,-1,-1
10637,20040923,0,-866162749,2301,-1,-1
10154,20040921,0,-866162749,2301,-1,-1
8441,20040828,0,-866162749,2301,-1,-1
8433,20040921,0,-866162749,2301,-1,-1
8425,20040923,0,-866162749,2301,-1,-1
6922,20040921,0,-866162749,2301,-1,-1
6458,20040828,0,-856420698,2349,-1,-1
6481,20040917,0,-856420698,2349,-1,-1
6492,20040828,0,-856420698,2349,-1,-1
7316,20040626,0,-856420698,2349,-1,-1
6479,20040828,0,-856420698,2349,-1,-1
6679,20040910,0,-820352411,2394,-1,-1
8420,20040923,0,-820352411,2394,-1,-1
8442,20040828,0,-820352411,2394,-1,-1
10151,20040921,0,-820352411,2394,-1,-1
8446,20040921,0,-820352411,2394,-1,-1
8434,20040921,0,-820352411,2394,-1,-1
8427,20040923,0,-820352411,2394,-1,-1
8963,20040828,0,-820352411,2394,-1,-1
5241,20040828,0,-817853813,2446,-1,-1
6208,20040602,0,-817853813,2446,-1,-1
7068,20040828,0,-817853813,2446,-1,-1
5270,20040326,0,-817853813,2446,-1,-1
5249,20040828,0,-817853813,2446,-1,-1
5342,20040805,0,-806452536,2492,-1,-1
7135,20040727,0,-800699203,2524,-1,-1
7806,20040709,0,-800699203,2524,-1,-1
8588,20040917,0,-800699203,2524,-1,-1
6237,20040604,0,-800699203,2524,-1,-1
6324,20040721,0,-793724976,2560,-1,-1
9528,20040924,0,-790612224,2606,-1,-1
9550,20040924,0,-790612224,2606,-1,-1
9545,20040924,0,-790612224,2606,-1,-1
9489,20040924,0,-790612224,2606,-1,-1
9495,20040924,0,-790612224,2606,-1,-1
10710,20040924,0,-790612224,2606,-1,-1
10744,20040924,0,-790612224,2606,-1,-1
10751,20040924,0,-790612224,2606,-1,-1
10298,20040924,0,-790612224,2606,-1,-1
9502,20040924,0,-790612224,2606,-1,-1
9490,20040924,0,-790612224,2606,-1,-1
9564,20040902,0,-790612224,2606,-1,-1
9559,20040924,0,-790612224,2606,-1,-1
6690,20040921,0,-775885519,2654,-1,-1
8429,20040923,0,-775885519,2654,-1,-1
10643,20040921,0,-775885519,2654,-1,-1
8437,20040921,0,-775885519,2654,-1,-1
4983,20040305,0,-769722226,2707,-1,-1
6515,20040828,0,-769722226,2707,-1,-1
7110,20040828,0,-769722226,2707,-1,-1
7104,20040828,0,-769722226,2707,-1,-1
7013,20040803,0,-769722226,2707,-1,-1
6652,20040828,0,-769722226,2707,-1,-1
6686,20040828,0,-769722226,2707,-1,-1
7465,20040803,0,-769722226,2707,-1,-1
7317,20040626,0,-769722226,2707,-1,-1
7459,20040630,0,-769722226,2707,-1,-1
8548,20040804,0,-769722226,2707,-1,-1
8540,20040804,0,-769722226,2707,-1,-1
8323,20040918,0,-769722226,2707,-1,-1
8553,20040804,0,-769722226,2707,-1,-1
