ID,AreaNumber,ContinentID,ParentAreaNum,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,AreaName_lang[0]
65,0,0,0,0,0,3,11,0,25,0,0,0,***On Map Dungeon***
66,0,1,0,0,0,3,11,0,25,0,0,0,***On Map Dungeon***
67,0,17,0,0,0,3,11,0,25,0,0,0,***On Map Dungeon***
69,524290,0,524288,7,0,3,11,15,25,1,0,0,Lakeshire
70,524291,0,524288,7,0,3,11,15,25,1,0,0,Stonewatch
71,524292,0,524288,7,0,3,11,15,25,1,0,0,Stonewatch Falls
72,131073,0,131072,1,0,3,11,10,25,7,0,0,Dark Portal
73,131074,0,131072,1,0,3,11,0,25,7,0,0,Demonic Stronghold
74,458753,0,458752,6,0,3,11,34,25,0,0,0,Pool of Tears
75,458754,0,458752,6,0,3,11,34,25,0,0,0,Stonard
76,458755,0,458752,6,0,3,11,34,25,0,0,0,Fallow Sanctuary
77,1048577,0,1048576,15,0,3,11,55,25,-1,0,0,Anvilmar
80,393239,0,393216,5,0,3,11,49,25,13,0,0,Stormwind City
82,1441797,0,1441792,21,0,3,11,1,25,0,0,0,Jeff NW Quadrant
83,1441798,0,1441792,21,0,3,11,2,25,0,0,0,Jeff SE Quadrant
84,1441799,0,1441792,21,0,3,11,0,25,0,0,0,Jeff SW Quadrant
85,1572864,0,0,2,0,3,11,36,25,2,0,0,Tirisfal Glades
86,393240,0,393216,5,0,3,11,9,25,1,0,0,Stone Cairn Lake
88,393242,0,393216,5,0,3,11,9,25,1,0,0,Eastvale Logging Camp
89,393243,0,393216,5,0,3,11,9,25,1,0,0,Mirror Lake Orchard
91,393244,0,393216,5,0,3,11,9,25,1,0,0,Tower of Azora
93,262148,0,262144,3,0,3,11,14,25,2,0,0,Vul'Gol Ogre Mound
94,262149,0,262144,3,0,3,11,14,25,2,0,0,Raven Hill
95,524293,0,524288,7,0,3,11,15,25,1,0,0,Redridge Canyons
96,524294,0,524288,7,0,3,11,15,25,1,0,0,Tower of Ilgalar
97,524295,0,524288,7,0,3,11,15,25,1,0,0,Alther's Mill
98,524296,0,524288,7,0,3,11,15,25,1,0,0,Rethban Caverns
99,720902,0,720896,10,0,3,11,17,25,3,0,0,Rebel Camp
101,720904,0,720896,10,0,3,11,17,25,3,0,0,Kurzen's Compound
103,720906,0,720896,10,0,3,11,17,25,3,0,0,Ruins of Zul'Mamwe
104,720907,0,720896,10,0,3,11,17,25,3,0,0,The Vile Reef
105,720908,0,720896,10,0,3,11,17,25,3,0,0,Mosh'Ogg Ogre Mound
106,720909,0,720896,10,0,3,11,17,25,3,0,0,The Stockpile
107,196612,0,196608,2,0,3,11,10,25,9,0,0,Saldean's Farm
108,196613,0,196608,2,0,3,11,10,25,9,0,0,Sentinel Hill
109,196614,0,196608,2,0,3,11,10,25,9,0,0,Furlbrow's Pumpkin Farm
111,196616,0,196608,2,0,3,11,10,25,9,0,0,Jangolode Mine
115,196620,0,196608,2,0,3,11,10,25,9,0,0,Westfall Lighthouse
116,458756,0,458752,6,0,3,11,34,25,0,0,0,Misty Valley
117,720910,0,720896,10,0,3,11,17,25,3,0,0,Grom'gol Base Camp
118,917505,0,917504,13,0,3,11,38,25,3,0,0,Whelgar's Excavation Site
121,262150,0,262144,3,0,3,11,14,25,15,0,0,Tranquil Gardens Cemetary
122,720911,0,720896,10,0,3,11,17,25,3,0,0,Zuuldaia Ruins
123,720912,0,720896,10,0,3,11,17,25,3,0,0,Bal'lal Ruins
125,720914,0,720896,10,0,3,11,17,25,3,0,0,Kal'ai Ruins
126,720915,0,720896,10,0,3,11,17,25,3,0,0,Tkashi Ruins
127,720916,0,720896,10,0,3,11,17,25,3,0,0,Balia'mah Ruins
128,720917,0,720896,10,0,3,11,17,25,3,0,0,Ziata'jai Ruins
129,720918,0,720896,10,0,3,11,17,25,3,0,0,Mizjah Ruins
130,1638400,0,0,2,0,3,11,39,25,2,0,0,Silverpine Forest
131,1048578,0,1048576,15,0,3,11,16,25,8,0,0,Kharanos
132,1048579,0,1048576,15,0,3,11,16,25,0,0,0,Coldridge Valley
133,1048580,0,1048576,15,0,3,11,16,25,8,0,0,Gnomeregan
134,1048581,0,1048576,15,0,3,11,16,25,8,0,0,Gol'Bolar Quarry
135,1048582,0,1048576,15,0,3,11,16,25,8,0,0,Frostmane Hold
136,1048583,0,1048576,15,0,3,11,0,25,0,0,0,The Grizzled Den
137,1048584,0,1048576,15,0,3,11,16,25,8,0,0,Brewnall Village
138,1048585,0,1048576,15,0,3,11,16,25,8,0,0,Misty Pine Refuge
139,1703936,0,0,2,0,3,11,41,25,10,0,0,Eastern Plaguelands
141,327680,1,0,2,0,3,11,35,25,11,0,0,Teldrassil
142,983041,0,983040,14,0,3,11,15,25,1,0,0,Ironband's Excavation Site
143,983042,0,983040,14,0,3,11,15,25,1,0,0,Mo'grosh Stronghold
144,983043,0,983040,14,0,3,11,15,25,1,0,0,Thelsamar
145,983044,0,983040,14,0,3,11,15,25,1,0,0,Algaz Gate
146,983045,0,983040,14,0,3,11,15,25,1,0,0,Stonewrought Dam
147,983046,0,983040,14,0,3,11,0,25,0,0,0,The Farstrider Lodge
148,393216,1,0,2,0,3,11,33,25,11,0,0,Darkshore
149,983047,0,983040,14,0,3,11,15,25,1,0,0,Silver Stream Mine
150,917507,0,917504,13,0,3,11,38,25,3,0,0,Menethil Harbor
152,1572865,0,1572864,2,0,3,11,36,25,2,0,0,The Bulwark
154,1572867,0,1572864,2,0,3,11,36,25,15,0,0,Deathknell
155,1572868,0,1572864,2,0,3,11,36,25,2,0,0,Night Web's Hollow
156,1572869,0,1572864,2,0,3,11,36,25,2,0,0,Solliden Farmstead
157,1572870,0,1572864,2,0,3,11,36,25,15,0,0,Agamand Mills
158,1572871,0,1572864,2,0,3,11,56,25,15,0,0,Agamand Family Crypt
159,1572872,0,1572864,2,0,3,11,36,25,15,0,0,Brill
160,1572873,0,1572864,2,0,3,11,36,25,2,0,0,Whispering Gardens
161,1572874,0,1572864,2,0,3,11,36,25,2,0,0,Terrace of Repose
162,1572875,0,1572864,2,0,3,11,36,25,2,0,0,Brightwater Lake
163,1572876,0,1572864,2,0,3,11,36,25,2,0,0,Gunther's Retreat
164,1572877,0,1572864,2,0,3,11,36,25,2,0,0,Garren's Haunt
165,1572878,0,1572864,2,0,3,11,36,25,15,0,0,Balnir Farmstead
166,1572879,0,1572864,2,0,3,11,36,25,2,0,0,Cold Hearth Manor
167,1572880,0,1572864,2,0,3,11,36,25,2,0,0,Crusader Outpost
168,1572881,0,1572864,2,0,3,11,36,25,2,0,0,The North Coast
170,1835008,0,0,2,0,3,11,36,25,2,0,0,Lordamere Lake
172,1638401,0,1638400,2,0,3,11,39,25,2,0,0,Fenris Isle
173,1572883,0,1572864,2,0,3,11,36,25,2,0,0,Faol's Rest
186,327681,1,327680,2,0,0,11,35,25,11,0,0,Dolanaar
187,327682,1,327680,2,0,0,11,35,25,11,0,0,Darnassus
189,1048586,0,1048576,15,0,0,11,16,25,8,0,0,Steelgrill's Depot
190,1245185,0,1245184,18,0,0,11,0,25,0,0,0,Hearthglenn
192,1245187,0,1245184,18,0,0,11,0,25,0,0,0,Northridge Lumber Camp
193,1245188,0,1245184,18,0,0,11,0,25,15,0,0,Ruins of Anderhol
195,1245190,0,1245184,18,0,0,11,0,25,0,0,0,School of Necromancy
197,1245192,0,1245184,18,0,0,11,0,25,15,0,0,Sorrow Hill
198,1245193,0,1245184,18,0,0,11,0,25,0,0,0,The Weeping Cave
199,1245194,0,1245184,18,0,0,11,0,25,0,0,0,Felstone Field
200,1245195,0,1245184,18,0,0,11,0,25,0,0,0,Dalson's Tears
201,1245196,0,1245184,18,0,0,11,0,25,0,0,0,Gahrron's Withering
202,1245197,0,1245184,18,0,0,11,41,25,10,0,0,The Writhing Haunt
203,1245198,0,1245184,18,0,0,11,0,25,0,0,0,Mardenholde Keep
204,1638402,0,1638400,2,0,0,11,39,25,2,0,0,Pyrewood Village
205,917508,0,917504,13,0,0,11,38,25,0,0,0,Dun Modr
206,65536,36,0,2,0,3,11,72,25,9,0,0,Westfall
207,131072,36,0,2,0,0,11,10,25,9,0,0,The Great Sea
208,196608,36,0,2,0,0,11,0,25,0,0,0,Ironclad Cove
209,65536,33,0,2,0,0,11,0,25,0,0,0,Shadowfang
210,0,36,0,0,0,3,11,0,25,0,0,0,***On Map Dungeon***
211,1048587,0,1048576,15,0,0,11,16,25,8,0,0,Iceflow Lake
212,1048588,0,1048576,15,0,0,11,16,25,8,0,0,Helm's Bed Lake
213,1638403,0,1638400,2,0,0,11,39,25,2,0,0,Deep Elem Mine
214,1900544,0,0,2,0,0,11,10,25,9,0,0,The Great Sea
215,458752,1,0,2,0,0,11,45,25,9,0,0,Mulgore
219,196621,0,196608,2,0,0,11,72,25,9,0,0,Alexston Farmstead
221,458754,1,458752,2,0,0,11,45,25,9,0,0,Camp Narache
222,458755,1,458752,2,0,0,11,45,25,9,0,0,Bloodhoof Village
223,458756,1,458752,2,0,0,11,45,25,9,0,0,Stonebull Lake
224,458757,1,458752,2,0,0,11,45,25,9,0,0,Ravaged Caravan
225,458758,1,458752,2,0,0,11,45,25,9,0,0,Red Rocks
227,1638405,0,1638400,2,0,0,11,39,25,2,0,0,Valgan's Field
228,1638406,0,1638400,2,0,0,11,39,25,15,0,0,The Sepulcher
229,1638407,0,1638400,2,0,0,11,0,25,0,0,0,Olsen's Farthing
230,1638408,0,1638400,2,0,0,11,0,25,0,0,0,The Greymane Wall
231,1638409,0,1638400,2,0,0,11,39,25,2,0,0,Beren's Peril
232,1638410,0,1638400,2,0,0,11,39,25,2,0,0,The Dawning Isles
233,1638411,0,1638400,2,0,0,11,39,25,2,0,0,Ambermill
236,1638414,0,1638400,2,0,0,11,0,25,0,0,0,Shadowfang Keep
237,1638415,0,1638400,2,0,0,11,39,25,2,0,0,The Decrepit Ferry
240,1638418,0,1638400,2,0,0,11,39,25,2,0,0,The Dead Field
241,262151,0,262144,3,0,0,11,0,25,0,0,0,The Rotting Orchard
242,262152,0,262144,3,0,0,11,0,25,0,0,0,Brightwood Grove
243,262153,0,262144,3,0,0,11,0,25,0,0,0,Forlorn Rowe
244,262154,0,262144,3,0,0,11,0,25,0,0,0,The Whipple Estate
246,1507329,0,1507328,2,0,0,11,30,25,10,0,0,The Cauldron
247,1507330,0,1507328,2,0,0,11,0,25,0,0,0,Grimesilt Dig Site
249,589825,0,589824,8,0,0,11,30,25,10,0,0,Dreadmaul Rock
251,589827,0,589824,8,0,0,11,0,25,0,0,0,Flame Crest
252,589828,0,589824,8,0,0,11,30,25,10,0,0,Blackrock Stronghold
253,589829,0,589824,8,0,0,11,0,25,0,0,0,The Pillar of Ash
254,589830,0,589824,8,0,0,11,30,25,10,0,0,Blackrock Spire
255,589831,0,589824,8,0,0,11,30,25,10,0,0,Altar of Storms
256,327684,1,327680,2,0,0,11,35,25,11,0,0,Aldrassil
257,327685,1,327680,2,0,0,11,35,25,11,0,0,Shadowthread Cave
258,327686,1,327680,2,0,0,11,35,25,11,0,0,Fel Rock
259,327687,1,327680,2,0,0,11,35,25,11,0,0,Lake Al'Ameth
260,327688,1,327680,2,0,0,11,35,25,11,0,0,Starbreeze Village
261,327689,1,327680,2,0,0,11,0,25,0,0,0,Gnarlpine Hold
262,327690,1,327680,2,0,0,11,48,25,-1,0,0,Ban'ethil Barrow Den
263,327691,1,327680,2,0,0,11,0,25,0,0,0,The Cleft
264,327692,1,327680,2,0,0,11,35,25,11,0,0,The Oracle Glade
265,327693,1,327680,2,0,0,11,0,25,0,0,0,The Wellspring River
266,327694,1,327680,2,0,0,11,0,25,0,0,0,Wellspring Lake
267,1966080,0,0,2,0,0,11,44,25,1,0,0,Hillsbrad Foothills
269,2031616,0,0,2,0,0,11,38,25,0,0,0,Dun Algaz
272,1966083,0,1966080,2,0,0,11,44,25,1,0,0,Tarren Mill
275,1966086,0,1966080,2,0,0,11,44,25,1,0,0,Durnholde Keep
277,1310721,0,1310720,19,0,0,11,40,25,1,0,0,The Foothill Caverns
278,1310722,0,1310720,19,0,0,11,40,25,1,0,0,Lordamere Internment Camp
279,1310723,0,1310720,19,0,0,11,0,25,0,0,0,Dalaran
280,1310724,0,1310720,19,0,0,11,40,25,1,0,0,Strahnbrad
281,1310725,0,1310720,19,0,0,11,40,25,1,0,0,Ruins of Alterac
282,1310726,0,1310720,19,0,0,11,40,25,0,0,0,Crushridge Hold
283,1310727,0,1310720,19,0,0,11,0,25,0,0,0,Slaughter Hollow
284,1310728,0,1310720,19,0,0,11,40,25,1,0,0,The Uplands
285,1966087,0,1966080,2,0,0,11,44,25,2,0,0,Southpoint Tower
286,1966088,0,1966080,2,0,0,11,44,25,1,0,0,Hillsbrad Fields
287,1966089,0,1966080,2,0,0,11,44,25,1,0,0,Hillsbrad
288,1966090,0,1966080,2,0,0,11,44,25,1,0,0,Azureload Mine
289,1966091,0,1966080,2,0,0,11,44,25,1,0,0,Nethander Stead
290,1966092,0,1966080,2,0,0,11,44,25,1,0,0,Dun Garok
293,2162688,0,0,2,0,0,11,44,25,1,0,0,Thoradin's Wall
294,1966095,0,1966080,2,0,0,11,44,25,1,0,0,Eastern Strand
296,2228224,0,0,2,0,0,11,0,25,0,0,0,South Seas
297,720919,0,720896,10,0,0,11,0,25,0,0,0,Jaguero Isle
298,917509,0,917504,13,0,0,11,38,25,3,0,0,Baradin Bay
299,917510,0,917504,13,0,0,11,0,25,0,0,0,Menethil Bay
300,458757,0,458752,6,0,0,11,0,25,0,0,0,Mistyreed Strand
301,720920,0,720896,10,0,0,11,17,25,3,0,0,The Savage Coast
303,720922,0,720896,10,0,0,11,0,25,0,0,0,Shell Beach
305,1638419,0,1638400,2,0,0,11,0,25,0,0,0,North Tide's Run
306,1638420,0,1638400,2,0,0,11,0,25,0,0,0,South Tide's Run
307,786433,0,786432,11,0,0,11,44,25,1,0,0,The Overlook Cliffs
308,2293760,0,0,2,0,0,11,0,25,1,0,0,The Forbidding Sea
309,917511,0,917504,13,0,0,11,0,25,0,0,0,Ironbeard's Tomb
310,720923,0,720896,10,0,0,11,0,25,0,0,0,Crystalvein Mine
312,720925,0,720896,10,0,0,11,0,25,0,0,0,Janeiro's Point
313,851969,0,851968,12,0,0,11,0,25,0,0,0,Northfold Manor
314,851970,0,851968,12,0,0,11,0,25,0,0,0,Go'Shek Farm
316,851972,0,851968,12,0,0,11,0,25,0,0,0,Boulderfist Hall
318,851974,0,851968,12,0,0,11,0,25,0,0,0,Drywhisker Gorge
320,851976,0,851968,12,0,0,11,0,25,0,0,0,Refuge Pointe
321,851977,0,851968,12,0,0,11,37,25,8,0,0,Hammerfall
323,851979,0,851968,12,0,0,11,0,25,0,0,0,O'Breen's Camp
324,851980,0,851968,12,0,0,11,0,25,0,0,0,Stromgarde Keep
325,851981,0,851968,12,0,0,11,0,25,0,0,0,The Tower of Arathor
326,851982,0,851968,12,0,0,11,0,25,0,0,0,The Sanctum
327,851983,0,851968,12,0,11,11,37,25,8,0,0,Faldir's Cove
330,2359296,0,0,2,0,0,11,0,25,0,0,0,Thandol Span
331,524288,1,0,2,0,13,11,35,25,11,0,0,Ashenvale
332,589824,1,0,2,0,0,11,10,25,9,0,0,The Great Sea
333,851985,0,851968,12,0,0,11,0,25,0,0,0,Circle of East Binding
334,851986,0,851968,12,0,0,11,0,25,0,0,0,Circle of West Binding
335,851987,0,851968,12,0,0,11,0,25,0,0,0,Circle of Inner Binding
336,851988,0,851968,12,0,0,11,0,25,0,0,0,Circle of Outer Binding
337,1114113,0,1114112,16,0,0,11,47,25,7,0,0,Apocryphan's Rest
338,1114114,0,1114112,16,0,0,11,47,25,7,0,0,Angor Fortress
339,1114115,0,1114112,16,0,0,11,0,25,0,0,0,Lethlor Ravine
340,1114116,0,1114112,16,0,0,11,0,25,0,0,0,Kargath
341,1114117,0,1114112,16,0,0,11,0,25,0,0,0,Camp Kosh
342,1114118,0,1114112,16,0,0,11,0,25,0,0,0,Camp Boff
343,1114119,0,1114112,16,0,0,11,0,25,0,0,0,Camp Wurg
344,1114120,0,1114112,16,0,0,11,0,25,0,0,0,Camp Cagg
345,1114121,0,1114112,16,0,0,11,47,25,7,0,0,Agmond's End
346,1114122,0,1114112,16,0,0,11,0,25,0,0,0,Hammertoe's Digsite
347,1114123,0,1114112,16,0,0,11,0,25,0,0,0,Dustbelch Grotto
348,786434,0,786432,11,0,0,11,44,25,1,0,0,Aerie Peak
349,786435,0,786432,11,0,0,11,44,25,1,0,0,Wildhammer Keep
350,786436,0,786432,11,0,0,11,44,25,1,0,0,Quel'Danil Lodge
351,786437,0,786432,11,0,0,11,44,25,1,0,0,Skulk Rock
352,786438,0,786432,11,0,0,11,44,25,1,0,0,Zun'watha
353,786439,0,786432,11,0,0,11,44,25,1,0,0,Shadra'Alor
356,786442,0,786432,11,0,0,11,44,25,1,0,0,Seradane
357,655360,1,0,2,0,0,11,0,25,3,0,0,Feralas
358,458759,1,458752,2,0,0,11,45,25,9,0,0,Brambleblade Ravine
359,65537,1,65536,23,0,0,11,46,25,7,0,0,Bael Modan
360,458760,1,458752,2,0,0,11,10,25,9,0,0,The Venture Co. Mine
361,720896,1,0,2,0,0,11,35,25,2,0,0,Felwood
362,131073,1,131072,24,0,0,11,10,25,9,0,0,Razor Hill
363,131074,1,131072,24,0,0,11,10,25,9,0,0,Valley of Trials
364,131075,1,131072,24,0,0,11,0,25,0,0,0,The Den
365,131076,1,131072,24,0,0,11,10,25,9,0,0,Burning Blade Coven
366,131077,1,131072,24,0,0,11,10,25,9,0,0,Kolkar Crag
367,131078,1,131072,24,0,0,11,10,25,9,0,0,Sen'jin Village
368,131079,1,131072,24,0,0,11,10,25,9,0,0,Echo Isles
369,131080,1,131072,24,0,0,11,10,25,9,0,0,Thunder Ridge
370,131081,1,131072,24,0,0,11,0,25,0,0,0,Drygulch Ravine
372,131083,1,131072,24,0,0,11,10,25,9,0,0,Tiragarde Keep
373,131084,1,131072,24,0,0,11,10,25,9,0,0,Scuttle Coast
374,131085,1,131072,24,0,0,11,72,25,9,0,0,Bladefist Bay
375,131086,1,131072,24,0,0,11,0,25,0,0,0,Deadeye Shore
377,786432,1,0,2,0,0,11,35,25,11,0,0,Southfury River
378,65538,1,65536,23,0,0,11,46,25,7,0,0,Camp Taurajo
379,65539,1,65536,23,0,0,11,46,25,7,0,0,Far Watch Post
380,65540,1,65536,23,0,0,11,46,25,7,0,0,The Crossroads
381,65541,1,65536,23,0,0,11,0,25,0,0,0,Boulder Load Mine
383,65543,1,65536,23,0,0,11,0,25,0,0,0,The Dry Hills
384,65544,1,65536,23,0,0,11,0,25,0,0,0,Dreadmist Peak
385,65545,1,65536,23,0,0,11,0,25,0,0,0,Northwatch Hold
386,65546,1,65536,23,0,0,11,46,25,7,0,0,The Forgotten Pools
388,65548,1,65536,23,0,0,11,46,25,7,0,0,The Stagnant Oasis
390,65550,1,65536,23,0,0,11,0,25,0,0,0,Field of Giants
391,65551,1,65536,23,0,0,11,0,25,0,0,0,The Merchant Coast
392,65552,1,65536,23,0,0,11,46,25,7,0,0,Ratchet
393,131087,1,131072,24,0,0,11,10,25,9,0,0,Darkspear Strand
394,2424832,0,0,2,0,0,11,0,25,0,0,0,Darrowmere Lake
395,2424833,0,2424832,2,0,0,11,0,25,0,0,0,Caer Darrow
396,458761,1,458752,2,0,0,11,45,25,9,0,0,Winterhoof Water Well
397,458762,1,458752,2,0,0,11,45,25,9,0,0,Thunderhorn Water Well
398,458763,1,458752,2,0,0,11,45,25,9,0,0,Wildmane Water Well
400,851968,1,0,2,0,0,11,0,25,0,0,0,Thousand Needles
401,65553,1,65536,23,0,0,11,46,25,7,0,0,The Tidus Stair
404,458765,1,458752,2,0,0,11,45,25,9,0,0,Bael'Dun Digsite
405,917504,1,0,2,0,0,11,10,25,7,0,0,Desolace
406,983040,1,0,2,0,0,11,10,25,7,0,0,Stonetalon Mountains
407,131088,1,131072,24,0,0,11,10,25,14,0,0,Orgrimmar
408,2490368,0,0,2,0,0,11,0,25,0,0,0,Gillijim's Isle
409,2555904,0,0,2,0,0,11,0,25,0,0,0,Island of Doctor Lapidis
410,131089,1,131072,24,0,0,11,10,25,9,0,0,Razorwind Canyon
411,524289,1,524288,2,0,0,11,35,25,15,0,0,Bathran's Haunt
412,524290,1,524288,2,0,0,11,0,25,0,0,0,The Ruins of Ordil'Aran
413,524291,1,524288,2,0,0,11,0,25,0,0,0,Maestra's Post
414,524292,1,524288,2,0,0,11,0,25,0,0,0,The Zoram Strand
415,524293,1,524288,2,0,0,11,35,25,11,0,0,Astranaar
416,524294,1,524288,2,0,0,11,35,25,11,0,0,The Shrine of Aessina
417,524295,1,524288,2,0,0,11,0,25,0,0,0,Fire Scar Shrine
418,524296,1,524288,2,0,0,11,0,25,0,0,0,The Ruins of Stardust
419,524297,1,524288,2,0,0,11,0,25,0,0,0,The Howling Vale
420,524298,1,524288,2,0,0,11,0,25,0,0,0,Silverwind Refuge
421,524299,1,524288,2,0,0,11,0,25,0,0,0,Mystral Lake
422,524300,1,524288,2,0,0,11,0,25,0,0,0,Fallen Sky Lake
424,524302,1,524288,2,0,0,11,0,25,0,0,0,Iris Lake
426,524304,1,524288,2,0,0,11,0,25,0,0,0,Raynewood Retreat
427,524305,1,524288,2,0,0,11,0,25,0,0,0,The Shady Nook
430,524308,1,524288,2,0,0,11,0,25,0,0,0,Satyrnaar
432,524310,1,524288,2,0,0,11,0,25,0,0,0,The Dor'danil Barrow Den
433,524311,1,524288,2,0,0,11,0,25,0,0,0,Falfarren River
435,524313,1,524288,2,0,0,11,0,25,0,0,0,Demon Fall Canyon
436,524314,1,524288,2,0,0,11,0,25,0,0,0,Demon Fall Ridge
438,524316,1,524288,2,0,0,11,0,25,0,0,0,Bough Shadow
439,851969,1,851968,2,0,0,11,0,25,0,0,0,The Shimmering Flats
440,1048576,1,0,2,0,0,11,10,25,7,0,0,Tanaris
441,524317,1,524288,2,0,0,11,0,25,0,0,0,Lake Falathim
442,393217,1,393216,2,0,0,11,33,25,11,0,0,Auberdine
443,393218,1,393216,2,0,0,11,33,25,11,0,0,Ruins of Mathystra
444,393219,1,393216,2,0,0,11,0,25,0,0,0,Tower of Althalaxx
445,393220,1,393216,2,0,0,11,33,25,11,0,0,Cliffspring Falls
446,393221,1,393216,2,0,0,11,33,25,11,0,0,Bashal'Aran
447,393222,1,393216,2,0,0,11,33,25,15,0,0,Ameth'Aran
448,393223,1,393216,2,0,0,11,0,25,0,0,0,Grove of the Ancients
449,393224,1,393216,2,0,0,11,0,25,0,0,0,The Master's Glaive
450,393225,1,393216,2,0,0,11,33,25,11,0,0,Remtravel's Excavation
452,393227,1,393216,2,0,0,11,33,25,11,0,0,Mist's Edge
454,393229,1,393216,2,0,0,11,0,25,0,0,0,Wildbend River
455,393230,1,393216,2,0,0,11,33,25,11,0,0,Blackwood Den
456,393231,1,393216,2,0,0,11,0,25,0,0,0,Cliffspring River
458,65554,1,65536,23,0,0,11,46,25,7,0,0,Gold Road
459,1572884,0,1572864,2,0,0,11,0,25,0,0,0,Scarlet Watch Post
460,983041,1,983040,2,0,0,11,10,25,7,0,0,Sun Rock Retreat
461,983042,1,983040,2,0,0,11,10,25,7,0,0,Windshear Crag
463,983044,1,983040,2,0,0,11,10,25,7,0,0,Cragpool Lake
464,983045,1,983040,2,0,0,11,10,25,7,0,0,Mirkfallon Lake
465,983046,1,983040,2,0,0,11,10,25,2,0,0,The Charred Vale
466,983047,1,983040,2,0,0,11,10,25,7,0,0,Valley of the Bloodfuries
468,983049,1,983040,2,0,0,11,10,25,7,0,0,The Talon Den
469,983050,1,983040,2,0,0,11,10,25,7,0,0,Greatwood Vale
470,458766,1,458752,2,0,0,11,10,25,9,0,0,Thunder Bluff
471,458767,1,458752,2,0,0,11,0,25,0,0,0,Brave Wind Mesa
472,458768,1,458752,2,0,0,11,0,25,0,0,0,Fire Stone Mesa
474,458770,1,458752,2,0,0,11,0,25,0,0,0,Hunter Rise
475,458771,1,458752,2,0,0,11,0,25,0,0,0,Spirit Rise
476,458772,1,458752,2,0,0,11,10,25,9,0,0,Elder Rise
