ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0],FactionGroupMask
43,0,33,0,0,11,0,3,0,0,-1,Wild Shore,0
44,0,0,0,0,11,31,1,1512850505,0,-1,Redridge Mountains,0
45,0,0,0,0,11,31,8,0,0,-1,Arathi Highlands,0
46,0,0,0,0,11,46,10,0,0,-1,Burning Steppes,0
47,0,0,0,0,11,31,1,1512850505,0,-1,The Hinterlands,0
49,0,22,0,0,11,0,0,0,0,-1,Dead Man's Hole,0
51,0,0,0,0,11,46,10,1512850505,0,-1,Searing Gorge,0
53,0,12,0,0,11,35,1,0,0,-1,Thieves Camp,0
55,0,12,0,0,11,35,17,2541,1,0,Valley of Heroes,0
56,0,12,0,0,11,35,1,0,0,6,Heroes' Vigil,0
57,0,12,0,0,11,35,1,0,0,5,Fargodeep Mine,0
59,0,12,0,0,11,35,1,0,0,-1,Northshire Vineyards,0
61,0,12,0,0,11,35,1,0,0,-1,Thunder Falls,0
62,0,12,0,0,11,35,1,0,0,8,Brackwell Pumpkin Patch,0
63,0,12,0,0,11,35,1,0,0,6,The Stonefield Farm,0
64,0,12,0,0,11,35,1,0,0,6,The Maclure Vineyards,0
65,0,0,4,0,11,0,0,0,0,-1,***On Map Dungeon***,0
66,1,0,4,0,11,0,0,0,0,-1,***On Map Dungeon***,0
67,17,0,4,0,11,0,0,0,0,-1,***On Map Dungeon***,0
69,0,44,0,0,11,0,1,0,0,15,Lakeshire,0
70,0,44,0,0,11,0,1,0,0,24,Stonewatch,0
72,0,4,0,0,11,0,7,0,0,-1,Dark Portal,0
73,0,4,0,0,11,0,7,0,0,-1,Demonic Stronghold,0
74,0,8,0,0,11,0,0,0,0,-1,Pool of Tears,0
75,0,8,0,0,11,0,0,0,0,-1,Stonard,0
76,0,8,0,0,11,0,0,0,0,-1,Fallow Sanctuary,0
77,0,1,0,0,11,0,8,0,0,0,Anvilmar,0
80,0,12,0,0,11,35,17,0,0,10,Stormwind City,0
156,0,85,0,0,11,0,2,0,0,6,Solliden Farmstead,0
157,0,85,0,0,11,0,15,0,0,8,Agamand Mills,0
158,0,85,0,0,11,0,15,0,0,-1,Agamand Family Crypt,0
159,0,85,0,0,11,0,15,0,0,5,Brill,0
160,0,85,0,0,11,0,2,0,0,12,Whispering Gardens,0
161,0,85,0,0,11,0,2,0,0,0,Terrace of Repose,0
162,0,85,0,0,11,0,2,0,0,7,Brightwater Lake,0
163,0,85,0,0,11,0,2,0,0,-1,Gunther's Retreat,0
164,0,85,0,0,11,0,2,0,0,7,Garren's Haunt,0
165,0,85,0,0,11,0,15,0,0,5,Balnir Farmstead,0
166,0,85,0,0,11,0,2,0,0,5,Cold Hearth Manor,0
167,0,85,0,0,11,0,2,0,0,8,Crusader Outpost,0
168,0,85,0,0,11,0,2,0,0,8,The North Coast,0
170,0,0,0,0,11,31,2,0,0,-1,Lordamere Lake,0
172,0,130,0,0,11,0,2,0,0,18,Fenris Isle,0
187,1,141,0,0,11,48,76,3900,1,7,Darnassus,0
189,0,1,0,0,11,0,8,0,0,5,Steelgrill's Depot,0
190,0,28,0,0,11,0,0,0,0,-1,Hearthglenn,0
192,0,28,0,0,11,0,0,0,0,-1,Northridge Lumber Camp,0
193,0,28,0,0,11,0,15,0,0,-1,Ruins of Anderhol,0
195,0,28,0,0,11,0,0,0,0,-1,School of Necromancy,0
197,0,28,0,0,11,0,15,0,0,-1,Sorrow Hill,0
198,0,28,0,0,11,0,0,0,0,-1,The Weeping Cave,0
199,0,28,0,0,11,0,0,0,0,-1,Felstone Field,0
200,0,28,0,0,11,0,0,0,0,-1,Dalson's Tears,0
201,0,28,0,0,11,0,0,0,0,-1,Gahrron's Withering,0
202,0,28,0,0,11,0,10,0,0,-1,The Writhing Haunt,0
203,0,28,0,0,11,0,0,0,0,-1,Mardenholde Keep,0
204,0,130,0,0,11,0,2,0,0,15,Pyrewood Village,0
205,0,11,0,0,11,0,0,0,0,28,Dun Modr,0
206,36,0,0,0,11,47,9,0,0,-1,Westfall,0
207,36,0,0,0,11,0,9,0,0,-1,The Great Sea,0
208,36,0,0,76,11,34,0,83622928,0,-1,Ironclad Cove,0
209,33,0,0,0,11,0,2,0,0,-1,Shadowfang,0
210,36,0,4,0,11,0,0,0,0,-1,***On Map Dungeon***,0
211,0,1,0,0,11,0,8,0,0,0,Iceflow Lake,0
212,0,1,0,0,11,0,8,0,0,8,Helm's Bed Lake,0
213,0,130,0,0,11,0,2,0,0,-1,Deep Elem Mine,0
214,0,0,0,0,11,0,9,0,0,-1,The Great Sea,0
215,1,0,0,0,11,30,9,0,0,-1,Mulgore,0
219,0,40,0,0,11,0,9,0,0,-1,Alexston Farmstead,0
221,1,215,0,0,11,0,9,0,0,0,Camp Narache,0
222,1,215,0,0,11,0,9,0,0,5,Bloodhoof Village,0
223,1,215,0,0,11,0,9,0,0,-1,Stonebull Lake,0
224,1,215,0,0,11,0,9,0,0,7,Ravaged Caravan,0
225,1,215,0,0,11,0,9,0,0,9,Red Rocks,0
227,0,130,0,0,11,0,2,0,0,11,Valgan's Field,0
228,0,130,0,0,11,0,15,0,0,10,The Sepulcher,0
229,0,130,0,0,11,0,0,0,0,-1,Olsen's Farthing,0
230,0,130,0,0,11,0,0,0,0,18,The Greymane Wall,0
231,0,130,0,0,11,0,2,0,0,-1,Beren's Peril,0
232,0,130,0,0,11,0,2,0,0,-1,The Dawning Isles,0
233,0,130,0,0,11,0,2,0,0,15,Ambermill,0
236,0,130,0,0,11,0,2,0,0,16,Shadowfang Keep,0
237,0,130,0,0,11,0,2,0,0,-1,The Decrepit Ferry,0
240,0,130,0,0,11,0,2,0,0,-1,The Dead Field,0
241,0,10,0,0,11,0,2,0,0,26,The Rotting Orchard,0
242,0,10,0,0,11,0,2,0,0,28,Brightwood Grove,0
243,0,10,0,0,11,0,2,0,0,-1,Forlorn Rowe,0
82,0,22,0,0,11,0,0,0,0,-1,Jeff NW Quadrant,0
83,0,22,0,0,11,0,0,0,0,-1,Jeff SE Quadrant,0
84,0,22,0,0,11,0,0,0,0,-1,Jeff SW Quadrant,0
85,0,0,0,0,11,40,2,0,0,-1,Tirisfal Glades,0
86,0,12,0,0,11,35,1,0,0,0,Stone Cairn Lake,0
88,0,12,0,0,11,35,1,0,0,6,Eastvale Logging Camp,0
89,0,12,0,0,11,35,1,0,0,-1,Mirror Lake Orchard,0
91,0,12,0,0,11,35,1,0,0,8,Tower of Azora,0
94,0,10,0,0,11,0,2,0,0,24,Raven Hill,0
95,0,44,0,0,11,0,1,0,0,20,Redridge Canyons,0
96,0,44,0,0,11,0,1,0,0,25,Tower of Ilgalar,0
97,0,44,0,0,11,0,1,0,0,19,Alther's Mill,0
98,0,44,0,0,11,0,1,0,0,-1,Rethban Caverns,0
99,0,33,0,0,11,0,3,0,0,-1,Rebel Camp,0
101,0,33,0,0,11,0,3,0,0,-1,Kurzen's Compound,0
103,0,33,0,0,11,0,3,0,0,-1,Ruins of Zul'Mamwe,0
104,0,33,0,0,11,0,3,0,0,-1,The Vile Reef,0
105,0,33,0,0,11,0,3,0,0,-1,Mosh'Ogg Ogre Mound,0
106,0,33,0,0,11,0,3,0,0,-1,The Stockpile,0
107,0,40,0,0,11,0,9,0,0,-1,Saldean's Farm,0
108,0,40,0,0,11,0,9,0,0,-1,Sentinel Hill,0
109,0,40,0,0,11,0,9,0,0,-1,Furlbrow's Pumpkin Farm,0
111,0,40,0,0,11,0,9,0,0,-1,Jangolode Mine,0
115,0,40,0,0,11,24,9,0,0,-1,Westfall Lighthouse,0
116,0,8,0,0,11,0,0,0,0,-1,Misty Valley,0
118,0,11,0,0,11,0,3,0,0,22,Whelgar's Excavation Site,0
121,0,10,0,0,11,0,15,0,0,28,Tranquil Gardens Cemetery,0
122,0,33,0,0,11,0,3,0,0,-1,Zuuldaia Ruins,0
123,0,33,0,0,11,0,3,0,0,-1,Bal'lal Ruins,0
125,0,33,0,0,11,0,3,0,0,-1,Kal'ai Ruins,0
126,0,33,0,0,11,0,3,0,0,-1,Tkashi Ruins,0
127,0,33,0,0,11,0,3,0,0,-1,Balia'mah Ruins,0
128,0,33,0,0,11,0,3,0,0,-1,Ziata'jai Ruins,0
129,0,33,0,0,11,0,3,0,0,-1,Mizjah Ruins,0
130,0,0,0,0,11,28,2,0,0,-1,Silverpine Forest,0
131,0,1,0,0,11,0,8,0,0,5,Kharanos,0
132,0,1,0,0,11,0,0,0,0,0,Coldridge Valley,0
133,0,1,0,0,11,42,8,0,0,10,Gnomeregan,0
134,0,1,0,0,11,0,8,0,0,10,Gol'Bolar Quarry,0
135,0,1,0,0,11,0,8,0,0,0,Frostmane Hold,0
136,0,1,0,0,11,0,0,0,0,5,The Grizzled Den,0
137,0,1,0,0,11,0,8,0,0,7,Brewnall Village,0
138,0,1,0,0,11,0,8,0,0,0,Misty Pine Refuge,0
139,0,0,0,0,11,37,10,0,0,-1,Eastern Plaguelands,0
141,1,0,0,0,11,29,11,56,0,-1,Teldrassil,0
142,0,38,0,0,11,0,1,0,0,15,Ironband's Excavation Site,0
143,0,38,0,0,11,0,1,0,0,18,Mo'grosh Stronghold,0
144,0,38,0,0,11,0,1,0,0,10,Thelsamar,0
145,0,38,0,0,11,0,1,0,0,18,Algaz Gate,0
146,0,38,0,0,11,0,1,0,0,15,Stonewrought Dam,0
147,0,38,0,0,11,0,1,0,0,15,The Farstrider Lodge,0
148,1,0,0,0,11,28,2,4517,1,-1,Darkshore,0
149,0,38,0,0,11,0,1,0,0,12,Silver Stream Mine,0
150,0,11,0,0,11,0,3,0,0,20,Menethil Harbor,0
152,0,85,0,0,11,0,2,0,0,0,The Bulwark,0
154,0,85,0,0,11,0,15,0,0,0,Deathknell,0
155,0,85,0,0,11,0,2,0,0,-1,Night Web's Hollow,0
249,0,46,0,0,11,0,10,0,0,-1,Dreadmaul Rock,0
251,0,46,0,0,11,0,0,0,0,-1,Flame Crest,0
252,0,46,0,0,11,0,10,0,0,-1,Blackrock Stronghold,0
253,0,46,0,0,11,0,0,0,0,-1,The Pillar of Ash,0
255,0,46,0,0,11,0,10,0,0,-1,Altar of Storms,0
256,1,141,0,0,11,0,11,0,0,-1,Aldrassil,0
257,1,141,0,0,11,0,11,0,0,-1,Shadowthread Cave,0
258,1,141,0,0,11,0,11,0,0,-1,Fel Rock,0
259,1,141,0,0,11,0,11,0,0,5,Lake Al'Ameth,0
260,1,141,0,0,11,0,11,0,0,6,Starbreeze Village,0
261,1,141,0,0,11,0,0,0,0,8,Gnarlpine Hold,0
262,1,141,0,0,11,0,11,0,0,-1,Ban'ethil Barrow Den,0
263,1,141,0,0,11,0,0,0,0,-1,The Cleft,0
264,1,141,0,0,11,0,11,0,0,9,The Oracle Glade,0
265,1,141,0,0,11,0,0,0,0,0,Wellspring River,0
266,1,141,0,0,11,0,0,0,0,9,Wellspring Lake,0
267,0,0,0,0,11,31,1,0,0,-1,Hillsbrad Foothills,0
269,0,0,0,0,11,31,0,14,0,18,Dun Algaz,0
272,0,267,0,0,11,0,1,0,0,20,Tarren Mill,0
275,0,267,0,0,11,0,1,0,0,21,Durnholde Keep,0
277,0,36,0,0,11,0,1,0,0,-1,The Foothill Caverns,0
278,0,36,0,0,11,0,1,0,0,32,Lordamere Internment Camp,0
279,0,36,0,0,11,0,0,4517,0,30,Dalaran,0
280,0,36,0,0,11,37,2,0,0,34,Strahnbrad,0
281,0,36,0,0,11,37,2,4514,1,36,Ruins of Alterac,0
282,0,36,0,0,11,37,2,0,0,-1,Crushridge Hold,0
283,0,36,0,0,11,37,2,0,0,-1,Slaughter Hollow,0
284,0,36,0,0,11,0,1,0,0,-1,The Uplands,0
285,0,267,0,0,11,0,2,0,0,-1,Southpoint Tower,0
286,0,267,0,0,11,0,1,0,0,22,Hillsbrad Fields,0
287,0,267,0,0,11,0,1,0,0,-1,Hillsbrad,0
288,0,267,0,0,11,0,1,0,0,-1,Azurelode Mine,0
289,0,267,0,0,11,0,1,0,0,26,Nethander Stead,0
290,0,267,0,0,11,0,1,0,0,-1,Dun Garok,0
293,0,0,0,0,11,31,1,0,0,30,Thoradin's Wall,0
294,0,267,0,0,11,0,1,0,0,30,Eastern Strand,0
296,0,0,0,0,11,24,0,0,0,-1,South Seas,0
297,0,33,0,0,11,0,0,0,0,-1,Jaguero Isle,0
298,0,11,0,0,11,0,3,0,0,0,Baradin Bay,0
299,0,11,0,0,11,0,0,0,0,0,Menethil Bay,0
300,0,8,0,0,11,0,0,0,0,-1,Mistyreed Strand,0
301,0,33,0,0,11,0,3,0,0,-1,The Savage Coast,0
303,0,33,0,0,11,0,0,0,0,-1,Shell Beach,0
305,0,130,0,0,11,0,0,0,0,-1,North Tide's Run,0
306,0,130,0,0,11,0,0,0,0,-1,South Tide's Run,0
307,0,47,0,0,11,0,1,0,0,-1,The Overlook Cliffs,0
309,0,11,0,0,11,0,9,0,0,24,Ironbeard's Tomb,0
310,0,33,0,0,11,0,0,0,0,-1,Crystalvein Mine,0
312,0,33,0,0,11,0,0,0,0,-1,Janeiro's Point,0
314,0,45,0,0,11,0,2,0,0,33,Go'Shek Farm,0
316,0,45,0,75,11,46,0,0,0,35,Boulderfist Hall,0
318,0,45,0,0,11,0,0,0,0,-1,Drywhisker Gorge,0
320,0,45,0,0,11,0,0,0,0,30,Refuge Pointe,0
321,0,45,0,0,11,0,2,4514,1,30,Hammerfall,0
323,0,45,0,0,11,0,0,0,0,-1,O'Breen's Camp,0
324,0,45,0,0,11,0,0,4514,1,36,Stromgarde Keep,0
325,0,45,0,0,11,0,0,0,0,-1,The Tower of Arathor,0
326,0,45,0,0,11,0,0,0,0,-1,The Sanctum,0
244,0,10,0,0,11,0,2,0,0,-1,The Whipple Estate,0
246,0,51,0,0,11,0,10,0,0,-1,The Cauldron,0
247,0,51,0,0,11,0,0,0,0,-1,Grimesilt Dig Site,0
656,1,493,0,0,11,0,0,0,0,0,Lake Elune'ara,0
657,0,8,0,0,11,0,0,0,0,0,The Harborage,0
676,150,0,0,0,11,46,0,0,0,0,Outland,0
696,1,141,0,0,11,48,76,0,0,0,Craftsmen's Terrace,0
697,1,141,0,0,11,48,76,0,0,0,Tradesmen's Terrace,0
698,1,141,0,0,11,48,76,0,0,0,The Temple Gardens,0
699,1,141,0,0,11,48,76,0,0,0,Temple of Elune,0
700,1,141,0,0,11,48,76,4434,1,0,Cenarion Enclave,0
701,1,141,0,0,11,48,76,3920,0,0,Warrior's Terrace,0
702,1,141,0,0,11,0,0,0,0,11,Rut'theran Village,0
721,90,0,0,0,11,42,0,0,0,0,Gnomeragon,0
838,0,38,0,0,11,0,0,0,0,0,North Gate Pass,0
839,0,38,0,0,11,0,0,0,0,0,South Gate Pass,0
896,0,267,0,0,11,0,0,0,0,30,Purgation Isle,0
920,0,40,0,0,11,0,0,0,0,0,The Dagger Hills,0
921,0,40,0,0,11,0,0,0,0,0,Demont's Place,0
922,0,40,0,0,11,0,0,0,0,0,The Dust Plains,0
923,0,38,0,0,11,0,0,0,0,13,Stonesplinter Valley,0
924,0,38,0,0,11,0,0,0,0,0,Valley of Kings,0
925,0,38,0,0,11,0,0,0,0,0,Algaz Station,0
926,0,130,0,0,11,0,0,0,0,0,Bucklebree Farm,0
927,0,130,0,0,11,0,0,0,0,0,The Shining Strand,0
928,0,130,0,0,11,0,0,0,0,0,North Tide's Hollow,0
936,0,38,0,0,11,0,0,0,0,0,Grizzlepaw Ridge,0
956,169,0,0,0,11,0,0,0,0,0,The Verdant Fields,0
976,1,440,0,0,0,0,0,0,0,40,Gadgetzan,0
978,1,440,0,0,0,25,0,0,0,45,Zul'Farrak,0
979,1,440,0,0,0,0,0,0,0,0,Sandsorrow Watch,0
980,1,440,0,0,0,0,0,0,0,49,Thistleshrub Valley,0
981,1,440,0,0,0,0,0,0,0,48,The GapingChasm,0
982,1,440,0,0,0,0,0,0,0,48,The Noxious Lair,0
983,1,440,0,0,0,0,0,0,0,47,Dunemaul Compound,0
984,1,440,0,0,0,0,0,0,0,47,Eastmoon Ruins,0
985,1,440,0,0,0,0,0,0,0,44,Waterspring Field,0
986,1,440,0,0,0,0,0,0,0,0,Zalashji's Den,0
987,1,440,0,0,0,0,0,0,0,0,Land's End Beach,0
988,1,440,0,0,0,0,0,0,0,0,Wavestrider Beach,0
989,1,440,0,0,0,0,0,0,0,0,Uldum,0
990,1,440,0,0,0,0,0,0,0,50,Valley of the Watchers,0
991,1,440,0,0,0,0,0,0,0,0,Gunstan's Post,0
992,1,440,0,0,0,0,0,0,0,47,Southmoon Ruins,0
1001,0,44,0,0,0,0,0,0,0,0,Lakeridge Highway,0
1002,0,44,0,0,0,0,0,0,0,0,Three Corners,0
1016,0,11,0,0,0,0,0,0,0,28,Direforge Hill,0
1017,0,11,0,0,0,0,0,0,0,30,Raptor Ridge,0
1018,0,11,0,0,0,0,0,0,0,0,Black Channel Marsh,0
1019,0,139,0,0,0,0,0,0,0,0,The Green Belt,0
1020,0,11,0,0,0,0,0,0,0,22,Mosshide Fen,0
1021,0,11,0,0,0,0,0,0,0,0,Thelgen Rock,0
1022,0,11,0,0,0,0,0,0,0,0,Bluegill Marsh,0
1023,0,11,0,0,0,0,0,0,0,0,Saltspray Glen,0
1024,0,11,0,0,0,0,0,0,0,20,Sundown Marsh,0
1025,0,11,0,0,0,0,0,0,0,0,The Green Belt,0
1056,0,267,0,0,0,0,0,0,0,0,Darrow Hill,0
1057,0,267,0,0,0,0,0,0,0,30,Thoradin's Wall,0
1102,1,357,0,0,0,0,0,0,0,-1,Wildwind Lake,0
1097,0,10,0,0,0,0,0,0,0,0,The Hushed Bank,0
1098,0,10,0,0,0,0,0,0,0,30,Manor Mistmantle,0
1099,1,357,0,0,0,0,0,0,0,-1,Camp Mojache,0
1105,1,357,0,0,0,0,0,0,0,-1,Feral Scar Vale,0
1108,1,357,0,0,0,0,0,0,0,-1,The Forgotten Coast,0
1114,1,357,0,0,0,0,0,0,0,-1,Ruins of Ravenwind,0
1115,1,357,0,0,0,0,0,0,0,-1,Rage Scar Hold,0
1116,1,357,0,0,0,0,0,0,0,-1,Feathermoon Stronghold,0
1117,1,357,0,0,0,0,0,0,0,-1,Ruins of Solarsal,0
1118,1,357,0,0,0,0,0,0,0,-1,Lower Wilds,0
1136,1,357,0,0,0,0,0,0,0,-1,High Wilderness,0
1156,1,17,0,0,0,0,0,0,0,-1,Southern Barrens,0
1196,1,0,0,0,0,0,0,0,0,-1,Alcaz Island,0
1216,1,16,0,0,0,0,0,0,0,-1,Timbermaw Hold,0
1217,1,16,0,0,0,0,0,0,0,-1,Vanndir Encampment,0
1218,1,16,0,0,0,0,0,0,0,-1,TESTAzshara,0
1219,1,16,0,0,0,0,0,0,0,-1,Legash Encampment,0
1076,1,406,0,0,0,0,0,0,0,21,Webwinder Path,0
1119,1,357,0,0,0,0,0,0,0,-1,The Twin Colossals,0
1137,1,357,0,0,0,0,0,0,0,-1,Lower Wilds,0
1176,209,0,0,0,0,25,0,0,0,-1,Zul'farrak,0
1296,1,14,0,0,0,0,0,0,0,-1,Rocktusk Farm,0
1336,1,440,0,0,0,0,0,0,0,-1,Lost Rigger Cove,0
977,1,440,0,0,0,0,0,0,0,40,Steamwheedle Port,0
1036,0,11,0,0,0,0,0,0,0,28,Angerfang Encampment,0
1037,0,11,0,0,0,0,0,0,0,0,Grim Batol,0
1038,0,11,0,0,0,0,0,0,0,25,Dragonmaw Gates,0
1039,0,11,0,0,0,0,0,0,0,25,The Lost Fleet,0
1100,1,357,0,0,0,0,0,0,0,-1,GrimtotemCompound,0
1101,1,357,0,0,0,0,0,0,0,-1,The Writhing Deep,0
1103,1,357,0,0,0,0,0,0,0,-1,Gordunni Outpost,0
1104,1,357,0,0,0,0,0,0,0,-1,Mok'Gordun,0
1106,1,357,0,0,0,0,0,0,0,-1,Frayfeather Highlands,0
1107,1,357,0,0,0,0,0,0,0,-1,Idlewind Lake,0
1109,1,357,0,0,0,0,0,0,0,-1,East Pillar,0
1110,1,357,0,0,0,0,0,0,0,-1,West Pillar,0
1111,1,357,0,0,0,0,0,0,0,-1,Dream Bough,0
1112,1,357,0,0,0,0,0,0,0,-1,Jademir Lake,0
1113,1,357,0,0,0,0,0,0,0,-1,Oneiros,0
1157,1,17,0,0,0,0,0,0,0,-1,Southern Gold Road,0
1297,1,14,0,0,0,0,0,0,0,-1,Jaggedswine Farm,0
996,0,44,0,0,0,0,0,0,0,22,Render's Camp,0
997,0,44,0,0,0,0,0,0,0,20,Render's Valley,0
998,0,44,0,0,0,0,0,0,0,25,Render's Rock,0
999,0,44,0,0,0,0,0,0,0,0,Stonewatch Tower,0
1000,0,44,0,0,0,0,0,0,0,22,Galardell Valley,0
1120,1,357,0,0,0,0,0,0,0,-1,Sardor Isle,0
1121,1,357,0,0,0,0,0,0,0,-1,Isle of Dread,0
1220,1,16,0,0,0,0,0,0,0,-1,Thalassian Base Camp,0
1221,1,16,0,0,0,0,15,0,0,-1,Ruins of Eldarath ,0
1222,1,16,0,0,0,0,0,0,0,-1,Hetaera's Clutch,0
1223,1,16,0,0,0,0,15,0,0,-1,Temple of Zin-Malor,0
1224,1,16,0,0,0,0,0,0,0,-1,Bear's Head,0
1225,1,16,0,0,0,0,0,0,0,-1,Ursolan,0
1226,1,16,0,0,0,0,0,0,0,-1,Temple of Arkkoran,0
1227,1,16,0,0,0,0,0,0,0,-1,Bay of Storms,0
1228,1,16,0,0,0,0,0,0,0,-1,The Shattered Strand,0
1229,1,16,0,0,0,0,0,0,0,-1,Tower of Eldara,0
1230,1,16,0,0,0,0,0,0,0,-1,Jagged Reef,0
