ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang_mask
352,0,47,0,0,11,44,25,1,0,0,-1,Zun'watha,,,,,,,,6750210
353,0,47,0,0,11,44,25,1,0,0,-1,Shadra'Alor,,,,,,,,6750210
356,0,47,0,0,11,44,25,1,0,0,-1,Seradane,,,,,,,,6750210
357,1,0,0,0,11,0,25,3,0,0,-1,Feralas,,,,,,,,6750210
358,1,215,0,0,11,45,25,9,0,0,4,Brambleblade Ravine,,,,,,,,65538
359,1,17,0,0,11,46,25,7,0,0,25,Bael Modan,,,,,,,,6750210
360,1,215,0,0,11,45,25,9,1315270255,0,7,The Venture Co. Mine,,,,,,,,6750210
361,1,0,0,0,11,35,25,2,0,0,-1,Felwood,,,,,,,,6750210
362,1,14,0,0,11,47,25,9,0,0,5,Razor Hill,,,,,,,,6750210
363,1,14,0,0,11,47,25,9,0,0,0,Valley of Trials,,,,,,,,65538
364,1,14,0,0,11,47,25,9,0,0,-1,The Den,,,,,,,,6750210
365,1,14,0,0,11,47,25,9,0,0,-1,Burning Blade Coven,,,,,,,,65538
366,1,14,0,0,11,47,25,9,0,0,7,Kolkar Crag,,,,,,,,6750210
367,1,14,0,0,11,47,25,9,0,0,6,Sen'jin Village,,,,,,,,6750210
368,1,14,0,0,11,17,25,9,0,0,7,Echo Isles,,,,,,,,6750210
369,1,14,0,0,11,47,25,9,0,0,9,Thunder Ridge,,,,,,,,6750210
370,1,14,0,0,11,47,25,9,0,0,0,Drygulch Ravine,,,,,,,,6750210
372,1,14,0,0,11,47,25,9,0,0,6,Tiragarde Keep,,,,,,,,6750210
373,1,14,0,0,11,47,25,9,0,0,6,Scuttle Coast,,,,,,,,6750208
374,1,14,0,0,11,93,25,9,0,0,-1,Bladefist Bay,,,,,,,,6750210
375,1,14,0,0,11,47,25,9,0,0,-1,Deadeye Shore,,,,,,,,6750208
377,1,0,0,0,11,93,25,9,0,0,9,Southfury River,,,,,,,,65538
378,1,17,0,0,11,46,25,7,0,0,10,Camp Taurajo,,,,,,,,6750210
379,1,17,0,0,11,46,25,7,0,0,10,Far Watch Post,,,,,,,,6750210
380,1,17,0,0,11,46,25,7,0,0,15,The Crossroads,,,,,,,,6750210
381,1,17,0,0,11,46,25,0,0,0,-1,Boulder Load Mine,,,,,,,,6750210
383,1,17,0,0,11,0,25,0,0,0,14,The Dry Hills,,,,,,,,6750210
384,1,17,0,0,11,30,25,9,0,0,-1,Dreadmist Peak,,,,,,,,6750210
385,1,17,0,0,11,0,25,0,0,0,-1,Northwatch Hold,,,,,,,,6750210
386,1,17,0,0,11,46,25,7,0,0,12,The Forgotten Pools,,,,,,,,458754
388,1,17,0,0,11,46,25,7,0,0,15,The Stagnant Oasis,,,,,,,,458754
390,1,17,0,0,11,0,25,0,0,0,20,Field of Giants,,,,,,,,6750210
391,1,17,0,0,11,0,25,0,0,0,12,The Merchant Coast,,,,,,,,6750210
392,1,17,0,0,11,46,25,7,0,0,15,Ratchet,,,,,,,,6750210
393,1,14,0,0,11,47,25,9,0,0,0,Darkspear Strand,,,,,,,,6750210
394,0,0,0,0,11,0,25,0,0,0,-1,Darrowmere Lake,,,,,,,,6750210
395,0,394,0,0,11,0,25,0,0,0,-1,Caer Darrow,,,,,,,,6750208
396,1,215,0,0,11,45,25,9,0,0,6,Winterhoof Water Well,,,,,,,,6750210
397,1,215,0,0,11,45,25,9,0,0,7,Thunderhorn Water Well,,,,,,,,6750210
1,0,0,1,0,11,16,25,8,0,0,-1,Dun Morogh,,,,,,,,6750210
2,0,40,0,0,11,72,25,9,1098149477,0,-1,Longshore,,,,,,,,458752
3,0,0,0,0,11,47,25,7,0,0,-1,Badlands,,,,,,,,6750210
4,0,0,0,0,11,72,25,7,0,0,-1,Blasted Lands,,,,,,,,6750210
7,0,33,0,0,11,17,25,3,0,0,-1,Blackwater Cove,,,,,,,,6750210
8,0,0,0,0,11,34,25,3,0,0,-1,Swamp of Sorrows,,,,,,,,6750210
9,0,12,0,0,11,9,25,1,0,0,0,Northshire Valley,,,,,,,,196610
12,0,0,0,0,11,9,25,1,0,0,-1,Elwynn Forest,,,,,,,,6750210
14,1,0,0,0,11,47,25,9,0,0,-1,Durotar,,,,,,,,65538
15,1,0,0,0,11,34,25,3,0,0,-1,Dustwallow Marsh,,,,,,,,458754
16,1,0,0,0,11,0,25,0,0,0,-1,Aszhara,,,,,,,,6750210
17,1,0,0,0,11,46,25,7,0,0,-1,The Barrens,,,,,,,,65538
18,0,12,0,0,11,9,25,1,0,0,0,Crystal Lake,,,,,,,,6750210
20,0,40,0,0,11,72,25,9,1098149477,0,-1,Moonbrook,,,,,,,,6750210
21,0,0,0,0,11,16,25,8,1315270255,0,-1,Kul Tiras,,,,,,,,6750210
23,0,12,0,0,11,9,25,0,0,0,-1,Northshire River,,,,,,,,6750210
24,0,12,0,0,11,9,25,1,0,0,0,Northshire Abbey,,,,,,,,196610
25,0,0,0,0,11,30,25,10,0,0,-1,Blackrock Mountain,,,,,,,,6750210
28,0,0,0,0,11,41,25,10,0,0,-1,Western Plaguelands,,,,,,,,6750210
30,0,0,0,0,11,0,25,0,0,0,-1,Nine,,,,,,,,6750210
32,0,10,0,0,11,14,25,2,0,0,-1,The Cemetary,,,,,,,,6750210
33,0,0,0,0,11,17,25,3,0,0,-1,Stranglethorn Vale,,,,,,,,6750210
34,0,12,0,0,11,9,25,1,0,0,8,Echo Ridge Mine,,,,,,,,196610
35,0,33,0,0,11,17,25,3,0,0,-1,Booty Bay,,,,,,,,6750210
36,0,0,0,0,11,40,25,1,0,0,-1,Alterac Mountains,,,,,,,,6750210
37,0,33,0,0,11,17,25,3,0,0,-1,Lake Nazferiti,,,,,,,,6750210
38,0,0,0,0,11,44,25,1,0,0,-1,Loch Modan,,,,,,,,6750210
40,0,0,0,0,11,72,25,9,1315270255,0,-1,Westfall,,,,,,,,65538
42,0,10,0,0,11,14,25,2,0,0,-1,Darkshire,,,,,,,,6750210
43,0,33,0,0,11,17,25,3,0,0,-1,Wild Shore,,,,,,,,6750208
44,0,0,0,0,11,15,25,1,0,0,-1,Redridge Mountains,,,,,,,,458754
45,0,0,0,0,11,37,25,8,0,0,-1,Arathi Highlands,,,,,,,,458754
46,0,0,0,0,11,30,25,10,0,0,-1,Burning Steppes,,,,,,,,6750210
47,0,0,0,0,11,44,25,1,0,0,-1,The Hinterlands,,,,,,,,6750210
49,0,22,0,0,11,0,25,0,0,0,-1,Dead Man's Hole,,,,,,,,6750210
51,0,0,0,0,11,30,25,10,0,0,-1,Searing Gorge,,,,,,,,6750210
53,0,12,0,0,11,9,25,1,0,0,-1,Thieves Camp,,,,,,,,6750210
55,0,12,0,0,11,9,25,17,2541,1,0,Valley of Heroes,,,,,,,,6750210
56,0,12,0,0,11,9,25,1,0,0,6,Heroes' Vigil,,,,,,,,65538
57,0,12,0,0,11,9,25,1,0,0,5,Fargodeep Mine,,,,,,,,196610
59,0,12,0,0,11,9,25,1,0,0,-1,Northshire Vineyards,,,,,,,,6750210
61,0,12,0,0,11,9,25,1,0,0,-1,Thunder Falls,,,,,,,,6750210
62,0,12,0,0,11,9,25,1,0,0,8,Brackwell Pumpkin Patch,,,,,,,,196610
63,0,12,0,0,11,9,25,1,0,0,6,The Stonefield Farm,,,,,,,,196610
64,0,12,0,0,11,9,25,1,0,0,6,The Maclure Vineyards,,,,,,,,196610
65,0,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***,,,,,,,,6750208
66,1,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***,,,,,,,,6750208
67,17,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***,,,,,,,,6750208
69,0,44,0,0,11,15,25,1,0,0,-1,Lakeshire,,,,,,,,6750210
70,0,44,0,0,11,15,25,1,0,0,-1,Stonewatch,,,,,,,,6750210
72,0,4,0,0,11,10,25,7,0,0,-1,Dark Portal,,,,,,,,6750210
73,0,4,0,0,11,0,25,7,0,0,-1,Demonic Stronghold,,,,,,,,6750210
74,0,8,0,0,11,34,25,0,0,0,-1,Pool of Tears,,,,,,,,6750210
75,0,8,0,0,11,34,25,0,0,0,-1,Stonard,,,,,,,,6750210
76,0,8,0,0,11,34,25,0,0,0,-1,Fallow Sanctuary,,,,,,,,6750208
77,0,1,0,0,11,55,25,8,0,0,0,Anvilmar,,,,,,,,6750210
80,0,12,0,0,11,0,25,17,0,0,10,Stormwind City,,,,,,,,6750210
82,0,22,0,0,11,1,25,0,0,0,-1,Jeff NW Quadrant,,,,,,,,6750210
83,0,22,0,0,11,2,25,0,0,0,-1,Jeff SE Quadrant,,,,,,,,6750210
84,0,22,0,0,11,0,25,0,0,0,-1,Jeff SW Quadrant,,,,,,,,6750210
85,0,0,0,0,11,36,25,2,1098149477,0,-1,Tirisfal Glades,,,,,,,,6750210
86,0,12,0,0,11,9,25,1,0,0,0,Stone Cairn Lake,,,,,,,,6750210
88,0,12,0,0,11,9,25,1,0,0,6,Eastvale Logging Camp,,,,,,,,196610
89,0,12,0,0,11,9,25,1,0,0,-1,Mirror Lake Orchard,,,,,,,,6750210
91,0,12,0,0,11,9,25,1,0,0,8,Tower of Azora,,,,,,,,196610
94,0,10,0,0,11,14,25,2,0,0,-1,Raven Hill,,,,,,,,6750210
95,0,44,0,0,11,15,25,1,0,0,-1,Redridge Canyons,,,,,,,,6750210
96,0,44,0,0,11,15,25,1,0,0,-1,Tower of Ilgalar,,,,,,,,6750210
97,0,44,0,0,11,15,25,1,0,0,-1,Alther's Mill,,,,,,,,6750210
98,0,44,0,0,11,15,25,1,0,0,-1,Rethban Caverns,,,,,,,,6750210
99,0,33,0,0,11,17,25,3,0,0,-1,Rebel Camp,,,,,,,,6750210
101,0,33,0,0,11,17,25,3,0,0,-1,Kurzen's Compound,,,,,,,,6750210
103,0,33,0,0,11,17,25,3,0,0,-1,Ruins of Zul'Mamwe,,,,,,,,6750210
104,0,33,0,0,11,17,25,3,0,0,-1,The Vile Reef,,,,,,,,6750210
105,0,33,0,0,11,17,25,3,0,0,-1,Mosh'Ogg Ogre Mound,,,,,,,,6750210
106,0,33,0,0,11,17,25,3,0,0,-1,The Stockpile,,,,,,,,6750210
107,0,40,0,0,11,72,25,9,1098149477,0,-1,Saldean's Farm,,,,,,,,6750210
108,0,40,0,0,11,72,25,9,1098149477,0,-1,Sentinel Hill,,,,,,,,6750210
109,0,40,0,0,11,72,25,9,1098149477,0,-1,Furlbrow's Pumpkin Farm,,,,,,,,6750210
111,0,40,0,0,11,72,25,9,1098149477,0,-1,Jangolode Mine,,,,,,,,6750210
115,0,40,0,0,11,72,25,9,1098149477,0,-1,Westfall Lighthouse,,,,,,,,458754
116,0,8,0,0,11,34,25,0,0,0,-1,Misty Valley,,,,,,,,6750210
118,0,11,0,0,11,38,25,3,0,0,22,Whelgar's Excavation Site,,,,,,,,6750210
121,0,10,0,0,11,14,25,15,0,0,-1,Tranquil Gardens Cemetery,,,,,,,,458754
122,0,33,0,0,11,17,25,3,0,0,-1,Zuuldaia Ruins,,,,,,,,6750210
123,0,33,0,0,11,17,25,3,0,0,-1,Bal'lal Ruins,,,,,,,,6750210
125,0,33,0,0,11,17,25,3,0,0,-1,Kal'ai Ruins,,,,,,,,6750210
126,0,33,0,0,11,17,25,3,0,0,-1,Tkashi Ruins,,,,,,,,6750210
127,0,33,0,0,11,17,25,3,0,0,-1,Balia'mah Ruins,,,,,,,,6750210
128,0,33,0,0,11,17,25,3,0,0,-1,Ziata'jai Ruins,,,,,,,,6750210
129,0,33,0,0,11,17,25,3,0,0,-1,Mizjah Ruins,,,,,,,,6750210
130,0,0,0,0,11,39,25,2,0,0,-1,Silverpine Forest,,,,,,,,6750210
131,0,1,0,0,11,16,25,8,0,0,5,Kharanos,,,,,,,,6750210
132,0,1,0,0,11,16,25,0,0,0,0,Coldridge Valley,,,,,,,,6750210
133,0,1,0,0,11,16,25,8,0,0,10,Gnomeregan,,,,,,,,6750210
134,0,1,0,0,11,16,25,8,0,0,10,Gol'Bolar Quarry,,,,,,,,6750210
135,0,1,0,0,11,16,25,8,0,0,0,Frostmane Hold,,,,,,,,6750210
136,0,1,0,0,11,0,25,0,0,0,5,The Grizzled Den,,,,,,,,6750210
137,0,1,0,0,11,16,25,8,0,0,7,Brewnall Village,,,,,,,,6750210
138,0,1,0,0,11,16,25,8,0,0,0,Misty Pine Refuge,,,,,,,,6750208
139,0,0,0,0,11,41,25,10,0,0,-1,Eastern Plaguelands,,,,,,,,6750210
141,1,0,0,0,11,35,25,11,0,0,-1,Teldrassil,,,,,,,,6750210
142,0,38,0,0,11,44,25,1,0,0,15,Ironband's Excavation Site,,,,,,,,6750210
143,0,38,0,0,11,44,25,1,0,0,18,Mo'grosh Stronghold,,,,,,,,6750210
144,0,38,0,0,11,44,25,1,0,0,10,Thelsamar,,,,,,,,6750210
145,0,38,0,0,11,44,25,1,0,0,18,Algaz Gate,,,,,,,,6750210
146,0,38,0,0,11,44,25,1,0,0,15,Stonewrought Dam,,,,,,,,6750210
147,0,38,0,0,11,44,25,1,0,0,15,The Farstrider Lodge,,,,,,,,6750210
148,1,0,0,0,11,33,25,11,0,0,-1,Darkshore,,,,,,,,196610
149,0,38,0,0,11,44,25,1,0,0,12,Silver Stream Mine,,,,,,,,6750210
150,0,11,0,0,11,38,25,3,0,0,20,Menethil Harbor,,,,,,,,458754
152,0,85,0,0,11,36,25,2,0,0,0,The Bulwark,,,,,,,,6750210
154,0,85,0,0,11,36,25,15,0,0,0,Deathknell,,,,,,,,6750210
155,0,85,0,0,11,36,25,2,0,0,-1,Night Web's Hollow,,,,,,,,6750210
156,0,85,0,0,11,36,25,2,0,0,6,Solliden Farmstead,,,,,,,,6750210
157,0,85,0,0,11,36,25,15,0,0,8,Agamand Mills,,,,,,,,6750210
158,0,85,0,0,11,56,25,15,0,0,-1,Agamand Family Crypt,,,,,,,,6750210
159,0,85,0,0,11,36,25,15,0,0,5,Brill,,,,,,,,6750210
160,0,85,0,0,11,36,25,2,0,0,12,Whispering Gardens,,,,,,,,6750208
161,0,85,0,0,11,36,25,2,0,0,0,Terrace of Repose,,,,,,,,6750208
162,0,85,0,0,11,36,25,2,0,0,7,Brightwater Lake,,,,,,,,6750210
163,0,85,0,0,11,36,25,2,0,0,-1,Gunther's Retreat,,,,,,,,6750210
164,0,85,0,0,11,36,25,2,0,0,7,Garren's Haunt,,,,,,,,6750210
165,0,85,0,0,11,36,25,15,0,0,5,Balnir Farmstead,,,,,,,,6750210
166,0,85,0,0,11,36,25,2,0,0,5,Cold Hearth Manor,,,,,,,,6750210
167,0,85,0,0,11,36,25,2,0,0,8,Crusader Outpost,,,,,,,,6750210
168,0,85,0,0,11,36,25,2,0,0,8,The North Coast,,,,,,,,6750210
170,0,0,0,0,11,36,25,2,0,0,-1,Lordamere Lake,,,,,,,,6750210
172,0,130,0,0,11,39,25,2,0,0,18,Fenris Isle,,,,,,,,6750210
187,1,141,0,0,11,35,25,76,1315270255,1,7,Darnassus,,,,,,,,6750210
189,0,1,0,0,11,16,25,8,0,0,5,Steelgrill's Depot,,,,,,,,6750210
190,0,28,0,0,11,0,25,0,0,0,-1,Hearthglenn,,,,,,,,6750210
192,0,28,0,0,11,0,25,0,0,0,-1,Northridge Lumber Camp,,,,,,,,6750210
193,0,28,0,0,11,0,25,15,0,0,-1,Ruins of Anderhol,,,,,,,,6750210
195,0,28,0,0,11,0,25,0,0,0,-1,School of Necromancy,,,,,,,,6750208
197,0,28,0,0,11,0,25,15,0,0,-1,Sorrow Hill,,,,,,,,6750210
198,0,28,0,0,11,0,25,0,0,0,-1,The Weeping Cave,,,,,,,,6750208
199,0,28,0,0,11,0,25,0,0,0,-1,Felstone Field,,,,,,,,6750208
200,0,28,0,0,11,0,25,0,0,0,-1,Dalson's Tears,,,,,,,,6750208
201,0,28,0,0,11,0,25,0,0,0,-1,Gahrron's Withering,,,,,,,,6750208
202,0,28,0,0,11,41,25,10,0,0,-1,The Writhing Haunt,,,,,,,,6750208
203,0,28,0,0,11,0,25,0,0,0,-1,Mardenholde Keep,,,,,,,,6750208
204,0,130,0,0,11,39,25,2,0,0,15,Pyrewood Village,,,,,,,,6750210
205,0,11,0,0,11,38,25,0,0,0,28,Dun Modr,,,,,,,,6750210
206,36,0,0,0,11,72,25,9,0,0,-1,Westfall,,,,,,,,6750210
207,36,0,0,0,11,10,25,9,0,0,-1,The Great Sea,,,,,,,,6750210
208,36,0,0,0,11,0,25,0,0,0,-1,Ironclad Cove,,,,,,,,6750208
209,33,0,0,0,11,39,25,2,1315270255,0,-1,Shadowfang,,,,,,,,6750210
210,36,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***,,,,,,,,6750208
211,0,1,0,0,11,16,25,8,0,0,0,Iceflow Lake,,,,,,,,6750210
212,0,1,0,0,11,16,25,8,0,0,8,Helm's Bed Lake,,,,,,,,6750210
213,0,130,0,0,11,39,25,2,0,0,-1,Deep Elem Mine,,,,,,,,6750210
214,0,0,0,0,11,10,25,9,0,0,-1,The Great Sea,,,,,,,,458754
215,1,0,0,0,11,45,25,9,0,0,-1,Mulgore,,,,,,,,65538
219,0,40,0,0,11,72,25,9,0,0,-1,Alexston Farmstead,,,,,,,,6750210
221,1,215,0,0,11,45,25,9,0,0,0,Camp Narache,,,,,,,,65538
222,1,215,0,0,11,45,25,9,0,0,5,Bloodhoof Village,,,,,,,,6750210
223,1,215,0,0,11,45,25,9,0,0,-1,Stonebull Lake,,,,,,,,6750210
224,1,215,0,0,11,45,25,9,0,0,7,Ravaged Caravan,,,,,,,,6750210
225,1,215,0,0,11,45,25,9,0,0,9,Red Rocks,,,,,,,,65538
227,0,130,0,0,11,39,25,2,0,0,11,Valgan's Field,,,,,,,,6750210
228,0,130,0,0,11,39,25,15,0,0,10,The Sepulcher,,,,,,,,6750210
229,0,130,0,0,11,0,25,0,0,0,-1,Olsen's Farthing,,,,,,,,6750210
230,0,130,0,0,11,0,25,0,0,0,18,The Greymane Wall,,,,,,,,6750210
231,0,130,0,0,11,39,25,2,0,0,-1,Beren's Peril,,,,,,,,6750210
232,0,130,0,0,11,39,25,2,0,0,-1,The Dawning Isles,,,,,,,,6750210
233,0,130,0,0,11,39,25,2,0,0,15,Ambermill,,,,,,,,6750210
236,0,130,0,0,11,39,25,2,1315270255,0,16,Shadowfang Keep,,,,,,,,6750210
237,0,130,0,0,11,39,25,2,0,0,-1,The Decrepit Ferry,,,,,,,,6750210
240,0,130,0,0,11,39,25,2,0,0,-1,The Dead Field,,,,,,,,6750210
241,0,10,0,0,11,14,25,2,1315270255,0,-1,The Rotting Orchard,,,,,,,,6750210
242,0,10,0,0,11,14,25,2,1315270255,0,-1,Brightwood Grove,,,,,,,,6750210
243,0,10,0,0,11,14,25,2,1315270255,0,-1,Forlorn Rowe,,,,,,,,6750208
244,0,10,0,0,11,14,25,2,1315270255,0,-1,The Whipple Estate,,,,,,,,6750210
246,0,51,0,0,11,30,25,10,0,0,-1,The Cauldron,,,,,,,,6750210
247,0,51,0,0,11,0,25,0,0,0,-1,Grimesilt Dig Site,,,,,,,,6750208
656,1,493,0,0,0,0,0,0,0,0,0,Lake Elune'ara,,,,,,,,65538
657,0,8,0,0,0,0,0,0,0,0,0,The Harborage,,,,,,,,65536
676,150,0,0,0,0,0,0,0,0,0,0,Outland,,,,,,,,65536
696,1,141,0,0,0,0,0,0,0,0,0,Craftsmen's Terrace,,,,,,,,65536
697,1,141,0,0,0,0,0,0,0,0,0,Tradesmen's Terrace,,,,,,,,65536
698,1,141,0,0,0,0,0,0,0,0,0,The Temple Gardens,,,,,,,,65536
699,1,141,0,0,0,0,0,0,0,0,0,Temple of Elune,,,,,,,,65538
700,1,141,0,0,0,0,0,0,0,0,0,Cenarion Enclave,,,,,,,,65536
701,1,141,0,0,0,0,0,0,0,0,0,Warrior's Terrace,,,,,,,,65536
702,1,141,0,0,0,0,0,0,0,0,11,Rut'theran Village,,,,,,,,65538
721,90,0,0,0,0,0,0,0,0,0,0,Gnomeragon,,,,,,,,65538
