ID,RaceID,ClassID,SexID,OutfitID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],DisplayItemID[0],DisplayItemID[1],DisplayItemID[2],DisplayItemID[3],DisplayItemID[4],DisplayItemID[5],DisplayItemID[6],DisplayItemID[7],DisplayItemID[8],DisplayItemID[9],DisplayItemID[10],DisplayItemID[11],InventoryType[0],InventoryType[1],InventoryType[2],InventoryType[3],InventoryType[4],InventoryType[5],InventoryType[6],InventoryType[7],InventoryType[8],InventoryType[9],InventoryType[10],InventoryType[11]
12,1,9,0,0,57,6097,1396,2092,59,0,4604,159,0,-1,-1,-1,12645,2470,3260,6442,3261,-1,15852,6366,-1,-1,-1,-1,20,4,7,13,8,-1,0,0,-1,-1,-1,-1
40,1,9,1,0,57,6097,1396,2092,59,0,4604,159,0,-1,-1,-1,12645,2470,3260,6442,3261,-1,15852,6366,-1,-1,-1,-1,20,4,7,13,8,-1,0,0,-1,-1,-1,-1
2,2,1,0,0,6125,139,140,0,25,2362,117,6497,-1,-1,-1,-1,9995,9988,9992,-1,1542,2158,2473,7798,-1,-1,-1,-1,4,7,8,-1,21,14,0,0,-1,-1,-1,-1
41,2,1,1,0,6125,139,140,0,25,2362,117,6497,-1,-1,-1,-1,9995,9988,9992,-1,1542,2158,2473,7798,-1,-1,-1,-1,4,7,8,-1,21,14,0,0,-1,-1,-1,-1
16,2,3,0,0,127,6126,6127,0,37,876,2101,2504,117,2512,6489,-1,9996,10002,10003,-1,14029,1680,5560,8106,2473,5996,7798,-1,4,7,8,-1,21,14,18,15,0,24,0,-1
42,2,3,1,0,127,6126,6127,0,37,876,2101,2504,117,2512,6489,-1,9996,10002,10003,-1,14029,1680,5560,8106,2473,5996,7798,-1,4,7,8,-1,21,14,18,15,0,24,0,-1
17,2,4,0,0,2105,120,121,0,2092,117,6490,-1,-1,-1,-1,-1,10005,10006,10008,-1,6442,2473,7798,-1,-1,-1,-1,-1,5,7,8,-1,13,0,0,-1,-1,-1,-1,-1
43,2,4,1,0,2105,120,121,0,2092,117,6490,-1,-1,-1,-1,-1,10005,10006,10008,-1,6442,2473,7798,-1,-1,-1,-1,-1,5,7,8,-1,13,0,0,-1,-1,-1,-1,-1
19,2,7,0,0,154,153,0,0,36,117,159,6491,-1,-1,-1,-1,10058,10050,-1,-1,5194,2473,6366,7798,-1,-1,-1,-1,4,7,-1,-1,21,0,0,0,-1,-1,-1,-1
45,2,7,1,0,154,153,0,0,36,117,159,6491,-1,-1,-1,-1,10058,10050,-1,-1,5194,2473,6366,7798,-1,-1,-1,-1,4,7,-1,-1,21,0,0,0,-1,-1,-1,-1
20,2,9,0,0,6129,1396,59,2092,0,117,159,6492,-1,-1,-1,-1,12646,3260,3261,6442,-1,2473,6366,7798,-1,-1,-1,-1,20,7,8,13,-1,0,0,0,-1,-1,-1,-1
46,2,9,1,0,6129,1396,59,2092,0,117,159,6492,-1,-1,-1,-1,12646,3260,3261,6442,-1,2473,6366,7798,-1,-1,-1,-1,20,7,8,13,-1,0,0,0,-1,-1,-1,-1
3,3,1,0,0,38,39,40,0,25,2362,117,-1,-1,-1,-1,-1,9891,9892,10141,-1,1542,2158,2473,-1,-1,-1,-1,-1,4,7,8,-1,21,14,0,-1,-1,-1,-1,-1
47,3,1,1,0,38,39,40,0,25,2362,117,-1,-1,-1,-1,-1,9891,9892,10141,-1,1542,2158,2473,-1,-1,-1,-1,-1,4,7,8,-1,21,14,0,-1,-1,-1,-1,-1
7,3,2,0,0,6117,6118,43,0,2361,4540,159,-1,-1,-1,-1,-1,9972,9974,10272,-1,8285,6399,6366,-1,-1,-1,-1,-1,4,7,8,-1,17,0,0,-1,-1,-1,-1,-1
48,3,2,1,0,6117,6118,43,0,2361,4540,159,-1,-1,-1,-1,-1,9972,9974,10272,-1,8285,6399,6366,-1,-1,-1,-1,-1,4,7,8,-1,17,0,0,-1,-1,-1,-1,-1
21,3,3,0,0,148,147,129,0,37,876,2102,2508,2516,117,-1,-1,9976,9975,9977,-1,14029,1680,1816,6606,5998,2473,-1,-1,4,7,8,-1,21,14,18,26,24,0,-1,-1
49,3,3,1,0,148,147,129,0,37,876,2102,2508,2516,117,-1,-1,9976,9975,9977,-1,14029,1680,1816,6606,5998,2473,-1,-1,4,7,8,-1,21,14,18,26,24,0,-1,-1
288,3,4,0,0,2092,49,48,47,0,4540,0,-1,-1,-1,-1,-1,6442,9906,9913,9915,-1,6399,-1,-1,-1,-1,-1,-1,13,4,7,8,-1,0,-1,-1,-1,-1,-1,-1
289,3,4,1,0,2092,49,48,47,0,4540,0,-1,-1,-1,-1,-1,6442,9906,9913,9915,-1,6399,-1,-1,-1,-1,-1,-1,13,4,7,8,-1,0,-1,-1,-1,-1,-1,-1
22,3,5,0,0,6098,53,52,51,36,159,4540,0,-1,-1,-1,-1,12679,9944,9945,9946,5194,6366,6399,-1,-1,-1,-1,-1,20,4,7,8,21,0,0,-1,-1,-1,-1,-1
50,3,5,1,0,6098,53,52,51,36,159,4540,0,-1,-1,-1,-1,12679,9944,9945,9946,5194,6366,6399,-1,-1,-1,-1,-1,20,4,7,8,21,0,0,-1,-1,-1,-1,-1
35,3,8,0,0,6116,1395,6096,35,55,0,159,4540,0,-1,-1,-1,12648,9924,2163,472,9929,-1,6366,6399,-1,-1,-1,-1,20,7,4,17,8,-1,0,0,-1,-1,-1,-1
52,3,8,1,0,6116,1395,6096,35,55,0,159,4540,0,-1,-1,-1,12648,9924,2163,472,9929,-1,6366,6399,-1,-1,-1,-1,20,7,4,17,8,-1,0,0,-1,-1,-1,-1
4,4,1,0,0,25,6120,6121,6122,2362,117,-1,-1,-1,-1,-1,-1,1542,9983,9984,9985,2158,2473,-1,-1,-1,-1,-1,-1,21,4,7,8,14,0,-1,-1,-1,-1,-1,-1
53,4,1,1,0,25,6120,6121,6122,2362,117,-1,-1,-1,-1,-1,-1,1542,9983,9984,9985,2158,2473,-1,-1,-1,-1,-1,-1,21,4,7,8,14,0,-1,-1,-1,-1,-1,-1
24,4,3,0,0,37,148,147,129,876,2504,2101,2512,117,-1,-1,-1,14029,9976,9975,9977,1680,8106,5560,5996,2473,-1,-1,-1,21,4,7,8,14,15,18,24,0,-1,-1,-1
54,4,3,1,0,37,148,147,129,876,2504,2101,2512,117,-1,-1,-1,14029,9976,9975,9977,1680,8106,5560,5996,2473,-1,-1,-1,21,4,7,8,14,15,18,24,0,-1,-1,-1
8,4,4,0,0,2092,49,48,47,4540,0,-1,-1,-1,-1,-1,-1,6442,9906,9913,9915,6399,-1,-1,-1,-1,-1,-1,-1,13,4,7,8,0,-1,-1,-1,-1,-1,-1,-1
55,4,4,1,0,2092,49,48,47,4540,0,-1,-1,-1,-1,-1,-1,6442,9906,9913,9915,6399,-1,-1,-1,-1,-1,-1,-1,13,4,7,8,0,-1,-1,-1,-1,-1,-1,-1
26,4,5,0,0,36,6119,52,51,53,2070,159,0,-1,-1,-1,-1,5194,12681,9945,9946,9944,6353,6366,-1,-1,-1,-1,-1,21,20,7,8,4,0,0,-1,-1,-1,-1,-1
56,4,5,1,0,36,6119,52,51,53,2070,159,0,-1,-1,-1,-1,5194,12681,9945,9946,9944,6353,6366,-1,-1,-1,-1,-1,21,20,7,8,4,0,0,-1,-1,-1,-1,-1
286,4,11,0,0,3661,6123,6124,159,4536,0,0,0,-1,-1,-1,-1,3949,12683,9987,6366,6410,-1,-1,-1,-1,-1,-1,-1,17,20,7,0,0,-1,-1,-1,-1,-1,-1,-1
287,4,11,1,0,3661,6123,6124,159,4536,0,0,0,-1,-1,-1,-1,3949,12683,9987,6366,6410,-1,-1,-1,-1,-1,-1,-1,17,20,7,0,0,-1,-1,-1,-1,-1,-1,-1
30,5,1,0,0,6125,139,140,25,2362,4604,6279,-1,-1,-1,-1,-1,9995,9988,9992,1542,2158,15852,3093,-1,-1,-1,-1,-1,4,7,8,21,14,0,0,-1,-1,-1,-1,-1
58,5,1,1,0,6125,139,140,25,2362,4604,6279,-1,-1,-1,-1,-1,9995,9988,9992,1542,2158,15852,3093,-1,-1,-1,-1,-1,4,7,8,21,14,0,0,-1,-1,-1,-1,-1
31,5,4,0,0,2092,2105,120,121,4604,6280,-1,-1,-1,-1,-1,-1,6442,10005,10006,10008,15852,3093,-1,-1,-1,-1,-1,-1,13,5,7,8,0,0,-1,-1,-1,-1,-1,-1
59,5,4,1,0,2092,2105,120,121,4604,6280,-1,-1,-1,-1,-1,-1,6442,10005,10006,10008,15852,3093,-1,-1,-1,-1,-1,-1,13,5,7,8,0,0,-1,-1,-1,-1,-1,-1
32,5,5,0,0,6144,53,52,36,4604,159,51,6277,-1,-1,-1,-1,12680,9944,9945,5194,15852,6366,9946,11160,-1,-1,-1,-1,20,4,7,21,0,0,8,0,-1,-1,-1,-1
60,5,5,1,0,6144,53,52,36,4604,159,51,6277,-1,-1,-1,-1,12680,9944,9945,5194,15852,6366,9946,11160,-1,-1,-1,-1,20,4,7,21,0,0,8,0,-1,-1,-1,-1
34,5,8,0,0,6140,1395,6096,35,55,4604,159,6276,-1,-1,-1,-1,12649,9924,2163,472,9929,15852,6366,6639,-1,-1,-1,-1,20,7,4,17,8,0,0,0,-1,-1,-1,-1
61,5,8,1,0,6140,1395,6096,35,55,4604,159,6276,-1,-1,-1,-1,12649,9924,2163,472,9929,15852,6366,6639,-1,-1,-1,-1,20,7,4,17,8,0,0,0,-1,-1,-1,-1
33,5,9,0,0,6129,1396,59,2092,6278,4604,159,0,-1,-1,-1,-1,12646,3260,3261,6442,11161,15852,6366,-1,-1,-1,-1,-1,20,7,8,13,0,0,0,-1,-1,-1,-1,-1
62,5,9,1,0,6129,1396,59,2092,6278,4604,159,0,-1,-1,-1,-1,12646,3260,3261,6442,11161,15852,6366,-1,-1,-1,-1,-1,20,7,8,13,0,0,0,-1,-1,-1,-1,-1
27,6,1,0,0,6125,139,0,25,2362,4540,6498,-1,-1,-1,-1,-1,9995,9988,-1,1542,2158,6399,12222,-1,-1,-1,-1,-1,4,7,-1,21,14,0,0,-1,-1,-1,-1,-1
63,6,1,1,0,6125,139,0,25,2362,4540,6498,-1,-1,-1,-1,-1,9995,9988,-1,1542,2158,6399,12222,-1,-1,-1,-1,-1,4,7,-1,21,14,0,0,-1,-1,-1,-1,-1
15,6,3,0,0,127,6126,0,37,876,2508,2102,2516,117,6499,-1,-1,9996,10002,-1,14029,1680,6606,1816,5998,2473,12222,-1,-1,4,7,-1,21,14,26,18,24,0,0,-1,-1
64,6,3,1,0,127,6126,0,37,876,2508,2102,2516,117,6499,-1,-1,9996,10002,-1,14029,1680,6606,1816,5998,2473,12222,-1,-1,4,7,-1,21,14,26,18,24,0,0,-1,-1
29,6,7,0,0,154,153,0,36,4604,159,6500,-1,-1,-1,-1,-1,10058,10050,-1,5194,15852,6366,12222,-1,-1,-1,-1,-1,4,7,-1,21,0,0,0,-1,-1,-1,-1,-1
66,6,7,1,0,154,153,0,36,4604,159,6500,-1,-1,-1,-1,-1,10058,10050,-1,5194,15852,6366,12222,-1,-1,-1,-1,-1,4,7,-1,21,0,0,0,-1,-1,-1,-1,-1
284,6,11,0,0,35,6139,6124,159,0,4536,6501,0,-1,-1,-1,-1,472,12684,9987,6366,-1,6410,12222,-1,-1,-1,-1,-1,17,20,7,0,-1,0,0,-1,-1,-1,-1,-1
285,6,11,1,0,35,6139,6124,159,0,4536,6501,0,-1,-1,-1,-1,472,12684,9987,6366,-1,6410,12222,-1,-1,-1,-1,-1,17,20,7,0,-1,0,0,-1,-1,-1,-1,-1
291,7,1,0,0,38,39,40,0,25,2362,117,-1,-1,-1,-1,-1,9891,9892,10141,-1,1542,2158,2473,-1,-1,-1,-1,-1,4,7,8,-1,21,14,0,-1,-1,-1,-1,-1
314,7,1,1,0,38,39,40,0,25,2362,117,-1,-1,-1,-1,-1,9891,9892,10141,-1,1542,2158,2473,-1,-1,-1,-1,-1,4,7,8,-1,21,14,0,-1,-1,-1,-1,-1
293,7,4,0,0,49,48,47,0,2092,0,117,-1,-1,-1,-1,-1,9906,9913,9915,-1,6442,-1,2473,-1,-1,-1,-1,-1,4,7,8,-1,13,-1,0,-1,-1,-1,-1,-1
304,7,4,1,0,49,48,47,0,2092,0,117,-1,-1,-1,-1,-1,9906,9913,9915,-1,6442,-1,2473,-1,-1,-1,-1,-1,4,7,8,-1,13,-1,0,-1,-1,-1,-1,-1
294,7,8,0,0,56,1395,6096,55,0,35,4536,159,-1,-1,-1,-1,12647,9924,2163,9929,-1,472,6410,6366,-1,-1,-1,-1,20,7,4,8,-1,17,0,0,-1,-1,-1,-1
306,7,8,1,0,56,1395,6096,55,0,35,4536,159,-1,-1,-1,-1,12647,9924,2163,9929,-1,472,6410,6366,-1,-1,-1,-1,20,7,4,8,-1,17,0,0,-1,-1,-1,-1
295,7,9,0,0,57,6097,1396,59,2092,159,4604,0,0,-1,-1,-1,12645,2470,3260,3261,6442,6366,15852,-1,-1,-1,-1,-1,20,4,7,8,13,0,0,-1,-1,-1,-1,-1
308,7,9,1,0,57,6097,1396,59,2092,159,4604,0,0,-1,-1,-1,12645,2470,3260,3261,6442,6366,15852,-1,-1,-1,-1,-1,20,4,7,8,13,0,0,-1,-1,-1,-1,-1
292,8,1,0,0,25,117,6125,139,2362,6488,0,-1,-1,-1,-1,-1,1542,2473,9995,9988,2158,7798,-1,-1,-1,-1,-1,-1,21,0,4,7,14,0,-1,-1,-1,-1,-1,-1
316,8,1,1,0,25,117,6125,139,2362,6488,0,-1,-1,-1,-1,-1,1542,2473,9995,9988,2158,7798,-1,-1,-1,-1,-1,-1,21,0,4,7,14,0,-1,-1,-1,-1,-1,-1
297,8,3,0,0,37,4604,2101,2512,2504,6131,6130,876,6493,-1,-1,-1,14029,15852,5560,5996,8106,10244,10076,1680,7798,-1,-1,-1,21,0,18,24,15,7,4,14,0,-1,-1,-1
310,8,3,1,0,37,4604,2101,2512,2504,6131,6130,876,6493,-1,-1,-1,14029,15852,5560,5996,8106,10244,10076,1680,7798,-1,-1,-1,21,0,18,24,15,7,4,14,0,-1,-1,-1
296,8,4,0,0,2092,117,6136,6137,6138,6494,0,-1,-1,-1,-1,-1,6442,2473,10112,10114,10115,7798,-1,-1,-1,-1,-1,-1,13,0,5,7,8,0,-1,-1,-1,-1,-1,-1
309,8,4,1,0,2092,117,6136,6137,6138,6494,0,-1,-1,-1,-1,-1,6442,2473,10112,10114,10115,7798,-1,-1,-1,-1,-1,-1,13,0,5,7,8,0,-1,-1,-1,-1,-1,-1
298,8,5,0,0,36,4540,159,6144,53,52,6496,-1,-1,-1,-1,-1,5194,6399,6366,12680,9944,9945,7798,-1,-1,-1,-1,-1,21,0,0,20,4,7,0,-1,-1,-1,-1,-1
311,8,5,1,0,36,4540,159,6144,53,52,6496,-1,-1,-1,-1,-1,5194,6399,6366,12680,9944,9945,7798,-1,-1,-1,-1,-1,21,0,0,20,4,7,0,-1,-1,-1,-1,-1
300,8,7,0,0,36,117,159,6134,6135,6495,0,-1,-1,-1,-1,-1,5194,2473,6366,10108,10109,7798,-1,-1,-1,-1,-1,-1,21,0,0,4,7,0,-1,-1,-1,-1,-1,-1
312,8,7,1,0,36,117,159,6134,6135,6495,0,-1,-1,-1,-1,-1,5194,2473,6366,10108,10109,7798,-1,-1,-1,-1,-1,-1,21,0,0,4,7,0,-1,-1,-1,-1,-1,-1
317,8,8,0,0,6140,1395,6096,55,35,117,159,6620,0,0,0,0,12649,9924,2163,9929,472,2473,6366,7798,-1,-1,-1,-1,20,7,4,8,17,0,0,0,-1,-1,-1,-1
318,8,8,1,0,6140,1395,6096,55,35,117,159,6620,0,0,0,0,12649,9924,2163,9929,472,2473,6366,7798,-1,-1,-1,-1,20,7,4,8,17,0,0,0,-1,-1,-1,-1
