ID,MaterialResourcesID[0],MaterialResourcesID[1],MaterialResourcesID[2],Flags,RaceID,SexID,BaseSection,VariationIndex,ColorIndex
254,5868,5594,5624,17,1,0,3,4,3
255,5869,5595,5625,17,1,0,3,4,4
256,5870,5596,5626,17,1,0,3,4,5
257,5871,5597,5627,17,1,0,3,4,6
258,5872,5598,5628,17,1,0,3,4,7
259,5873,5599,5629,17,1,0,3,4,8
260,5874,5600,5630,17,1,0,3,4,9
261,5865,5591,5621,17,1,0,3,5,0
262,5866,5592,5622,17,1,0,3,5,1
263,5867,5593,5623,17,1,0,3,5,2
264,5868,5594,5624,17,1,0,3,5,3
265,5869,5595,5625,17,1,0,3,5,4
266,5870,5596,5626,17,1,0,3,5,5
267,5871,5597,5627,17,1,0,3,5,6
268,5872,5598,5628,17,1,0,3,5,7
269,5873,5599,5629,17,1,0,3,5,8
270,5874,5600,5630,17,1,0,3,5,9
271,5855,5591,5621,17,1,0,3,6,0
272,5856,5592,5622,17,1,0,3,6,1
273,5857,5593,5623,17,1,0,3,6,2
274,5858,5594,5624,17,1,0,3,6,3
275,5859,5595,5625,17,1,0,3,6,4
276,5860,5596,5626,17,1,0,3,6,5
277,5861,5597,5627,17,1,0,3,6,6
278,5862,5598,5628,17,1,0,3,6,7
279,5863,5599,5629,17,1,0,3,6,8
280,5864,5600,5630,17,1,0,3,6,9
281,5855,5591,5621,17,1,0,3,7,0
282,5856,5592,5622,17,1,0,3,7,1
283,5857,5593,5623,17,1,0,3,7,2
284,5858,5594,5624,17,1,0,3,7,3
285,5859,5595,5625,17,1,0,3,7,4
286,5860,5596,5626,17,1,0,3,7,5
287,5861,5597,5627,17,1,0,3,7,6
288,5862,5598,5628,17,1,0,3,7,7
289,5863,5599,5629,17,1,0,3,7,8
290,5864,5600,5630,17,1,0,3,7,9
291,5865,5581,5611,17,1,0,3,8,0
292,5866,5582,5612,17,1,0,3,8,1
293,5867,6355,5613,17,1,0,3,8,2
294,5868,5584,5614,17,1,0,3,8,3
295,5869,5585,5615,17,1,0,3,8,4
296,5870,5586,5616,17,1,0,3,8,5
297,5871,5587,5617,17,1,0,3,8,6
298,5872,5588,5618,17,1,0,3,8,7
299,5873,5589,5619,17,1,0,3,8,8
300,5874,5590,5620,17,1,0,3,8,9
301,5855,5591,5621,17,1,0,3,9,0
302,5856,5592,5622,17,1,0,3,9,1
303,5857,5593,5623,17,1,0,3,9,2
304,5858,5594,5624,17,1,0,3,9,3
305,5859,5595,5625,17,1,0,3,9,4
306,5860,5596,5626,17,1,0,3,9,5
307,5861,5597,5627,17,1,0,3,9,6
308,5862,5598,5628,17,1,0,3,9,7
309,5863,5599,5629,17,1,0,3,9,8
310,5864,5600,5630,17,1,0,3,9,9
311,5865,5591,5621,17,1,0,3,10,0
312,5866,5592,5622,17,1,0,3,10,1
313,5867,5593,5623,17,1,0,3,10,2
314,5868,5594,5624,17,1,0,3,10,3
315,5869,5595,5625,17,1,0,3,10,4
316,5870,5596,5626,17,1,0,3,10,5
317,5871,5597,5627,17,1,0,3,10,6
318,5872,5598,5628,17,1,0,3,10,7
319,5873,5599,5629,17,1,0,3,10,8
320,5874,5600,5630,17,1,0,3,10,9
321,5855,5591,5621,17,1,0,3,11,0
322,5856,5592,5622,17,1,0,3,11,1
323,5857,5593,5623,17,1,0,3,11,2
324,5858,5594,5624,17,1,0,3,11,3
325,5859,5595,5625,17,1,0,3,11,4
326,5860,5596,5626,17,1,0,3,11,5
327,5861,5597,5627,17,1,0,3,11,6
328,5862,5598,5628,17,1,0,3,11,7
329,5863,5599,5629,17,1,0,3,11,8
330,5864,5600,5630,17,1,0,3,11,9
341,3878,0,0,17,1,1,0,0,0
342,3879,0,0,17,1,1,0,0,1
343,3880,0,0,17,1,1,0,0,2
344,3881,0,0,17,1,1,0,0,3
345,3882,0,0,17,1,1,0,0,4
346,3883,0,0,17,1,1,0,0,5
347,3884,0,0,17,1,1,0,0,6
348,3885,0,0,17,1,1,0,0,7
349,3886,0,0,17,1,1,0,0,8
350,3887,0,0,17,1,1,0,0,9
351,4164,4413,0,1,1,1,1,0,0
352,4165,4414,0,1,1,1,1,0,1
353,4166,4415,0,1,1,1,1,0,2
354,4167,4416,0,1,1,1,1,0,3
355,4168,4417,0,1,1,1,1,0,4
356,4169,4418,0,1,1,1,1,0,5
357,4170,4419,0,1,1,1,1,0,6
358,4171,4420,0,1,1,1,1,0,7
359,4172,4421,0,1,1,1,1,0,8
360,4173,4422,0,1,1,1,1,0,9
361,4175,4424,0,1,1,1,1,1,0
362,4176,4425,0,1,1,1,1,1,1
363,4177,4426,0,1,1,1,1,1,2
364,4178,4427,0,1,1,1,1,1,3
365,4179,4428,0,1,1,1,1,1,4
366,4180,4429,0,1,1,1,1,1,5
367,4181,4430,0,1,1,1,1,1,6
368,4182,4431,0,1,1,1,1,1,7
369,4183,4432,0,1,1,1,1,1,8
370,4184,4433,0,1,1,1,1,1,9
371,4185,4434,0,1,1,1,1,2,0
372,4186,4435,0,1,1,1,1,2,1
373,4187,4436,0,1,1,1,1,2,2
374,4188,4437,0,1,1,1,1,2,3
375,4189,4438,0,1,1,1,1,2,4
376,4190,4439,0,1,1,1,1,2,5
377,4191,4440,0,1,1,1,1,2,6
378,4192,4441,0,1,1,1,1,2,7
379,4193,4442,0,1,1,1,1,2,8
380,4194,4443,0,1,1,1,1,2,9
381,4195,4444,0,1,1,1,1,3,0
382,4196,4445,0,1,1,1,1,3,1
383,4197,4446,0,1,1,1,1,3,2
384,4198,4447,0,1,1,1,1,3,3
385,4199,4448,0,1,1,1,1,3,4
386,4200,4449,0,1,1,1,1,3,5
387,4201,4450,0,1,1,1,1,3,6
388,4202,4451,0,1,1,1,1,3,7
389,4203,4452,0,1,1,1,1,3,8
390,4204,4453,0,1,1,1,1,3,9
391,4205,4454,0,1,1,1,1,4,0
392,4206,4455,0,1,1,1,1,4,1
393,4207,4456,0,1,1,1,1,4,2
394,4208,4457,0,1,1,1,1,4,3
395,4209,4458,0,1,1,1,1,4,4
396,4404,4459,0,1,1,1,1,4,5
397,4210,4460,0,1,1,1,1,4,6
398,4211,4461,0,1,1,1,1,4,7
399,4212,4462,0,1,1,1,1,4,8
400,4213,4463,0,1,1,1,1,4,9
401,4214,4464,0,1,1,1,1,5,0
402,4215,4465,0,1,1,1,1,5,1
403,4216,4466,0,1,1,1,1,5,2
404,4217,4467,0,1,1,1,1,5,3
405,4218,4468,0,1,1,1,1,5,4
406,4219,4469,0,1,1,1,1,5,5
407,4220,4470,0,1,1,1,1,5,6
408,4221,4471,0,1,1,1,1,5,7
409,4321,4472,0,1,1,1,1,5,8
410,4322,4473,0,1,1,1,1,5,9
411,4323,4474,0,1,1,1,1,6,0
412,4324,4475,0,1,1,1,1,6,1
413,4325,4476,0,1,1,1,1,6,2
414,4326,4477,0,1,1,1,1,6,3
415,4327,4478,0,1,1,1,1,6,4
416,4328,4479,0,1,1,1,1,6,5
417,4329,4480,0,1,1,1,1,6,6
418,4330,4481,0,1,1,1,1,6,7
419,4331,4482,0,1,1,1,1,6,8
420,4332,4483,0,1,1,1,1,6,9
421,4333,4484,0,1,1,1,1,7,0
422,4334,4485,0,1,1,1,1,7,1
423,4335,4486,0,1,1,1,1,7,2
424,4336,4487,0,1,1,1,1,7,3
425,4337,4488,0,1,1,1,1,7,4
426,4338,4489,0,1,1,1,1,7,5
427,4339,4490,0,1,1,1,1,7,6
428,4340,4491,0,1,1,1,1,7,7
429,4341,4492,0,1,1,1,1,7,8
430,4342,4493,0,1,1,1,1,7,9
431,4343,4494,0,1,1,1,1,8,0
432,4344,4495,0,1,1,1,1,8,1
433,4345,4496,0,1,1,1,1,8,2
434,4346,4497,0,1,1,1,1,8,3
435,4347,4498,0,1,1,1,1,8,4
436,4348,4499,0,1,1,1,1,8,5
437,4349,3796,0,1,1,1,1,8,6
438,4350,3792,0,1,1,1,1,8,7
439,4351,3793,0,1,1,1,1,8,8
440,4352,3794,0,1,1,1,1,8,9
441,4353,3797,0,1,1,1,1,9,0
442,4354,3798,0,1,1,1,1,9,1
443,4355,3799,0,1,1,1,1,9,2
444,4356,3800,0,1,1,1,1,9,3
445,4357,3801,0,1,1,1,1,9,4
446,4358,3802,0,1,1,1,1,9,5
447,4359,3803,0,1,1,1,1,9,6
448,4360,3804,0,1,1,1,1,9,7
449,4361,3805,0,1,1,1,1,9,8
450,4362,3806,0,1,1,1,1,9,9
451,4363,3807,0,1,1,1,1,10,0
452,4364,3808,0,1,1,1,1,10,1
453,4365,3809,0,1,1,1,1,10,2
454,4366,3810,0,1,1,1,1,10,3
455,4367,3811,0,1,1,1,1,10,4
456,4368,3812,0,1,1,1,1,10,5
457,4369,3813,0,1,1,1,1,10,6
458,4370,3814,0,1,1,1,1,10,7
459,4371,3815,0,1,1,1,1,10,8
460,4372,3816,0,1,1,1,1,10,9
461,4373,3817,0,1,1,1,1,11,0
462,4374,3818,0,1,1,1,1,11,1
463,4375,3819,0,1,1,1,1,11,2
464,4376,3820,0,1,1,1,1,11,3
465,4377,3821,0,1,1,1,1,11,4
466,4378,3822,0,1,1,1,1,11,5
467,4379,3823,0,1,1,1,1,11,6
468,4380,3824,0,1,1,1,1,11,7
469,4381,3825,0,1,1,1,1,11,8
470,4382,3826,0,1,1,1,1,11,9
471,4383,3827,0,1,1,1,1,12,0
472,4384,3828,0,1,1,1,1,12,1
473,4385,3829,0,1,1,1,1,12,2
474,4386,3830,0,1,1,1,1,12,3
475,4387,3831,0,1,1,1,1,12,4
476,4388,3832,0,1,1,1,1,12,5
477,4389,3833,0,1,1,1,1,12,6
478,4390,3834,0,1,1,1,1,12,7
479,4391,3835,0,1,1,1,1,12,8
480,4392,3836,0,1,1,1,1,12,9
481,4393,3837,0,1,1,1,1,13,0
482,4394,3838,0,1,1,1,1,13,1
483,4395,3839,0,1,1,1,1,13,2
484,4396,3840,0,1,1,1,1,13,3
485,4397,3841,0,1,1,1,1,13,4
486,4398,3842,0,1,1,1,1,13,5
487,4399,3843,0,1,1,1,1,13,6
488,4400,3844,0,1,1,1,1,13,7
489,4401,3845,0,1,1,1,1,13,8
490,4402,3846,0,1,1,1,1,13,9
491,4403,3847,0,1,1,1,1,14,0
492,4500,3848,0,1,1,1,1,14,1
493,4405,3849,0,1,1,1,1,14,2
494,4406,3850,0,1,1,1,1,14,3
495,4407,3851,0,1,1,1,1,14,4
496,4408,3852,0,1,1,1,1,14,5
497,4409,3853,0,1,1,1,1,14,6
498,4410,3854,0,1,1,1,1,14,7
499,4411,3855,0,1,1,1,1,14,8
500,4412,3856,0,1,1,1,1,14,9
501,5835,5571,5601,17,1,1,3,0,0
502,5836,5572,5602,17,1,1,3,0,1
503,5837,5573,5603,17,1,1,3,0,2
504,5838,5574,5604,17,1,1,3,0,3
505,5839,5575,5605,17,1,1,3,0,4
506,5840,5576,5606,17,1,1,3,0,5
507,5841,5577,5607,17,1,1,3,0,6
508,5842,5578,5608,17,1,1,3,0,7
509,5843,5579,5609,17,1,1,3,0,8
510,5844,5580,5610,17,1,1,3,0,9
511,5845,5571,5601,17,1,1,3,1,0
512,5846,5572,5602,17,1,1,3,1,1
513,5847,5573,5603,17,1,1,3,1,2
514,5848,5574,5604,17,1,1,3,1,3
515,5849,5575,5605,17,1,1,3,1,4
516,5850,5576,5606,17,1,1,3,1,5
517,5851,5577,5607,17,1,1,3,1,6
518,5852,5578,5608,17,1,1,3,1,7
519,5853,5579,5609,17,1,1,3,1,8
520,5854,5580,5610,17,1,1,3,1,9
521,5835,5571,5601,17,1,1,3,2,0
522,5836,5572,5602,17,1,1,3,2,1
523,5837,5573,5603,17,1,1,3,2,2
524,5838,5574,5604,17,1,1,3,2,3
525,5839,5575,5605,17,1,1,3,2,4
526,5840,5576,5606,17,1,1,3,2,5
527,5841,5577,5607,17,1,1,3,2,6
528,5842,5578,5608,17,1,1,3,2,7
529,5843,5579,5609,17,1,1,3,2,8
530,5844,5580,5610,17,1,1,3,2,9
531,5835,5571,5601,17,1,1,3,3,0
532,5836,5572,5602,17,1,1,3,3,1
533,5837,5573,5603,17,1,1,3,3,2
534,5838,5574,5604,17,1,1,3,3,3
535,5839,5575,5605,17,1,1,3,3,4
536,5840,5576,5606,17,1,1,3,3,5
537,5841,5577,5607,17,1,1,3,3,6
538,5842,5578,5608,17,1,1,3,3,7
539,5843,5579,5609,17,1,1,3,3,8
540,5844,5580,5610,17,1,1,3,3,9
541,5835,5571,5601,17,1,1,3,4,0
542,5836,5572,5602,17,1,1,3,4,1
543,5837,5573,5603,17,1,1,3,4,2
544,5838,5574,5604,17,1,1,3,4,3
545,5839,5575,5605,17,1,1,3,4,4
546,5840,5576,5606,17,1,1,3,4,5
547,5841,5577,5607,17,1,1,3,4,6
548,5842,5578,5608,17,1,1,3,4,7
549,5843,5579,5609,17,1,1,3,4,8
550,5844,5580,5610,17,1,1,3,4,9
551,5845,5571,5601,17,1,1,3,5,0
552,5846,5572,5602,17,1,1,3,5,1
553,5847,5573,5603,17,1,1,3,5,2
554,5848,5574,5604,17,1,1,3,5,3
555,5849,5575,5605,17,1,1,3,5,4
556,5850,5576,5606,17,1,1,3,5,5
557,5851,5577,5607,17,1,1,3,5,6
558,5852,5578,5608,17,1,1,3,5,7
559,5853,5579,5609,17,1,1,3,5,8
560,5854,5580,5610,17,1,1,3,5,9
561,5835,5571,5601,17,1,1,3,6,0
562,5836,5572,5602,17,1,1,3,6,1
563,5837,5573,5603,17,1,1,3,6,2
564,5838,5574,5604,17,1,1,3,6,3
565,5839,5575,5605,17,1,1,3,6,4
566,5840,5576,5606,17,1,1,3,6,5
567,5841,5577,5607,17,1,1,3,6,6
568,5842,5578,5608,17,1,1,3,6,7
569,5843,5579,5609,17,1,1,3,6,8
570,5844,5580,5610,17,1,1,3,6,9
571,5835,5571,5601,17,1,1,3,7,0
572,5836,5572,5602,17,1,1,3,7,1
573,5837,5573,5603,17,1,1,3,7,2
574,5838,5574,5604,17,1,1,3,7,3
575,5839,5575,5605,17,1,1,3,7,4
576,5840,5576,5606,17,1,1,3,7,5
577,5841,5577,5607,17,1,1,3,7,6
578,5842,5578,5608,17,1,1,3,7,7
579,5843,5579,5609,17,1,1,3,7,8
580,5844,5580,5610,17,1,1,3,7,9
581,5835,5571,5601,17,1,1,3,8,0
582,5836,5572,5602,17,1,1,3,8,1
583,5837,5573,5603,17,1,1,3,8,2
584,5838,5574,5604,17,1,1,3,8,3
585,5839,5575,5605,17,1,1,3,8,4
586,5840,5576,5606,17,1,1,3,8,5
587,5841,5577,5607,17,1,1,3,8,6
588,5842,5578,5608,17,1,1,3,8,7
589,5843,5579,5609,17,1,1,3,8,8
590,5844,5580,5610,17,1,1,3,8,9
591,5835,5571,5601,17,1,1,3,9,0
592,5836,5572,5602,17,1,1,3,9,1
593,5837,5573,5603,17,1,1,3,9,2
594,5838,5574,5604,17,1,1,3,9,3
595,5839,5575,5605,17,1,1,3,9,4
596,5840,5576,5606,17,1,1,3,9,5
597,5841,5577,5607,17,1,1,3,9,6
598,5842,5578,5608,17,1,1,3,9,7
599,5843,5579,5609,17,1,1,3,9,8
600,5844,5580,5610,17,1,1,3,9,9
601,5845,5571,5601,17,1,1,3,10,0
602,5846,5572,5602,17,1,1,3,10,1
603,5847,5573,5603,17,1,1,3,10,2
604,5848,5574,5604,17,1,1,3,10,3
605,5849,5575,5605,17,1,1,3,10,4
606,5850,5576,5606,17,1,1,3,10,5
607,5851,5577,5607,17,1,1,3,10,6
608,5852,5578,5608,17,1,1,3,10,7
609,5853,5579,5609,17,1,1,3,10,8
610,5854,5580,5610,17,1,1,3,10,9
611,5845,5571,5601,17,1,1,3,11,0
612,5846,5572,5602,17,1,1,3,11,1
613,5847,5573,5603,17,1,1,3,11,2
614,5848,5574,5604,17,1,1,3,11,3
615,5849,5575,5605,17,1,1,3,11,4
616,5850,5576,5606,17,1,1,3,11,5
617,5851,5577,5607,17,1,1,3,11,6
618,5852,5578,5608,17,1,1,3,11,7
619,5853,5579,5609,17,1,1,3,11,8
620,5854,5580,5610,17,1,1,3,11,9
621,5845,5571,5601,17,1,1,3,12,0
622,5846,5572,5602,17,1,1,3,12,1
623,5847,5573,5603,17,1,1,3,12,2
624,5848,5574,5604,17,1,1,3,12,3
625,5849,5575,5605,17,1,1,3,12,4
626,5850,5576,5606,17,1,1,3,12,5
627,5851,5577,5607,17,1,1,3,12,6
628,5852,5578,5608,17,1,1,3,12,7
629,5853,5579,5609,17,1,1,3,12,8
630,5854,5580,5610,17,1,1,3,12,9
631,5845,5571,5601,17,1,1,3,13,0
632,5846,5572,5602,17,1,1,3,13,1
633,5847,5573,5603,17,1,1,3,13,2
634,5848,5574,5604,17,1,1,3,13,3
635,5849,5575,5605,17,1,1,3,13,4
636,5850,5576,5606,17,1,1,3,13,5
637,5851,5577,5607,17,1,1,3,13,6
638,5852,5578,5608,17,1,1,3,13,7
639,5853,5579,5609,17,1,1,3,13,8
