ID,DisplayRaceID,DisplaySexID,SkinID,FaceID,HairStyleID,HairColorID,FacialHairID,NPCItemDisplay[0],NPCItemDisplay[1],NPCItemDisplay[2],NPCItemDisplay[3],NPCItemDisplay[4],NPCItemDisplay[5],NPCItemDisplay[6],NPCItemDisplay[7],NPCItemDisplay[8],NPCItemDisplay[9],BakeName
210,1,1,4,4,3,4,1,0,0,13214,0,5795,7592,8418,0,0,0,488239bc711b7047ff217ef8b5ca29a2.blp
211,1,1,1,2,8,3,0,0,0,9687,0,8241,8242,8313,0,0,0,514cd4e8a8b58df55b1c601ecaf623b.blp
212,1,1,2,1,9,5,6,0,0,9687,0,8241,8242,6463,0,0,0,b9d7c7d94fc0506c6f0913516f144d6e.blp
213,1,1,0,5,14,3,5,0,0,5799,0,5800,5801,5366,0,0,0,2eb44b88ee96a90b8a8b8c366c03899.blp
214,1,1,2,11,13,2,0,0,0,5803,5440,5804,2318,4272,0,0,0,b20e70c1c583859f6f773b4b3f1922c6.blp
215,1,1,1,1,4,5,0,0,9704,9700,9458,5588,9701,8997,0,0,0,74ca6223424eaeafcf769643617d1139.blp
216,1,1,2,4,1,1,0,0,0,13471,0,5821,5589,8997,0,0,0,f0a267d012c64d107802fbf3e5d88a8d.blp
217,1,1,2,8,10,2,4,0,0,15025,5440,5858,4365,6063,0,0,0,b8d3dbed377d936e25a6845450938e0b.blp
219,1,0,2,2,2,0,2,5817,9577,8041,13199,13200,13467,13202,0,13203,0,50ba9bdc364d75d495d08af2707f2026.blp
220,1,0,1,7,1,1,5,0,0,8041,13199,13200,5822,5823,0,0,0,3f22794f428f80ae1417b50c5a9ffa0.blp
222,1,0,1,11,10,1,6,0,0,12037,0,4881,5874,4272,0,0,0,86c0a8a6f4e983367b1e749cf4289ae2.blp
223,1,0,2,4,1,4,7,0,0,13469,0,5821,5822,5823,0,0,0,ef1a15f09bc76e473bf27e44d6a966f.blp
225,1,0,1,1,2,1,8,0,0,10834,11322,5838,5469,5840,0,5435,0,3beddb2dad6dc956c2e9a5b9c40525d7.blp
226,1,0,3,10,6,2,0,15908,0,5447,0,5867,7834,5846,0,0,0,e7d409606bbf3c3592128c669d6063e7.blp
227,1,0,1,2,9,0,1,0,0,12969,5440,3553,3201,3066,0,5847,0,8d703d191b7c5318ded9a9bab8ef73a.blp
228,1,0,2,10,10,8,4,0,0,5345,0,0,5848,302,0,0,0,fbaade5abecc3abaf7e0754d754ecf8.blp
229,3,0,2,3,2,4,1,0,5849,4334,0,4853,4469,5850,4471,0,0,26756457d836cf8ef0b8227aa3190927.blp
230,1,0,2,9,1,3,5,0,2953,5851,5852,4342,4617,5853,0,0,0,4be9a40ad472a910dc9634bdd82196ee.blp
232,1,0,1,4,3,6,7,0,0,4270,0,0,4469,5480,0,0,0,ac44f38b38c1b9b338978a4e46a153cb.blp
233,1,0,0,11,4,5,3,0,0,5857,0,5858,2299,4614,0,0,0,24f0ca71e911b3b6123b92d059d7d0d1.blp
234,1,0,3,2,11,0,0,0,0,9509,0,5859,3248,3066,0,8892,0,f5064e61c50253919b94b9fe220d5c06.blp
235,1,0,1,8,0,2,2,0,0,4340,0,5838,2185,2496,0,0,0,15b17d20af9a521170e6acedfb5cfabe.blp
237,1,0,4,7,5,8,5,0,0,5863,5864,4989,1818,4272,0,0,0,810a58331db930496300d09c6591d5a1.blp
238,1,0,2,7,1,1,7,0,0,4588,0,4590,8426,8354,0,0,0,70fd09ee5f1ee82bef04316fd093246.blp
240,1,1,3,2,8,1,0,0,0,2317,0,4989,4365,4614,0,0,0,4e12726b5156879b4b02c8433c2889f2.blp
242,1,1,4,9,18,5,1,0,0,13460,13461,5845,8426,13462,0,0,0,ad1d2aaa7179fb1b780ecd43d9184a8.blp
244,1,0,1,0,1,4,7,0,0,5872,0,5873,5874,5875,0,0,0,79270a83dcedf4095c2c1ad8e05f3a6.blp
246,1,1,4,2,10,6,0,0,0,5889,5440,5890,8329,14927,0,0,0,827277e392521036997a072a1f5ed1f.blp
247,4,0,1,0,4,2,2,0,5414,0,0,5457,5622,15445,3704,0,0,accc45f396f5418d03017a6222ff826.blp
250,1,0,2,8,1,4,4,0,0,5802,0,5904,1883,4272,0,0,0,a121afed98327804b22a012e53669af1.blp
251,4,0,0,0,0,0,0,0,0,8311,0,0,8312,8313,0,0,0,21b044eab537a50c555f0de5d7caba43.blp
252,1,1,2,9,16,9,0,0,0,5910,9776,5845,5622,5911,0,0,0,31fda4fe63ecb8125251fe1bc2da728.blp
254,6,0,7,1,6,2,2,0,0,7777,0,6978,9970,0,0,0,0,13b0fcc0eb8795c0b76c6fbdd23ef4b5.blp
255,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,f3d10330e9e528394745a6f14a16416b.blp
257,5,0,4,0,6,9,7,0,0,11968,11969,5865,7182,4272,0,0,0,502fe2ab6b3d2e8270dc4a72f2e30ddf.blp
258,1,0,1,10,3,0,7,5983,5984,0,5994,5964,5611,5988,0,5989,0,d5bdd7af93ddbce5a860e572502bf79.blp
673,1,0,2,3,1,3,8,15392,0,6221,0,4634,5652,5463,6224,3528,3865,47e844abeaaa838af1f71be453f0eec.blp
674,7,0,0,0,6,7,6,0,0,13925,5440,8126,4617,5380,0,0,0,72557c88403816e66ead59862943abed.blp
675,1,0,4,6,0,8,6,14964,7541,7223,0,7224,7225,7255,0,7698,6255,c5c3858a5d86e950a1c2f0f43c9dc69f.blp
259,1,1,0,0,0,0,0,0,0,5793,5440,4882,4304,4622,0,0,0,897ac86ca35e2c5b79408cab6b38f3ec.blp
261,5,0,4,7,5,3,12,0,0,0,5625,5670,5626,13940,0,0,0,6fbc67707acd0548844b12826c74dcbb.blp
262,5,1,4,0,4,9,0,0,0,0,6003,0,6004,6005,0,0,0,c5cef2d4cf675a35a8ded04f2d6cacf.blp
263,5,0,3,2,2,3,6,0,0,0,10046,0,4312,6019,0,0,0,51470b3f51fac73a8578fe5fdb25f5c.blp
264,5,1,5,2,3,5,7,0,0,0,6020,0,3078,2990,3377,6021,0,fd3fe18a74fe5b742220f2ad74491ef6.blp
267,3,0,6,5,0,0,8,15352,0,6034,0,6035,6036,6037,6038,6039,0,cb24fa7c76649c25249be8f3accf13c2.blp
268,5,0,0,1,0,0,0,0,0,6040,0,6041,6042,6043,6044,6045,0,b68c01d65775ce64388449ad425c1f11.blp
269,5,1,0,0,0,0,0,0,0,6040,0,6041,6042,6043,6044,6045,0,e3c3ceada840506f484c62c7b487c226.blp
271,5,0,2,7,7,1,11,0,0,6040,0,6041,6042,6043,6044,6045,0,2e94508d5dacafbe3d29355d95f3227.blp
272,5,0,0,4,3,7,2,0,0,6040,0,6041,6042,6043,6044,6045,0,f342b78c2cb0a5c5ab193a3ee56fea6c.blp
273,5,0,3,3,4,3,13,0,0,6040,0,6041,6042,6043,6044,6045,0,76a82b776ea9f907c3efc52960a23b6.blp
274,5,0,4,2,2,7,0,0,0,6040,0,6041,6042,6043,6044,6045,0,4b1a0b5fa796d14b61380199cffd4270.blp
275,5,0,0,1,1,2,16,0,0,6040,0,6041,6042,6043,6044,6045,0,5c86c63370a9b2e7804f0626b9c9968.blp
276,5,0,1,5,5,3,16,0,0,5783,0,0,2299,0,0,0,0,2586582cc9afb2aed41de4cb12d17c94.blp
278,5,0,4,0,8,8,16,0,0,0,6054,6055,3058,6056,6057,6058,0,5b70b05a9d77a20d71e0a8bb1fa0a9be.blp
279,5,0,0,3,8,2,5,0,0,3552,5864,5904,4617,4921,0,0,0,23f64ee363e36ffc20eea71765bdb6d6.blp
281,5,0,5,4,2,4,0,0,0,3552,5440,5904,4617,4921,0,0,0,3c66898cf5f19788866293a925a64cc5.blp
282,3,0,2,6,0,6,6,0,0,1817,0,5867,1818,5633,0,2213,0,fed58cfd70f98f9549dd2b5ee458a533.blp
283,5,0,5,3,6,2,1,0,0,5857,0,5858,6059,6060,0,0,0,dad2e8044bf982064d4882c9a031be38.blp
284,3,0,0,0,6,4,2,0,0,6061,0,6062,1882,6063,6064,6065,0,43b6072f628623fae826569fd1e37c4f.blp
286,5,0,0,9,5,1,0,0,0,6070,0,6071,6072,5744,0,0,0,c510804049d67d4312a3a795fa2fc1.blp
287,1,1,2,10,14,9,1,0,0,5490,0,5457,5622,5366,0,0,0,7d0794ce4bfec67d20e1c9b10cfd7d3.blp
288,5,0,0,5,7,1,10,0,0,5362,8167,5725,7942,23325,5572,22335,0,821d5b185b8659e660efa7b8dab6930.blp
290,5,0,0,8,0,3,13,15488,0,0,13638,5670,5824,13940,0,0,0,cbb970c260db1dacb091c17837a5956c.blp
291,5,0,4,2,1,1,1,0,0,6082,0,4599,3201,3066,6083,6084,0,5964ff418cae78311dc5bd64f3ed8bb.blp
292,1,0,4,5,3,4,0,0,0,5624,0,0,5589,5786,0,0,0,5994bda8c8a98fd7d581f6ec7ec19a4a.blp
295,5,0,0,8,1,1,10,0,2953,10359,0,6041,6042,6043,6044,6045,0,20fd70c7d9cc347b39293d2726ef5b67.blp
296,5,0,4,3,6,8,4,0,0,6090,0,5788,6091,5744,0,0,0,2afd39a44c24e5a4f27d8d86410c7112.blp
298,5,0,3,5,1,6,13,0,12832,19608,17340,9024,6237,19609,0,12201,0,b849e523b86ea96c1bb8ecf64a6a5de7.blp
300,5,1,2,0,7,1,5,0,0,3686,5334,4882,5626,6094,0,6095,0,c00183a011e1001a6122d067c6e8e88.blp
301,5,1,0,4,4,5,5,0,0,11826,5334,9914,8818,5463,0,0,0,1ef50edd63fdbe657e191d2fea41b41d.blp
302,5,1,3,8,2,4,4,0,0,6102,0,6103,8349,6092,0,0,0,189c16a6605e32eca5321a6cd4ff51c1.blp
304,3,0,2,6,1,0,2,0,0,6116,0,14953,3065,3066,6118,8848,0,935fd26f82dd1d20879228227e3db83a.blp
305,3,0,0,7,5,5,4,0,0,6120,0,6121,6122,6123,0,0,0,dee7d21d456c6a8c5f40e83b57ba2441.blp
306,3,0,0,0,0,0,0,15366,0,0,6034,6035,6127,6037,6038,6039,0,7661a75ac616a8e892f42b70d3b2da46.blp
307,3,1,0,0,0,0,0,15366,0,0,6034,6035,6127,6037,6038,6039,0,7afa2f918462cfec434c9af21f74460e.blp
308,5,0,0,0,0,0,10,15319,0,0,6040,6041,6042,6134,6044,6045,3454,4f5c5a5ed29824bca74879cbe682d46.blp
310,5,1,0,0,0,0,0,15319,0,0,6040,6041,6042,6136,6044,6045,3454,637f2266226f0f6a9c432257b0d95271.blp
312,1,0,0,0,0,0,0,14957,6141,6142,0,5319,5320,6143,6144,6145,3865,df14e0ad3b3351b17897a47a62da15a9.blp
313,1,1,0,0,0,0,0,14957,6141,6147,0,5319,5320,6143,6144,6145,3865,797a279a59ba0fa5142f1a64fbf3436.blp
314,1,0,0,0,0,0,0,0,0,6151,6152,6153,6154,6155,6156,6157,0,d5044069a23a8b0dd79efd5688cc875e.blp
316,1,0,0,0,0,0,0,0,0,0,6161,6162,6163,6164,0,7720,0,ee9a5aa5ff24398714fc7619b1e1ad72.blp
317,1,1,0,0,0,0,0,0,0,0,6161,6162,6163,6164,0,7720,0,a2080f1def9da58a5389408e1a3ea9ce.blp
318,1,0,2,4,3,0,7,0,0,10652,0,5588,7797,5786,0,0,13909,d3f78e13502e0b14885d785f588bf87d.blp
319,1,1,0,0,0,0,0,0,0,6151,6152,6153,6154,6155,6156,6157,0,2d8720234989d08fea7782886c04d89.blp
320,7,0,0,0,0,0,0,15366,0,0,6034,6035,6127,6037,6038,6039,0,67c0811882e4168962d668bb9c3ef6c4.blp
322,5,0,0,4,9,7,1,0,0,0,6174,0,3201,6175,3841,3454,0,9d7f477ac05c47ba574d9f950efae5.blp
323,1,0,2,0,6,9,7,0,0,4270,0,0,5346,3755,0,0,0,9af4b94b90f2f0849dd85e84ce535530.blp
325,2,0,9,6,4,7,4,0,12520,10991,22174,22175,22176,13304,0,13305,0,ff2938d33a01384e76c8c5cfa19cdb08.blp
326,5,1,3,3,5,4,7,0,0,0,6187,6170,2629,2366,6173,0,0,57a9e80a2750bbdb2463809a906d9c38.blp
327,3,1,5,4,1,5,0,0,0,6188,0,3553,6189,6190,0,0,0,491152dcc37f057350247073ffd8d89.blp
328,1,0,0,2,10,0,6,15308,8847,6082,0,6049,8129,3066,0,8848,0,eaa8a669e1d323cadfd8171821728934.blp
330,5,1,0,0,7,8,2,0,0,6195,6196,5670,6197,6198,6199,6200,0,82f13b235eabf54c96f91220d56a8f01.blp
331,1,1,1,4,13,3,0,0,0,4640,0,4905,6074,4835,0,0,0,c066d574e7dc3b21b52ff85b7a03452.blp
332,3,0,1,7,0,7,3,15907,0,9918,0,0,2610,2486,0,3999,0,ddbc85691efb9e7128d6eac98c9c3079.blp
334,1,0,3,1,4,2,8,0,0,6206,5864,4989,2656,4272,0,0,0,573decfe1b52266272d0ce45ad6701df.blp
335,5,1,4,8,8,6,1,0,0,10861,10698,0,9671,11480,0,9556,0,ab608585ca438f497edbb124b9d6d512.blp
336,3,0,1,2,0,2,4,15353,0,0,6034,6035,6127,6037,6038,6039,0,159cbb1682e666b931d2eac9a8bf9890.blp
337,3,0,2,5,6,4,0,0,0,10483,0,0,5726,5573,0,0,0,18cd5bc7839919b4b7d1e219e0e0e0a5.blp
338,3,0,5,4,1,6,6,15320,7541,15362,15363,7224,12453,7255,0,7698,0,dadf99b89002c53d66ac175a78de4d7.blp
339,3,0,2,4,0,1,7,15353,0,0,6034,6035,6127,6037,6038,6039,0,a65ff7decaf6c4f347c75a9875d4b51.blp
340,5,1,2,9,9,2,3,0,0,6213,6214,6215,6074,6024,0,0,0,82673c72209793e1492dbfe1e5e1f1df.blp
341,3,0,6,3,0,3,10,15353,0,0,6034,6035,6127,6037,6038,6039,0,1ba6f2f9a279fddcfe80fb0b90be7ab4.blp
344,5,0,5,9,9,7,7,0,0,0,6219,0,5848,6220,0,0,0,1afbf72987b462decff994ac6b635f56.blp
345,1,1,0,0,0,0,0,0,0,0,6221,4634,5652,5463,6224,3528,3865,543a2c34eb96771cca4b676bfe5f4612.blp
346,1,0,0,0,0,0,0,14964,7541,7223,0,7224,7225,7255,0,7698,6255,753720ae579b4cf6a14b8c8e39b36b34.blp
347,1,0,1,5,4,2,2,0,0,6221,0,4634,5652,5463,6224,3528,3865,19dd572a4fd890399254b312d4442633.blp
348,4,0,6,7,4,4,2,0,0,4637,0,5461,6237,5463,0,0,0,b819c8c5ff389a3327f697deab54e843.blp
349,5,1,4,3,0,0,7,15319,0,0,6040,6041,6042,6136,6044,6045,3454,4fe1b42a38bf4827e5b8261f2535b85.blp
355,5,0,5,9,0,0,0,15319,0,0,6040,6041,6042,6134,6044,6045,3454,8669adc648f7f8245424b437ef7f0ad4.blp
356,5,0,2,3,0,0,0,15319,0,0,6040,6041,6042,6134,6044,6045,3454,d1661acee0116aa0d034df211af3b82f.blp
357,5,0,3,6,8,9,13,0,0,0,6040,6041,6042,6134,6044,6045,3454,889afba862eab2c4254a4944ac966db5.blp
358,1,0,2,2,2,0,2,5817,5818,5819,5386,5679,4333,5387,0,5389,0,799fa299a39073718b8b12b0cca170b1.blp
360,3,0,1,5,3,1,0,0,0,5343,0,5344,1818,4586,0,0,0,c431b42c6d5294f0cc3fcc4fa2d0c118.blp
361,3,1,2,2,9,6,0,0,0,5733,0,5734,5735,5736,0,0,0,da8493c21f00b053bc9e423bb7213277.blp
364,2,0,7,7,1,1,5,0,0,6370,0,0,6362,6363,0,0,0,aad9b05a73c9209ee0450f49b2148d3b.blp
365,2,0,0,2,5,3,0,0,0,11122,0,8149,10098,11123,0,11124,0,6039e5746bdfb3d4c8ff2d9aeb75adf7.blp
366,3,0,2,6,5,2,6,0,0,6461,0,0,6462,6463,0,0,0,33bff10eab948f1118bbe5e9d2b0bc31.blp
368,3,0,1,8,2,8,5,0,0,6048,0,0,6050,8262,6052,0,0,11cb3247ac962649c74098562c28b6fe.blp
369,4,1,5,1,5,2,0,0,0,7172,7173,6559,7174,2373,3406,5332,0,86d7d7cc219ebfe625dd0932ff780414.blp
370,1,1,1,3,14,5,4,0,0,5727,0,5728,2311,5489,0,0,0,68bd1c737fe71753ed9758b49ee1785.blp
371,1,0,4,9,5,2,1,0,0,6177,0,3335,5782,5594,6178,6179,0,e73ad71e374d7b36365b6c9140ad40c5.blp
372,4,1,3,5,2,7,4,0,0,0,5796,3335,8329,13927,6610,0,0,d9d7c0838361d70e17cbf964663fd741.blp
373,5,0,2,2,9,1,5,0,0,0,3686,5670,7788,13940,0,0,0,ac3f4dd177fcf51728280c8244e2f694.blp
374,5,0,1,8,0,3,8,0,0,0,5625,5670,5626,13940,0,0,0,334ffd7a25129acb915f6cff3a28d9a6.blp
375,4,0,2,8,3,5,4,0,0,6647,3278,0,5521,6648,6649,6650,0,33a0c6d56c67b42558ae4bbf2257ddbb.blp
376,1,0,1,1,10,9,5,0,0,6653,0,0,4619,6654,0,0,0,83bb2bd57b5bba894cff838c2e7d583.blp
378,1,0,6,3,3,0,7,0,0,5857,0,5858,6059,6077,6078,6079,0,fa5ebaeaf2b879bc1f9d2a1c8f841a35.blp
379,3,0,6,7,6,7,6,3215,0,11437,3719,5865,7622,7623,0,0,0,a5df410bc08ccfb3533f0ea93a701c1.blp
381,5,0,3,5,0,0,4,15319,0,0,6040,6041,6042,6043,6044,6045,3454,c809cdc34ae977155589bc081bb8994b.blp
382,6,0,4,3,0,1,3,5325,0,4640,0,5372,3179,4307,0,0,0,68820a81e45a218a5f7b581a50a866d1.blp
384,4,0,1,1,2,0,1,0,0,6695,2564,0,5236,703,2561,6696,0,8f2f0b5c5dc812372f1f4135f00267eb.blp
386,5,0,1,4,7,9,7,0,0,0,3686,5670,7788,13940,0,0,0,21c471fa9203da02e9d620d2f8c86ed5.blp
387,3,1,1,6,6,3,0,0,0,0,5367,5368,5369,5370,0,0,0,5fdfe13a940dc327acb871cd49b8af14.blp
388,4,1,2,2,6,2,8,0,5678,0,6029,0,6030,6031,6032,6033,0,d5c6a41e57e366855e03d02fe755b24.blp
389,4,1,6,8,4,6,1,0,6910,6800,6801,0,6802,6803,6804,6805,0,965b9151b1ad86785f7ba9dbcf691e19.blp
390,4,0,3,7,4,5,3,0,0,6815,6816,0,3078,2990,3605,6021,0,3bb2eb064baeec817af49a7b9f6c1032.blp
392,4,0,2,2,4,4,2,0,0,6824,3888,0,5479,5868,6825,6826,0,6f8e6e0e95eebc2b7b80f288c8d4115.blp
393,3,0,2,3,2,7,8,0,0,0,6034,6035,6127,6037,6038,6039,0,7adc985db21c85992e42ca55ada96642.blp
394,4,1,6,7,0,2,4,0,0,0,6848,4315,6849,13927,6610,0,0,e9207d13e42af13dae382006477802a.blp
