ID,ContinentID,ParentAreaID,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,ExplorationLevel,AreaName_lang,FactionGroupMask
330,0,0,60,64,0,11,44,3,0,-1,Thandol Span,0
332,1,0,62,64,0,11,0,9,0,-1,The Great Sea UNUSED,0
334,0,45,64,64,0,11,0,0,0,38,Circle of West Binding,0
335,0,45,65,64,0,11,0,0,0,38,Circle of Inner Binding,0
337,0,3,67,64,0,11,25,7,0,-1,Apocryphan's Rest,0
340,0,3,68,64,0,11,25,0,0,-1,Kargath,0
341,0,3,69,64,0,11,25,0,0,-1,Camp Kosh,0
342,0,3,70,64,0,11,25,0,0,-1,Camp Boff,0
343,0,3,71,64,0,11,25,0,0,-1,Camp Wurg,0
344,0,3,72,64,0,11,25,0,0,-1,Camp Cagg,0
345,0,3,73,64,0,11,25,7,0,-1,Agmond's End,0
346,0,3,74,64,0,11,25,0,0,-1,Hammertoe's Digsite,0
347,0,3,75,64,0,11,25,0,0,-1,Dustbelch Grotto,0
348,0,47,76,64,0,11,0,1,0,-1,Aerie Peak,0
349,0,47,77,64,0,11,0,1,0,-1,Wildhammer Keep,0
351,0,47,79,64,0,11,0,1,0,-1,Skulk Rock,0
352,0,47,80,64,0,11,0,1,0,-1,Zun'watha,0
353,0,47,81,64,0,11,0,1,0,-1,Shadra'Alor,0
356,0,47,82,64,0,11,0,1,0,-1,Seradane,0
357,1,0,83,64,0,11,48,3,0,-1,Feralas,0
358,1,215,84,64,0,11,25,9,0,4,Brambleblade Ravine,0
359,1,17,85,64,0,11,0,7,0,25,Bael Modan,0
360,1,215,86,64,0,11,0,9,0,7,The Venture Co. Mine,0
361,1,0,87,64,0,11,48,193,0,-1,Felwood,0
362,1,14,88,64,0,11,0,9,0,5,Razor Hill,0
363,1,14,89,64,0,11,0,9,0,0,Valley of Trials,0
364,1,14,90,64,75,11,0,9,0,-1,The Den,0
366,1,14,92,64,0,11,0,9,0,7,Kolkar Crag,0
367,1,14,93,64,0,11,0,185,0,6,Sen'jin Village,0
368,1,14,94,64,0,11,32,3,68,7,Echo Isles,0
369,1,14,95,64,0,11,0,9,0,9,Thunder Ridge,0
372,1,14,97,64,0,11,0,186,301,6,Tiragarde Keep,0
373,1,14,98,64,0,11,0,9,0,6,Scuttle Coast,0
374,1,14,99,64,0,11,0,9,0,-1,Bladefist Bay,0
375,1,14,100,64,0,11,0,9,0,-1,Deadeye Shore,0
377,1,0,101,64,0,11,0,9,0,9,Southfury River,0
378,1,17,102,64,0,11,0,7,0,10,Camp Taurajo,0
379,1,17,103,64,0,11,0,7,0,10,Far Watch Post,0
380,1,17,104,64,0,11,0,221,0,15,The Crossroads,0
384,1,17,107,64,0,11,46,10,0,0,Dreadmist Peak,0
385,1,17,108,64,0,11,0,3,301,0,Northwatch Hold,0
386,1,17,109,64,0,11,32,3,0,12,The Forgotten Pools,0
388,1,17,110,64,0,11,32,3,0,15,The Stagnant Oasis,0
390,1,17,111,64,0,11,0,0,0,20,Field of Giants,0
391,1,17,112,64,0,11,32,3,0,12,The Merchant Coast,0
393,1,14,114,64,0,11,0,9,0,-1,Darkspear Strand,0
394,0,0,115,64,0,11,37,0,0,-1,Darrowmere Lake UNUSED,0
397,1,215,118,64,0,11,0,9,0,7,Thunderhorn Water Well,0
1,0,0,119,65,0,11,42,8,0,-1,Dun Morogh,0
2,0,40,120,64,0,11,0,9,0,-1,Longshore,0
3,0,0,121,64,0,11,25,7,0,-1,Badlands,0
4,0,0,122,64,0,11,210,7,0,-1,Blasted Lands,0
8,0,0,124,64,0,11,33,223,0,-1,Swamp of Sorrows,0
9,0,12,125,64,0,11,35,1,0,0,Northshire Valley,0
12,0,0,126,64,0,11,35,1,0,-1,Elwynn Forest,0
14,1,0,127,64,0,11,25,9,0,-1,Durotar,0
15,1,0,128,64,0,11,33,223,0,-1,Dustwallow Marsh,0
16,1,0,129,64,0,11,31,8,0,-1,Azshara,0
17,1,0,130,64,0,11,38,7,0,-1,The Barrens,0
18,0,12,131,64,0,11,35,1,0,0,Crystal Lake,0
20,0,40,132,64,0,11,0,9,0,0,Moonbrook,0
21,0,0,133,64,0,11,0,8,0,-1,Kul Tiras,0
23,0,12,134,64,0,11,35,0,0,-1,Northshire River,0
24,0,12,135,64,73,11,35,1,67,-1,Northshire Abbey,0
30,0,0,138,64,0,11,0,0,0,-1,Nine,0
32,0,10,139,64,0,11,0,2,0,-1,The Cemetary,0
33,0,0,140,64,0,11,32,3,0,-1,Stranglethorn Vale,0
34,0,12,141,64,0,11,35,1,0,8,Echo Ridge Mine,0
35,0,33,142,64,0,11,0,3,0,0,Booty Bay,0
36,0,0,143,64,0,11,31,1,0,-1,Alterac Mountains,0
37,0,33,144,64,0,11,0,3,0,0,Lake Nazferiti,0
38,0,0,145,64,0,11,31,1,0,-1,Loch Modan,0
40,0,0,146,64,0,11,47,9,0,-1,Westfall,0
42,0,10,147,64,0,11,0,2,0,25,Darkshire,0
43,0,33,148,64,0,11,0,3,0,0,Wild Shore,0
44,0,0,149,64,0,11,31,1,0,-1,Redridge Mountains,0
45,0,0,150,64,0,11,30,8,0,-1,Arathi Highlands,0
46,0,0,151,64,0,11,46,10,0,-1,Burning Steppes,0
47,0,0,152,64,0,11,31,1,0,-1,The Hinterlands,0
49,0,22,153,64,0,11,0,0,0,-1,Dead Man's Hole,0
51,0,0,154,64,0,11,46,10,0,-1,Searing Gorge,0
53,0,12,155,64,0,11,35,1,0,-1,Thieves Camp,0
55,0,12,156,64,0,11,35,17,61,0,Valley of Heroes UNUSED,0
56,0,12,157,64,0,11,35,1,0,6,Heroes' Vigil,0
57,0,12,158,64,0,11,35,1,0,5,Fargodeep Mine,0
196,0,28,578,64,0,11,0,15,0,-1,Uther's Tomb,0
250,0,46,579,64,0,11,0,0,0,-1,Ruins of Thaurissan,0
268,37,0,580,64,0,11,42,0,0,-1,Plains of Snow,0
322,0,45,581,64,0,11,0,8,0,-1,Blackwater Shipwrecks,0
387,1,17,582,64,0,11,32,3,0,12,Lushwater Oasis,0
453,1,148,583,64,0,11,0,0,0,-1,The Long Wash,0
102,0,33,586,64,0,11,0,3,0,0,Ruins of Zul'Kunda,0
238,0,130,587,64,0,11,0,2,0,0,Malden's Orchard,0
239,0,130,588,64,0,11,0,2,0,11,The Ivar Patch,0
311,0,33,589,64,0,11,0,0,0,0,Ruins of Aboraz,0
315,0,45,590,64,0,11,0,0,301,31,Dabyrie's Farmstead,0
354,0,47,591,64,0,11,0,1,0,-1,Jintha'Alor,0
596,1,405,593,64,0,11,0,7,0,-1,Kodo Graveyard,0
597,1,405,594,64,0,11,0,7,0,-1,Ghost Walker Post,0
598,1,405,595,64,0,11,0,7,0,-1,Sar'theris Strand,0
600,1,405,597,64,0,11,0,7,0,-1,Bolgan's Hole,0
609,1,405,598,64,0,11,0,7,0,-1,Kolkar Village,0
602,1,405,599,64,0,11,0,7,0,-1,Mannoroc Coven,0
603,1,405,600,64,0,11,0,9,0,-1,Sargeron,0
604,1,405,601,64,0,11,0,7,0,-1,Magram Village,0
26,0,40,602,64,0,11,0,7,0,-1,Lighthouse,0
607,1,405,604,64,0,11,0,7,0,-1,Valley of Spears,0
60,0,12,606,64,0,11,35,1,0,8,Forest's Edge,0
235,0,130,608,64,0,11,0,0,0,-1,Fenris Keep,0
317,0,45,609,64,0,11,0,3,0,33,Witherbark Village,0
399,1,215,610,64,0,11,0,9,0,6,Skyline Ridge,0
429,1,331,611,64,0,11,0,3,121,30,Xavian,0
437,1,331,612,64,0,11,0,221,0,-1,Warsong Lumber Camp,0
467,1,406,613,64,0,11,0,7,0,25,Stonetalon Peak,0
501,1,15,614,64,0,11,0,3,0,-1,Beezil's Wreck,0
10,0,0,617,64,0,11,40,2,0,-1,Duskwood,0
11,0,0,618,64,0,11,44,223,0,-1,Wetlands,0
616,1,0,619,64,0,11,31,0,0,-1,Hyjal,0
173,0,85,620,64,0,11,0,2,0,-1,Faol's Rest,0
618,1,0,621,65,0,11,42,8,0,-1,Winterspring,0
186,1,141,622,64,0,11,0,11,0,5,Dolanaar,0
500,1,15,623,64,0,11,0,0,0,-1,Moggle Point,0
502,1,15,624,64,0,11,0,0,0,-1,Witch Hill,0
412,1,331,625,64,0,11,0,204,0,20,The Ruins of Ordil'Aran,0
636,1,406,626,64,0,11,0,7,0,-1,Blackwolf River,0
71,0,44,627,64,0,11,0,1,0,20,Stonewatch Falls,0
117,0,33,629,64,0,11,0,3,0,0,Grom'gol Base Camp,0
254,0,46,630,64,0,11,0,10,0,-1,Unused001,0
308,0,0,631,64,0,11,0,1,0,-1,The Forbidding Sea,0
338,0,3,633,64,0,11,25,7,0,-1,Angor Fortress,0
213,0,130,270,64,0,11,0,2,0,0,Deep Elem Mine,0
214,0,0,271,64,0,11,0,9,0,-1,The Great Sea,0
215,1,0,272,64,0,11,30,9,0,-1,Mulgore,0
219,0,40,273,64,0,11,0,9,0,0,Alexston Farmstead,0
222,1,215,275,64,0,11,0,9,0,5,Bloodhoof Village,0
224,1,215,277,64,0,11,0,9,0,7,Ravaged Caravan,0
225,1,215,278,64,0,11,0,9,0,9,Red Rocks,0
227,0,130,279,64,0,11,0,2,0,11,Valgan's Field,0
228,0,130,280,64,0,11,0,15,0,10,The Sepulcher,0
229,0,130,281,64,0,11,0,0,0,0,Olsen's Farthing,0
230,0,130,282,64,0,11,0,0,0,18,The Greymane Wall,0
231,0,130,283,64,0,11,0,2,0,0,Beren's Peril,0
233,0,130,285,64,0,11,0,2,0,15,Ambermill,0
237,0,130,287,64,0,11,0,2,0,0,The Decrepit Ferry,0
240,0,130,288,64,0,11,0,2,0,0,The Dead Field,0
241,0,10,289,64,0,11,0,2,0,26,The Rotting Orchard,0
242,0,10,290,64,0,11,0,2,0,28,Brightwood Grove,0
243,0,10,291,64,0,11,0,2,0,0,Forlorn Rowe,0
246,0,51,293,64,0,11,0,10,0,-1,The Cauldron,0
247,0,51,294,64,0,11,0,0,0,-1,Grimesilt Dig Site,0
656,1,493,295,64,0,11,0,0,0,-1,Lake Elune'ara,0
657,0,8,296,64,0,11,0,0,0,-1,The Harborage,0
697,1,141,299,64,0,11,48,76,0,-1,Tradesmen's Terrace UNUSED,0
698,1,141,300,64,0,11,48,76,0,-1,The Temple Gardens UNUSED,0
702,1,141,304,64,0,11,0,0,0,11,Rut'theran Village,0
721,90,0,305,0,0,11,42,0,0,-1,Gnomeregan,0
838,0,38,306,64,0,11,0,0,0,0,North Gate Pass,0
839,0,38,307,64,0,11,0,0,0,-1,South Gate Pass,0
921,0,40,310,64,0,11,0,0,0,0,Demont's Place,0
922,0,40,311,64,0,11,0,0,0,0,The Dust Plains,0
924,0,38,313,64,0,11,0,0,0,0,Valley of Kings,0
925,0,38,314,64,0,11,0,0,0,0,Algaz Station,0
926,0,130,315,64,0,11,0,0,0,-1,Bucklebree Farm,0
927,0,130,316,64,0,11,0,0,0,0,The Shining Strand,0
936,0,38,318,64,0,11,0,0,0,0,Grizzlepaw Ridge,0
956,169,0,319,64,0,11,0,0,0,-1,The Verdant Fields,0
978,1,440,321,64,0,0,25,0,0,45,Zul'Farrak,0
979,1,440,322,64,0,0,0,0,0,-1,Sandsorrow Watch,0
980,1,440,323,64,0,0,0,0,0,49,Thistleshrub Valley,0
982,1,440,325,64,0,0,0,0,0,48,The Noxious Lair,0
983,1,440,326,64,0,0,0,0,0,47,Dunemaul Compound,0
985,1,440,328,64,0,0,0,0,0,44,Waterspring Field,0
987,1,440,330,64,0,0,0,0,0,-1,Land's End Beach,0
988,1,440,331,64,0,0,0,0,0,-1,Wavestrider Beach,0
989,1,440,332,64,0,0,0,0,0,-1,Uldum,0
992,1,440,335,64,0,0,0,0,0,47,Southmoon Ruins,0
1001,0,44,336,64,0,0,0,0,0,0,Lakeridge Highway,0
1016,0,11,338,64,0,0,0,0,0,28,Direforge Hill,0
1017,0,11,339,64,0,0,0,0,0,30,Raptor Ridge,0
1018,0,11,340,64,0,0,0,0,0,0,Black Channel Marsh,0
1020,0,11,342,64,0,0,0,0,0,22,Mosshide Fen,0
1022,0,11,344,64,0,0,0,0,0,0,Bluegill Marsh,0
1023,0,11,345,64,0,0,0,0,0,0,Saltspray Glen,0
1024,0,11,346,64,0,0,0,0,0,20,Sundown Marsh,0
1025,0,11,347,64,0,0,0,0,0,0,The Green Belt,0
1057,0,267,349,64,0,0,0,0,0,30,Thoradin's Wall,0
1102,1,357,350,64,0,0,0,0,0,-1,Wildwind Lake,0
1098,0,10,352,64,0,0,0,0,0,30,Manor Mistmantle,0
1099,1,357,353,64,0,0,0,0,0,-1,Camp Mojache,0
1105,1,357,354,64,0,0,0,0,0,-1,Feral Scar Vale,0
1115,1,357,357,64,0,0,0,0,0,-1,Rage Scar Hold,0
1116,1,357,358,64,0,0,0,0,0,-1,Feathermoon Stronghold,0
1156,1,17,362,64,0,0,0,0,0,-1,Southern Barrens,0
1196,1,0,363,64,0,0,0,0,0,-1,UNUSEDAlcaz Island,0
1216,1,16,364,64,0,0,0,0,0,-1,Timbermaw Hold,0
1217,1,16,365,64,0,0,0,0,0,-1,Vanndir Encampment,0
1218,1,16,366,64,0,0,0,0,0,-1,TESTAzshara,0
1219,1,16,367,64,0,0,0,0,0,-1,Legash Encampment,0
1076,1,406,368,64,0,0,0,0,0,21,Webwinder Path,0
1119,1,357,369,64,0,0,0,0,0,-1,The Twin Colossals,0
1137,1,357,370,64,0,0,0,0,0,-1,Lower Wilds,0
1176,209,0,371,0,0,0,25,0,0,-1,Zul'Farrak,0
1296,1,14,372,64,0,0,0,0,0,-1,Rocktusk Farm,0
1336,1,440,373,64,0,0,0,0,0,-1,Lost Rigger Cove,0
1377,1,0,374,64,0,0,38,176,0,-1,Silithus,0
459,0,85,375,64,0,11,0,0,0,10,Scarlet Watch Post,0
1397,169,0,376,64,0,0,0,0,0,-1,Emerald Forest,0
1438,0,4,379,64,0,0,0,0,0,-1,Nethergarde Keep,0
1439,0,4,380,64,0,0,0,0,0,-1,Dreadmaul Post,0
1440,0,4,381,64,0,0,0,0,0,-1,Serpent's Coil,0
1441,0,4,382,64,0,0,0,0,0,-1,Altar of Storms,0
1442,0,51,383,64,0,0,0,0,0,-1,Firewatch Ridge,0
1443,0,51,384,64,0,0,0,0,0,-1,The Slag Pit,0
1444,0,51,385,64,0,0,0,0,0,-1,The Sea of Cinders,0
1446,0,51,387,64,0,0,0,0,0,-1,Unused002,0
1457,0,4,388,64,0,0,0,0,0,-1,Garrison Armory,0
1497,0,0,685,56,0,0,40,0,0,-1,Undercity,0
1517,0,3,686,64,0,0,0,0,0,-1,Uldaman,0
1537,0,0,689,56,0,0,42,0,0,-1,Ironforge,0
1557,1,400,690,64,0,0,0,0,0,-1,Splithoof Hold,0
1577,0,33,691,64,0,0,0,0,0,-1,The Cape of Stranglethorn,0
1578,0,33,692,64,0,0,0,0,0,-1,Southern Savage Coast,0
1579,0,0,693,64,0,0,0,0,0,-1,Unused The Deadmines 002,0
1581,36,0,695,0,76,0,53,204,0,-1,The Deadmines,0
1583,0,0,697,0,0,0,0,0,0,-1,Blackrock Spire,0
1584,0,0,698,0,0,0,0,0,0,-1,Blackrock Depths,0
516,1,15,534,64,0,11,0,0,0,-1,Dustwallow Bay,0
540,1,490,541,64,0,11,0,0,0,-1,The Slithering Scar,0
54,0,12,550,64,0,11,35,1,0,8,Jasperlode Mine,0
120,0,12,559,64,0,11,35,0,0,8,Westbrook Garrison,0
599,1,405,596,64,0,11,0,7,0,-1,Thunder Axe Fortress,0
153,0,85,607,64,0,11,0,2,0,10,Ruins of Lordaeron,0
295,0,267,616,64,0,11,0,1,0,30,Western Strand,0
802,0,1,652,64,0,11,0,0,0,8,Shimmer Ridge,0
806,0,1,656,64,0,11,0,0,0,0,South Gate Outpost,0
815,1,17,665,64,0,11,0,0,0,-1,Southfury River,0
837,0,38,673,64,0,11,0,0,0,-1,Dun Algaz,0
881,0,11,680,64,0,11,0,3,0,-1,Thandol Span,0
249,0,46,1,64,0,11,0,10,0,-1,Dreadmaul Rock,0
261,1,141,11,64,0,11,0,0,0,8,Gnarlpine Hold,0
277,0,36,21,64,0,11,0,1,0,-1,The Foothill Caverns,0
289,0,267,33,64,0,11,0,1,0,26,Nethander Stead,0
306,0,130,45,64,0,11,0,0,0,-1,South Tide's Run,0
323,0,45,55,64,0,11,0,0,0,-1,O'Breen's Camp,0
331,1,0,61,64,0,11,48,11,0,-1,Ashenvale,0
336,0,45,66,64,0,11,0,0,0,38,Circle of Outer Binding,0
977,1,440,390,64,0,0,0,0,0,40,Steamwheedle Port,0
1036,0,11,391,64,0,0,0,0,0,28,Angerfang Encampment,0
1037,0,11,392,64,0,0,0,0,0,0,Grim Batol,0
1038,0,11,393,64,0,0,0,0,0,25,Dragonmaw Gates,0
1039,0,11,394,64,0,0,0,0,0,25,The Lost Fleet,0
1100,1,357,395,64,0,0,0,0,0,-1,Grimtotem Compound,0
1101,1,357,396,64,0,0,0,0,0,-1,The Writhing Deep,0
1104,1,357,398,64,0,0,0,0,0,-1,Mok'Gordun,0
1106,1,357,399,64,0,0,0,0,0,-1,Frayfeather Highlands,0
1107,1,357,400,64,0,0,0,0,0,-1,Idlewind Lake,0
1109,1,357,401,64,0,0,0,0,0,-1,East Pillar,0
1110,1,357,402,64,0,0,0,0,0,-1,West Pillar,0
1111,1,357,403,64,0,0,0,0,0,-1,Dream Bough,0
1112,1,357,404,64,0,0,0,0,0,-1,Jademir Lake,0
1113,1,357,405,64,0,0,0,0,0,-1,Oneiros,0
1157,1,17,406,64,0,0,0,0,0,-1,Southern Gold Road,0
1518,0,40,687,64,0,0,0,0,0,-1,Not Used Deadmines,0
1519,0,0,688,56,0,0,31,13,61,10,Stormwind City,0
1582,36,1581,696,0,76,0,53,204,181,-1,Ironclad Cove,0
307,0,47,46,64,0,11,0,1,0,-1,The Overlook Cliffs,0
321,0,45,54,64,0,11,0,14,0,30,Hammerfall,0
383,1,17,106,64,0,11,0,0,0,14,The Dry Hills,0
392,1,17,113,64,0,11,0,3,0,15,Ratchet,0
64,0,12,163,64,0,11,35,1,0,6,The Maclure Vineyards,0
77,0,1,174,64,0,11,0,8,0,0,Anvilmar,0
130,0,0,210,64,0,11,28,2,0,-1,Silverpine Forest,0
139,0,0,219,64,0,11,37,205,0,-1,Eastern Plaguelands,0
148,1,0,227,64,0,11,28,191,0,-1,Darkshore,0
211,0,1,268,64,0,11,0,8,0,0,Iceflow Lake,0
