Pos[0],Pos[1],Pos[2],Radius,Box_length,Box_width,Box_height,Box_yaw,ContinentID,PhaseID,PhaseGroupID,ShapeID,AreaTriggerActionSetID,PhaseUseFlags,ShapeType,Flags,ID
2925.18,-820.545,161.634,8,0,0,0,0,0,0,0,0,18543,0,0,0,610
2877.98,-839.267,163.049,6,0,0,0,0,0,0,0,0,18544,0,0,0,612
2859.73,-824.91,162.083,8,0,0,0,0,0,0,0,0,18545,0,0,0,614
-9219.37,-2149.94,70.606,30,0,0,0,0,0,0,0,0,18547,0,0,0,682
-9023.26,892.398,33.5096,7,0,0,0,0,0,0,0,0,18548,0,0,0,702
-9020.09,880.502,151.576,7,0,0,0,0,0,0,0,0,18549,0,0,0,704
-10517,-1158.39,39.0542,30,0,0,0,0,0,0,0,0,18550,0,0,0,707
-854.547,-576.314,18.4659,0,56.19,27.53,28.53,4.712,0,0,0,0,18551,0,0,0,708
-3615.49,-4467.34,24.3141,30,0,0,0,0,1,0,0,0,18552,0,0,0,709
-5601.46,-530.747,395.483,35,0,0,0,0,0,0,0,0,18553,0,0,0,710
-5390.18,-2953.93,322.03,36,0,0,0,0,0,0,0,0,18554,0,0,0,712
-3823.06,-834.526,18.2789,30,0,0,0,0,0,0,0,0,18555,0,0,0,713
9809.05,959.188,1315.35,32,0,0,0,0,1,0,0,0,18556,0,0,0,715
6410.01,527.035,14.0578,32,0,0,0,0,1,0,0,0,18557,0,0,0,716
2756.64,-423.057,119.387,32,0,0,0,0,1,0,0,0,18558,0,0,0,717
2266.68,245.993,44.4145,30,0,0,0,0,0,0,0,0,18559,0,0,0,719
511.536,1638.63,75.4173,50,0,0,0,0,0,0,0,0,18560,0,0,0,720
-4.94444,-934.91,62.4686,0,24.56,25.72,11.58,5.829,0,0,0,0,18561,0,0,0,721
-2366.7,-345.983,-1.29313,30,0,0,0,0,1,0,0,0,18562,0,0,0,722
-405.311,-2645.29,111.972,30,0,0,0,0,1,0,0,0,18563,0,0,0,742
-1051.44,-3653.81,31.1352,30,0,0,0,0,1,0,0,0,18564,0,0,0,743
-842.076,-472.462,-34.0656,10,0,0,0,0,48,0,0,0,18565,0,0,0,762
-3752.81,-851.558,10.1153,20,0,0,0,0,0,0,0,0,18566,0,0,0,802
-3668.34,-823.839,9.89915,12,0,0,0,0,0,0,0,0,18567,0,0,0,803
-234.444,319.127,-47.5885,20,0,0,0,0,70,0,0,0,18568,0,0,0,822
341.42,-4684.7,30.9493,30,0,0,0,0,1,0,0,0,18569,0,0,0,843
-10487.3,-3256.87,39.8964,30,0,0,0,0,0,0,0,0,18570,0,0,0,844
-14457,496.45,39.1392,28,0,0,0,0,0,0,0,0,18571,0,0,0,862
-213.72,370.607,-35.3887,10,0,0,0,0,70,0,0,0,18572,0,0,0,882
-6606.48,-3762.19,266.91,12,0,0,0,0,0,0,0,0,18573,0,0,0,902
1190.35,840.587,13.4342,20,0,0,0,0,209,0,0,0,18574,0,0,0,922
-6773.49,-2889.77,15.1063,20,0,0,0,0,1,0,0,0,18575,0,0,0,924
-4950.65,-1625.14,-3.0157,25,0,0,0,0,1,0,0,0,18576,0,0,0,942
-4950.74,-1595.14,-3.0157,25,0,0,0,0,1,0,0,0,18577,0,0,0,943
-4950.65,-1567.1,-3.0157,25,0,0,0,0,1,0,0,0,18578,0,0,0,944
1909.27,1015.11,11.5155,10,0,0,0,0,209,0,0,0,18579,0,0,0,962
-2372.51,-1991.64,120.975,35,0,0,0,0,1,0,0,0,18580,0,0,0,982
898.482,922.688,126.788,35,0,0,0,0,1,0,0,0,18581,0,0,0,1022
-7162.14,-3845.95,8.78193,20,0,0,0,0,1,0,0,0,18582,0,0,0,1023
-4370.83,3289.15,23.7823,35,0,0,0,0,1,0,0,0,18583,0,0,0,1024
-4461.92,242.578,45.2465,0,52.67,20.53,14.19,3.56,1,0,0,0,18584,0,0,0,1025
357.22,-2106.09,121.839,60,0,0,0,0,0,0,0,0,18585,0,0,0,1042
29.2427,-22.1812,10.5272,30,0,0,0,0,249,0,0,0,18586,0,0,0,1064
-14468,457.513,15.9822,2,0,0,0,0,0,0,0,0,18589,0,0,0,1103
-5096.76,750.205,260.55,2,0,0,0,0,0,0,0,0,18590,0,0,0,1104
-377.056,44.05,-156.483,15,0,0,0,0,90,0,0,0,18591,0,0,0,1105
-8561.54,823.383,106.519,3,0,0,0,0,0,0,0,0,18592,0,0,0,1125
-295.639,-3460.68,193.884,14,0,0,0,0,0,0,0,0,18593,0,0,0,1205
-496.854,42.6929,-91.1318,25,0,0,0,0,109,0,0,0,18595,0,0,0,1306
-467.521,95.3083,-105,7,0,0,0,0,109,0,0,0,18596,0,0,0,1326
4260.73,-6273.64,90.2289,20,0,0,0,0,1,0,0,0,18597,0,0,0,1387
4277.58,-6296,95.5764,20,0,0,0,0,1,0,0,0,18598,0,0,0,1388
-11204.5,-2730.61,14.8972,2,0,0,0,0,0,0,0,0,18599,0,0,0,1426
-11079.7,-2855.64,10.6911,2,0,0,0,0,0,0,0,0,18600,0,0,0,1427
-11208.1,-2960.48,9.21449,2,0,0,0,0,0,0,0,0,18601,0,0,0,1428
-11337.4,-2848.93,9.34404,2,0,0,0,0,0,0,0,0,18602,0,0,0,1429
-11185.1,-2834.63,116.474,2,0,0,0,0,0,0,0,0,18603,0,0,0,1446
1811.05,700.976,15.294,30,20,20,20,0,209,0,0,0,18604,0,0,0,1447
-7176.63,-937.667,170.206,13,0,0,0,0,0,0,0,0,18605,0,0,0,1466
-7518.19,-1239.13,287.243,10,0,0,0,0,0,0,0,0,18606,0,0,0,1468
73.5083,-215.044,52.3869,10,0,0,0,0,229,0,0,0,18607,0,0,0,1470
456.969,48.368,-65.2753,12,0,0,0,0,230,0,0,0,18608,0,0,0,1472
-7921.14,-2604.18,223.346,8,0,0,0,0,0,0,0,0,18609,0,0,0,1506
596.432,-188.498,-50,8,0,0,0,0,230,0,0,0,18610,0,0,0,1526
376.106,-191.242,-70.5449,10,0,0,0,0,230,0,0,0,18612,0,0,0,1590
-6657.35,-2157.1,264.133,30,0,0,0,0,0,0,0,0,18613,0,0,0,1606
3122.2,2324.64,-129.32,70,0,0,0,0,269,0,0,0,18614,0,0,0,1626
-78.5819,-401.395,38.9428,20,0,0,0,0,229,0,0,0,18615,0,0,0,1628
-907.865,-3534.24,83.7878,30,0,0,0,0,0,0,0,0,18616,0,0,0,1646
-3464.71,-4120.93,17.0987,9,0,0,0,0,1,0,0,0,18618,0,0,0,1667
319.974,-215.185,-77.9542,10,0,0,0,0,230,0,0,0,18619,0,0,0,1686
-7286.01,-2125.06,-272.114,12,0,0,0,0,1,0,0,0,18620,0,0,0,1726
-7208.42,-2027.09,-271.74,12,0,0,0,0,1,0,0,0,18621,0,0,0,1727
-7170.02,-1852.79,-272.988,12,0,0,0,0,1,0,0,0,18622,0,0,0,1728
-7395.19,-1735.68,-279.763,12,0,0,0,0,1,0,0,0,18623,0,0,0,1729
-7449.9,-2111.57,-271.766,12,0,0,0,0,1,0,0,0,18624,0,0,0,1730
-7463.35,-1957.64,-272.532,12,0,0,0,0,1,0,0,0,18625,0,0,0,1731
-7509.58,-1946.56,-270.537,12,0,0,0,0,1,0,0,0,18626,0,0,0,1732
-7516.87,-1829.76,-272.647,12,0,0,0,0,1,0,0,0,18627,0,0,0,1733
-7594.12,-1771.62,-273.612,12,0,0,0,0,1,0,0,0,18628,0,0,0,1734
-7748.9,-1721.14,-271.909,12,0,0,0,0,1,0,0,0,18629,0,0,0,1735
-7768.61,-1957.63,-272.126,12,0,0,0,0,1,0,0,0,18630,0,0,0,1736
-7612.56,-1930.87,-271.828,12,0,0,0,0,1,0,0,0,18631,0,0,0,1737
-7952.2,-1792.01,-272.893,12,0,0,0,0,1,0,0,0,18632,0,0,0,1738
-7895.29,-1623.62,-269.707,12,0,0,0,0,1,0,0,0,18633,0,0,0,1739
-7874.18,-1806.3,-271.459,12,0,0,0,0,1,0,0,0,18634,0,0,0,1740
411.617,-201.646,-65.1446,10,0,0,0,0,230,0,0,0,18635,0,0,0,1746
-7308.7134,-2001.4731,-272.4505,12,0,0,0,0,1,0,0,0,18636,0,0,0,1766
690.518,-280.052,-43.1969,7,0,0,0,0,230,0,0,0,18637,0,0,0,1786
471.142,-9.34378,-69.7993,10,0,0,0,0,230,0,0,0,18639,0,0,0,1826
1380.15,-554.604,-89.643,20,0,0,0,0,230,0,0,0,18640,0,0,0,1827
497.399,13.2319,-70.1372,10,0,0,0,0,230,0,0,0,18641,0,0,0,1828
6818.56,-391.735,40.123,50,0,0,0,0,1,0,0,0,18642,0,0,0,1906
845.911,-317.369,-50.2868,10,0,0,0,0,230,0,0,0,18643,0,0,0,1926
70.8611,-409.014,64.3477,10,0,0,0,0,229,0,0,0,18644,0,0,0,1946
4988.97,547.002,5.37929,11,0,0,0,0,1,0,0,0,18645,0,0,0,1966
91.0854,-408.374,64.3477,10,0,0,0,0,229,0,0,0,18646,0,0,0,1986
109.608,-415.698,64.3477,10,0.3333,0.3333,0.3333,0,229,0,0,0,18647,0,0,0,1987
153.763,-419.833,110.472,20,0,0,0,0,229,0,0,0,18648,0,0,0,2026
102.43,-319.167,65.4635,10,0,0,0,0,229,0,0,0,18649,0,0,0,2046
75.2622,-547.679,110.928,30,0,0,0,0,229,0,0,0,18650,0,0,0,2066
26.4583,-522.471,110.943,15,0,0,0,0,229,0,0,0,18651,0,0,0,2067
25.9285,-299.325,24.1095,0,20,20,20,0,229,0,0,0,18652,0,0,0,2068
76.027,10.5043,-4.29659,0,9.417,19,20.64,0,369,0,0,0,18654,0,0,0,2166
80.1633,2490.88,-1.85693,10,0,0,0,0,369,0,0,0,18655,0,0,0,2171
-8346.46,514.031,96.5989,10,0,0,0,0,0,0,0,0,18656,0,0,0,2173
-4840.26,-1330.46,508.172,10,0,0,0,0,0,0,0,0,18657,0,0,0,2175
3673.6,-3633.87,139.943,5,0,0,0,0,329,0,0,0,18658,0,0,0,2187
5483.9,-749.881,334.621,30,0,0,0,0,1,0,0,0,18659,0,0,0,2206
5552.09,-683.813,335.25,25,0,0,0,0,1,0,0,0,18660,0,0,0,2207
5587.02,-784.025,335.822,23,0,0,0,0,1,0,0,0,18661,0,0,0,2208
3665.11,-3164.96,127.224,10,0,0,0,0,329,0,0,0,18662,0,0,0,2209
3663.95,-3164.27,127.361,10,0,0,0,0,329,0,0,0,18663,0,0,0,2210
6107.62,-4181.6,852.322,2,0,0,0,0,1,0,0,0,18664,0,0,0,2211
5893.32,-4054.83,596.322,2,0,0,0,0,1,0,0,0,18665,0,0,0,2213
3237.46,-4060.6,112.01,0,10,10,10,0,0,0,0,0,18666,0,0,0,2214
3392.46,-3396.77,143.073,0,22.83,8.083,34.69,0,0,0,0,0,18667,0,0,0,2216
3392.56,-3361.78,142.802,0,27.94,7.083,35.19,0,0,0,0,0,18668,0,0,0,2217
3584.78,-3632.05,142.118,10,9.778,17.94,27.92,0,329,0,0,0,18669,0,0,0,2221
2.58019,-0.013587,-13.3668,0,30.69,12.19,25.56,0,389,0,0,0,18670,0,0,0,2226
1818.4,-4427.26,-10.4478,0,21.69,11.83,21.22,0.576,1,0,0,0,18671,0,0,0,2230
1757.26,-1165.93,59.6025,20,0,0,0,0,0,0,0,0,18672,0,0,0,2246
1855.13,-1569.22,59.1825,20,0.3333,0.3333,0.3333,0,0,0,0,0,18673,0,0,0,2248
1462.13,-1864.02,58.7028,20,0.3333,0.3333,0.3333,0,0,0,0,0,18674,0,0,0,2250
1668.12,-2282.56,59.2221,20,0,0,0,0,0,0,0,0,18675,0,0,0,2252
245.587,1251.99,210.145,40,0,0,0,0,1,0,0,0,18676,0,0,0,2266
-1596.16,3145.26,61.3618,0,30.03,30.03,30.03,0,1,0,0,0,18677,0,0,0,2267
-5477.91,-2460.32,89.2837,20,0,0,0,0,1,0,0,0,18678,0,0,0,2286
6687.99,-4670.07,723.891,20,0,0,0,0,1,0,0,0,18679,0,0,0,2287
5018.91,-4563.94,851.75,50,0,0,0,0,1,0,0,0,18681,0,0,0,2327
-9897.21,-3725.09,24.6671,15,0,0,0,0,0,0,0,0,18685,0,0,0,2387
-287.071,2175.64,36.8861,0,98.86,185.6,80.58,2.88,33,0,0,0,18686,0,0,0,2406
-315.991,2179.63,91.7542,0,36.06,182.8,212.6,2.897,33,0,0,0,18687,0,0,0,2407
-232.372,2077.1,68.1177,0,44.67,123.2,43.31,4.311,33,0,0,0,18688,0,0,0,2408
-255.273,2035.76,114.437,0,59.69,228.5,169.4,4.328,33,0,0,0,18689,0,0,0,2409
-167.092,2104.22,73.4497,0,53,114.7,17.08,6.021,33,0,0,0,18690,0,0,0,2410
-179.729,2079.37,42.6945,0,19.03,162.1,187.1,6.091,33,0,0,0,18691,0,0,0,2411
97.432,-176.274,127.866,0,10.56,16.5,22.17,5.253,0,0,0,0,18692,0,0,0,2412
544.83,-1079.95,109.494,0,12.17,19.06,12.06,3.822,0,0,0,0,18693,0,0,0,2413
-7474.01,-1286.34,431.304,0,181.8,234.7,63.94,5.323,469,0,0,0,18694,0,0,0,2426
-7375.32,-1240.14,494.28,0,53.86,189.9,77.06,0.733,469,0,0,0,18695,0,0,0,2427
-7568.4,-1375.66,468.508,0,225.3,75.97,132.2,5.341,469,0,0,0,18696,0,0,0,2428
-7412.97,-1371.59,413.426,0,243.3,72.94,245.9,3.787,469,0,0,0,18697,0,0,0,2429
6207.5,-152.833,79.8185,15,0,0,0,0,1,0,0,0,18700,0,0,0,2486
1643.36,-4233.6,56.1557,0,12.42,11.92,15.06,5.777,1,0,0,0,18702,0,0,0,2527
215.194,71.157,30.1276,0,10,10,10,3.595,450,0,0,0,18703,0,0,0,2530
-8768.08,409.205,103.921,0,8.806,4.306,7.806,2.251,0,0,0,0,18704,0,0,0,2532
-0.199573,-1.59112,-0.255884,0,4.806,4.861,8.25,0,449,0,0,0,18705,0,0,0,2534
332.866,94.3108,92.2221,0,8.194,38.44,60.42,0,289,0,0,0,18706,0,0,0,2547
322.884,112.137,98.6726,0,11.25,37.44,44.03,0.8029,289,0,0,0,18707,0,0,0,2548
325.184,75.6181,93.8744,0,9.694,31.42,54.17,5.236,289,0,0,0,18708,0,0,0,2549
1282.05,-2548.73,85.3994,0,10.56,13.03,21.67,0.4712,0,0,0,0,18709,0,0,0,2567
182.265,126.45,143.707,0,12.33,8.889,16.39,0,289,0,0,0,18710,0,0,0,2568
-723.594,-707.599,52.8848,0,9.556,14.06,16.17,5.306,30,0,0,0,18711,0,0,0,2606
946.833,-500.092,94.9295,0,8.667,18.31,24.31,1.134,30,0,0,0,18712,0,0,0,2608
2343.57,-2569,118.827,30,0,0,0,0,1,0,0,0,18713,0,0,0,2610
1756.79,-1200.15,60.7352,20,0,0,0,0,0,0,0,0,18714,0,0,0,2626
1723.32,-1198.38,60.0096,20,0,0,0,0,0,0,0,0,18715,0,0,0,2627
1723.1,-1166.71,59.5775,20,0,0,0,0,0,0,0,0,18716,0,0,0,2628
1879.5985,-1546.0826,59.03011,20,0,0,0,0,0,0,0,0,18717,0,0,0,2629
1903,-1570.26,59.7035,20,0,0,0,0,0,0,0,0,18718,0,0,0,2630
1878.08,-1593.74,59.4739,20,0,0,0,0,0,0,0,0,18719,0,0,0,2631
1487.03,-1840.91,58.6675,20,0,0,0,0,0,0,0,0,18720,0,0,0,2632
1510.46,-1863.24,59.106,20,0,0,0,0,0,0,0,0,18721,0,0,0,2633
1485.61,-1888.69,59.0902,20,0,0,0,0,0,0,0,0,18722,0,0,0,2634
1681.1168,-2250.932,59.02112,20,0,0,0,0,0,0,0,0,18723,0,0,0,2635
1712.75,-2263.28,64.0889,20,0,0,0,0,0,0,0,0,18724,0,0,0,2636
1700.25,-2295.36,58.9846,20,0,0,0,0,0,0,0,0,18725,0,0,0,2637
2841.81,-1544.52,190.516,7,0,0,0,0,0,0,0,0,18726,0,0,0,2647
2964.56,-2712.89,98.7446,10,0.3333,0.3333,0.3333,0,0,0,0,0,18729,0,0,0,2706
2980.1,-2720.92,99.9337,10,0.2778,0.2778,0.2778,0,0,0,0,0,18730,0,0,0,2707
1868.96,-3223.39,123.065,35,0,0,0,0,0,0,0,0,18731,0,0,0,2726
-8821.36,633.297,94.0758,15,0.2778,0.2778,0.2778,0,0,0,0,0,18732,0,0,0,2746
-9050.87,445.458,93.0558,1,0.2778,0.2778,0.2778,0,0,0,0,0,18733,0,0,0,2786
-4768.61,-3752.11,53.4317,16,0,0,0,0,1,0,0,0,18734,0,0,0,2848
1097.99,-466.494,-96.0719,20,0,0,0,0,230,0,0,0,18736,0,0,0,2886
1115.22,-462.959,-95.0148,20,0,0,0,0,409,0,0,0,18737,0,0,0,2890
1999.15,-1121.28,97.3537,9,0,0,0,0,1,0,0,0,18738,0,0,0,2926
2.00575,402.673,101.012,45,0,0,0,0,1,0,0,0,18739,0,0,0,2946
18.9448,-1448.22,176.15,8,0,0,0,0,0,0,0,0,18744,0,0,0,3066
-30.0533,-1576.5,194.453,5,0,0,0,0,0,0,0,0,18745,0,0,0,3106
756.878,-633.96,-32.8191,0,15.94,26.44,44.14,1.641,349,0,0,0,18746,0,0,0,3126
1005.02,-460.539,-43.2507,0,10.14,31.42,23.42,0.01745,349,0,0,0,18747,0,0,0,3131
-1484.07,2617.57,75.7144,0,24.69,15.78,35.19,4.538,1,0,0,0,18748,0,0,0,3133
-1181.98,2861.95,85.2581,0,31.69,17.33,34.19,3.211,1,0,0,0,18749,0,0,0,3134
-7180.94,441.137,26.5449,10,0.2778,0.2778,0.2778,0,1,0,0,0,18750,0,0,0,3146
-3730.48,933.975,160.973,0,9.389,12.78,19.67,0,1,0,0,0,18751,0,0,0,3183
-3981.58,771.193,160.962,0,10.31,5.972,20.22,0,1,0,0,0,18752,0,0,0,3184
-4028.21,123.966,26.8109,0,9.833,4.583,15.69,0.4712,1,0,0,0,18753,0,0,0,3185
-3837.79,1250.23,160.223,0,8.194,9.083,18.36,0,1,0,0,0,18754,0,0,0,3186
-3741.96,1249.18,160.217,0,7.861,10.33,18.69,0,1,0,0,0,18755,0,0,0,3187
-3520.65,1068.72,161.128,0,9.861,11.86,23.22,0,1,0,0,0,18756,0,0,0,3189
-55.9658,159.867,-3.46206,0,7.222,10.08,19.56,0,429,0,0,0,18757,0,0,0,3190
24.5609,159.45,-3.46677,0,7.694,9.694,21.61,0,429,0,0,0,18758,0,0,0,3191
255.249,-9.05606,-2.58737,0,8.333,8.583,20.72,0,429,0,0,0,18759,0,0,0,3193
37.4499,-154.822,-2.71201,0,8.917,9.167,19.44,0,429,0,0,0,18760,0,0,0,3194
-202.664,-314.876,-2.72353,0,9.806,10.17,17.44,0,429,0,0,0,18761,0,0,0,3195
4.31119,-837.085,-33.0405,0,6.167,11.44,22.94,0,429,0,0,0,18762,0,0,0,3196
194.351,-240.821,-25.6307,0,12.86,8.333,25.33,1.117,429,0,0,0,18763,0,0,0,3197
-767.073,-358.703,68.658,5,5.028,5.028,5.028,1.466,30,0,0,0,18765,0,0,0,3326
-1221.35,-352.877,57.7212,5,5,5,5,0,30,0,0,0,18766,0,0,0,3327
-1305.24,-268.868,92.0223,5,5,5,5,0,30,0,0,0,18767,0,0,0,3328
213.923,-373.737,56.3891,5,0.3333,0.3333,0.3333,0,30,0,0,0,18768,0,0,0,3329
326.26987,-503.78906,71.14377,4,0.3333,0.3333,0.3333,0,30,0,0,0,18769,0,0,0,3330
683.107,-129.846,63.5983,5,0.3333,0.3333,0.3333,0,30,0,0,0,18770,0,0,0,3331
2832.07,-1540.48,190.165,7,0,0,0,0,0,0,0,0,18771,0,0,0,3366
2843.4,-1553.26,190.721,7,0,0,0,0,0,0,0,0,18772,0,0,0,3367
580.754,487.506,29.4641,8,17,17,17,0,429,0,0,0,18774,0,0,0,3506
