ID,Achievement_ID,Type,Asset_ID,Quantity,Start_event,Start_asset,Fail_event,Fail_asset,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Flags,Ui_order
2400,227,13,0,100000,3,30,3,30,"Do more than 100,000 Damage in Alterace Valley",,,,,,,,,,,,,,,,16711748,3,1
2391,1006,31,1637,50,0,0,0,0,Orgrimmar,,,,,,,,,,,,,,,,16711748,3,1
3301,344,41,19307,1,0,0,0,0,Alterac Valley Runecloth Bandage,,,,,,,,,,,,,,,,8323072,0,1
2379,247,54,56,10,0,0,0,0,Hug a dead enemy 10 times.,,,,,,,,,,,,,,,,16711748,1,1
2374,1005,53,11,1,0,0,0,0,Draenei,,,,,,,,,,,,,,,,16711748,0,1
2369,246,53,10,1,0,0,0,0,Blood Elf,,,,,,,,,,,,,,,,16711748,0,1
2359,245,52,6,1,0,0,0,0,Death Knight,,,,,,,,,,,,,,,,16711748,0,1
733,469,44,8,0,0,0,0,0,Legionnaire,,,,,,,,,,,,,,,,16712014,2,1
725,470,44,2,0,0,0,0,0,Corporal,,,,,,,,,,,,,,,,16712014,2,1
711,436,44,10,0,0,0,0,0,Lieutenant Commander,,,,,,,,,,,,,,,,16712014,2,1
2342,556,49,0,1,0,0,0,0,Head,,,,,,,,,,,,,,,,16711748,0,1
2335,621,36,20132,1,0,0,0,0,Arathor Battle Tabard,,,,,,,,,,,,,,,,16711748,2,1
2321,620,36,29227,1,0,0,0,0,Cobalt War Talbuk,,,,,,,,,,,,,,,,16711748,2,1
2304,15,36,4401,1,0,0,0,0,Mechanical Squirrel Box,,,,,,,,,,,,,,,,16711748,2,1
2285,981,41,37604,1,0,0,0,0,Use Tooth Pick,,,,,,,,,,,,,,,,16711788,2,1
1239,784,1,566,10,0,0,0,0,Win 10 battles of eye of the storm while holding 4 bases,,,,,,,,,,,,,,,,16711788,1,1
1611,863,43,1126,0,0,0,0,0,Cenarion Refuge,,,,,,,,,,,,,,,,16712046,0,1
1573,861,43,1328,0,0,0,0,0,Amberweb Pass,,,,,,,,,,,,,,,,16712046,0,1
102,51,1,529,0,0,0,0,0,Arathi Basin Wins: [PH],,,,,,,,,,,,,,,,16711918,0,1
822,728,43,242,0,0,0,0,0,Valley of Trials,,,,,,,,,,,,,,,,16712046,0,1
737,450,44,4,0,0,0,0,0,Senior Sergeant,,,,,,,,,,,,,,,,16712014,2,1
732,448,44,9,0,0,0,0,0,Centurion,,,,,,,,,,,,,,,,16712046,2,1
724,471,44,3,0,0,0,0,0,Sergeant,,,,,,,,,,,,,,,,16712014,2,1
643,707,36,19030,1,0,0,0,0,Stormpike Battle Charger,,,,,,,,,,,,,,,,16712014,2,1
603,694,0,21212,1,0,0,0,0,Lady Vashj,,,,,,,,,,,,,,,,16712014,2,1
571,664,36,13582,1,0,0,0,0,Zergling Leash,,,,,,,,,,,,,,,,16712046,2,1
566,659,0,17977,1,0,0,0,0,Warp Splinter,,,,,,,,,,,,,,,,16712046,2,1
564,657,0,16808,1,0,0,0,0,Warchief Kargath Bladefist,,,,,,,,,,,,,,,,16712046,2,1
561,654,0,18708,1,0,0,0,0,Murmur,,,,,,,,,,,,,,,,16712014,2,1
560,653,0,18473,1,0,0,0,0,Talon King Ikiss,,,,,,,,,,,,,,,,16712046,2,1
552,647,0,17308,1,0,0,0,0,Omor the Unscarred,,,,,,,,,,,,,,,,16712014,0,1
545,644,0,11492,1,0,0,0,0,Alzzin the Wildshaper,,,,,,,,,,,,,,,,16712046,0,1
538,638,0,2748,1,0,0,0,0,Archaedas,,,,,,,,,,,,,,,,16712046,2,1
529,633,0,1716,1,0,0,0,0,Bazil Thredd,,,,,,,,,,,,,,,,16712046,2,1
483,613,0,16802,1,0,0,0,0,Lor'themar Theron,,,,,,,,,,,,,,,,16712012,2,1
482,612,0,10181,1,0,0,0,0,Lady Sylvanas Windrunner,,,,,,,,,,,,,,,,16712014,2,1
379,572,0,15989,1,0,0,0,0,Sapphiron,,,,,,,,,,,,,,,,16712014,0,1
317,424,36,21321,1,0,0,0,0,Red Qiraji Resonating Crystal,,,,,,,,,,,,,,,,16712014,2,1
2280,980,36,37012,1,0,0,0,0,The Horseman's Reins,,,,,,,,,,,,,,,,16711790,2,1
1129,774,43,721,0,0,0,0,0,Firewatch Ridge,,,,,,,,,,,,,,,,16712014,0,1
523,625,0,28860,1,0,0,0,0,Sartharion the Onyx Guardian,,,,,,,,,,,,,,,,16711756,0,1
481,611,0,3057,1,0,0,0,0,Carine Bloodhoof,,,,,,,,,,,,,,,,16711790,2,1
472,605,36,21100,1,0,0,0,0,Receive a Coin of Ancestry.,,,,,,,,,,,,,,,,16711758,2,1
468,604,31,1637,5,0,0,0,0,Kill 5 Horde in Orgrimmar,,,,,,,,,,,,,,,,16711758,0,1
464,603,31,1519,5,0,0,0,0,Kill 5 Alliance in Stormwind City,,,,,,,,,,,,,,,,16711758,0,1
441,587,31,3870,5,3,566,3,566,Kill 5 people at the blood elf tower,,,,,,,,,,,,,,,,16711758,4,1
2041,480,0,28684,1,0,0,0,0,Krik'thir the Gatewatcher,,,,,,,,,,,,,,,,16711756,0,1
333,403,39,3,1750,0,0,0,0,1750 rating,,,,,,,,,,,,,,,,16711790,2,1
