ID,Achievement_ID,Type,Asset_ID,Quantity,Start_event,Start_asset,Fail_event,Fail_asset,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Flags,Ui_order
903,736,43,182,1,0,0,0,0,Red Cloud Mesa,,,,,,,,,,,,,,,,16712190,0,1
833,729,36,13335,1,0,0,0,0,Deathcharger's Rein,,,,,,,,,,,,,,,,16712190,2,1
740,454,44,1,0,0,0,0,0,Scout,,,,,,,,,,,,,,,,16712190,2,1
736,452,44,5,0,0,0,0,0,First Sergeant,,,,,,,,,,,,,,,,16712190,2,1
735,451,44,6,0,0,0,0,0,Stone Guard,,,,,,,,,,,,,,,,16712190,2,1
742,432,27,10888,1,0,0,0,0,Trial of the Naaru,,,,,,,,,,,,,,,,16712190,2,1
537,637,0,4543,1,0,0,0,0,Bloodmage Thalnos,,,,,,,,,,,,,,,,16712190,0,1
530,634,0,7800,1,0,0,0,0,Mekgineer Thermaplugg,,,,,,,,,,,,,,,,16712190,2,1
526,630,0,3654,1,0,0,0,0,Mutanus the Devourer,,,,,,,,,,,,,,,,16712190,2,1
525,629,0,11520,1,0,0,0,0,Taragaman the Hungerer,,,,,,,,,,,,,,,,16712190,2,1
406,306,27,8193,1,0,0,0,0,Win the Booty Bay fishing contest,,,,,,,,,,,,,,,,16712174,2,1
351,562,0,15956,1,0,0,0,0,Anub'Rekhan,,,,,,,,,,,,,,,,16712190,0,1
347,561,27,11892,1,0,0,0,0,Assassination of Harold Lane,,,,,,,,,,,,,,,,16712174,2,1
345,509,35,0,10000,0,0,0,0,10000 honorable kills,,,,,,,,,,,,,,,,16712190,1,1
779,701,36,18863,1,0,0,0,0,Insignia of the Alliance,,,,,,,,,,,,,,,,16712190,2,1
606,697,0,22917,1,0,0,0,0,Illidan Stormrage,,,,,,,,,,,,,,,,16712190,2,1
605,696,0,19622,1,0,0,0,0,Kael'thas Sunstrider,,,,,,,,,,,,,,,,16712190,2,1
602,693,0,17257,1,0,0,0,0,Magtheridon,,,,,,,,,,,,,,,,16712190,2,1
598,689,0,15339,1,0,0,0,0,Ossirian the Unscarred,,,,,,,,,,,,,,,,16712190,2,1
596,687,0,15727,1,0,0,0,0,C'Thun,,,,,,,,,,,,,,,,16712190,2,1
594,685,0,11583,1,0,0,0,0,Nefarian,,,,,,,,,,,,,,,,16712190,2,1
592,683,36,39286,1,0,0,0,0,Frosty's Collar,,,,,,,,,,,,,,,,16712172,2,1
492,619,8,615,0,0,0,0,0,Storming Stormwind,,,,,,,,,,,,,,,,16712174,0,1
1874,893,36,33999,1,0,0,0,0,Cenarion War Hippogryph,,,,,,,,,,,,,,,,16712190,2,1
1873,892,40,762,4,0,0,0,0,Artisan Riding,,,,,,,,,,,,,,,,16711934,2,1
1872,891,40,762,1,0,0,0,0,Apprentice Riding,,,,,,,,,,,,,,,,16711934,2,1
1869,888,36,37676,1,0,0,0,0,Vengeful Nether Drake,,,,,,,,,,,,,,,,16712190,2,1
1868,887,36,34092,1,0,0,0,0,Merciless Nether Drake,,,,,,,,,,,,,,,,16712190,2,1
1866,885,36,32458,1,0,0,0,0,Ashes of Al'ar,,,,,,,,,,,,,,,,16712190,2,1
1847,879,36,13317,1,0,0,0,0,Ivory Raptor,,,,,,,,,,,,,,,,16712190,0,1
738,453,44,3,0,0,0,0,0,Sergeant,,,,,,,,,,,,,,,,16712190,2,1
730,444,44,11,0,0,0,0,0,Lieutenant General,,,,,,,,,,,,,,,,16712190,2,1
611,165,1,529,1,3,529,3,529,Arathi Basin Shutout,,,,,,,,,,,,,,,,16711916,2,1
1014,765,43,581,1,0,0,0,0,Lethlor Ravine,,,,,,,,,,,,,,,,16712190,0,1
173,323,18,10,0,0,0,0,0,,,,,,,,,,,,,,,,,16711757,0,1
1003,763,46,947,42000,0,0,0,0,Thrallmar,,,,,,,,,,,,,,,,16712190,0,1
2030,948,46,72,42000,0,0,0,0,Exalted Stormwind,,,,,,,,,,,,,,,,16712190,0,1
2006,940,27,338,1,0,0,0,0,The Green Hills of Stranglethorn,,,,,,,,,,,,,,,,16712190,0,1
2003,937,27,8868,1,0,0,0,0,Complete Elune's Blessing,,,,,,,,,,,,,,,,16712190,2,1
2002,928,45,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16711903,0,1
1464,855,43,701,1,0,0,0,0,Lake Elune'ara,,,,,,,,,,,,,,,,16712190,0,1
3929,1280,54,58,1,0,0,0,0,Kissed Jeremiah Payson,,,,,,,,,,,,,,,,16712174,0,1
3939,1283,8,628,0,0,0,0,0,Deadmines,,,,,,,,,,,,,,,,16712190,0,1
3932,1281,41,21571,10,0,0,0,0,Blue Rocket Cluster,,,,,,,,,,,,,,,,16712190,0,1
3924,1277,27,12372,1,0,0,0,0,Defending Wyrmrest Temple,,,,,,,,,,,,,,,,16712174,10,1
1916,911,27,8670,1,0,0,0,0,Elder Runetotem in Razor Hill,,,,,,,,,,,,,,,,16712190,0,1
713,438,44,8,0,0,0,0,0,Knight-Captain,,,,,,,,,,,,,,,,16712190,2,1
944,760,43,441,1,0,0,0,0,Chillwind Point,,,,,,,,,,,,,,,,16712190,0,1
450,589,38,5,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
438,585,30,164,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
599,690,0,15690,1,0,0,0,0,Prince Malchezaar,,,,,,,,,,,,,,,,16712190,2,1
474,607,36,21100,10,0,0,0,0,Receive 10 Coins of Ancestry,,,,,,,,,,,,,,,,16712174,1,1
593,684,0,10184,1,0,0,0,0,Onyxia,,,,,,,,,,,,,,,,16712190,2,1
2045,953,46,609,42000,0,0,0,0,Exalted with Cenarian Circle,,,,,,,,,,,,,,,,16711680,0,1
1622,866,43,1189,1,0,0,0,0,Forge Camp: Fear,,,,,,,,,,,,,,,,16712190,0,1
1614,864,43,1101,1,0,0,0,0,Coilskar Point,,,,,,,,,,,,,,,,16712190,0,1
1248,802,43,288,1,0,0,0,0,Sentinel Hill,,,,,,,,,,,,,,,,16712190,0,1
1552,860,43,1364,1,0,0,0,0,Ammen Vale,,,,,,,,,,,,,,,,16712190,0,1
1242,220,1,30,1,3,30,3,30,Balinda and Vandaar survive,,,,,,,,,,,,,,,,16712174,6,1
1241,226,1,30,1,0,0,3,30,Win in 6 minutes,,,,,,,,,,,,,,,,16712190,2,1
1240,214,1,566,1,0,0,3,566,Win in 6 minutes,,,,,,,,,,,,,,,,16712190,2,1
1238,783,1,566,1,3,566,3,566,Win 2000 to 0,,,,,,,,,,,,,,,,16712174,2,1
1473,857,43,1001,1,0,0,0,0,Frostfire Hot Springs,,,,,,,,,,,,,,,,16712190,0,1
1246,799,28,49277,0,0,0,0,0,,,,,,,,,,,,,,,,,16711807,0,1
1245,800,28,48950,0,0,0,0,0,,,,,,,,,,,,,,,,,16711807,0,1
1244,801,29,47882,0,0,0,0,0,,,,,,,,,,,,,,,,,16711807,0,1
1361,850,43,661,1,0,0,0,0,Theramore Isle,,,,,,,,,,,,,,,,16712190,0,1
1350,847,43,931,1,0,0,0,0,Camp Aparaje,,,,,,,,,,,,,,,,16712190,0,1
1314,844,43,345,1,0,0,0,0,Auberdine,,,,,,,,,,,,,,,,16712190,0,1
1310,843,43,1179,1,0,0,0,0,Area 52,,,,,,,,,,,,,,,,16712190,0,1
1299,842,43,91,1,0,0,0,0,Shadowglen,,,,,,,,,,,,,,,,16712190,0,1
1285,42,8,776,1,0,0,0,0,Explore Elwynn Forest,,,,,,,,,,,,,,,,16712190,0,1
1053,769,43,301,1,0,0,0,0,Malden's Orchard,,,,,,,,,,,,,,,,16712190,0,1
1802,204,30,42,3,3,489,1,0,3 captures and no death,,,,,,,,,,,,,,,,16712174,6,1
1797,869,35,0,50000,0,0,0,0,Get 50000 honorable kills,,,,,,,,,,,,,,,,16712174,1,1
1934,913,8,912,0,0,0,0,0,Elders of Eastern Kingdoms,,,,,,,,,,,,,,,,16712190,0,1
1136,775,43,781,1,0,0,0,0,Dreadmaul Rock,,,,,,,,,,,,,,,,16712190,0,1
1103,772,43,401,1,0,0,0,0,Darrow Hill,,,,,,,,,,,,,,,,16712190,0,1
1081,771,43,894,1,0,0,0,0,Thondroril River,,,,,,,,,,,,,,,,16712190,0,1
149,114,26,2,0,0,0,0,0,Deaths from falling,,,,,,,,,,,,,,,,16712190,0,1
389,577,8,563,0,0,0,0,0,The Arachnid Quarter,,,,,,,,,,,,,,,,16711680,0,1
383,576,8,562,0,0,0,0,0,The Arachnid Quarter,,,,,,,,,,,,,,,,16711680,0,1
1068,770,43,961,1,0,0,0,0,Darrowmere Lake,,,,,,,,,,,,,,,,16712190,0,1
1037,768,43,236,1,0,0,0,0,Deathknell,,,,,,,,,,,,,,,,16712190,0,1
982,377,47,0,0,0,0,0,0,Exalted Reputations,,,,,,,,,,,,,,,,16712172,0,1
709,473,44,12,0,0,0,0,0,Marshal,,,,,,,,,,,,,,,,16712190,2,1
707,433,44,14,0,0,0,0,0,Grand Marshal,,,,,,,,,,,,,,,,16712190,2,1
641,705,7,44,400,0,0,0,0,Axes,,,,,,,,,,,,,,,,16712190,0,1
410,275,36,32616,1,0,0,0,0,Egbert's Egg,,,,,,,,,,,,,,,,16712190,0,1
409,255,0,23682,1,0,0,0,0,Headless Horseman,,,,,,,,,,,,,,,,16712190,2,1
962,761,43,561,1,0,0,0,0,Circle of West Binding,,,,,,,,,,,,,,,,16712190,0,1
943,752,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16711885,0,1
455,594,20,448,0,0,0,0,0,,,,,,,,,,,,,,,,,16711807,0,1
452,596,39,5,0,0,0,0,0,,,,,,,,,,,,,,,,,16711807,0,1
451,370,39,3,0,0,0,0,0,,,,,,,,,,,,,,,,,16711807,0,1
449,590,38,3,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
1146,776,43,125,1,0,0,0,0,Northshire Valley,,,,,,,,,,,,,,,,16712190,0,1
1811,873,1,30,1,3,30,3,30,Galvagar and Drek'Thar survive,,,,,,,,,,,,,,,,16711916,6,1
739,468,44,2,0,0,0,0,0,Grunt,,,,,,,,,,,,,,,,16712190,2,1
708,434,44,13,0,0,0,0,0,Field Marshal,,,,,,,,,,,,,,,,16712190,2,1
747,425,27,9269,1,0,0,0,0,"Atiesh, Greatstaff of the Guardian",,,,,,,,,,,,,,,,16712190,2,1
837,128,40,356,4,0,0,0,0,Become an artisan fisherman,,,,,,,,,,,,,,,,16711918,2,1
2036,950,46,1104,42000,0,0,0,0,Frenzyheart Tribe exalted,,,,,,,,,,,,,,,,16712174,2,1
989,713,46,890,42000,0,0,0,0,Exalted with Silverwing Sentinels,,,,,,,,,,,,,,,,16712190,2,1
977,522,47,0,1,0,0,0,0,Get a reputation to exalted,,,,,,,,,,,,,,,,16712174,2,1
1820,229,35,0,30,3,529,3,529,30 hks in arathi,,,,,,,,,,,,,,,,16711916,2,1
3142,1029,27,11765,1,0,0,0,0,Ashenvale,,,,,,,,,,,,,,,,16712190,0,1
3112,1026,27,11841,1,0,0,0,0,Ashenvale,,,,,,,,,,,,,,,,16712190,0,1
3089,1024,27,11807,1,0,0,0,0,Blade's Edge Mountains,,,,,,,,,,,,,,,,16712190,0,1
3101,1025,27,11840,1,0,0,0,0,Arathi Highlands,,,,,,,,,,,,,,,,16712190,0,1
3076,1023,27,11805,1,0,0,0,0,Ashenvale,,,,,,,,,,,,,,,,16712190,0,1
839,130,40,356,6,0,0,0,0,Become a grand master fisherman,,,,,,,,,,,,,,,,16711918,2,1
799,726,36,27445,1,0,0,0,0,Magical Crawdad Box,,,,,,,,,,,,,,,,16712190,2,1
726,442,44,1,0,0,0,0,0,Private,,,,,,,,,,,,,,,,16712190,2,1
1009,764,46,946,42000,0,0,0,0,Honor Hold,,,,,,,,,,,,,,,,16712190,0,1
325,426,36,32838,1,0,0,0,0,Warglaive of Azzinoth (Off Hand),,,,,,,,,,,,,,,,16711934,2,1
3205,1038,8,1034,0,0,0,0,0,The Fires of Azeroth,,,,,,,,,,,,,,,,16712174,0,1
3193,1034,8,1022,0,0,0,0,0,Flame Warden of Eastern Kingdoms,,,,,,,,,,,,,,,,16712190,0,1
2232,973,14,0,5,0,0,0,0,Complete 5 daily quests,,,,,,,,,,,,,,,,16712190,1,1
710,435,44,11,0,0,0,0,0,Commander,,,,,,,,,,,,,,,,16712190,2,1
2020,946,46,529,42000,0,0,0,0,Argent Dawn exalted,,,,,,,,,,,,,,,,16712190,2,1
138,100,1,0,0,0,0,0,0,Ring of Trials victories,,,,,,,,,,,,,,,,16712174,0,1
565,658,0,19220,1,0,0,0,0,Pathaleon the Calculator,,,,,,,,,,,,,,,,16712190,2,1
4948,107,78,0,0,0,0,0,0,Beasts,,,,,,,,,,,,,,,,16711932,0,1
548,645,0,10508,1,0,0,0,0,Ras Frostwhisper,,,,,,,,,,,,,,,,16712190,0,1
414,157,30,123,50,0,0,0,0,Defend 50 bases,,,,,,,,,,,,,,,,16712174,1,1
1878,897,46,1077,42000,0,0,0,0,Exalted with Shattered Sun Offensive,,,,,,,,,,,,,,,,16712190,2,1
1863,882,36,30480,1,0,0,0,0,Fiery Warhorse's Reins,,,,,,,,,,,,,,,,16712190,2,1
1115,773,43,601,1,0,0,0,0,Aerie Peak,,,,,,,,,,,,,,,,16712190,0,1
712,437,44,9,0,0,0,0,0,Knight-Champion,,,,,,,,,,,,,,,,16712190,2,1
642,706,36,19029,1,0,0,0,0,Horn of the Frostwolf Howler,,,,,,,,,,,,,,,,16712190,2,1
608,699,32,562,1,0,0,0,0,Blade's Edge Arena,,,,,,,,,,,,,,,,16712190,0,1
607,698,0,25315,1,0,0,0,0,Kil'jaeden,,,,,,,,,,,,,,,,16712190,2,1
597,688,0,14834,1,0,0,0,0,Hakkar,,,,,,,,,,,,,,,,16712190,2,1
744,431,27,10445,1,0,0,0,0,The Vials of Eternity,,,,,,,,,,,,,,,,16712174,2,1
528,632,0,4829,1,0,0,0,0,Aku'mai,,,,,,,,,,,,,,,,16712190,2,1
372,568,0,16061,1,0,0,0,0,Instructor Razuvious,,,,,,,,,,,,,,,,16712190,0,1
349,411,36,20371,1,0,0,0,0,Blue Murloc Egg,,,,,,,,,,,,,,,,16712190,2,1
337,404,39,5,2000,0,0,0,0,2000 rating,,,,,,,,,,,,,,,,16711934,2,1
3235,176,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16714495,0,1
3233,1045,54,21,0,0,0,0,0,,,,,,,,,,,,,,,,,16714495,0,1
3232,1047,54,390,0,0,0,0,0,,,,,,,,,,,,,,,,,16714495,0,1
3231,1042,54,56,0,0,0,0,0,,,,,,,,,,,,,,,,,16714495,0,1
3230,1044,50,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16714495,0,1
3229,1043,51,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16714495,0,1
3221,248,42,6833,1,0,0,0,0,White Tuxedo Shirt,,,,,,,,,,,,,,,,16712190,0,1
3220,249,42,19028,1,0,0,0,0,Elegant Dress,,,,,,,,,,,,,,,,16712190,2,1
3218,1041,27,8409,1,0,0,0,0,Rotten Eggs and Ruined Kegs,,,,,,,,,,,,,,,,16711916,0,1
3209,283,28,24733,1,0,0,0,0,Bat Costume,,,,,,,,,,,,,,,,16711934,0,1
3872,1257,72,182952,1,0,0,0,0,Steam Pump Flotsam,,,,,,,,,,,,,,,,16711934,0,1
3711,669,0,17942,1,0,0,0,0,Quagmirran,,,,,,,,,,,,,,,,16712190,2,1
3710,668,0,17377,1,0,0,0,0,Keli'dan the Breaker,,,,,,,,,,,,,,,,16712190,2,1
3709,682,0,24664,1,0,0,0,0,Kael'thas Sunstrider,,,,,,,,,,,,,,,,16712190,2,1
3708,674,0,18473,1,0,0,0,0,Talon King Ikiss,,,,,,,,,,,,,,,,16712190,2,1
73,32,9,0,2000,0,0,0,0,Complete 2000 quests,,,,,,,,,,,,,,,,16712190,1,1
100,49,1,30,0,0,0,0,0,Alterac Valley Wins: [PH],,,,,,,,,,,,,,,,16711918,0,1
3186,1033,27,11736,1,0,0,0,0,Blade's Edge Mountains,,,,,,,,,,,,,,,,16712190,0,1
3174,1032,27,11734,1,0,0,0,0,Ashenvale,,,,,,,,,,,,,,,,16712190,0,1
3161,1031,27,11732,1,0,0,0,0,Arathi Highlands,,,,,,,,,,,,,,,,16712190,0,1
3154,1030,27,11767,1,0,0,0,0,Blade's Edge Mountains,,,,,,,,,,,,,,,,16712190,0,1
2416,1008,46,1090,42000,0,0,0,0,Exalted with Kirin Tor,,,,,,,,,,,,,,,,16712190,2,1
571,664,36,13582,1,0,0,0,0,Zergling Leash,,,,,,,,,,,,,,,,16712190,2,1
481,611,0,3057,1,0,0,0,0,Cairne Bloodhoof,,,,,,,,,,,,,,,,16712188,2,1
472,605,36,21100,1,0,0,0,0,Receive a Coin of Ancestry.,,,,,,,,,,,,,,,,16712174,2,1
468,604,31,1637,5,0,0,0,0,Kill 5 Horde in Orgrimmar,,,,,,,,,,,,,,,,16711918,0,1
464,603,31,1519,5,0,0,0,0,Kill 5 Alliance in Stormwind City,,,,,,,,,,,,,,,,16711918,0,1
3681,1243,34,43308,0,0,0,0,0,Find Fish,,,,,,,,,,,,,,,,16711934,2,1
4071,1291,41,22236,1,0,0,0,0,Buttermilk Delight at Romantic Picnic,,,,,,,,,,,,,,,,16711918,0,1
3822,409,28,26549,1,0,0,0,0,Last man standing,,,,,,,,,,,,,,,,16712174,2,1
234,507,9,0,1000,0,0,0,0,Complete 1000 quests,,,,,,,,,,,,,,,,16712190,1,1
232,505,9,0,250,0,0,0,0,Complete 250 quests,,,,,,,,,,,,,,,,16712190,1,1
2195,969,27,12358,1,0,0,0,0,"Blade's Edge Mountains, Sylvanaar",,,,,,,,,,,,,,,,16711934,0,1
2072,964,24,0,6500,0,0,0,0,65 yards without dying,,,,,,,,,,,,,,,,16711916,2,1
2017,944,46,576,42000,0,0,0,0,Timbermaw Exalted,,,,,,,,,,,,,,,,16712190,2,1
1369,849,43,981,1,0,0,0,0,Dream Bough,,,,,,,,,,,,,,,,16712190,0,1
1365,848,43,775,1,0,0,0,0,Tethris Aran,,,,,,,,,,,,,,,,16712190,0,1
199,482,0,26630,1,0,0,0,0,Trollgore,,,,,,,,,,,,,,,,16712172,0,1
1196,781,43,503,1,0,0,0,0,Booty Bay,,,,,,,,,,,,,,,,16712190,0,1
5018,460,5,0,80,0,0,0,0,Level to 80,,,,,,,,,,,,,,,,16711884,0,1
5031,1006,70,0,50,0,0,0,0,Orgrimmar,,,,,,,,,,,,,,,,16711680,3,1
2359,245,52,6,1,0,0,0,0,Death Knight,,,,,,,,,,,,,,,,16712190,0,1
733,469,44,8,0,0,0,0,0,Legionnaire,,,,,,,,,,,,,,,,16712190,2,1
725,470,44,2,0,0,0,0,0,Corporal,,,,,,,,,,,,,,,,16712190,2,1
711,436,44,10,0,0,0,0,0,Lieutenant Commander,,,,,,,,,,,,,,,,16712190,2,1
2342,556,49,0,1,0,0,0,0,Head,,,,,,,,,,,,,,,,16711934,0,1
2335,621,36,20132,1,0,0,0,0,Arathor Battle Tabard,,,,,,,,,,,,,,,,16712190,2,1
4943,198,55,0,0,0,0,0,0,Total healing done,,,,,,,,,,,,,,,,16712172,0,1
2285,981,41,37604,1,0,0,0,0,Use Tooth Pick,,,,,,,,,,,,,,,,16711934,2,1
1239,784,1,566,10,0,0,0,0,Win Eye of the Storm 10 times while holding 4 bases,,,,,,,,,,,,,,,,16711916,1,1
1573,861,43,1328,1,0,0,0,0,Amberweb Pass,,,,,,,,,,,,,,,,16712190,0,1
102,51,1,529,0,0,0,0,0,Arathi Basin Wins: [PH],,,,,,,,,,,,,,,,16711918,0,1
822,728,43,242,1,0,0,0,0,Valley of Trials,,,,,,,,,,,,,,,,16712190,0,1
737,450,44,4,0,0,0,0,0,Senior Sergeant,,,,,,,,,,,,,,,,16712190,2,1
732,448,44,9,0,0,0,0,0,Centurion,,,,,,,,,,,,,,,,16712190,2,1
724,471,44,3,0,0,0,0,0,Sergeant,,,,,,,,,,,,,,,,16712190,2,1
643,707,36,19030,1,0,0,0,0,Stormpike Battle Charger,,,,,,,,,,,,,,,,16712190,2,1
603,694,0,21212,1,0,0,0,0,Lady Vashj,,,,,,,,,,,,,,,,16712190,2,1
566,659,0,17977,1,0,0,0,0,Warp Splinter,,,,,,,,,,,,,,,,16712190,2,1
564,657,0,16808,1,0,0,0,0,Warchief Kargath Bladefist,,,,,,,,,,,,,,,,16712190,2,1
561,654,0,18708,1,0,0,0,0,Murmur,,,,,,,,,,,,,,,,16712190,2,1
552,647,0,17308,1,0,0,0,0,Omor the Unscarred,,,,,,,,,,,,,,,,16712190,2,1
545,644,0,11492,1,0,0,0,0,Alzzin the Wildshaper,,,,,,,,,,,,,,,,16712190,0,1
538,638,0,2748,1,0,0,0,0,Archaedas,,,,,,,,,,,,,,,,16712190,2,1
529,633,0,1716,1,0,0,0,0,Bazil Thredd,,,,,,,,,,,,,,,,16712190,2,1
483,613,0,16802,1,0,0,0,0,Lor'themar Theron,,,,,,,,,,,,,,,,16712190,2,1
482,612,0,10181,1,0,0,0,0,Lady Sylvanas Windrunner,,,,,,,,,,,,,,,,16712190,2,1
379,572,0,15989,1,0,0,0,0,Sapphiron,,,,,,,,,,,,,,,,16712190,0,1
317,424,36,21321,1,0,0,0,0,Red Qiraji Resonating Crystal,,,,,,,,,,,,,,,,16712190,2,1
2280,980,36,37012,1,0,0,0,0,The Horseman's Reins,,,,,,,,,,,,,,,,16712190,2,1
