Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,UiOrderIndex,Flags,SwatchColor[0],SwatchColor[1]
,17378,30,141,7,7,0,0,0
,17379,30,141,8,8,0,0,0
,17380,30,12,9,9,0,0,0
,17381,30,12,10,10,0,0,0
,17382,30,12,11,11,0,0,0
,17383,30,12,12,12,0,0,0
,17384,30,12,13,13,0,0,0
,17385,30,12,14,14,0,0,0
,17386,30,12,15,15,0,0,0
,17387,30,12,16,16,0,0,0
,17388,30,12,17,17,0,0,0
,17389,30,12,18,18,0,0,0
,17390,31,144,0,0,0,0,0
,17391,31,144,1,1,0,0,0
,17392,31,144,2,2,0,0,0
,17393,31,144,3,3,0,0,0
,17394,31,144,4,4,0,0,0
,17395,31,144,5,5,0,0,0
,17396,31,144,6,6,0,0,0
,17397,31,144,7,7,0,0,0
,17398,31,144,8,8,0,0,0
,17399,31,144,9,9,0,0,0
,17400,32,141,0,0,0,0,0
,17401,32,141,1,1,0,0,0
,17402,32,141,2,2,0,0,0
,17403,32,141,3,3,0,0,0
,17404,32,141,4,4,0,0,0
,17405,32,141,5,5,0,0,0
,17406,32,141,6,6,0,0,0
,17407,32,141,7,7,0,0,0
,17408,32,141,8,8,0,0,0
,17409,32,141,9,9,0,0,0
,17410,32,141,10,10,0,0,0
,17411,33,141,0,0,0,0,0
,17412,33,141,1,1,0,0,0
,17413,33,141,2,2,0,0,0
,17414,33,141,3,3,0,0,0
,17415,33,141,4,4,0,0,0
,17416,33,141,5,5,0,0,0
,17417,33,141,6,6,0,0,0
,17418,33,141,7,7,0,0,0
,17419,33,141,8,8,0,0,0
,17420,33,141,9,9,0,0,0
,17421,34,141,0,0,0,0,0
,17422,34,141,1,1,0,0,0
,17423,34,141,2,2,0,0,0
,17424,34,141,3,3,0,0,0
,17425,34,141,4,4,0,0,0
,17426,34,141,5,5,0,0,0
,17427,34,141,6,6,0,0,0
,17428,34,141,7,7,0,0,0
,17429,34,141,8,8,0,0,0
,17430,34,141,9,9,0,0,0
,17431,34,141,10,10,0,0,0
,17432,35,141,0,0,0,0,0
,17433,35,141,1,1,0,0,0
,17434,35,141,2,2,0,0,0
,17435,35,141,3,3,0,0,0
,17436,35,141,4,4,0,0,0
,17437,35,141,5,5,0,0,0
,17438,35,141,6,6,0,0,0
,17439,35,141,7,7,0,0,0
,17440,35,141,8,8,0,0,0
,17441,35,12,9,9,0,0,0
,17442,35,12,10,10,0,0,0
,17443,36,144,0,0,0,0,0
,17444,36,144,1,1,0,0,0
,17445,36,144,2,2,0,0,0
,17446,36,144,3,3,0,0,0
,17447,36,144,4,4,0,0,0
,17448,36,144,5,5,0,0,0
,17449,36,144,6,6,0,0,0
,17450,36,144,7,7,0,0,0
,17451,36,144,8,8,0,0,0
,17452,36,144,9,9,0,0,0
,17453,37,141,0,0,0,0,0
,17454,37,141,1,1,0,0,0
,17455,37,141,2,2,0,0,0
,17456,37,141,3,3,0,0,0
,17457,37,141,4,4,0,0,0
,17458,37,141,5,5,0,0,0
,17459,37,141,6,6,0,0,0
,17460,37,141,7,7,0,0,0
,17461,37,141,8,8,0,0,0
,17462,37,141,9,9,0,0,0
,17463,37,141,10,10,0,0,0
,17464,37,141,11,11,0,0,0
,17465,37,141,12,12,0,0,0
,17466,37,141,13,13,0,0,0
,17467,38,141,0,0,0,0,0
,17468,38,141,1,1,0,0,0
,17469,38,141,2,2,0,0,0
,17470,38,141,3,3,0,0,0
,17471,38,141,4,4,0,0,0
,17472,38,141,5,5,0,0,0
,17473,38,141,6,6,0,0,0
,17474,38,141,7,7,0,0,0
,17475,38,141,8,8,0,0,0
,17476,38,141,9,9,0,0,0
,17477,39,141,0,0,0,0,0
,17478,39,141,1,1,0,0,0
,17479,39,141,2,2,0,0,0
,17480,39,141,3,3,0,0,0
,17481,39,141,4,4,0,0,0
,17482,39,141,5,5,0,0,0
,17483,40,141,0,0,0,0,0
,17484,40,141,1,1,0,0,0
,17485,40,141,2,2,0,0,0
,17486,40,141,3,3,0,0,0
,17487,40,141,4,4,0,0,0
,17488,40,141,5,5,0,0,0
,17489,40,141,6,6,0,0,0
,17490,40,141,7,7,0,0,0
,17491,40,141,8,8,0,0,0
,17492,41,146,0,0,0,0,0
,17493,41,146,1,1,0,0,0
,17494,41,146,2,2,0,0,0
,17495,41,146,3,3,0,0,0
,17496,41,146,4,4,0,0,0
,17497,41,144,5,5,0,0,0
,17498,41,146,6,6,0,0,0
,17499,41,146,7,7,0,0,0
,17500,41,146,8,8,0,0,0
,17501,42,141,0,0,0,0,0
,17502,42,141,1,1,0,0,0
,17503,42,141,2,2,0,0,0
,17504,42,141,3,3,0,0,0
,17505,42,141,4,4,0,0,0
,17506,42,141,5,5,0,0,0
,17507,42,141,6,6,0,0,0
,17508,43,141,0,0,0,0,0
,17509,43,141,1,1,0,0,0
,17510,43,141,2,2,0,0,0
,17511,43,141,3,3,0,0,0
,17512,43,141,4,4,0,0,0
,17513,43,141,5,5,0,0,0
,17514,43,141,6,6,0,0,0
,17515,43,141,7,7,0,0,0
,17516,44,141,0,0,0,0,0
,17517,44,141,1,1,0,0,0
,17518,44,141,2,2,0,0,0
,17519,44,141,3,3,0,0,0
,17520,44,141,4,4,0,0,0
,17521,44,141,5,5,0,0,0
,17522,49,141,0,0,0,0,0
,17523,49,141,1,1,0,0,0
,17524,49,141,2,2,0,0,0
,17525,49,141,3,3,0,0,0
,17526,49,141,4,4,0,0,0
,17527,49,141,5,5,0,0,0
,17528,49,141,6,6,0,0,0
,17529,49,141,7,7,0,0,0
,17530,49,141,8,8,0,0,0
,17531,50,146,0,0,0,0,0
,17532,50,146,1,1,0,0,0
,17533,50,146,2,2,0,0,0
,17534,50,146,3,3,0,0,0
,17535,50,146,4,4,0,0,0
,17536,50,146,5,5,0,0,0
,17537,50,146,6,6,0,0,0
,17538,50,146,7,7,0,0,0
,17539,50,146,8,8,0,0,0
,17540,51,141,0,0,0,0,0
,17541,51,141,1,1,0,0,0
,17542,51,141,2,2,0,0,0
,17543,51,141,3,3,0,0,0
,17544,51,141,4,4,0,0,0
,17545,51,141,5,5,0,0,0
,17546,51,141,6,6,0,0,0
,17547,52,141,0,0,0,0,0
,17548,52,141,1,1,0,0,0
,17549,52,141,2,2,0,0,0
,17550,52,141,3,3,0,0,0
,17551,52,141,4,4,0,0,0
,17552,52,141,5,5,0,0,0
,17553,52,141,6,6,0,0,0
,17554,52,141,7,7,0,0,0
,17555,53,141,0,0,0,0,0
,17556,53,141,1,1,0,0,0
,17557,53,141,2,2,0,0,0
,17558,53,141,3,3,0,0,0
,17559,53,141,4,4,0,0,0
,17560,53,141,5,5,0,0,0
,17561,53,141,6,6,0,0,0
,17562,53,141,7,7,0,0,0
,17563,53,141,8,8,0,0,0
,17564,53,141,9,9,0,0,0
,17565,58,141,0,0,0,0,0
,17566,58,141,1,1,0,0,0
,17567,58,141,2,2,0,0,0
,17568,58,141,3,3,0,0,0
,17569,58,141,4,4,0,0,0
,17570,58,141,5,5,0,0,0
,17571,59,144,0,0,0,0,0
,17572,59,144,1,1,0,0,0
,17573,59,144,2,2,0,0,0
,17574,59,144,3,3,0,0,0
,17575,59,144,4,4,0,0,0
,17576,59,144,5,5,0,0,0
,17577,59,144,6,6,0,0,0
,17578,59,144,7,7,0,0,0
,17579,59,144,8,8,0,0,0
,17580,59,144,9,9,0,0,0
,17581,60,141,0,0,0,0,0
,17582,60,141,1,1,0,0,0
,17583,60,141,2,2,0,0,0
,17584,60,141,3,3,0,0,0
,17585,60,141,4,4,0,0,0
,17586,60,141,5,5,0,0,0
,17587,60,141,6,6,0,0,0
,17588,60,141,7,7,0,0,0
,17589,60,141,8,8,0,0,0
,17590,60,141,9,9,0,0,0
,17591,61,141,0,0,0,0,0
,17592,61,141,1,1,0,0,0
,17593,61,141,2,2,0,0,0
,17594,61,141,3,3,0,0,0
,17595,61,141,4,4,0,0,0
,17596,61,141,5,5,0,0,0
,17597,61,141,6,6,0,0,0
,17598,61,141,7,7,0,0,0
,17599,61,141,8,8,0,0,0
,17600,61,141,9,9,0,0,0
,17601,62,141,0,0,0,0,0
,17602,62,141,1,1,0,0,0
,17603,62,141,2,2,0,0,0
,17604,62,141,3,3,0,0,0
,17605,62,141,4,4,0,0,0
,17606,62,141,5,5,0,0,0
,17607,62,141,6,6,0,0,0
,17608,62,141,7,7,0,0,0
,17609,62,141,8,8,0,0,0
,17610,62,141,9,9,0,0,0
,17611,62,141,10,10,0,0,0
,17612,62,141,11,11,0,0,0
,17613,62,141,12,12,0,0,0
,17614,62,141,13,13,0,0,0
,17615,62,141,14,14,0,0,0
,17616,62,141,15,15,0,0,0
,17617,62,141,16,16,0,0,0
,17618,63,141,0,0,0,0,0
,17619,63,141,1,1,0,0,0
,17620,63,141,2,2,0,0,0
,17621,63,141,3,3,0,0,0
,17622,63,141,4,4,0,0,0
,17623,63,141,5,5,0,0,0
,17624,64,144,0,0,0,0,0
,17625,64,144,1,1,0,0,0
,17626,64,144,2,2,0,0,0
,17627,64,144,3,3,0,0,0
,17628,64,144,4,4,0,0,0
,17629,64,144,5,5,0,0,0
,17630,64,144,6,6,0,0,0
,17631,64,144,7,7,0,0,0
,17632,64,144,8,8,0,0,0
,17633,64,144,9,9,0,0,0
,17634,65,141,0,0,0,0,0
,17635,65,141,1,1,0,0,0
,17636,65,141,2,2,0,0,0
,17637,65,141,3,3,0,0,0
,17638,65,141,4,4,0,0,0
,17639,65,141,5,5,0,0,0
,17640,65,141,6,6,0,0,0
,17641,65,141,7,7,0,0,0
,17642,65,141,8,8,0,0,0
,17643,65,141,9,9,0,0,0
,17644,66,141,0,0,0,0,0
,17645,66,141,1,1,0,0,0
,17646,66,141,2,2,0,0,0
,17647,66,141,3,3,0,0,0
,17648,66,141,4,4,0,0,0
,17649,66,141,5,5,0,0,0
,17650,66,141,6,6,0,0,0
,17651,66,141,7,7,0,0,0
,17652,66,141,8,8,0,0,0
,17653,66,141,9,9,0,0,0
,17654,67,141,0,0,0,0,0
,17655,67,141,1,1,0,0,0
,17656,67,141,2,2,0,0,0
,17657,67,141,3,3,0,0,0
,17658,67,141,4,4,0,0,0
,17659,67,141,5,5,0,0,0
,17660,67,141,6,6,0,0,0
,17661,67,141,7,7,0,0,0
,17662,68,141,0,0,0,0,0
,17663,68,141,1,1,0,0,0
,17664,68,141,2,2,0,0,0
,17665,68,141,3,3,0,0,0
,17666,68,141,4,4,0,0,0
,17667,68,141,5,5,0,0,0
,17668,68,141,6,6,0,0,0
,17669,68,141,7,7,0,0,0
,17670,68,141,8,8,0,0,0
,17671,68,141,9,9,0,0,0
,17672,68,141,10,10,0,0,0
,17673,68,141,11,11,0,0,0
,17674,68,141,12,12,0,0,0
,17675,68,141,13,13,0,0,0
,17676,68,141,14,14,0,0,0
,17677,68,141,15,15,0,0,0
,17678,68,141,16,16,0,0,0
,17679,68,141,17,17,0,0,0
,17680,68,141,18,18,0,0,0
,17681,378,144,0,0,0,0,0
,17682,378,144,1,1,0,0,0
,17683,378,144,2,2,0,0,0
,17684,378,144,3,3,0,0,0
,17685,378,144,4,4,0,0,0
,17686,71,141,0,0,0,0,0
,17687,71,141,1,1,0,0,0
,17688,71,141,2,2,0,0,0
,17689,71,141,3,3,0,0,0
,17690,71,141,4,4,0,0,0
,17691,71,141,5,5,0,0,0
,17692,71,141,6,6,0,0,0
,17693,71,141,7,7,0,0,0
,17694,72,141,0,0,0,0,0
,17695,72,141,1,1,0,0,0
,17696,72,141,2,2,0,0,0
,17697,73,141,0,0,0,0,0
,17698,73,141,1,1,0,0,0
,17699,73,141,2,2,0,0,0
,17700,73,141,3,3,0,0,0
,17701,73,141,4,4,0,0,0
,17702,73,141,5,5,0,0,0
,17703,73,141,6,6,0,0,0
,17704,74,141,0,0,0,0,0
,17705,74,141,1,1,0,0,0
,17706,74,141,2,2,0,0,0
,17707,74,141,3,3,0,0,0
,17708,74,141,4,4,0,0,0
,17709,74,141,5,5,0,0,0
,17710,74,141,6,6,0,0,0
,17711,74,141,7,7,0,0,0
,17712,74,141,8,8,0,0,0
,17713,74,141,9,9,0,0,0
,17714,74,141,10,10,0,0,0
,17715,379,144,0,0,0,0,0
,17716,379,144,1,1,0,0,0
,17717,379,144,2,2,0,0,0
,17718,379,144,3,3,0,0,0
,17719,77,141,0,0,0,0,0
,17720,77,141,1,1,0,0,0
,17721,77,141,2,2,0,0,0
,17722,77,141,3,3,0,0,0
,17723,77,141,4,4,0,0,0
,17724,77,141,5,5,0,0,0
,17725,77,141,6,6,0,0,0
,17726,78,141,0,0,0,0,0
,17727,78,141,1,1,0,0,0
,17728,78,141,2,2,0,0,0
,17729,79,141,0,0,0,0,0
,17730,79,141,1,1,0,0,0
,17731,79,141,2,2,0,0,0
,17732,79,141,3,3,0,0,0
,17733,79,141,4,4,0,0,0
,17734,80,141,0,0,0,0,0
,17735,80,141,1,1,0,0,0
,17736,80,141,2,2,0,0,0
,17737,80,141,3,3,0,0,0
,17738,80,141,4,4,0,0,0
,17739,80,12,5,5,0,0,0
,17740,80,12,6,6,0,0,0
,17741,81,144,0,0,0,0,0
,17742,81,144,1,1,0,0,0
,17743,81,144,2,2,0,0,0
,17744,81,144,3,3,0,0,0
,17745,81,144,4,4,0,0,0
,17746,81,144,5,5,0,0,0
,17747,81,144,6,6,0,0,0
,17748,82,141,0,0,0,0,0
,17749,82,141,1,1,0,0,0
,17750,82,141,2,2,0,0,0
,17751,82,141,3,3,0,0,0
,17752,82,141,4,4,0,0,0
,17753,82,141,5,5,0,0,0
,17754,82,141,6,6,0,0,0
,17755,83,141,0,0,0,0,0
,17756,83,141,1,1,0,0,0
,17757,83,141,2,2,0,0,0
,17758,83,141,3,3,0,0,0
,17759,83,141,4,4,0,0,0
,17760,83,141,5,5,0,0,0
,17761,83,141,6,6,0,0,0
,17762,83,141,7,7,0,0,0
,17763,83,141,8,8,0,0,0
,17764,84,141,0,0,0,0,0
,17765,84,141,1,1,0,0,0
,17766,84,141,2,2,0,0,0
,17767,84,141,3,3,0,0,0
,17768,84,141,4,4,0,0,0
,17769,84,141,5,5,0,0,0
,17770,84,141,6,6,0,0,0
,17771,84,141,7,7,0,0,0
,17772,85,141,0,0,0,0,0
,17773,85,141,1,1,0,0,0
,17774,85,141,2,2,0,0,0
,17775,85,141,3,3,0,0,0
,17776,85,141,4,4,0,0,0
,17777,85,12,5,5,0,0,0
,17778,85,12,6,6,0,0,0
,17779,86,144,0,0,0,0,0
,17780,86,144,1,1,0,0,0
,17781,86,144,2,2,0,0,0
,17782,86,144,3,3,0,0,0
,17783,86,144,4,4,0,0,0
,17784,86,144,5,5,0,0,0
,17785,86,144,6,6,0,0,0
,17786,87,141,0,0,0,0,0
,17787,87,141,1,1,0,0,0
,17788,87,141,2,2,0,0,0
,17789,87,141,3,3,0,0,0
,17790,87,141,4,4,0,0,0
,17791,87,141,5,5,0,0,0
,17792,87,141,6,6,0,0,0
,17793,88,141,0,0,0,0,0
,17794,88,141,1,1,0,0,0
,17795,88,141,2,2,0,0,0
,17796,88,141,3,3,0,0,0
,17797,88,141,4,4,0,0,0
,17798,88,141,5,5,0,0,0
,17799,88,141,6,6,0,0,0
,17800,88,141,7,7,0,0,0
,17801,88,141,8,8,0,0,0
,17802,89,141,0,0,0,0,0
,17803,89,141,1,1,0,0,0
,17804,89,141,2,2,0,0,0
,17805,89,141,3,3,0,0,0
,17806,89,141,4,4,0,0,0
,17807,89,141,5,5,0,0,0
,17808,89,141,6,6,0,0,0
,17809,90,141,0,0,0,0,0
,17810,90,141,1,1,0,0,0
,17811,90,141,2,2,0,0,0
,17812,90,141,3,3,0,0,0
,17813,90,141,4,4,0,0,0
,17814,90,141,5,5,0,0,0
,17815,90,12,6,6,0,0,0
,17816,90,12,7,7,0,0,0
,17817,90,12,8,8,0,0,0
,17818,90,12,9,9,0,0,0
,17819,90,12,10,10,0,0,0
,17820,90,12,11,11,0,0,0
,17821,90,12,12,12,0,0,0
,17822,90,12,13,13,0,0,0
,17823,90,12,14,14,0,0,0
,17824,91,144,0,0,0,0,0
,17825,91,144,1,1,0,0,0
,17826,91,144,2,2,0,0,0
,17827,91,144,3,3,0,0,0
,17828,91,144,4,4,0,0,0
,17829,92,141,0,0,0,0,0
,17830,92,141,1,1,0,0,0
,17831,92,141,2,2,0,0,0
,17832,92,141,3,3,0,0,0
,17833,92,141,4,4,0,0,0
,17834,92,141,5,5,0,0,0
,17835,93,141,0,0,0,0,0
,17836,93,141,1,1,0,0,0
,17837,93,141,2,2,0,0,0
,17838,93,141,3,3,0,0,0
,17839,93,141,4,4,0,0,0
,17840,93,141,5,5,0,0,0
,17841,93,141,6,6,0,0,0
,17842,93,141,7,7,0,0,0
,17843,93,141,8,8,0,0,0
,17844,93,141,9,9,0,0,0
,17845,94,141,0,0,0,0,0
,17846,94,141,1,1,0,0,0
,17847,94,141,2,2,0,0,0
,17848,94,141,3,3,0,0,0
,17849,94,141,4,4,0,0,0
,17850,94,141,5,5,0,0,0
,17851,94,141,6,6,0,0,0
,17852,94,141,7,7,0,0,0
,17853,94,141,8,8,0,0,0
,17854,94,141,9,9,0,0,0
,17855,94,141,10,10,0,0,0
,17856,95,141,0,0,0,0,0
,17857,95,141,1,1,0,0,0
,17858,95,141,2,2,0,0,0
,17859,95,141,3,3,0,0,0
,17860,95,141,4,4,0,0,0
,17861,95,141,5,5,0,0,0
,17862,95,144,6,6,0,0,0
,17863,95,144,7,7,0,0,0
,17864,95,144,8,8,0,0,0
,17865,95,144,9,9,0,0,0
,17866,95,144,10,10,0,0,0
,17867,95,144,11,11,0,0,0
,17868,95,144,12,12,0,0,0
,17869,95,144,13,13,0,0,0
,17870,95,144,14,14,0,0,0
,17871,96,144,0,0,0,0,0
,17872,96,144,1,1,0,0,0
,17873,96,144,2,2,0,0,0
,17874,96,144,3,3,0,0,0
,17875,96,144,4,4,0,0,0
,17876,96,144,5,5,0,0,0
,17877,97,141,0,0,0,0,0
,17878,97,141,1,1,0,0,0
,17879,97,141,2,2,0,0,0
,17880,97,141,3,3,0,0,0
,17881,97,141,4,4,0,0,0
,17882,98,141,0,0,0,0,0
,17883,98,141,1,1,0,0,0
,17884,98,141,2,2,0,0,0
,17885,98,141,3,3,0,0,0
,17886,98,141,4,4,0,0,0
,17887,98,141,5,5,0,0,0
,17888,98,141,6,6,0,0,0
,17889,98,141,7,7,0,0,0
,17890,98,141,8,8,0,0,0
,17891,98,141,9,9,0,0,0
,17892,99,141,0,0,0,0,0
,17893,99,141,1,1,0,0,0
,17894,99,141,2,2,0,0,0
,17895,99,141,3,3,0,0,0
,17896,99,141,4,4,0,0,0
,17897,99,141,5,5,0,0,0
,17898,100,12,0,0,0,0,0
,17899,100,12,1,1,0,0,0
,17900,100,12,2,2,0,0,0
,17901,102,141,0,0,0,0,0
,17902,102,141,1,1,0,0,0
,17903,105,12,0,0,0,0,0
,17904,105,12,1,1,0,0,0
,17905,105,12,2,2,0,0,0
,17906,110,141,0,0,0,0,0
,17907,110,141,1,1,0,0,0
,17908,110,141,2,2,0,0,0
,17909,110,141,3,3,0,0,0
,17910,110,141,4,4,0,0,0
,17911,110,141,5,5,0,0,0
,17912,110,141,6,6,0,0,0
,17913,110,141,7,7,0,0,0
,17914,110,141,8,8,0,0,0
,17915,110,141,9,9,0,0,0
,17916,110,12,10,10,0,0,0
,17917,110,12,11,11,0,0,0
,17918,110,12,12,12,0,0,0
,17919,110,12,13,13,0,0,0
,17920,110,12,14,14,0,0,0
,17921,110,12,15,15,0,0,0
,17922,111,144,0,0,0,0,0
,17923,111,144,1,1,0,0,0
,17924,111,144,2,2,0,0,0
,17925,111,144,3,3,0,0,0
,17926,111,144,4,4,0,0,0
,17927,111,144,5,5,0,0,0
,17928,111,144,6,6,0,0,0
