ID,TransportID,TimeIndex,Pos[0],Pos[1],Pos[2]
19725,11898,30033,4E-06,0,-68.05556
19726,11899,0,0,0,0
19727,11899,5000,0,0,0
19728,11899,5900,0,0,1.201138
19729,11899,6667,0,0,4.690253
19730,11899,13100,-5E-06,-1E-06,121.52307
19731,11899,14067,-5E-06,-1E-06,127.64036
19732,11899,15000,-5E-06,-1E-06,129.55368
19733,11899,20000,-5E-06,-1E-06,129.55368
19734,11899,21000,-5E-06,-1E-06,127.60484
19735,11899,21800,-5E-06,-1E-06,122.32879
19736,11899,27933,0,0,8.591193
19737,11899,28967,0,0,1.968553
19738,11899,30000,0,0,0
19739,20649,0,0,0,0
19740,20649,1833,0,0,-55.46577
19741,20649,6833,0,0,-55.46577
19742,20649,10333,0,0,41.035614
19743,20649,15167,0,0,41.035614
19744,20649,16667,0,0,0
19745,20650,0,0,0,0
19746,20650,10333,0,0,-1E-05
19747,20650,10500,0,0,4.650018
19748,20650,14833,0,0,4.650018
19749,20650,15000,0,0,0
19750,20650,16667,0,0,0
19751,20651,0,0,0,0
19752,20651,1833,0,0,0
19753,20651,2000,0,0,8.130338
19754,20651,6667,0,0,8.130338
19755,20651,6833,0,0,0
19756,20651,16667,0,0,0
19757,20652,0,0,0,0
19758,20652,167,0,0,0
19759,20652,3667,0,0,96.50138
19760,20652,8500,0,0,96.50138
19761,20652,11833,0,0,0
19762,20652,16667,0,0,0
19763,20653,0,0,0,0
19764,20653,3667,0,0,-1E-05
19765,20653,3833,0,0,4.650018
19766,20653,8167,0,0,4.650018
19767,20653,8333,0,0,0
19768,20653,16667,0,0,0
19769,20654,0,0,0,0
19770,20654,11667,0,0,0
19771,20654,11833,0,0,8.130338
19772,20654,16500,0,0,8.130338
19773,20654,16667,0,0,0
19774,20655,0,0,0,0
19775,20655,167,0,0,0
19776,20655,3500,0,0,0
19777,20655,7000,0,0,96.50138
19778,20655,11833,0,0,96.50138
19779,20655,15167,0,0,0
19780,20655,16667,0,0,0
19781,20656,0,0,0,0
19782,20656,7000,0,0,-1E-05
19783,20656,7167,0,0,4.650018
19784,20656,11500,0,0,4.650018
19785,20656,11667,0,0,0
19786,20656,16667,0,0,0
19787,20657,0,0,0,0
19788,20657,3333,0,0,0
19789,20657,3500,0,0,-8.130338
19790,20657,14833,0,0,-8.130338
19791,20657,15000,0,0,0
19792,20657,16667,0,0,0
19874,21653,0,0,0,0
19875,21653,12000,0,0,0
19876,21653,13333,0,0,12.006389
19877,21653,18667,0,0,12.006389
19878,21653,20000,0,0,0
19879,21653,26667,0,0,0
19880,21654,0,0,0,0
19881,21654,5333,0,0,0
19882,21654,6667,-4.3E-05,-4E-06,-11.985562
19883,21654,25333,-4.3E-05,-4E-06,-11.985562
19884,21654,26667,0,0,0
19885,21655,0,0,0,0
19886,21655,5333,0,0,0
19887,21655,6667,5E-06,-4.3E-05,-11.985562
19888,21655,25333,5E-06,-4.3E-05,-11.985562
19889,21655,26667,0,0,0
19890,21656,0,0,0,0
19891,21656,12000,0,0,0
19892,21656,13333,0,0,12.006389
19893,21656,18667,0,0,12.006389
19894,21656,20000,0,0,0
19895,21656,26667,0,0,0
19869,32056,0,0,0,0
19870,32056,6667,0,0,0
19871,32056,13333,0.252098,0.00494,70.27203
19872,32056,20000,0.252098,0.00494,70.27203
19873,32056,26667,0,0,0
19896,32057,0,0,0,0
19897,32057,6667,0,0,0
19898,32057,13333,0.252073,0.000393,70.273155
19899,32057,20000,0.252073,0.000393,70.273155
19900,32057,26667,0,0,0
19620,47296,0,0,0,0
19621,47296,5000,0,0,0
19622,47296,6100,-5E-06,-2E-06,-1.754781
19623,47296,6933,-1.2E-05,-8E-06,-5.176656
19624,47296,12867,-6E-06,-2E-06,-66.789375
19625,47296,13833,-6E-06,-2E-06,-69.82408
19626,47296,15000,-6E-06,-2E-06,-71.2224
19627,47296,20000,-6E-06,-2E-06,-71.2224
19628,47296,21333,0,0,-69.81129
19629,47296,22233,0,0,-66.71331
19630,47296,28133,0,0,-5.247484
19631,47296,28800,0,0,-1.585036
19632,47296,30033,0,0,0
19633,47297,0,0,0,0
19634,47297,5000,0,0,0
19635,47297,5900,0,0,1.201138
19636,47297,6667,0,0,4.690253
19637,47297,10567,5E-06,5E-06,37.673847
19638,47297,13100,5E-06,5E-06,63.4456
19639,47297,14067,5E-06,5E-06,69.56289
19640,47297,15000,5E-06,5E-06,71.47621
19641,47297,20000,5E-06,5E-06,71.47621
19642,47297,21000,5E-06,5E-06,69.52738
19643,47297,21800,5E-06,5E-06,64.25132
19644,47297,25267,5E-06,5E-06,34.232037
19645,47297,27933,0,0,8.591193
19646,47297,28967,0,0,1.968553
19647,47297,30000,0,0,0
19566,80022,0,0,0,0
19567,80022,6600,0,0,0
19568,80022,6833,-0.004069,0.003554,-0.797146
19569,80022,7000,0,0,-3.62975
19570,80022,7233,0,0,-12.079661
19571,80022,7333,0,0,-11.731557
19572,80022,7433,0,0,-12.079661
19573,80022,7500,0,0,-11.918691
19574,80022,7600,0,0,-12.079661
19575,80022,25667,0,0,-12.079661
19576,80022,25867,0,0,-12.024594
19577,80022,26000,0,0,-11.767453
19578,80022,26567,0,0,-0.28282
19579,80022,26633,0,0,-0.041307
19580,80022,26667,0,0,0
19529,80023,0,0,0,0
19530,80023,6667,0,0,0
19531,80023,11000,-3E-06,0,-98.747856
19532,80023,11233,0.00651,0,-99.67161
19533,80023,11400,0.004442,0,-99.971954
19534,80023,11600,0.002892,0,-100.07994
19535,80023,11667,-3E-06,0,-100.06109
19536,80023,11700,-3E-06,0,-100.08206
19537,80023,21667,-3E-06,0,-100.08206
19538,80023,21767,-3E-06,0,-100.08968
19539,80023,21900,-3E-06,0,-99.6677
19540,80023,26333,0,0,-1.180162
19541,80023,26467,1.7E-05,3E-06,-0.328159
19542,80023,26600,0,0,-0.043593
19543,80023,26667,0,0,0
19544,80024,0,0,0,0
19545,80024,6533,0,0,-0.023912
19546,80024,6667,0,0,1.507623
19547,80024,11000,0,-6E-06,-97.22272
19548,80024,11233,3E-06,-6E-06,-98.13631
19549,80024,11400,3E-06,-6E-06,-98.43835
19550,80024,11567,0,-6E-06,-98.76382
19551,80024,11633,0,-6E-06,-99.11372
19552,80024,11700,0,-6E-06,-99.77599
19553,80024,11767,0,-6E-06,-100.05011
19554,80024,11800,0,-6E-06,-100.06504
19555,80024,21733,0,-6E-06,-100.0564
19556,80024,21767,0,-6E-06,-100.01347
19557,80024,21833,0,-6E-06,-99.0345
19558,80024,21867,0,-6E-06,-98.87473
19559,80024,21900,0,-6E-06,-98.15394
19560,80024,26333,0,0,0.351576
19561,80024,26367,0,0,0.561605
19562,80024,26467,0,0,1.200799
19563,80024,26567,0,0,0.015978
19564,80024,26633,0,0,0.009494
19565,80024,26667,0,0,0.023953
19581,85556,0,0,0,0
19582,85556,1700,0,0,0
19583,85556,3000,0,0,-43.16333
19584,85556,3167,0,0,-44.015217
19585,85556,3300,0,0,-44.489857
19586,85556,8300,0,0,-44.546577
19587,85556,8600,0,0,-43.889214
19588,85556,9733,0,0,-0.564806
19589,85556,9867,0,0,-0.180556
19590,85556,10000,0,0,-0.005751
19591,85556,13333,0,0,0
