ID,Name,FileName,SpecialID,SpecialAttachPoint,AreaEffectSize,VisualEffectNameFlags
18,zzOLD__Death Touch Cast,Spells\DeathTouchCast\DeathTouchCast.mdl,-1,4,1,0
20,zzOLD__Heal Hands,Spells\HealHands\HealHands.mdl,-1,4,1,0
21,HARDCODED Unit Level Up,Spells\LevelUp\LevelUp.mdl,1,0,1,1
23,zzOLD__FreezingFinger2_Impact_Head,Particles\FreezingFinger2_Impact_Head.MDL,-1,0,1,0
24,zzOLD__FreezingFinger_Impact_Chest,Particles\FreezingFinger_Impact_Chest.MDL,-1,0,1,0
25,zzOLD__FreezingFinger_Impact_Base,Particles\FreezingFinger_Impact_Base.MDL,-1,0,1,0
26,zzOLD__FrostCastConeofCold,Particles\FrostCastConeofCold.MDL,-1,0,1,0
27,zzOLD__Portal,Spells\Summon03\Summon03.mdl,-1,0,1,0
28,zzOLD__Numb_Impact_Base,Particles\Numb_Impact_Base.MDL,-1,0,1,0
29,zzOLD__FreezingCloud_Impact_Base,Particles\FreezingCloud_Impact_Base.MDL,-1,0,1,0
30,zzOLD__Numb_Precast_Hand,Particles\Numb_Precast_Hand.MDL,-1,0,1,0
32,zzOLD__FrostBolt Missle,Particles\FrostBolt_Missle.mdl,-1,0,1,0
33,zzOLD__FrostBlast_Precast_Hand,Particles\FrostBlast_Precast_Hand.MDL,-1,0,1,0
34,zzOLD__FrostBolt Impact,Particles\FrostBolt_Impact_Chest.mdl,-1,0,1,0
36,zzOLD__Freeze_Impact_Base,Particles\Freeze_Impact_Base.MDL,-1,0,1,0
37,zzOLD__Freeze_Impact_Chest,Particles\Freeze_Impact_Chest.MDL,-1,0,1,0
38,zzOLD__FrostArmor_Impact_Head,Particles\FrostArmor_Impact_Head.MDL,-1,0,1,0
39,zzOLD__FrostNova_Impact_Chest,Particles\FrostNova_Impact_Chest.MDL,-1,0,1,0
40,zzOLD__FreezeNova_Impact_Chest,Particles\FreezeNova_Impact_Chest.MDL,-1,0,1,0
41,zzOLD__FreezingFinger4_Impact_Head,Particles\FreezingFinger4_Impact_Head.mdl,-1,0,1,0
42,zzOLD__StarStun_State_Head,Particles\StarStun.MDL,-1,0,1,0
43,zzOLD__CorrodeArmor_Impact_Head,Particles\CorrodeArmor_Impact_Head.MDL,-1,0,1,0
44,zzOLD__Slow Hands,Particles\Slow_Hands.mdl,-1,0,1,0
45,Fire Precast Low Hand,Spells\Fire_Precast_Low_Hand.mdx,-1,0,1,0
46,zzOLD__BurningBlast_Precast_Base,Particles\BurningBlast_Precast_Base.MDL,-1,0,1,0
47,zzOLD__WallofFire_area,Particles\WallofFire_area.mdl,-1,0,1,0
48,zzOLD__BoltofIce_Impact_Chest,Particles\BoltofIce_Impact_Chest.mdl,-1,0,1,0
49,zzOLD__FrostBlast_Precast_Base,Particles\FrostBlast_Precast_Base.mdl,-1,0,1,0
50,StunSwirl State Head,Spells\StunSwirl_State_Head.mdx,-1,0,1,0
51,zzOLD__WalkofFire,Particles\WalkofFire_area.mdl,-1,0,2,0
53,zzOLD__Frost_Precast_Base,Particles\Frost_Precast_Base.mdl,-1,0,1,0
54,Ice Precast Uber Head,Spells\Ice_Precast_Uber_Head.mdx,-1,0,1,0
55,Combat Blood Spurt Back Large Red,Particles\BloodSpurts\BloodSpurtLarge.mdx,24,10,1,0
56,zzOLD__BoltofFire_missle,Particles\BoltofFire_missle.mdl,-1,0,1,0
57,zzOLD__FireShield_Impact_Base,Particles\FireShield_Impact_Base.mdl,-1,0,1,0
58,zzOLD__Frost_Cast_Chest,Particles\Frost_Cast_Chest.mdl,-1,0,1,0
59,zzOLD__Frost_Precast_Chest,Particles\Frost_Precast_Chest.mdl,-1,0,1,0
60,zzOLD__Frost_Cast_Base,Particles\Frost_Cast_Base.mdl,-1,0,1,0
61,zzOLD__Frost_Precast3_Base,Particles\Frost_Precast3_Base.mdl,-1,0,1,0
62,zzOLD__Frost_Cast2_Base,Particles\Frost_Cast2_Base.mdl,-1,0,1,0
63,zzOLD__Frost_Precast_Low_Hand,Particles\Frost_Precast_Low_Hand.mdl,-1,0,1,0
64,zzOLD__Frost_Cast_Hand,Particles\Frost_Cast_Hand.mdl,-1,0,1,0
65,zzOLD__BurningBlast_Cast_Base,Particles\BurningBlast_Cast_Base.mdl,-1,0,1,0
66,zzOLD__FreezingFinger1_Impact_Head,Particles\FreezingFinger1_Impact_Head.mdl,-1,0,1,0
67,zzOLD__FrostBlast_Cast_Base,Particles\FrostBlast_Cast_Base.mdl,-1,0,1,0
68,zzOLD__FreezingFinger3_Impact_Head,Particles\FreezingFinger3_Impact_Head.mdl,-1,0,1,0
69,zzOLD__CircleofFlame_area,Particles\CircleofFlame_area.mdl,-1,0,1,0
70,Rejuvenation Impact Base,Spells\Rejuvenation_Impact_Base.mdx,-1,0,1,0
71,zzOLD__Rejuvenation Impact Chest,Particles\NaturesTouch1_Impact_Chest.mdl,-1,0,1,0
72,zzOLD__Nature_Precast_Base,Particles\Nature_Precast_Base.mdl,-1,0,1,0
73,Nature Cast Hand,Spells\Nature_Cast_Hand.mdx,-1,4,1,0
74,CallLightning Impact,Spells\CallLightning_Impact.mdx,-1,4,1,0
75,zzOLD__FireShield_State_Base,Particles\FireShield_State_Base.mdl,-1,1196424,0,0
76,zzOLD__Engulfing_Flame_Impact,Particles\Engulfing_Flame_Impact.mdl,-1,1196424,0,0
77,zzOLD__CallStorm_PreCast_Base,Particles\CallStorm_PreCast_Base.mdl,-1,0,1,0
78,zzOLD__LightningShield_Impact_Chest,Particles\LightningShield_Impact_Chest.mdl,-1,0,1,0
79,EntanglingRoots_Impact_Base,Particles\EntanglingRoots_Impact_Base.mdl,-1,4,1,0
80,EntanglingRoots State,Spells\EntanglingRoots_State.mdx,-1,4,1,8
81,zzOLD__FrostCloud_Cast_Base,Particles\FrostCloud_Cast_Base.mdl,-1,0,1,0
82,zzOLD__Nature_Cast_Base,Particles\Nature_Cast_Base.mdl,-1,0,1,0
83,Ice ImpactDD Low Chest,Spells\Ice_ImpactDD_Low_Chest.mdx,-1,4,1,0
84,zzOLD__IcePrison_State_Base,Particles\IcePrison_State.mdl,-1,4,1,0
85,zzOLD__Resurrection_Impact_Base,Particles\Resurrection_Impact_Base.mdl,-1,4,1,0
86,Defensive Stance Impact Chest,Spells\DefensiveStance_Impact_Chest.mdx,-1,0,1,0
87,zzOLD__LightningShield_Cast_Base,Particles\LightningShield_Cast_Base.mdl,-1,4,1,0
88,Lightning PreCast Low Hand,Spells\Lightning_PreCast_Low_Hand.mdx,-1,0,1,0
89,Immolate Impact Chest,Spells\Immolate_Impact_Chest.mdx,-1,4,1,0
90,SliceDice Impact Chest,Spells\SliceDice_Impact_Chest.mdx,-1,4,1,0
91,zzOLD__BloodLust_Impact_Base,Particles\BloodLust_Impact_Base.mdl,-1,4,1,0
92,zzOLD__Dismember_Impact_Chest,Particles\Dismember_Impact_Chest.mdl,-1,0,1,0
93,ShieldBash Impact Chest,Spells\ShieldBash_Impact_Chest.mdx,-1,0,1,0
94,BloodLust State Hand,Spells\BloodLust_State_Hand.mdx,-1,0,1,0
95,zzOLD__BloodLust_Precast_Base,Particles\BloodLust_Precast_Base.mdl,-1,0,1,0
96,zzOLD__Lightning_PreCast_Base,Particles\Lightning_PreCast_Base.mdl,-1,0,1,0
97,Cripple State Chest,Spells\Cripple_State_Chest.mdx,-1,0,1,0
98,zzOLD__Impale_Impact_Chest,Particles\Impale_Impact_Chest.mdl,-1,0,1,0
99,Food HealEffect Base,Spells\Food_HealEffect_Base.mdx,-1,0,1,0
100,Teleport,Spells\Teleport.mdx,-1,4,1,0
101,HeadSplitter Impact Chest,Spells\HeadSplitter_Impact_Chest.mdx,-1,0,1,0
210,zzOLD__Frost_Precast_Uber_Base,Particles\Frost_Precast_Uber_Base.mdl,-1,4,1,0
211,Holy Precast Uber Base,Spells\Holy_Precast_Uber_Base.mdx,-1,4,1,0
212,Fire ImpactDD High Chest,Spells\Fire_ImpactDD_High_Chest.mdx,-1,1194572,0,0
213,Fire ImpactDD High Base,Spells\Fire_ImpactDD_High_Base.mdx,-1,0,1,0
214,Ice ImpactDD Med Chest,Spells\Ice_ImpactDD_Med_Chest.mdx,-1,4,1,0
215,Swipe Caster,Spells\SwipeCaster.mdx,-1,4,1,0
216,Ice ImpactDD Uber Chest,Spells\Ice_ImpactDD_Uber_Chest.mdx,-1,0,1,0
217,Fire ImpactDD Low Chest,Spells\Fire_ImpactDD_Low_Chest.mdx,-1,0,1,0
218,Fire ImpactDD Med Chest,Spells\Fire_ImpactDD_Med_Chest.mdx,-1,0,1,0
219,Fire ImpactDD Uber Base,Spells\Fire_ImpactDD_Uber_Base.mdx,-1,0,1,0
220,Fire ImpactDD Uber Chest,Spells\Fire_ImpactDD_Uber_Chest.mdx,-1,0,1,0
221,Ice Precast High Head,Spells\Ice_Precast_High_Head.mdx,-1,10,1,0
222,Holy ImpactDD High Base,Spells\Holy_ImpactDD_High_Base.mdx,-1,10,1,0
223,DeathCoil Impact Chest,Spells\DeathCoil_Impact_Chest.mdx,-1,0,1,0
224,Holy Missile Low,Spells\Holy_Missile_Low.mdx,-1,10,1,0
225,Holy Missile Med,Spells\Holy_Missile_Med.mdx,-1,10,1,0
226,Holy Missile High,Spells\Holy_Missile_High.mdx,-1,0,1,0
227,Holy Missile Uber,Spells\Holy_Missile_Uber.mdx,-1,10,1,0
228,BloodyExplosion,Spells\BloodyExplosion.mdx,-1,10,1,0
229,Flamestrike ImpactDD Med Base,Spells\FlameStrike_ImpactDD_Med_Base.mdx,-1,0,1,0
230,Poison ImpactDot Med Chest,Spells\Poison_ImpactDot_Med_Chest.mdx,-1,10,1,0
231,Ice Missile Low,Spells\Ice_Missile_Low.mdx,-1,10,1,0
232,Ice Missile Med,Spells\Ice_Missile_Med.mdx,-1,0,1,0
233,Ice Missile High,Spells\Frostbolt.mdx,-1,0,1,0
234,Ice Missile Uber,Spells\Ice_Missile_Uber.mdx,-1,0,1,0
235,zzOLD__Ice ImpactDOT Low Base,Spells\Ice_ImpactDOT_Low.mdx,-1,10,1,0
236,Poison StateDot Med Base,Spells\Poison_ImpactDot_Med_Base.mdx,-1,10,1,0
237,FireStrike Missile Low,Spells\FireStrike_Missile_Low.mdx,-1,1194004,0,0
238,FrostArmor Low Head,Spells\FrostArmor_Low_Head.mdx,-1,10,1,0
239,Shadow ImpactBuff Base,Spells\Shadow_ImpactBuff_Base.mdx,-1,10,1,0
240,Dispel Low Base,Spells\Dispel_Low_Base.mdx,-1,10,1,0
241,DemonArmor Impact Head,Spells\DemonArmor_Impact_Head.mdx,-1,10,1,0
242,Item - Potion Healing,Spells\PotionA_SpellObject.mdx,-1,0,1,0
243,PotionB SpellObject,Spells\PotionB_SpellObject.mdx,-1,0,1,0
244,HolyLight Low Head,Spells\HolyLight_Low_Head.mdx,-1,10,1,0
245,LayonHands Low Chest,Spells\LayonHands_Low_Chest.mdx,-1,10,1,0
246,LayonHands Low Head,Spells\LayonHands_Low_Head.mdx,-1,10,1,0
247,HolyWordHeal Base,Spells\HolyWordHeal_Base.mdx,-1,10,1,0
248,Greater Heal Low Base,Spells\GreaterHeal_Low_Base.mdx,-1,10,1,0
249,Heal Low Base,Spells\Heal_Low_Base.mdx,-1,10,1,0
251,Corruption State Base,Spells\Corruption_ImpactDot_Med_Base.mdx,-1,10,1,0
252,Fire DOT State Chest,Spells\Fire_DOT_State_Chest.mdx,-1,10,1,0
253,Nullify base,Spells\Nullify_base.mdx,-1,10,1,0
254,ChainsofIce Low Base,Spells\ChainsofIce_Low_Base.mdx,-1,10,1,8
255,Sleep State Head,Spells\Sleep_State_Head.mdx,-1,10,1,0
256,Dynamite Lit,Spells\DynamiteA_SpellObject.mdx,-1,10,1,0
257,Bomb Explosion,Spells\Bomb_ExplosionA.mdx,-1,10,1,8
258,Dynamite Missile,Spells\DynamiteA_Missile.mdx,-1,10,1,0
259,Frost Bolt Missile,Spells\Frostbolt.mdx,-1,0,1,0
260,SealofMight Low Base,Spells\SealofMight_Low_Base.mdx,-1,10,1,0
261,BurningSpirit Impact Base,Spells\BurningSpirit_Impact_Base.mdx,-1,0,1,0
262,DivineShield Low Chest,Spells\DivineShield_Low_Chest.mdx,-1,10,1,0
263,DivineShield Low Base,Spells\DivineShield_Low_Base.mdx,-1,10,1,0
264,BurningIntellect Impact Base,Spells\BurningIntellect_Impact_Base.mdx,-1,10,1,0
265,ArcaneIntellect Impact Base,Spells\ArcaneIntellect_Impact_Base.mdx,-1,0,1,0
266,Taunt Head,Spells\Taunt_Head.mdx,-1,0,1,0
267,Conjure Item,Spells\ConjureItem.mdx,-1,1191944,0,0
268,Devotion Aura Base,Spells\DevotionAura_Base.mdx,-1,0,1,0
269,Conjure Item Cast,Spells\ConjureItemCast.mdx,-1,4,1,0
270,Soul Funnel Impact Chest,Spells\SoulFunnel_Impact_Chest.mdx,-1,0,1,0
271,Mana Funnel Impact Chest,Spells\ManaFunnel_Impact_Chest.mdx,-1,0,1,0
272,Magic PreCast Hand,Spells\Magic_PreCast_Hand.mdx,-1,4,1,0
273,Rake,Spells\Rake.mdx,-1,0,1,0
274,Anti-Shadow Impact Base,Spells\AntiShadow_Impact_Base.mdx,-1,0,1,0
276,Bestow Disease Impact Chest,Spells\BestowDisease_Impact_Chest.mdx,-1,0,1,0
277,Create Soulstone Cast,Spells\CreateSoulstone_Cast.mdx,-1,0,1,0
278,RetributionAura Base,Spells\RetributionAura_Base.mdx,-1,0,1,0
279,Resurrection Low Base,Spells\Resurrection_Low_Base.mdx,-1,1196196,0,0
280,Polymorph Impact,Spells\Polymorph_Impact.mdx,-1,4,1,0
281,LightningBolt Impact Chest,Spells\LightningBolt_Impact_Chest.mdx,-1,0,1,0
282,Frost Nova Area,Spells\Frost_Nova_area.mdx,-1,4,1,0
284,Frost Nova state,Spells\Frost_Nova_state.mdx,-1,4,1,0
285,Immolate State,Spells\Immolate_State.mdx,-1,10,1,0
286,Maul Impact,Spells\MaulImpact.mdx,-1,0,1,0
287,Fire Precast Hand,Spells\Fire_Precast_Hand.mdx,-1,0,0,0
288,Fire Cast Hand,Spells\Fire_Cast_Hand.mdx,-1,0,0,0
289,Harm Undead Aura Base,Spells\HarmUndeadAura_Base.mdx,-1,0,1,0
290,Maul Cast Base,Spells\MaulCasterBase.mdx,-1,0,1,0
291,Nature Precast Chest,Spells\Nature_Precast_Chest.mdx,-1,0,0,0
292,Flamestrike Area,Spells\Flamestrike_Area.mdx,-1,0,1,0
293,Lightning Cast Hand,Spells\Lightning_Cast_Hand.mdx,-1,0,0,0
294,HolySmite Low Chest,Spells\HolySmite_Low_Chest.mdx,-1,0,1,0
296,LightningShield State Base,Spells\LightningShield_State_Base.mdx,-1,0,0,0
297,Immolate State Base,Spells\Immolate_State_Base.mdx,-1,0,1,0
298,Life Tap State Chest,Spells\Lifetap_State_Chest.mdx,-1,0,1,0
299,Smash Impact Chest,Spells\Smash_Impact_Chest.mdx,-1,0,0,0
300,ShadowWordDominate Chest,Spells\ShadowWordDominate_Chest.mdx,-1,0,1,0
301,ShadowWordSilence Breath,Spells\ShadowWordSilence_Breath.mdx,-1,0,1,0
303,Anti-Magic PreCast Hand,Spells\AntiMagic_PreCast_Hand.mdx,-1,0,1,0
304,Anti-Magic State Base,Spells\AntiMagic_State_Base.mdx,-1,0,1,0
305,ShadowWordPain Chest,Spells\ShadowWordPain_Chest.mdx,-1,0,1,0
306,Magic Unlock,Spells\MagicUnlock.mdx,-1,4,1,0
307,Dark Ritual PreCast Base,Spells\DarkRitual_PreCast_Base.mdx,-1,0,1,0
308,ShadowWordFumble Head,Spells\ShadowWordFumble_Head.mdx,-1,0,1,0
309,Detect Invisibility Impact Base,Spells\DetectInvis_Impact_Base.mdx,-1,0,1,0
310,Detect Invisibility Impact Head,Spells\DetectInvis_Impact_Head.mdx,-1,0,1,0
311,CurseofWeakness Head,Spells\CurseofWeakness_Head.mdx,-1,0,1,0
312,CurseofFrailty Head,Spells\CurseofFrailty_Head.mdx,-1,0,1,0
313,RemoveCurse Base,Spells\RemoveCurse_Base.mdx,-1,0,1,0
314,NullifyDisease Base,Spells\NullifyDisease_Base.mdx,-1,0,1,0
102,Bloodlust Cast Hand,Spells\BloodLust_Cast_Hand.mdx,-1,4,1,0
103,SummonPet PreCast Impact Base,Spells\SummonPet_Impact_Base.mdx,-1,0,1,0
104,zzOLD__DismemberBlood_Impact_Chest,Particles\DismemberBlood_Impact_Chest.mdl,-1,0,1,0
105,Footstep Spray Dirt Run,Particles\FootstepSprayDirt.mdl,4,4,1,1
106,Footstep Spray Dirt Walk,Particles\FootstepSprayDirtWalk.mdl,5,4,1,1
107,HARDCODED Breath Cold,Particles\ColdBreath.mdl,6,5,1,3
108,HARDCODED Breath Underwater,Particles\Bubbles.mdl,7,5,1,3
109,Combat Blood Spurt Front Small Red,Particles\BloodSpurts\BloodSpurt.mdl,8,11,1,1
110,Holy ImpactDD Uber Chest,Spells\Holy_ImpactDD_Uber_Chest.mdx,-1,6,1,1
117,Ice Precast Low Hand,Spells\Ice_Precast_Low_Hand.mdx,-1,6,1,1
118,zzOLD__Hit Splat Physical Big,Particles,-1,0,1,0
119,Holy Precast Uber Hand,Spells\Holy_Precast_Uber_Hand.mdx,-1,0,1,0
120,zzOLD__Hit Splat Holy Small,Particles,-1,0,1,0
121,Ice Precast Med Hand,Spells\Ice_Precast_Med_Hand.mdx,-1,6,1,1
122,Ice Precast High Base,Spells\Ice_Precast_High_Base.mdx,-1,6,1,1
123,Holy Precast High Base,Spells\Holy_Precast_High_Base.mdx,-1,6,1,1
124,Holy ImpactDD Med Chest,Spells\Holy_ImpactDD_Med_Chest.mdx,-1,6,1,1
125,Holy ImpactDD High Chest,Spells\Holy_ImpactDD_High_Chest.mdx,-1,6,1,1
126,Ice Precast High Hand,Spells\Ice_Precast_High_Hand.mdx,-1,6,1,1
127,Ice Precast Uber Hand,Spells\Ice_Precast_Uber_Hand.mdx,-1,6,1,1
128,Ice Precast Uber Base,Spells\Ice_Precast_Uber_Base.mdx,-1,6,1,1
129,Holy ImpactDD Low Chest,Spells\Holy_ImpactDD_Low_Chest.mdx,-1,6,1,1
130,Holy Precast Med Hand,Spells\Holy_Precast_Med_Hand.mdx,-1,6,1,1
131,Holy Precast High Hand,Spells\Holy_Precast_High_Hand.mdx,-1,6,1,1
