ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0]
305,0,130,0,0,11,0,25,0,0,0,-1,North Tide's Run
306,0,130,0,0,11,0,25,0,0,0,-1,South Tide's Run
307,0,47,0,0,11,44,25,1,0,0,-1,The Overlook Cliffs
309,0,11,0,0,11,72,25,9,1098149477,0,24,Ironbeard's Tomb
310,0,33,0,0,11,0,25,0,0,0,-1,Crystalvein Mine
312,0,33,0,0,11,0,25,0,0,0,-1,Janeiro's Point
314,0,45,0,0,11,0,25,0,0,0,33,Go'Shek Farm
316,0,45,0,0,11,0,25,0,0,0,35,Boulderfist Hall
318,0,45,0,0,11,0,25,0,0,0,-1,Drywhisker Gorge
320,0,45,0,0,11,0,25,0,0,0,30,Refuge Pointe
321,0,45,0,0,11,37,25,8,0,0,30,Hammerfall
323,0,45,0,0,11,0,25,0,0,0,-1,O'Breen's Camp
324,0,45,0,0,11,0,25,0,0,0,36,Stromgarde Keep
325,0,45,0,0,11,0,25,0,0,0,-1,The Tower of Arathor
326,0,45,0,0,11,0,25,0,0,0,-1,The Sanctum
327,0,45,0,0,11,37,25,8,0,0,-1,Faldir's Cove
330,0,0,0,0,11,0,25,0,0,0,-1,Thandol Span
331,1,0,0,0,11,35,25,11,0,0,-1,Ashenvale
332,1,0,0,0,11,10,25,9,0,0,-1,The Great Sea
333,0,45,0,0,11,0,25,0,0,0,38,Circle of East Binding
334,0,45,0,0,11,0,25,0,0,0,38,Circle of West Binding
335,0,45,0,0,11,0,25,0,0,0,38,Circle of Inner Binding
336,0,45,0,0,11,0,25,0,0,0,38,Circle of Outer Binding
337,0,3,0,0,11,47,25,7,0,0,-1,Apocryphan's Rest
340,0,3,0,0,11,0,25,0,0,0,-1,Kargath
341,0,3,0,0,11,0,25,0,0,0,-1,Camp Kosh
342,0,3,0,0,11,0,25,0,0,0,-1,Camp Boff
343,0,3,0,0,11,0,25,0,0,0,-1,Camp Wurg
344,0,3,0,0,11,0,25,0,0,0,-1,Camp Cagg
345,0,3,0,0,11,47,25,7,0,0,-1,Agmond's End
346,0,3,0,0,11,0,25,0,0,0,-1,Hammertoe's Digsite
347,0,3,0,0,11,0,25,0,0,0,-1,Dustbelch Grotto
348,0,47,0,0,11,44,25,1,0,0,-1,Aerie Peak
349,0,47,0,0,11,44,25,1,0,0,-1,Wildhammer Keep
350,0,47,0,0,11,44,25,1,0,0,-1,Quel'Danil Lodge
351,0,47,0,0,11,44,25,1,0,0,-1,Skulk Rock
352,0,47,0,0,11,44,25,1,0,0,-1,Zun'watha
353,0,47,0,0,11,44,25,1,0,0,-1,Shadra'Alor
356,0,47,0,0,11,44,25,1,0,0,-1,Seradane
357,1,0,0,0,11,0,25,3,0,0,-1,Feralas
358,1,215,0,0,11,45,25,9,0,0,4,Brambleblade Ravine
359,1,17,0,0,11,46,25,7,0,0,25,Bael Modan
360,1,215,0,0,11,45,25,9,1315270255,0,7,The Venture Co. Mine
361,1,0,0,0,11,35,25,2,0,0,-1,Felwood
362,1,14,0,0,11,47,25,9,0,0,5,Razor Hill
363,1,14,0,0,11,47,25,9,0,0,0,Valley of Trials
364,1,14,0,0,11,47,25,9,0,0,-1,The Den
365,1,14,0,0,11,47,25,9,0,0,-1,Burning Blade Coven
366,1,14,0,0,11,47,25,9,0,0,7,Kolkar Crag
367,1,14,0,0,11,47,25,9,0,0,6,Sen'jin Village
368,1,14,0,0,11,17,25,9,0,0,7,Echo Isles
369,1,14,0,0,11,47,25,9,0,0,9,Thunder Ridge
370,1,14,0,0,11,47,25,9,0,0,0,Drygulch Ravine
372,1,14,0,0,11,47,25,9,0,0,6,Tiragarde Keep
373,1,14,0,0,11,47,25,9,0,0,6,Scuttle Coast
374,1,14,0,0,11,93,25,9,0,0,-1,Bladefist Bay
375,1,14,0,0,11,47,25,9,0,0,-1,Deadeye Shore
377,1,0,0,0,11,93,25,9,0,0,9,Southfury River
378,1,17,0,0,11,46,25,7,0,0,10,Camp Taurajo
379,1,17,0,0,11,46,25,7,0,0,10,Far Watch Post
380,1,17,0,0,11,46,25,7,0,0,15,The Crossroads
381,1,17,0,0,11,46,25,0,0,0,-1,Boulder Load Mine
383,1,17,0,0,11,0,25,0,0,0,14,The Dry Hills
384,1,17,0,0,11,30,25,9,0,0,-1,Dreadmist Peak
385,1,17,0,0,11,0,25,0,0,0,-1,Northwatch Hold
386,1,17,0,0,11,46,25,7,0,0,12,The Forgotten Pools
388,1,17,0,0,11,46,25,7,0,0,15,The Stagnant Oasis
390,1,17,0,0,11,0,25,0,0,0,20,Field of Giants
391,1,17,0,0,11,0,25,0,0,0,12,The Merchant Coast
392,1,17,0,0,11,46,25,7,0,0,15,Ratchet
393,1,14,0,0,11,47,25,9,0,0,0,Darkspear Strand
394,0,0,0,0,11,0,25,0,0,0,-1,Darrowmere Lake
395,0,394,0,0,11,0,25,0,0,0,-1,Caer Darrow
396,1,215,0,0,11,45,25,9,0,0,6,Winterhoof Water Well
397,1,215,0,0,11,45,25,9,0,0,7,Thunderhorn Water Well
1,0,0,1,0,11,16,25,8,0,0,-1,Dun Morogh
2,0,40,0,0,11,72,25,9,1098149477,0,-1,Longshore
3,0,0,0,0,11,47,25,7,0,0,-1,Badlands
4,0,0,0,0,11,72,25,7,0,0,-1,Blasted Lands
7,0,33,0,0,11,17,25,3,0,0,-1,Blackwater Cove
8,0,0,0,0,11,34,25,3,0,0,-1,Swamp of Sorrows
9,0,12,0,0,11,9,25,1,0,0,0,Northshire Valley
12,0,0,0,0,11,9,25,1,0,0,-1,Elwynn Forest
14,1,0,0,0,11,47,25,9,0,0,-1,Durotar
15,1,0,0,0,11,34,25,3,0,0,-1,Dustwallow Marsh
16,1,0,0,0,11,0,25,0,0,0,-1,Aszhara
17,1,0,0,0,11,46,25,7,0,0,-1,The Barrens
18,0,12,0,0,11,9,25,1,0,0,0,Crystal Lake
20,0,40,0,0,11,72,25,9,1098149477,0,-1,Moonbrook
21,0,0,0,0,11,16,25,8,1315270255,0,-1,Kul Tiras
23,0,12,0,0,11,9,25,0,0,0,-1,Northshire River
24,0,12,0,0,11,9,25,1,0,0,0,Northshire Abbey
25,0,0,0,0,11,30,25,10,0,0,-1,Blackrock Mountain
28,0,0,0,0,11,41,25,10,0,0,-1,Western Plaguelands
30,0,0,0,0,11,0,25,0,0,0,-1,Nine
32,0,10,0,0,11,14,25,2,0,0,-1,The Cemetary
33,0,0,0,0,11,17,25,3,0,0,-1,Stranglethorn Vale
34,0,12,0,0,11,9,25,1,0,0,8,Echo Ridge Mine
35,0,33,0,0,11,17,25,3,0,0,-1,Booty Bay
36,0,0,0,0,11,40,25,1,0,0,-1,Alterac Mountains
37,0,33,0,0,11,17,25,3,0,0,-1,Lake Nazferiti
38,0,0,0,0,11,44,25,1,0,0,-1,Loch Modan
40,0,0,0,0,11,72,25,9,1315270255,0,-1,Westfall
42,0,10,0,0,11,14,25,2,0,0,-1,Darkshire
43,0,33,0,0,11,17,25,3,0,0,-1,Wild Shore
44,0,0,0,0,11,15,25,1,0,0,-1,Redridge Mountains
45,0,0,0,0,11,37,25,8,0,0,-1,Arathi Highlands
46,0,0,0,0,11,30,25,10,0,0,-1,Burning Steppes
47,0,0,0,0,11,44,25,1,0,0,-1,The Hinterlands
49,0,22,0,0,11,0,25,0,0,0,-1,Dead Man's Hole
51,0,0,0,0,11,30,25,10,0,0,-1,Searing Gorge
53,0,12,0,0,11,9,25,1,0,0,-1,Thieves Camp
55,0,12,0,0,11,9,25,17,2541,1,0,Valley of Heroes
56,0,12,0,0,11,9,25,1,0,0,6,Heroes' Vigil
57,0,12,0,0,11,9,25,1,0,0,5,Fargodeep Mine
59,0,12,0,0,11,9,25,1,0,0,-1,Northshire Vineyards
61,0,12,0,0,11,9,25,1,0,0,-1,Thunder Falls
62,0,12,0,0,11,9,25,1,0,0,8,Brackwell Pumpkin Patch
63,0,12,0,0,11,9,25,1,0,0,6,The Stonefield Farm
64,0,12,0,0,11,9,25,1,0,0,6,The Maclure Vineyards
65,0,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***
66,1,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***
67,17,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***
69,0,44,0,0,11,15,25,1,0,0,-1,Lakeshire
70,0,44,0,0,11,15,25,1,0,0,-1,Stonewatch
72,0,4,0,0,11,10,25,7,0,0,-1,Dark Portal
73,0,4,0,0,11,0,25,7,0,0,-1,Demonic Stronghold
74,0,8,0,0,11,34,25,0,0,0,-1,Pool of Tears
75,0,8,0,0,11,34,25,0,0,0,-1,Stonard
76,0,8,0,0,11,34,25,0,0,0,-1,Fallow Sanctuary
77,0,1,0,0,11,55,25,8,0,0,0,Anvilmar
80,0,12,0,0,11,0,25,17,0,0,10,Stormwind City
82,0,22,0,0,11,1,25,0,0,0,-1,Jeff NW Quadrant
83,0,22,0,0,11,2,25,0,0,0,-1,Jeff SE Quadrant
84,0,22,0,0,11,0,25,0,0,0,-1,Jeff SW Quadrant
85,0,0,0,0,11,36,25,2,1098149477,0,-1,Tirisfal Glades
86,0,12,0,0,11,9,25,1,0,0,0,Stone Cairn Lake
88,0,12,0,0,11,9,25,1,0,0,6,Eastvale Logging Camp
89,0,12,0,0,11,9,25,1,0,0,-1,Mirror Lake Orchard
91,0,12,0,0,11,9,25,1,0,0,8,Tower of Azora
94,0,10,0,0,11,14,25,2,0,0,-1,Raven Hill
95,0,44,0,0,11,15,25,1,0,0,-1,Redridge Canyons
96,0,44,0,0,11,15,25,1,0,0,-1,Tower of Ilgalar
97,0,44,0,0,11,15,25,1,0,0,-1,Alther's Mill
98,0,44,0,0,11,15,25,1,0,0,-1,Rethban Caverns
99,0,33,0,0,11,17,25,3,0,0,-1,Rebel Camp
101,0,33,0,0,11,17,25,3,0,0,-1,Kurzen's Compound
103,0,33,0,0,11,17,25,3,0,0,-1,Ruins of Zul'Mamwe
104,0,33,0,0,11,17,25,3,0,0,-1,The Vile Reef
105,0,33,0,0,11,17,25,3,0,0,-1,Mosh'Ogg Ogre Mound
106,0,33,0,0,11,17,25,3,0,0,-1,The Stockpile
107,0,40,0,0,11,72,25,9,1098149477,0,-1,Saldean's Farm
108,0,40,0,0,11,72,25,9,1098149477,0,-1,Sentinel Hill
109,0,40,0,0,11,72,25,9,1098149477,0,-1,Furlbrow's Pumpkin Farm
111,0,40,0,0,11,72,25,9,1098149477,0,-1,Jangolode Mine
115,0,40,0,0,11,72,25,9,1098149477,0,-1,Westfall Lighthouse
116,0,8,0,0,11,34,25,0,0,0,-1,Misty Valley
118,0,11,0,0,11,38,25,3,0,0,22,Whelgar's Excavation Site
121,0,10,0,0,11,14,25,15,0,0,-1,Tranquil Gardens Cemetery
122,0,33,0,0,11,17,25,3,0,0,-1,Zuuldaia Ruins
123,0,33,0,0,11,17,25,3,0,0,-1,Bal'lal Ruins
125,0,33,0,0,11,17,25,3,0,0,-1,Kal'ai Ruins
126,0,33,0,0,11,17,25,3,0,0,-1,Tkashi Ruins
127,0,33,0,0,11,17,25,3,0,0,-1,Balia'mah Ruins
128,0,33,0,0,11,17,25,3,0,0,-1,Ziata'jai Ruins
129,0,33,0,0,11,17,25,3,0,0,-1,Mizjah Ruins
130,0,0,0,0,11,39,25,2,0,0,-1,Silverpine Forest
131,0,1,0,0,11,16,25,8,0,0,5,Kharanos
132,0,1,0,0,11,16,25,0,0,0,0,Coldridge Valley
133,0,1,0,0,11,16,25,8,0,0,10,Gnomeregan
134,0,1,0,0,11,16,25,8,0,0,10,Gol'Bolar Quarry
135,0,1,0,0,11,16,25,8,0,0,0,Frostmane Hold
136,0,1,0,0,11,0,25,0,0,0,5,The Grizzled Den
137,0,1,0,0,11,16,25,8,0,0,7,Brewnall Village
138,0,1,0,0,11,16,25,8,0,0,0,Misty Pine Refuge
139,0,0,0,0,11,41,25,10,0,0,-1,Eastern Plaguelands
141,1,0,0,0,11,35,25,11,0,0,-1,Teldrassil
142,0,38,0,0,11,44,25,1,0,0,15,Ironband's Excavation Site
143,0,38,0,0,11,44,25,1,0,0,18,Mo'grosh Stronghold
144,0,38,0,0,11,44,25,1,0,0,10,Thelsamar
145,0,38,0,0,11,44,25,1,0,0,18,Algaz Gate
146,0,38,0,0,11,44,25,1,0,0,15,Stonewrought Dam
147,0,38,0,0,11,44,25,1,0,0,15,The Farstrider Lodge
148,1,0,0,0,11,33,25,11,0,0,-1,Darkshore
149,0,38,0,0,11,44,25,1,0,0,12,Silver Stream Mine
150,0,11,0,0,11,38,25,3,0,0,20,Menethil Harbor
152,0,85,0,0,11,36,25,2,0,0,0,The Bulwark
154,0,85,0,0,11,36,25,15,0,0,0,Deathknell
155,0,85,0,0,11,36,25,2,0,0,-1,Night Web's Hollow
156,0,85,0,0,11,36,25,2,0,0,6,Solliden Farmstead
157,0,85,0,0,11,36,25,15,0,0,8,Agamand Mills
158,0,85,0,0,11,56,25,15,0,0,-1,Agamand Family Crypt
159,0,85,0,0,11,36,25,15,0,0,5,Brill
160,0,85,0,0,11,36,25,2,0,0,12,Whispering Gardens
161,0,85,0,0,11,36,25,2,0,0,0,Terrace of Repose
162,0,85,0,0,11,36,25,2,0,0,7,Brightwater Lake
163,0,85,0,0,11,36,25,2,0,0,-1,Gunther's Retreat
164,0,85,0,0,11,36,25,2,0,0,7,Garren's Haunt
165,0,85,0,0,11,36,25,15,0,0,5,Balnir Farmstead
166,0,85,0,0,11,36,25,2,0,0,5,Cold Hearth Manor
167,0,85,0,0,11,36,25,2,0,0,8,Crusader Outpost
168,0,85,0,0,11,36,25,2,0,0,8,The North Coast
170,0,0,0,0,11,36,25,2,0,0,-1,Lordamere Lake
172,0,130,0,0,11,39,25,2,0,0,18,Fenris Isle
187,1,141,0,0,11,35,25,76,1315270255,1,7,Darnassus
189,0,1,0,0,11,16,25,8,0,0,5,Steelgrill's Depot
190,0,28,0,0,11,0,25,0,0,0,-1,Hearthglenn
192,0,28,0,0,11,0,25,0,0,0,-1,Northridge Lumber Camp
193,0,28,0,0,11,0,25,15,0,0,-1,Ruins of Anderhol
195,0,28,0,0,11,0,25,0,0,0,-1,School of Necromancy
197,0,28,0,0,11,0,25,15,0,0,-1,Sorrow Hill
198,0,28,0,0,11,0,25,0,0,0,-1,The Weeping Cave
199,0,28,0,0,11,0,25,0,0,0,-1,Felstone Field
200,0,28,0,0,11,0,25,0,0,0,-1,Dalson's Tears
201,0,28,0,0,11,0,25,0,0,0,-1,Gahrron's Withering
202,0,28,0,0,11,41,25,10,0,0,-1,The Writhing Haunt
203,0,28,0,0,11,0,25,0,0,0,-1,Mardenholde Keep
204,0,130,0,0,11,39,25,2,0,0,15,Pyrewood Village
205,0,11,0,0,11,38,25,0,0,0,28,Dun Modr
206,36,0,0,0,11,72,25,9,0,0,-1,Westfall
207,36,0,0,0,11,10,25,9,0,0,-1,The Great Sea
208,36,0,0,0,11,0,25,0,0,0,-1,Ironclad Cove
209,33,0,0,0,11,39,25,2,1315270255,0,-1,Shadowfang
210,36,0,4,0,11,0,25,0,0,0,-1,***On Map Dungeon***
211,0,1,0,0,11,16,25,8,0,0,0,Iceflow Lake
212,0,1,0,0,11,16,25,8,0,0,8,Helm's Bed Lake
213,0,130,0,0,11,39,25,2,0,0,-1,Deep Elem Mine
214,0,0,0,0,11,10,25,9,0,0,-1,The Great Sea
215,1,0,0,0,11,45,25,9,0,0,-1,Mulgore
219,0,40,0,0,11,72,25,9,0,0,-1,Alexston Farmstead
221,1,215,0,0,11,45,25,9,0,0,0,Camp Narache
222,1,215,0,0,11,45,25,9,0,0,5,Bloodhoof Village
223,1,215,0,0,11,45,25,9,0,0,-1,Stonebull Lake
224,1,215,0,0,11,45,25,9,0,0,7,Ravaged Caravan
225,1,215,0,0,11,45,25,9,0,0,9,Red Rocks
227,0,130,0,0,11,39,25,2,0,0,11,Valgan's Field
228,0,130,0,0,11,39,25,15,0,0,10,The Sepulcher
229,0,130,0,0,11,0,25,0,0,0,-1,Olsen's Farthing
230,0,130,0,0,11,0,25,0,0,0,18,The Greymane Wall
231,0,130,0,0,11,39,25,2,0,0,-1,Beren's Peril
232,0,130,0,0,11,39,25,2,0,0,-1,The Dawning Isles
233,0,130,0,0,11,39,25,2,0,0,15,Ambermill
236,0,130,0,0,11,39,25,2,1315270255,0,16,Shadowfang Keep
237,0,130,0,0,11,39,25,2,0,0,-1,The Decrepit Ferry
240,0,130,0,0,11,39,25,2,0,0,-1,The Dead Field
241,0,10,0,0,11,14,25,2,1315270255,0,-1,The Rotting Orchard
242,0,10,0,0,11,14,25,2,1315270255,0,-1,Brightwood Grove
243,0,10,0,0,11,14,25,2,1315270255,0,-1,Forlorn Rowe
244,0,10,0,0,11,14,25,2,1315270255,0,-1,The Whipple Estate
246,0,51,0,0,11,30,25,10,0,0,-1,The Cauldron
247,0,51,0,0,11,0,25,0,0,0,-1,Grimesilt Dig Site
656,1,493,0,0,0,0,0,0,0,0,0,Lake Elune'ara
657,0,8,0,0,0,0,0,0,0,0,0,The Harborage
676,150,0,0,0,0,0,0,0,0,0,0,Outland
696,1,141,0,0,0,0,0,0,0,0,0,Craftsmen's Terrace
697,1,141,0,0,0,0,0,0,0,0,0,Tradesmen's Terrace
698,1,141,0,0,0,0,0,0,0,0,0,The Temple Gardens
699,1,141,0,0,0,0,0,0,0,0,0,Temple of Elune
700,1,141,0,0,0,0,0,0,0,0,0,Cenarion Enclave
701,1,141,0,0,0,0,0,0,0,0,0,Warrior's Terrace
702,1,141,0,0,0,0,0,0,0,0,11,Rut'theran Village
721,90,0,0,0,0,0,0,0,0,0,0,Gnomeragon
838,0,38,0,0,0,0,0,0,0,0,0,North Gate Pass
839,0,38,0,0,0,0,0,0,0,0,0,South Gate Pass
398,1,215,0,0,11,45,25,9,0,0,8,Wildmane Water Well
400,1,0,0,0,11,43,25,9,0,0,-1,Thousand Needles
401,1,17,0,0,11,46,25,7,0,0,-1,The Tidus Stair
404,1,215,0,0,11,45,25,9,0,0,8,Bael'Dun Digsite
405,1,0,0,0,11,113,25,7,0,0,-1,Desolace
406,1,0,0,0,11,43,25,7,0,0,-1,Stonetalon Mountains
407,1,14,0,0,11,51,25,14,0,1,10,Orgrimmar
408,0,0,0,0,11,0,25,0,0,0,-1,Gillijim's Isle
409,0,0,0,0,11,0,25,0,0,0,-1,Island of Doctor Lapidis
410,1,14,0,0,11,47,25,9,0,0,8,Razorwind Canyon
411,1,331,0,0,11,35,25,15,0,0,-1,Bathran's Haunt
413,1,331,0,0,11,0,25,0,0,0,-1,Maestra's Post
414,1,331,0,0,11,0,25,0,0,0,20,The Zoram Strand
415,1,331,0,0,11,35,25,11,0,0,20,Astranaar
416,1,331,0,0,11,35,25,11,0,0,23,The Shrine of Aessina
417,1,331,0,0,11,0,25,0,0,0,25,Fire Scar Shrine
418,1,331,0,0,11,0,25,0,0,0,23,The Ruins of Stardust
419,1,331,0,0,11,0,25,0,0,0,-1,The Howling Vale
420,1,331,0,0,11,0,25,0,0,0,-1,Silverwind Refuge
421,1,331,0,0,11,0,25,0,0,0,25,Mystral Lake
422,1,331,0,0,11,0,25,0,0,0,26,Fallen Sky Lake
424,1,331,0,0,11,0,25,0,0,0,22,Iris Lake
426,1,331,0,0,11,0,25,0,0,0,-1,Raynewood Retreat
427,1,331,0,0,11,0,25,0,0,0,-1,The Shady Nook
430,1,331,0,0,11,0,25,0,0,0,28,Satyrnaar
432,1,331,0,0,11,0,25,0,0,0,30,The Dor'Danil Barrow Den
433,1,331,0,0,11,0,25,0,0,0,-1,Falfarren River
435,1,331,0,0,11,33,25,11,0,0,-1,Demon Fall Canyon
436,1,331,0,0,11,0,25,0,0,0,-1,Demon Fall Ridge
438,1,331,0,0,11,0,25,0,0,0,-1,Bough Shadow
439,1,400,0,0,11,43,25,9,0,0,35,The Shimmering Flats
440,1,0,0,0,11,10,25,7,0,0,-1,Tanaris
441,1,331,0,0,11,0,25,0,0,0,-1,Lake Falathim
442,1,148,0,0,11,33,25,11,0,0,-1,Auberdine
443,1,148,0,0,11,33,25,11,0,0,-1,Ruins of Mathystra
444,1,148,0,0,11,0,25,0,0,0,-1,Tower of Althalaxx
445,1,148,0,0,11,33,25,11,0,0,-1,Cliffspring Falls
446,1,148,0,0,11,33,25,11,0,0,-1,Bashal'Aran
447,1,148,0,0,11,33,25,15,0,0,-1,Ameth'Aran
448,1,148,0,0,11,0,25,0,0,0,-1,Grove of the Ancients
449,1,148,0,0,11,0,25,0,0,0,-1,The Master's Glaive
450,1,148,0,0,11,33,25,11,0,0,-1,Remtravel's Excavation
452,1,148,0,0,11,33,25,11,0,0,-1,Mist's Edge
454,1,148,0,0,11,0,25,0,0,0,-1,Wildbend River
455,1,148,0,0,11,33,25,11,0,0,-1,Blackwood Den
456,1,148,0,0,11,0,25,0,0,0,-1,Cliffspring River
458,1,17,0,0,11,46,25,7,0,0,10,Gold Road
459,0,85,0,0,11,0,25,0,0,0,10,Scarlet Watch Post
460,1,406,0,0,11,43,25,7,0,0,20,Sun Rock Retreat
461,1,406,0,0,11,43,25,7,0,0,20,Windshear Crag
463,1,406,0,0,11,43,25,7,0,0,20,Cragpool Lake
464,1,406,0,0,11,43,25,7,0,0,21,Mirkfallon Lake
465,1,406,0,0,11,43,25,7,1098149477,0,25,The Charred Vale
466,1,406,0,0,11,43,25,7,0,0,-1,Valley of the Bloodfuries
468,1,406,0,0,11,43,25,7,0,0,-1,The Talon Den
469,1,406,0,0,11,43,25,7,0,0,18,Greatwood Vale
470,1,215,0,0,11,49,25,9,1315270255,0,10,Thunder Bluff
471,1,215,0,0,11,45,25,9,1315270255,0,-1,Brave Wind Mesa
472,1,215,0,0,11,45,25,9,1315270255,0,-1,Fire Stone Mesa
474,1,215,0,0,11,45,25,9,1315270255,0,-1,Hunter Rise
475,1,215,0,0,11,45,25,9,1315270255,0,-1,Spirit Rise
476,1,215,0,0,11,45,25,9,1315270255,0,-1,Elder Rise
477,0,33,0,0,11,17,25,3,0,0,-1,Ruins of Jubuwal
478,1,141,0,0,11,35,25,11,0,0,8,Pools of Arlithrien
479,1,400,0,0,11,43,25,9,0,0,35,The Rustmaul Dig Site
480,1,400,0,0,11,43,25,9,0,0,30,Camp E'thok
482,1,400,0,0,11,43,25,9,0,0,30,Highperch
483,1,400,0,0,11,43,25,9,0,0,30,The Screeching Canyon
484,1,400,0,0,11,43,25,9,0,0,30,Freewind Post
485,1,400,0,0,11,43,25,9,0,0,25,The Great Lift
486,1,400,0,0,11,43,25,9,0,0,-1,Galak Hold
487,1,400,0,0,11,43,25,9,0,0,-1,Roguefeather Den
488,1,400,0,0,11,43,25,9,0,0,-1,The Weathered Nook
489,1,357,0,0,11,0,25,0,0,0,30,Thalanaar
490,1,0,0,0,11,0,25,0,0,0,-1,Ungoro Crater
491,47,0,0,0,11,0,25,0,0,0,-1,Razorfen Kraul
492,0,10,0,0,11,14,25,15,0,0,-1,Raven Hill Cemetery
493,1,0,0,0,11,0,25,0,0,0,-1,Moonglade
496,1,15,0,0,0,0,0,0,0,0,-1,Brackenwall Village
495,0,0,0,0,0,35,0,11,0,0,-1,DELETE ME
497,1,15,0,0,0,0,0,0,0,0,-1,Swamplight Manor
498,1,15,0,0,0,0,0,0,0,0,-1,Bloodfen Burrow
499,1,15,0,0,0,0,0,0,0,0,-1,Darkmist Cavern
504,1,15,0,0,0,0,0,0,0,0,-1,North Point Tower
505,1,15,0,0,0,0,0,0,0,0,-1,West Point Tower
506,1,15,0,0,0,0,0,0,0,0,-1,Lost Point
507,1,15,0,0,0,0,0,0,0,0,-1,Bluefen
508,1,15,0,0,0,0,0,0,0,0,-1,Stonemaul Ruins
509,1,15,0,0,0,0,0,0,0,0,-1,The Den of Flame
511,1,15,0,0,0,0,0,0,0,0,-1,Wyrmbog
512,1,15,0,0,0,0,0,0,0,0,-1,Onyxia's Lair
513,1,15,0,0,0,0,0,0,0,0,-1,Theramore Isle
514,1,15,0,0,0,0,0,0,0,0,-1,Foothold Citadel
515,1,15,0,0,0,0,0,0,0,0,-1,Ironclad Prison
516,1,15,0,0,0,0,0,0,0,0,-1,Dustwallow Bay
517,1,15,0,0,0,0,0,0,0,0,-1,Tidefury Cove
518,1,15,0,0,0,0,0,0,0,0,-1,Dreadmurk Shore
536,0,10,0,0,11,14,25,2,0,0,-1,Addle's Stead
537,1,490,0,0,0,0,0,0,0,0,-1,Fire Plume Ridge
538,1,490,0,0,0,0,0,0,0,0,-1,Lik'ash Tar Pits
