ID,Name_lang,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],ItemID[24],ItemID[25],ItemID[26],ItemID[27],ItemID[28],ItemID[29],ItemID[30],ItemID[31],ItemID[32],ItemID[33],ItemID[34],ItemID[35],ItemID[36],ItemID[37],ItemID[38],ItemID[39],ItemID[40],ItemID[41],ItemID[42],ItemID[43],ItemID[44],ItemID[45],ItemID[46],ItemID[47],ItemID[48],ItemID[49],ItemID[50],ItemID[51],ItemID[52],ItemID[53],ItemID[54],ItemID[55],SetSpellID[0],SetSpellID[1],SetSpellID[2],SetSpellID[3],SetSpellID[4],SetSpellID[5],SetSpellID[6],SetSpellID[7],SetThreshold[0],SetThreshold[1],SetThreshold[2],SetThreshold[3],SetThreshold[4],SetThreshold[5],SetThreshold[6],SetThreshold[7]
205,Cenarion Raiment,0,0,0,0,0,0,0,2031646,16828,16829,16830,16833,16831,16834,16835,16836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21014,23556,23557,0,0,0,0,0
207,The Earthfury,0,0,0,0,0,0,0,2031646,16838,16837,16840,16841,16844,16839,16842,16843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23572,21895,23573,0,0,0,0,0
210,Netherwind Regalia,0,0,0,0,0,0,0,2031646,16818,16918,16912,16914,16917,16913,16915,16916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21879,23549,22007,0,0,0,0,0
211,Vestments of Transcendence,0,0,0,0,0,0,0,2031646,16925,16926,16919,16921,16920,16922,16924,16923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21853,21894,22010,0,0,0,0,0
217,Judgement Armor,0,0,0,0,0,0,0,2031646,16952,16951,16958,16955,16956,16954,16957,16953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21855,23565,23591,0,0,0,0,0
321,Imperial Plate,0,0,0,0,0,0,0,983070,12424,12426,12425,12422,12427,12429,12428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,9335,14465,0,0,0,0,0
65,Spider's Kiss,0,0,0,0,0,0,0,2031646,13218,13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17332,0,0,0,0,0,0,0
341,Champion's Regalia,0,0,0,0,0,0,0,983070,16485,16487,16491,16490,16489,16492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,23025,14462,0,0,0,0,0
342,Champion's Raiment,0,0,0,0,0,0,0,983070,17616,17617,17612,17611,17613,17610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,23044,14462,0,0,0,0,0
343,Lieutenant Commander's Regalia,0,0,0,0,0,0,0,983070,16369,16391,16413,16414,16416,16415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,23025,14462,0,0,0,0,0
344,Lieutenant Commander's Raiment,0,0,0,0,0,0,0,983070,17594,17596,17600,17599,17598,17601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23044,14047,14462,0,0,0,0,0
345,Champion's Threads,0,0,0,0,0,0,0,983070,17576,17577,17572,17571,17570,17573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23047,0,0,0,0,0
346,Lieutenant Commander's Threads,0,0,0,0,0,0,0,983070,17562,17564,17568,17567,17569,17566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23047,0,0,0,0,0
347,Champion's Vestments,0,0,0,0,0,0,0,983070,16498,16499,16505,16508,16506,16507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,14462,23048,0,0,0,0,0
121,Cadaverous Garb,0,0,0,0,0,0,0,2031646,14637,14636,14640,14638,14641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,9140,18686,15465,0,0,0,0
162,Embrace of the Viper,0,0,0,0,0,0,0,2031646,10412,10411,10413,10410,6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,7679,7694,20607,0,0,0,0
163,Chain of the Scarlet Crusade,0,0,0,0,0,0,0,2031646,10329,10332,10328,10331,10330,10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9760,7513,14668,20606,15464,0,0,0
202,Vestments of Prophecy,0,0,0,0,0,0,0,2031646,16811,16813,16817,16812,16814,16816,16815,16819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21973,21092,23550,0,0,0,0,0
209,Battlegear of Might,0,0,0,0,0,0,0,2031646,16864,16861,16865,16863,16866,16867,16868,16862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23562,21838,23561,0,0,0,0,0
212,Nemesis Raiment,0,0,0,0,0,0,0,2031646,16933,16927,16934,16928,16930,16931,16929,16932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21922,23555,0,21854,0,0,0,0
215,Dragonstalker Armor,0,0,0,0,0,0,0,2031646,16936,16935,16942,16940,16941,16939,16938,16937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21928,23578,23559,0,0,0,0,0
218,Battlegear of Wrath,0,0,0,0,0,0,0,2031646,16959,16966,16964,16963,16962,16961,16965,16960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23563,21890,23548,0,0,0,0,0
221,Garb of Thero-shan,0,0,0,0,0,0,0,2031646,7950,7948,7952,7951,7953,7949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,0,0,0,0,0,0,0
142,Stormshroud Armor,0,0,0,0,0,0,0,2031646,15056,15057,15058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18979,0,0,0,0,0,0,0
348,Lieutenant Commander's Vestments,0,0,0,0,0,0,0,983070,16392,16396,16417,16419,16420,16418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,23048,14462,0,0,0,0,0
161,Defias Leather,0,0,0,0,0,0,0,2031646,10399,10403,10402,10401,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,14707,9760,7534,0,0,0,0
206,Giantstalker Armor,0,0,0,0,0,0,0,2031646,16851,16849,16850,16845,16848,16852,16846,16847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23560,23566,21926,0,0,0,0,0
241,Shard of the Gods,0,0,0,0,0,0,0,2031646,17082,17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18681,0,0,0,0,0,0,0
361,Champion's Pursuit,0,0,0,0,0,0,0,983070,16531,16530,16525,16527,16526,16528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,23158,14462,0,0,0,0,0
362,Lieutenant Commander's Pursuit,0,0,0,0,0,0,0,983070,16425,16426,16401,16403,16428,16427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,23158,14462,0,0,0,0,0
396,Warlord's Marshal's Pursuit,0,0,0,0,0,0,0,983070,16569,16571,16567,16565,16566,16568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,13665,23158,0,0,0,0,0
392,Field Marshal's Threads,0,0,0,0,0,0,0,983070,17581,17580,17583,17584,17579,17578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,23047,14462,0,0,0,0,0
397,Field Marshal's Sanctuary,0,0,0,0,0,0,0,983070,16452,16451,16449,16459,16448,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,14049,23218,0,0,0,0,0
398,Warlord's Sanctuary,0,0,0,0,0,0,0,983070,16554,16555,16552,16551,16549,16550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23218,14049,14462,0,0,0,0,0
401,Lieutenant Commander's Aegis,0,0,0,0,0,0,0,983070,16410,16409,16433,16435,16434,16436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,7496,14462,23302,0,0,0,0
402,Field Marshal's Aegis,0,0,0,0,0,0,0,983070,16473,16474,16476,16472,16471,16475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23302,14462,7496,7597,0,0,0,0
388,Field Marshal's Regalia,0,0,0,0,0,0,0,983070,16441,16444,16443,16437,16440,16442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23025,0,0,0,0,0
213,Bloodfang Armor,0,0,0,0,0,0,0,2031646,16910,16906,16911,16905,16907,16908,16909,16832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23558,21881,23581,0,0,0,0,0
1,The Gladiator,0,0,0,0,0,0,0,2031646,11729,11726,11728,11731,11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7514,9761,7597,9140,0,0,0,0
124,Deathbone Guardian,0,0,0,0,0,0,0,2031646,14624,14622,14620,14623,14621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,9764,18686,13665,0,0,0,0
181,Magister's Regalia,0,0,0,0,0,0,0,2031646,16685,16683,16686,16684,16687,16689,16688,16682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,18378,17868,13605,14707,14585,14546,7701
214,Stormrage Raiment,0,0,0,0,0,0,0,2031646,16903,16898,16904,16897,16900,16899,16901,16902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21873,21872,21871,0,0,0,0,0
381,Lieutenant Commander's Sanctuary,0,0,0,0,0,0,0,983070,16423,16424,16422,16421,16393,16397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14049,23218,14462,0,0,0,0,0
382,Champion's Sanctuary,0,0,0,0,0,0,0,983070,16494,16496,16504,16502,16503,16501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23218,14049,14462,0,0,0,0,0
208,Lawbringer Armor,0,0,0,0,0,0,0,2031646,16858,16859,16857,16853,16860,16854,16855,16856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23564,21745,21747,0,0,0,0
183,Dreadmist Raiment,0,0,0,0,0,0,0,2031646,16702,16703,16699,16701,16700,16704,16698,16705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14584,14667,21011,9328,20969,23443,0,0
383,Warlord's Battlegear,0,0,0,0,0,0,0,983070,16541,16542,16544,16545,16548,16543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,22738,14462,0,0,0,0,0
144,Ironfeather Armor,0,0,0,0,0,0,0,2031646,15066,15067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18985,0,0,0,0,0,0,0
281,Champion's Battlegear,0,0,0,0,0,0,0,2031646,16509,16510,16513,16515,16514,16516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,14462,22738,0,0,0,0,0
282,Lieutenant Commander's Battlegear,0,0,0,0,0,0,0,2031646,16405,16406,16430,16431,16429,16432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,14462,22738,0,0,0,0,0
301,The Champion's Earthshaker,0,0,0,0,0,0,0,2031646,16519,16518,16522,16523,16521,16524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14049,14462,22804,0,0,0,0,0
384,Field Marshal's Battlegear,0,0,0,0,0,0,0,983070,16477,16478,16480,16483,16484,16479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,22738,13665,0,0,0,0,0
386,The Warlord's Earthshaker,0,0,0,0,0,0,0,983070,16577,16578,16580,16573,16574,16579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22804,14462,14049,0,0,0,0,0
389,Field Marshal's Raiment,0,0,0,0,0,0,0,983070,17604,17603,17605,17608,17607,17602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23044,0,0,0,0,0
204,Nightslayer Armor,0,0,0,0,0,0,0,2031646,16827,16824,16825,16820,16821,16826,16822,16823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21874,21975,23582,0,0,0,0,0
216,The Ten Storms,0,0,0,0,0,0,0,2031646,16944,16943,16950,16945,16948,16949,16947,16946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21899,23570,23551,0,0,0,0,0
182,Vestments of the Devout,0,0,0,0,0,0,0,2031646,16696,16691,16697,16693,16692,16695,16694,16690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18036,14439,14678,21010,7708,0,0,0
261,Spirit of Eskhandar,0,0,0,0,0,0,0,2031646,18203,18202,18204,18205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22648,0,0,0,0,0,0,0
390,Warlord's Raiment,0,0,0,0,0,0,0,983070,17623,17625,17622,17624,17618,17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23044,14047,14462,0,0,0,0,0
391,Warlord's Threads,0,0,0,0,0,0,0,983070,17586,17588,17593,17591,17590,17592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,23047,14047,0,0,0,0,0
393,Warlord's Vestments,0,0,0,0,0,0,0,983070,16563,16561,16562,16564,16560,16558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462,23048,13665,0,0,0,0,0
394,Field Marshal's Vestments,0,0,0,0,0,0,0,983070,16453,16457,16455,16446,16454,16456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,23048,14462,0,0,0,0,0
395,Field Marshal's Pursuit,0,0,0,0,0,0,0,983070,16466,16465,16468,16462,16463,16467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23158,13665,14462,0,0,0,0,0
387,Warlord's Regalia,0,0,0,0,0,0,0,983070,16536,16533,16535,16539,16540,16534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,14462,23025,0,0,0,0,0
41,Dal'Rend's Arms,0,0,0,0,0,0,0,2031646,12940,12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14056,0,0,0,0,0,0,0
81,The Postmaster,0,0,0,0,0,0,0,2031646,13390,13388,13391,13392,13389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9764,17498,9417,14590,14712,9106,0,0
